year,mes_DET âmes_NOUN,mes_DET ames_NOUN,mes_DET lames_NOUN
1800,0.0,0.0,0.0
1801,0.0,4.7623651688866175e-09,2.3811825844433088e-09
1802,0.0,0.0,0.0
1803,0.0,0.0,1.950339223455444e-09
1804,0.0,0.0,0.0
1805,0.0,0.0,0.0
1806,0.0,0.0,2.305335300434308e-08
1807,0.0,0.0,2.8469551160981155e-09
1808,0.0,0.0,0.0
1809,0.0,0.0,1.129515236897305e-08
1810,0.0,0.0,0.0
1811,0.0,0.0,0.0
1812,0.0,0.0,0.0
1813,0.0,0.0,0.0
1814,0.0,0.0,0.0
1815,0.0,0.0,0.0
1816,0.0,0.0,0.0
1817,0.0,9.341240669868967e-09,0.0
1818,1.668964877410417e-08,0.0,0.0
1819,7.24573512300708e-09,0.0,1.035105001712111e-09
1820,0.0,7.119888678630559e-09,3.5599443393152796e-09
1821,9.86148829262845e-10,1.97229765852569e-09,1.97229765852569e-09
1822,1.0025615893027862e-09,0.0,0.0
1823,0.0,9.882686891060644e-10,0.0
1824,0.0,8.421112696055388e-09,0.0
1825,0.0,1.7610886082763955e-09,0.0
1826,8.807984341885344e-10,7.0463874735082754e-09,2.642395191543301e-09
1827,9.217273055917019e-10,0.0,1.8434546111834038e-09
1828,3.668920500743411e-09,0.0,9.172301251858528e-10
1829,0.0,8.57317605795771e-10,1.3717081692732336e-08
1830,2.0873671680021744e-09,1.0436835840010872e-09,0.0
1831,3.1182412207897414e-09,4.677361609140007e-09,0.0
1832,0.0,6.764984572527055e-09,1.3529969367098715e-09
1833,1.1583628500844156e-09,1.1583628500844156e-09,5.791814139399776e-09
1834,0.0,9.334530925997342e-10,0.0
1835,3.025235173481633e-09,7.563087933704082e-10,0.0
1836,1.3441500135158435e-09,1.0753200108126748e-08,0.0
1837,6.957890930081589e-10,3.478945576063097e-09,0.0
1838,0.0,1.2624323808552163e-09,8.837026443941909e-09
1839,0.0,3.4957374772659477e-09,0.0
1840,0.0,0.0,7.0066574764382494e-09
1841,4.494383976094696e-09,1.926164561183441e-09,1.2841097074556274e-09
1842,0.0,0.0,4.695785538189057e-09
1843,5.906911182407271e-09,7.088293507706567e-09,5.906910960362666e-09
1844,5.488561161115513e-09,0.0,0.0
1845,7.812319235966925e-09,1.674068439427856e-09,4.464182357111213e-09
1846,5.854501328173001e-09,0.0,7.610851504580296e-09
1847,2.1572894581822766e-09,0.0,1.0786447290911383e-09
1848,8.045221711050488e-10,0.0,8.045221711050488e-10
1849,0.0,0.0,1.1731180915575123e-08
1850,0.0,0.0,2.0366988096043315e-09
1851,1.9348316282474798e-09,0.0,1.9348316282474798e-09
1852,1.9531636308300904e-09,0.0,1.4323199737376058e-08
1853,2.9859659189668264e-09,1.7915795513800958e-09,9.55509116273845e-09
1854,1.0391328908454511e-09,0.0,0.0
1855,4.776243400783642e-09,5.306937111981824e-10,5.837630823180007e-09
1856,6.212626857404757e-09,5.177189232874468e-10,2.5885946164372342e-09
1857,5.857810903009408e-09,1.4644527812635033e-09,4.393358121745905e-09
1858,0.0,0.0,1.1255455234504552e-08
1859,6.619825576592575e-09,2.036869339860914e-09,1.018434669930457e-09
1860,4.577183909670879e-10,1.373155145145688e-09,4.577183909670879e-10
1861,1.8863854922557266e-09,0.0,1.4147891747029462e-09
1862,6.325180934574348e-09,4.517986262886353e-10,0.0
1863,1.9978483312144135e-09,2.9967726078439227e-09,0.0
1864,0.0,0.0,1.9178911792039344e-09
1865,1.4120533631256649e-09,0.0,2.3534221793575227e-09
1866,1.9462451650298362e-09,0.0,0.0
1867,4.85281148598915e-09,0.0,3.396968040192405e-09
1868,1.4819622196071691e-09,0.0,9.87974813071446e-10
1869,2.4417595723136287e-09,0.0,9.278686596836394e-09
1870,5.734048791339319e-10,0.0,2.2936195165357276e-09
1871,1.0621177271019633e-09,0.0,9.559059321873065e-09
1872,1.0885210954825197e-08,2.4189357183956872e-09,1.2094678591978436e-09
1873,7.183205141814142e-09,0.0,5.387403856360606e-09
1874,9.559374958278966e-09,0.0,0.0
1875,4.005068943158108e-09,0.0,5.721527140956084e-10
1876,9.673623679873344e-09,1.209202959984168e-09,6.04601479992084e-10
1877,6.80329748092845e-09,0.0,1.8554447978047506e-09
1878,6.039088673581716e-10,6.039088673581716e-10,6.0390887290928674e-09
1879,3.054662633950045e-09,0.0,6.10932526790009e-09
1880,4.492492378105339e-09,0.0,1.9253538763308597e-09
1881,9.064259787194828e-09,0.0,4.880755410940907e-09
1882,1.1314154946262533e-08,0.0,2.3293848183669752e-08
1883,1.0742876366265364e-08,0.0,6.319338941018771e-10
1884,1.9805090900604227e-09,0.0,8.582206056928499e-09
1885,4.511945039809007e-09,0.0,1.0313017106966527e-08
1886,5.808117542471791e-09,0.0,5.162771099520569e-09
1887,5.223139698529167e-09,6.528924623161458e-10,9.793386990253339e-09
1888,1.2681229177857745e-08,6.340614699951175e-10,3.804368819970705e-09
1889,3.759082101151279e-09,0.0,2.506054641582267e-09
1890,6.554386478008212e-10,6.554386478008212e-10,8.520702365899524e-09
1891,5.736798036615198e-09,0.0,8.28648560879941e-09
1892,1.8805537127519756e-09,0.0,3.761107425503951e-09
1893,8.005941465327737e-09,6.158416554491453e-10,8.621783342821487e-09
1894,8.192000855444803e-09,0.0,1.8904617871129403e-09
1895,1.2037228991346183e-09,6.018614495673091e-10,0.0
1896,7.076434771491336e-09,0.0,2.9485144326102386e-09
1897,1.9810826090704836e-08,0.0,5.244042200480692e-09
1898,7.921696743018458e-09,0.0,1.6975064687230201e-09
1899,2.7637891975018647e-09,0.0,4.9748205555033564e-09
1900,5.710158568206225e-09,0.0,1.038210628578895e-09
1901,0.0,0.0,5.588738916095792e-10
1902,1.4730851538580225e-09,4.910283846193408e-10,1.9641135384773634e-09
1903,6.480264325148255e-09,1.0800440541913758e-09,0.0
1904,6.987012746151322e-09,0.0,3.2247751136083025e-09
1905,3.612531440655431e-09,0.0,1.0321518084666081e-09
1906,1.18316245689698e-08,2.0576738091193647e-09,5.144184522798412e-10
1907,2.0571372938427146e-09,1.028568674676933e-09,5.142843373384665e-10
1908,1.964555629285769e-09,4.911389073214423e-10,4.911389073214423e-09
1909,0.0,0.0,0.0
1910,3.740905585303267e-09,1.068830135508847e-09,2.137660271017694e-09
1911,7.980561544940201e-09,1.5961122423746588e-09,0.0
1912,8.335073964360618e-09,0.0,1.5628263683176158e-09
1913,3.1817938284106617e-09,0.0,2.121195885607108e-09
1914,6.027069510139427e-09,0.0,0.0
1915,1.0602685840410686e-08,1.1780761921542648e-09,9.424609537234119e-09
1916,1.0987462051303964e-09,0.0,2.197492410260793e-09
1917,1.2063066989753679e-08,0.0,4.3865698851064394e-09
1918,6.89182577673364e-09,0.0,2.6418664589300533e-08
1919,1.0128633265438225e-08,0.0,1.8415696745321952e-09
1920,6.815008557481406e-09,0.0,7.572231730534895e-10
1921,1.5902769878728407e-08,0.0,1.5145494858259667e-09
1922,1.1066902949607993e-08,0.0,2.951174138399182e-09
1923,8.492758496458919e-09,0.0,3.1847844361720945e-09
1924,2.3204924204378585e-08,0.0,1.289162443462999e-09
1925,1.5397448649423495e-08,2.1996355847875293e-09,3.299453377181294e-09
1926,6.687682962969177e-09,4.458455382660986e-09,0.0
1927,5.574612327308159e-09,0.0,2.2298449753321847e-09
1928,9.140832868403947e-09,0.0,0.0
1929,1.1140406597220931e-08,0.0,5.570203187588163e-09
1930,1.3654684938302353e-08,1.0503603542488804e-09,9.453243521306831e-09
1931,5.7026783295555106e-09,0.0,3.4216069977333063e-08
1932,8.767629400274757e-09,0.0,2.1919073223131136e-09
1933,0.0,0.0,3.4411986593596566e-09
1934,1.1981580172459871e-09,0.0,1.5576054224197833e-08
1935,7.180970484910176e-09,0.0,8.377798899061872e-09
1936,9.699771652549316e-09,0.0,3.6374143697059935e-09
1937,1.3850229851897211e-08,0.0,1.2591118148108649e-09
1938,3.8895642262559704e-09,0.0,0.0
1939,4.588215141154706e-09,0.0,0.0
1940,2.5357829169792012e-09,0.0,2.2822046474857416e-08
1941,1.1806010835613279e-08,0.0,5.9030051957620344e-09
1942,9.102635312174812e-09,0.0,6.068423541449874e-09
1943,1.161294105322952e-08,0.0,1.4516175816936538e-08
1944,5.1410976809052045e-08,2.3777577951022977e-07,0.0
1945,1.742803235060819e-08,0.0,1.3071024707045353e-08
1946,1.3921104269343232e-08,1.3921104269343232e-09,5.568441707737293e-09
