year,termes_NOUN égaux_ADJ,termes_NOUN egaux_ADJ,termes_NOUN légaux_ADJ
1800,8.489244152087849e-08,0.0,0.0
1801,8.334139067756041e-08,0.0,4.7623651688866175e-09
1802,8.951360541686881e-08,0.0,0.0
1803,6.241085515057421e-08,0.0,0.0
1804,2.7190360185613827e-08,0.0,0.0
1805,6.822906328807221e-08,0.0,0.0
1806,1.123850950079941e-07,0.0,0.0
1807,1.822051274302794e-07,0.0,5.693910232196231e-09
1808,6.118399653587403e-08,2.2660739951163578e-09,0.0
1809,1.7620438086396462e-07,0.0,4.518061036407062e-09
1810,1.6848912309797015e-07,0.0,0.0
1811,7.771937760026049e-08,0.0,1.2535384286138651e-08
1812,8.801787032552966e-08,0.0,2.6672082320544632e-09
1813,4.026038169513413e-08,0.0,8.627225156487839e-09
1814,1.1013369771717407e-07,0.0,0.0
1815,2.4275013288388436e-07,5.394447111228828e-09,0.0
1816,1.5991466284503986e-07,0.0,0.0
1817,8.251429051142622e-08,4.670620334934483e-09,1.556873407970727e-09
1818,1.2994082965178677e-07,0.0,0.0
1819,5.796588098405664e-08,0.0,1.035105001712111e-09
1820,4.034603762193001e-08,0.0,0.0
1821,1.3608854487756616e-07,0.0,0.0
1822,7.819980396561732e-08,0.0,7.017931125119503e-09
1823,8.993244904331732e-08,0.0,0.0
1824,6.568468080558887e-08,8.421112696055388e-10,0.0
1825,8.541280038798504e-08,0.0,8.805443041381977e-10
1826,1.1362299545680798e-07,1.7615968683770689e-09,2.642395191543301e-09
1827,1.769716391208931e-07,1.8434546111834038e-09,4.608636583469661e-09
1828,1.5501188954658573e-07,9.172301251858528e-10,1.8344602503717056e-09
1829,8.830371456269859e-08,6.001223074036943e-09,0.0
1830,5.844628248041772e-08,0.0,2.0873671680021744e-09
1831,9.354723573551382e-08,0.0,0.0
1832,9.741577855493233e-08,1.3529969367098715e-09,0.0
1833,1.3437009727113036e-07,0.0,9.266902800675325e-09
1834,6.534171603789218e-08,0.0,0.0
1835,8.621920244422654e-08,0.0,3.781543966852041e-09
1836,1.263501019366231e-07,6.720750067579218e-10,6.72075017860152e-09
1837,1.4333255649034982e-07,0.0,9.74104708006962e-09
1838,1.3003052856674913e-07,0.0,5.680945491803868e-09
1839,8.459684863737493e-08,6.9914751765765e-10,1.0487212875887053e-08
1840,8.66277645172886e-08,6.369688665408546e-10,1.0191501864653674e-08
1841,1.0401288363937056e-07,0.0,9.630822361827995e-09
1842,1.1135720257016146e-07,0.0,2.95163662400455e-08
1843,7.147362168780091e-08,5.906911071384968e-10,1.9492807368237663e-08
1844,7.848642269436823e-08,0.0,8.781698035420504e-09
1845,9.76539880070959e-08,0.0,1.3950569588416784e-08
1846,1.1006462585783083e-07,1.1709002656346001e-09,1.1123552745573306e-08
1847,8.737022483273904e-08,5.393223645455691e-10,1.5101026207275936e-08
1848,7.482056219032529e-08,0.0,9.65426583121598e-09
1849,1.1144621936409749e-07,0.0,1.0893239199560867e-08
1850,1.5343131565259682e-07,0.0,2.0366988096043315e-08
1851,1.1737978411474614e-07,1.9348316282474798e-09,1.1608989325395669e-08
1852,1.5299781352950959e-07,0.0,1.4323200403509873e-08
1853,6.867721680237082e-08,5.971931837933653e-10,2.9859659189668264e-09
1854,1.2365681811843388e-07,0.0,9.871762074453727e-09
1855,1.6769921273862565e-07,0.0,1.0083180512765466e-08
1856,1.2632341395146796e-07,5.177189232874468e-10,8.801221973442352e-09
1857,8.542640728137485e-08,0.0,8.298565390418844e-09
1858,1.1010771316932733e-07,0.0,1.3702292633865909e-08
1859,8.045633848041689e-08,0.0,7.129042689513199e-09
1860,8.833964670884598e-08,4.577183909670879e-10,1.1442959468865865e-08
1861,8.300096254743039e-08,0.0,5.659156698811785e-09
1862,1.0210649037389885e-07,0.0,2.0782737308877586e-08
1863,1.9179344690201106e-07,0.0,1.897955925755923e-08
1864,1.5822601540094183e-07,0.0,1.3904711160250827e-08
1865,1.3555711575463647e-07,1.882737743486018e-09,3.153585836912498e-08
1866,1.1531502508432823e-07,0.0,1.702964524952222e-08
1867,9.851207494193659e-08,0.0,6.308654931785895e-09
1868,1.7437756127947068e-07,4.93987406535723e-10,1.6301584082611953e-08
1869,1.4650557034201483e-07,0.0,1.7580669364747337e-08
1870,1.3016290267842123e-07,0.0,8.601073631098188e-09
1871,9.983906323896008e-08,0.0,1.6993883633631413e-08
1872,1.4815981330684735e-07,0.0,1.3908880269752899e-08
1873,8.679706553493816e-08,0.0,1.2570609442263958e-08
1874,1.3203886339852033e-07,0.0,9.559374625212058e-09
1875,1.5333692715557845e-07,1.1443054281912168e-09,1.830888685105947e-08
1876,1.3603533943751245e-07,0.0,9.673623679873344e-09
