year,dix_DET yeux_NOUN,dix_DET lieues_NOUN
1885,1.4180398189012067e-08,8.656488716951571e-07
1886,8.389503203254378e-09,7.853865326978848e-07
1887,4.570247291724172e-09,8.631238301859412e-07
1888,2.53624587998047e-09,7.107828992047871e-07
1889,5.012109394186837e-09,8.326366582878109e-07
1890,5.243509182406569e-09,7.642414630026906e-07
1891,5.099376032546843e-09,6.673808456980623e-07
1892,3.1342561879199593e-09,7.584899890389352e-07
1893,4.926733243593162e-09,6.589505687770725e-07
1894,5.041231654345779e-09,7.145945346564986e-07
1895,1.8055843487019274e-09,7.81818016548641e-07
1896,1.1794058174530164e-08,7.577682481496595e-07
1897,5.244042311502994e-09,6.858041956547822e-07
1898,7.921697076085366e-09,6.246824000299966e-07
1899,1.2713430308508578e-08,7.207962084976316e-07
1900,1.6092265298084385e-08,6.504389489236928e-07
1901,5.029864968975062e-09,6.030249437571911e-07
1902,3.437198747846537e-09,5.141067163094704e-07
1903,6.480264325148255e-09,6.231854285942973e-07
1904,5.374625189347171e-10,6.035704132045794e-07
1905,3.6125313851442797e-09,5.454922415992769e-07
1906,8.230695236477459e-09,5.370528697312693e-07
1907,5.142843484406967e-09,5.40512814950489e-07
1908,3.437972351250096e-09,5.019439868192421e-07
1909,2.7504918342913243e-09,5.715521638194332e-07
1910,5.344150677544235e-09,5.29605358678964e-07
1911,6.384448969498635e-09,5.432102057056909e-07
1912,2.083768435579003e-09,4.88122793740331e-07
1913,3.71209285532359e-09,4.7620846999052446e-07
1914,1.2723813114234872e-08,5.176582931198936e-07
1915,5.890381071793627e-09,3.769843885947921e-07
1916,4.394984820521586e-09,6.152978926365904e-07
1917,2.1932848870420685e-09,3.6079535448152456e-07
1918,5.743188147278033e-09,4.1580682363928645e-07
1919,5.524709134618888e-09,4.649963329939055e-07
1920,7.572231730534895e-10,3.4680820704124926e-07
1921,7.572747429129834e-10,3.6197732811160677e-07
1922,7.377935484775833e-10,4.2349350337644864e-07
1923,2.1231896241147297e-09,3.673117987545993e-07
1924,3.867487219366694e-09,4.292911057746096e-07
1925,2.1996355847875293e-09,4.3662765847329865e-07
1926,4.458455382660986e-09,3.8342716379702324e-07
1927,2.2298449753321847e-09,5.864492322871229e-07
1928,1.1426041224282812e-09,4.341895589732303e-07
1929,3.342121912552898e-09,5.960117164249823e-07
1930,3.1510811737689437e-09,4.1909379433491267e-07
1931,4.5621426636444085e-09,4.847276500186126e-07
1932,5.4797681947604815e-09,4.931791295348376e-07
1933,3.4411986593596566e-09,3.934437131647428e-07
1934,1.1981580172459871e-09,4.5889453303971095e-07
1935,3.590485242455088e-09,3.650326618753752e-07
1936,2.424942913137329e-09,4.2557746837701416e-07
1937,8.813782592653752e-09,3.638833163677191e-07
1938,3.8895642262559704e-09,3.1894427365841693e-07
1939,3.058810094103137e-09,3.1199863315123366e-07
1940,0.0,3.930463492451963e-07
1941,2.9515025978810172e-09,4.191133768927102e-07
1942,6.068423541449874e-09,5.461581054078124e-07
1943,0.0,4.006464564554335e-07
1944,3.2131861615880553e-09,3.3095818707806757e-07
1945,8.714016175304096e-09,3.049905785701412e-07
1946,9.744772988540262e-09,3.661250502773328e-07
1947,7.152522574216391e-09,3.504736127979413e-07
1948,4.348755133776194e-09,3.4355164757471357e-07
1949,5.890204768377316e-09,2.768396427654807e-07
1950,9.571825110299415e-09,3.552210614543583e-07
1951,4.264560704569931e-09,3.8807502278359607e-07
1952,8.435843135146115e-09,3.5325092540006153e-07
1953,1.0773827385790469e-09,2.6503616368245275e-07
1954,1.9545072227344917e-09,2.54085932738235e-07
1955,0.0,2.9376951715676114e-07
1956,2.616342476002842e-09,3.2181011988541286e-07
1957,8.835037701437898e-10,2.8978922728128964e-07
1958,2.4816730892496253e-09,2.8539238883240614e-07
1959,1.007597205671118e-08,2.9142810831217503e-07
1960,0.0,3.2251082870971004e-07
1961,5.558527305105088e-09,3.397649948055914e-07
1962,1.2683912808952869e-09,3.716386345331557e-07
1963,4.526237162849611e-09,2.9614523100462975e-07
1964,3.041984220075733e-09,2.8655492201323796e-07
1965,4.924839203113152e-09,3.239449597458588e-07
1966,1.1078149508847446e-09,3.6003984860144556e-07
1967,4.437302025817047e-09,3.4956079275616503e-07
1968,2.245707925174756e-09,3.9883772728899203e-07
1969,4.995933444718048e-09,4.0376227161686984e-07
1970,4.5987250119061684e-09,3.1915152476358344e-07
1971,3.5968783507200897e-09,3.103592121078691e-07
1972,3.0780880067027283e-09,2.8010600772176986e-07
1973,2.7566018356850464e-09,2.46440208684362e-07
1974,2.812785782069227e-09,2.745279061855399e-07
1975,2.8557400888473694e-09,2.495916930911335e-07
1976,3.4281160132820787e-09,2.54251943943018e-07
1977,1.1753563677885381e-09,2.0803807387892448e-07
1978,5.940591130126904e-09,2.471286109084758e-07
1979,2.3407893401383717e-09,2.9201348183960363e-07
1980,3.4110903546213933e-09,2.450299803058442e-07
1981,5.0604397339171214e-09,1.929292636759783e-07
1982,6.828252407942159e-09,2.3153982908752369e-07
1983,5.052252727288931e-09,2.0651083332268172e-07
1984,4.059306057957457e-09,1.7976925903440133e-07
1985,5.414002135495366e-09,1.774589577507868e-07
1986,2.3977941854269602e-09,2.235943128425788e-07
1987,2.4443267965246207e-09,1.8821316416506306e-07
1988,3.5979322854373663e-09,1.7210109604093304e-07
1989,2.1952488715726304e-09,2.601369999410963e-07
1990,1.634595292454577e-09,1.5474168435503088e-07
1991,3.5168792322792797e-09,2.2449411574143596e-07
1992,2.2039776670368383e-09,2.424375509235688e-07
1993,2.7696036575264316e-09,2.2046044989565416e-07
1994,3.692448680148175e-09,2.062496236021616e-07
1995,1.626735190995987e-09,1.9249699789725128e-07
1996,2.135236876199542e-09,1.884346545466542e-07
1997,9.58978896292706e-10,1.7357517378968623e-07
1998,2.3840645013706308e-09,2.040759312649243e-07
1999,9.140402323914998e-10,1.8463612150299014e-07
2000,4.418031385178267e-09,1.983696193974538e-07
2001,4.819333099259637e-09,1.984688964284942e-07
2002,2.190610748353805e-09,2.0504116093889024e-07
2003,2.083461403401543e-09,1.9334522960434697e-07
2004,1.3214374039449694e-09,1.6385823187192727e-07
2005,3.602999676388663e-09,1.9906573811567796e-07
2006,4.941467901531382e-09,2.1330669142116676e-07
2007,2.3966877371606188e-09,2.049168017492775e-07
2008,5.960415494499216e-09,2.1202049538260326e-07
2009,8.105927262747059e-09,1.6450263728984282e-07
2010,2.3618964561933353e-09,1.738355877023423e-07
2011,3.4415747474092484e-09,1.973169503344252e-07
2012,8.510631643865452e-09,2.628082995670411e-07
2013,5.857162532763027e-09,2.975996551413118e-07
2014,5.846702011425009e-09,3.016465086602693e-07
2015,4.654808316573167e-09,4.6193432012842095e-07
2016,7.042556315894899e-09,5.07685456341278e-07
2017,3.2702948127294462e-09,1.8112402244696568e-07
2018,4.646640072714092e-09,3.146807898701809e-07
2019,5.6121731151215215e-09,3.961683887609979e-07
