year,des_DET âmes_NOUN,des_DET ames_NOUN,des_DET lames_NOUN
1851,2.5139912196436853e-06,3.7148767040307007e-07,1.8239012824494694e-06
1852,2.8197173200794623e-06,4.615976678667977e-07,1.6015942030378483e-06
1853,3.1884143822935584e-06,2.0244848464301413e-07,1.6578082693285978e-06
1854,4.1684813751885486e-06,3.6993132046525545e-07,1.821599983742317e-06
1855,3.531236032472407e-06,2.7489934950608585e-07,1.87865578027413e-06
1856,4.417177763116342e-06,3.2460976662207486e-07,2.1516398263088377e-06
1857,3.5957194910452017e-06,3.1290473589962176e-07,1.7700352472616032e-06
1858,3.3595086179616374e-06,3.7779178074792696e-07,2.0661099959795592e-06
1859,3.3170417523820106e-06,2.332215334188703e-07,1.258785195190626e-06
1860,3.5935471913717265e-06,1.4463900499528393e-07,1.4587485281936097e-06
1861,3.7336285885203324e-06,2.3909935920052305e-07,1.7430201992851835e-06
1862,3.1083745035687116e-06,3.0812665313684207e-07,1.3160894134500722e-06
1863,3.822882725046384e-06,3.0816811025236035e-07,1.030889769992882e-06
1864,3.741326182193916e-06,3.437819837692757e-07,1.4379388844076857e-06
1865,3.809719729019889e-06,2.56993694103258e-07,1.5537293798217888e-06
1866,3.691540584327413e-06,1.4548181903606405e-07,1.470874799736066e-06
1867,3.0776531509957294e-06,1.4801075209902592e-07,2.0619595915150057e-06
1868,3.2079543146323886e-06,2.1834243058016511e-07,2.0209025279882553e-06
1869,3.632361615046875e-06,1.0939082739636063e-07,1.544168757305897e-06
1870,3.2064800592479514e-06,1.3360333284140324e-07,1.557941097019011e-06
1871,2.4354360164124955e-06,1.3595107106745274e-07,1.6611521722609268e-06
1872,3.2413738466630093e-06,1.3727459879930848e-07,1.5692845600767669e-06
1873,2.8361689174971616e-06,1.6222072041216506e-07,2.091510026502874e-06
1874,2.3844664305272545e-06,1.2188202691554295e-07,1.7135178751459534e-06
1875,3.00151317134123e-06,2.23711704272489e-07,1.6483719278426179e-06
1876,2.758191904206342e-06,1.38453737363875e-07,2.065318554400619e-06
1877,2.4708340049528488e-06,9.586465021804713e-08,1.676085183532905e-06
1878,2.6191528377239592e-06,1.636593046638879e-07,1.6275343632798922e-06
1879,2.5708039643745906e-06,1.2646303160224193e-07,1.6580709214508715e-06
1880,2.1486949748350526e-06,7.701415327687755e-08,1.7193409576066188e-06
1881,2.324633985750779e-06,7.181682804002776e-08,1.6985028352678455e-06
1882,2.2162431854155784e-06,1.2911446822805317e-07,1.747038581356719e-06
1883,2.0815902175286283e-06,9.79497516984118e-08,1.8439831031002996e-06
1884,2.16535661579087e-06,8.318138000618092e-08,1.813486200319403e-06
1885,2.1663782270309184e-06,7.605850094183353e-08,1.7435443986357768e-06
1886,2.2722646093598087e-06,1.0390076576882734e-07,1.7469527016089614e-06
1887,2.128429372305618e-06,9.46694097003764e-08,1.6048096291854108e-06
1888,2.2934002963381772e-06,7.672143520487396e-08,1.711965921913361e-06
1889,2.237906738145057e-06,8.896494330112859e-08,1.6157787730008977e-06
1890,2.3523692398441653e-06,8.848422111684684e-08,1.6569489211804012e-06
1891,2.2794210146059868e-06,8.159001951835165e-08,1.9167279496912215e-06
1892,2.607701063084278e-06,8.775917414993728e-08,1.5633669825376728e-06
1893,2.3740694850005184e-06,9.052872407266932e-08,1.7434476866640125e-06
1894,2.485957192988053e-06,1.4304494322381345e-07,1.4531349812330063e-06
1895,2.5512906987046335e-06,1.474560573644368e-07,1.4270135437755016e-06
1896,2.6501248271415534e-06,6.368791449773425e-08,1.697754601792667e-06
1897,2.6855321735297366e-06,1.1828228674293229e-07,1.7736516149113868e-06
1898,2.8642592369010345e-06,1.6748730491400465e-07,1.6290403834773315e-06
1899,2.605700402114053e-06,7.406955049304997e-08,1.4095324729623826e-06
1900,2.867018714880487e-06,8.149953301117563e-08,1.7794930542436305e-06
1901,2.5484649839313533e-06,8.830207504084697e-08,1.5195781273291686e-06
1902,2.2273046411669384e-06,6.285163306474217e-08,3.080712190239865e-06
1903,2.386897428152679e-06,6.534266727697968e-08,1.616285917549476e-06
1904,2.489526281124199e-06,6.879520242364379e-08,1.5785274278812267e-06
1905,2.574702691049424e-06,5.8316577788986024e-08,1.2901897115114025e-06
1906,2.7068698713605954e-06,8.745113405650429e-08,1.6183604216735148e-06
1907,2.662964270427892e-06,1.172568288576592e-07,1.3618249106173153e-06
1908,2.695861567758584e-06,9.822778057611004e-08,1.3182168387970705e-06
1909,2.911670698324542e-06,7.316308270333138e-08,1.411002291007435e-06
1910,2.9697445498300112e-06,9.672912559821611e-08,1.4781920398831971e-06
1911,2.98472998139232e-06,8.565802545046353e-08,1.5125823367156954e-06
1912,2.9443647733273792e-06,6.563870957876361e-08,1.192957466145117e-06
1913,2.9633107203608233e-06,8.537813567244257e-08,1.4482464383291926e-06
1914,2.958621379889337e-06,6.964613419313537e-08,1.463238454846305e-06
1915,3.0523953284955496e-06,5.890380982975785e-08,1.4160475814151141e-06
1916,3.4324831830190305e-06,4.834483280369284e-08,1.0547963569251806e-06
1917,3.173683289503515e-06,7.457168393898428e-08,1.1076088988204447e-06
1918,3.1897666019631288e-06,7.351280828515883e-08,1.0946516297849485e-06
1919,3.0993617770036508e-06,4.880159615305857e-08,1.0147048641329093e-06
1920,2.9637714789032543e-06,4.694783628522714e-08,1.1524936240903116e-06
1921,2.8579549748997124e-06,4.3164660068484295e-08,1.3191726466743603e-06
1922,3.0611053318807535e-06,8.48462571312325e-08,1.418776950146139e-06
1923,3.0627010332295868e-06,7.749641994792e-08,1.2951456191956368e-06
1924,3.0630499168182723e-06,7.992807038448291e-08,1.3291265261727858e-06
1925,3.0420959973298523e-06,1.3417777311452994e-07,1.22519698919632e-06
1926,2.8701307002165777e-06,7.913758504063395e-08,1.1681153040399295e-06
1927,2.9969116113193195e-06,7.024011772216454e-08,1.2888503704289178e-06
1928,2.8233747642048e-06,9.826395319656456e-08,1.2831444351490973e-06
1929,2.562293403229887e-06,1.1029002466855786e-07,1.1307512295388733e-06
1930,2.304490578808327e-06,1.0608639877673909e-07,1.0608639620102167e-06
1931,2.282211930548783e-06,1.2773999191750818e-07,1.270556740706752e-06
1932,2.218210305215962e-06,1.1617108874872883e-07,1.258154796346389e-06
1933,2.213837813513919e-06,8.832409648107387e-08,1.2743905308809644e-06
1934,2.359173208787979e-06,6.589869094852929e-08,1.3311536051219264e-06
1935,2.4008378503026506e-06,9.694310065810896e-08,1.5486960229793567e-06
1936,2.2527720631160264e-06,5.2136269967917315e-08,1.5980374072910308e-06
1937,2.236182481851756e-06,6.043736711092151e-08,1.1143139246883038e-06
1938,2.2157551278212395e-06,6.741911506846776e-08,1.3004110570591365e-06
1939,2.268107571978817e-06,9.941132450563828e-08,1.2434062917066058e-06
1940,1.955088649197023e-06,6.33945713701678e-08,1.4428604337979323e-06
1941,2.3612020498831043e-06,1.1806010080661622e-07,1.5879084003245225e-06
1942,2.6033536215663844e-06,8.192371825366251e-08,1.4412506175176532e-06
1943,2.566459919250974e-06,7.548411495861274e-08,2.160006907558909e-06
1944,2.888654389465728e-06,6.105053707017305e-08,1.2274370853049277e-06
1945,2.500922590797927e-06,7.189063566670484e-08,1.3855285274644302e-06
1946,2.6143834546132894e-06,7.09976326618289e-08,1.1345699917342245e-06
1947,2.726303108602224e-06,8.463818690351843e-08,1.0156582419540428e-06
1948,2.5896837669847628e-06,6.849289291288585e-08,1.3089752570749624e-06
1949,1.998742966691225e-06,5.3011845579931105e-08,9.512681202750173e-07
1950,2.095166266258275e-06,1.0316300569357395e-07,1.1645720618957967e-06
1951,1.8913326975678046e-06,7.036524984904702e-08,1.244185575899337e-06
1952,1.842177294264502e-06,5.5887459993186894e-08,1.3181005158457992e-06
1953,1.8444792253546893e-06,7.002987878479416e-08,1.272389056339307e-06
1954,1.8069419773780737e-06,1.1140691213995524e-07,1.1971356776996345e-06
1955,1.7804498035900451e-06,5.255940394022218e-08,1.3674830867671517e-06
1956,1.844521470673044e-06,1.0639792957789496e-07,1.5375372228731976e-06
1957,1.7095798234834092e-06,8.746687463201397e-08,1.468383274527696e-06
1958,1.6643753681933049e-06,7.527741330282112e-08,1.316113948490738e-06
1959,1.6423834097167855e-06,1.8369272325458041e-07,1.1021563643964782e-06
1960,1.5966362241215393e-06,6.367166754950304e-08,1.1592396091941737e-06
1961,1.9524327683484444e-06,1.0769646863195703e-07,1.0311068692203662e-06
1962,1.7541851349278659e-06,1.3635206724815774e-07,1.169456815830472e-06
1963,1.5912957280761475e-06,6.789355966319022e-08,9.640885458850335e-07
1964,1.8908974013243096e-06,2.6161065130869687e-07,9.113784820158344e-07
1965,1.9059127538412213e-06,1.7565259702312375e-07,1.0156112004722218e-06
1966,1.630149661480118e-06,1.312760700145077e-07,1.1283095098235663e-06
1967,1.5081896584945298e-06,3.8407314950639204e-07,9.678248709121817e-07
1968,1.923673377035584e-06,2.0166457148640404e-07,8.758261138552825e-07
1969,1.3584398068644532e-06,1.2126493231789937e-07,9.387813193484362e-07
1970,1.47205188838484e-06,2.1797956728519807e-07,8.870940746419365e-07
1971,1.406893257893671e-06,2.934025067347079e-07,8.694168336376151e-07
1972,1.2158447830756813e-06,2.4676007015500545e-07,8.085111353750563e-07
1973,1.167145246228074e-06,1.3397085574240464e-07,7.801183485867114e-07
1974,9.147179778068448e-07,9.619727331378058e-08,7.35262197792963e-07
1975,9.90941821044089e-07,5.711480133285818e-08,7.887554289709442e-07
1976,9.730136127927835e-07,1.034148389145173e-07,7.913234512102463e-07
1977,8.997352729522845e-07,1.0108064740776967e-07,7.404744923888984e-07
1978,1.1019796808398041e-06,1.0514846882081486e-07,9.433658938462486e-07
1979,1.022339706224784e-06,1.3576577728713346e-07,7.508081552032309e-07
1980,9.755718508586142e-07,7.163290005607337e-08,6.907458320881688e-07
1981,9.684416255595352e-07,1.1259478127634281e-07,6.85689553137081e-07
1982,1.091899637373217e-06,7.57315259392044e-08,5.866089498596239e-07
1983,9.119316359829099e-07,5.494325061583538e-08,7.401550163876891e-07
1984,1.047300933976203e-06,9.104443093876924e-08,7.840259321767462e-07
1985,9.715126481069092e-07,7.459292028499931e-08,5.407986716221558e-07
1986,1.1401511628150729e-06,7.013548153356197e-08,6.635895211104526e-07
1987,9.276219916642958e-07,8.982901023024681e-08,7.10076902166179e-07
1988,9.438575556686146e-07,8.155313024893474e-08,6.872050857253953e-07
1989,9.862155359030567e-07,8.561470732360021e-08,4.835035554151546e-07
1990,9.878404227947613e-07,8.009517205032068e-08,6.184218861449153e-07
1991,9.694863454257074e-07,7.678519386988825e-08,4.988106940828629e-07
1992,1.0810510815417729e-06,9.201606410158547e-08,5.642182738796464e-07
1993,1.0325082850926037e-06,6.203912406022027e-08,5.799550351071048e-07
1994,1.2348603313228068e-06,6.64640740222211e-08,5.802419416056637e-07
1995,1.0687650604523924e-06,5.6935735237573226e-08,5.221820362777407e-07
1996,1.0163727708345505e-06,7.313186278778971e-08,5.439516090888219e-07
1997,1.0764538114216293e-06,5.178485862344928e-08,4.852433228563768e-07
1998,1.1014378742402187e-06,6.81842481364825e-08,4.915941325123185e-07
1999,1.0566305306269896e-06,8.04355411165858e-08,5.694470868178314e-07
2000,1.1336668812589323e-06,6.847948796906422e-08,4.811236316015766e-07
2001,1.0931123934909692e-06,5.958447921172727e-08,4.806189188855114e-07
2002,1.1075728423293185e-06,6.615644299046153e-08,5.555388788991422e-07
2003,1.1246525524200024e-06,5.375330491830255e-08,7.133772061962418e-07
2004,1.0042924287745336e-06,6.430995158623887e-08,4.761579397438709e-07
2005,1.076396209498398e-06,6.485399506317435e-08,5.255875823451106e-07
2006,1.118418939682897e-06,6.876876201822313e-08,5.32031361188956e-07
2007,1.0457547432451975e-06,8.588130812059447e-08,4.941171098948871e-07
2008,1.0843698561302517e-06,6.428733789753949e-08,6.096653457632328e-07
2009,1.1214788528945974e-06,7.438380023039315e-08,4.2723005932998603e-07
2010,1.0798590430738386e-06,2.361896483948911e-08,5.418190323069894e-07
2011,1.1074223280616025e-06,2.8679789765284625e-08,6.389857425403989e-07
2012,1.2997437366379927e-06,3.234040135691174e-08,7.322547332933027e-07
2013,1.3279024102530457e-06,2.147626199100472e-08,7.416283729355655e-07
2014,1.6000474971633594e-06,1.1260314902727941e-08,7.633194272216315e-07
2015,1.672406128250259e-06,1.573768493301486e-08,7.330214693013204e-07
2016,1.832100302578965e-06,3.5419914334866576e-08,7.852450281120582e-07
2017,1.3579269477759226e-06,1.9118645583349192e-08,7.456272044237267e-07
2018,1.582180907178099e-06,2.0909879883124205e-08,8.110968536811924e-07
2019,1.9170672587165427e-06,1.3265136544760026e-08,7.581535577116938e-07
