year,sois_VERB à_ADP,sois_VERB a_ADP,sois_VERB là_ADV
1880,1.9061003619924577e-07,3.2089231272180996e-09,3.9790645445236805e-08
1881,1.35266640111098e-07,0.0,2.9284532132578533e-08
1882,1.883473927932755e-07,6.655385131892899e-10,2.5956001792337702e-08
1883,1.9779531568175912e-07,6.319338941018771e-10,1.7694149478941767e-08
1884,1.7626530457448553e-07,1.3203393933736152e-09,3.8289840631478e-08
1885,1.2504532964641157e-07,1.2891271383708158e-09,2.1915161241281567e-08
1886,1.471389805551837e-07,1.2906927748801422e-09,3.033127959906068e-08
1887,1.6257022794619047e-07,1.3057849246322917e-09,3.0685946228459215e-08
1888,1.293485460962529e-07,3.804368819970705e-09,2.663058151775033e-08
1889,1.3657998199079202e-07,1.8795410228200637e-09,4.510898621301607e-08
1890,1.6189334139937728e-07,3.932631886804927e-09,2.4906669005009263e-08
1891,1.4214510724031015e-07,6.374220040683554e-10,3.952016314201501e-08
1892,1.460563385791147e-07,1.2537024751679837e-09,3.573052209659977e-08
1893,1.3117427521969205e-07,2.4633666773077323e-09,2.8328715373504565e-08
1894,1.2666094173496845e-07,1.2603078580752936e-09,3.843938900516264e-08
1895,1.348169624826312e-07,0.0,2.6481902892783182e-08
1896,1.533227500516432e-07,1.7691086373616827e-09,2.358811634906033e-08
1897,1.7421873366174623e-07,0.0,2.9716238358901137e-08
1898,1.6692147042363104e-07,5.6583548957434e-10,3.734514208986184e-08
1899,1.4592807318081213e-07,5.527578395003729e-10,2.7637891975018647e-08
1900,1.339291779700602e-07,5.191053142894475e-10,3.5818267463127995e-08
1901,1.8498725129489912e-07,1.1177477832191585e-09,4.694540578498163e-08
1902,1.0606212952346539e-07,1.4730852093691738e-09,3.289890182500699e-08
1903,1.2906526158928955e-07,2.1600881083827517e-09,2.052083747372535e-08
1904,1.4887712218580873e-07,1.6123875568041512e-09,3.493506550711345e-08
1905,1.4604948361807146e-07,2.0643036169332163e-09,1.9610883583709438e-08
1906,1.6872925545641237e-07,5.144184522798412e-10,2.211999339252202e-08
1907,1.6611383735209984e-07,5.142843373384665e-10,3.1371342856800766e-08
1908,1.2966067508557444e-07,4.911389073214423e-10,3.7817696751929475e-08
1909,1.5952852905343207e-07,2.2003934230241384e-09,5.0609049395689e-08
1910,2.036121382609224e-07,1.068830135508847e-09,5.183826157217908e-08
1911,1.8195679185595282e-07,0.0,4.203095471666529e-08
1912,1.8597633832939664e-07,8.335073964360618e-09,3.073558535460208e-08
1913,1.8825613512518657e-07,2.651494912520036e-09,4.719660712249052e-08
1914,1.0513887493956986e-07,1.3393487430235496e-09,4.620753202289052e-08
1915,1.095610889789711e-07,0.0,5.183535378705528e-08
1916,1.2305957630687203e-07,0.0,4.0653610255958483e-08
1917,1.3927358610832385e-07,0.0,5.154219384628789e-08
1918,1.3783652175192174e-07,1.1486376294556067e-09,4.594550340186743e-08
1919,1.390385158117624e-07,9.207848372660976e-10,5.156395055383456e-08
1920,1.3478572569169955e-07,1.514446346106979e-09,4.997673030970873e-08
1921,1.340376245551056e-07,1.5145494858259667e-09,7.497020138025334e-08
1922,1.7780824679292095e-07,0.0,5.459672125507353e-08
1923,1.9745663948356196e-07,1.0615948120573648e-09,8.811237162120733e-08
1924,1.7016944253711586e-07,1.289162443462999e-09,6.961477394540339e-08
1925,1.792703070435664e-07,4.399271169575059e-09,6.048997946983548e-08
1926,1.939428093677975e-07,1.1146138456652466e-09,4.346993875969929e-08
1927,1.7504283711389235e-07,0.0,7.2469961698296e-08
1928,1.599645740313349e-07,0.0,4.5704165563265065e-08
1929,1.6822014092809923e-07,0.0,7.352668518478822e-08
1930,1.7225909343387968e-07,0.0,5.8820181281227235e-08
1931,1.3686427458026174e-07,0.0,4.334035441644346e-08
1932,1.4904969791729172e-07,0.0,4.383814555808385e-08
1933,1.7205993430025046e-07,2.2941324395731044e-09,4.12943848004943e-08
1934,1.797237043632549e-07,1.1981580172459871e-09,6.230421689679133e-08
1935,1.2087967249385656e-07,1.196828414151696e-09,7.659701850570855e-08
1936,1.2245961933388116e-07,0.0,4.849885826274658e-08
1937,1.3220674288660916e-07,0.0,5.162358340804474e-08
1938,1.3483823124715855e-07,0.0,4.797129449229942e-08
1939,1.5294051003422737e-07,0.0,5.6587987629086456e-08
1940,1.5721854706995941e-07,0.0,2.7893612752905028e-08
1941,2.0660518096349278e-07,0.0,5.312704587367989e-08
1942,1.3957374278561474e-07,0.0,7.888950648293758e-08
1943,1.9741999413014355e-07,2.9032352077962287e-09,1.1612940653549231e-07
1944,1.9600435052780085e-07,0.0,6.7476911169706e-08
1945,1.5031678479715538e-07,0.0,1.0238968695119866e-07
1946,1.9767967440742495e-07,0.0,8.631085002264172e-08
1947,2.551066420330983e-07,1.1920870957027319e-09,1.06095754404123e-07
1948,1.9678116913723898e-07,0.0,1.0763168645233634e-07
1949,1.207491990840026e-07,0.0,8.344456858822014e-08
1950,2.3716856034639022e-07,1.0635361480382244e-09,1.276243324355164e-07
1951,2.1642645897657076e-07,0.0,8.529121231504178e-08
1952,1.7820718589689477e-07,0.0,5.905090350033504e-08
1953,1.8100029564038778e-07,0.0,8.942277063272996e-08
1954,1.7688290032680243e-07,0.0,1.0945240402904233e-07
1955,1.4359980182732102e-07,0.0,1.0324168675523993e-07
1956,1.8576031113326508e-07,0.0,1.3343347227134927e-07
1957,1.9790484717674417e-07,8.835037701437898e-10,7.951533903538532e-08
1958,1.7123544049368888e-07,0.0,8.106798754514699e-08
1959,1.557900262127987e-07,2.325224457422337e-09,1.0773539571573565e-07
1960,1.564108282892107e-07,6.920833350854139e-10,8.651041483176414e-08
1961,1.556387712042806e-07,0.0,1.1742389210978033e-07
1962,1.7820896980325074e-07,1.9025869213429303e-09,1.116184350502536e-07
1963,1.674707741372572e-07,1.2932106496776896e-09,9.957722157949433e-08
1964,2.1354728119149513e-07,1.2167936658258327e-09,1.2228776724576562e-07
1965,1.7401097451852365e-07,5.472043373977442e-10,8.536387330337902e-08
1966,1.4900111722226939e-07,5.539074754423723e-10,9.582599669322178e-08
1967,2.0707410008924398e-07,9.860671168482327e-10,1.0008581008413842e-07
1968,1.79207486183941e-07,4.4914158503495116e-10,1.037517040058944e-07
1969,1.5850734635947106e-07,1.3625273409534344e-09,8.901844950059967e-08
1970,1.6601396746196428e-07,9.197450023812337e-10,8.645603061241403e-08
1971,1.8241311527944504e-07,1.541519245584766e-09,8.426971875863387e-08
1972,1.2927969494924696e-07,5.130146862875051e-10,8.516043825679276e-08
1973,1.5216442239562866e-07,5.513203782392395e-10,7.828749448712813e-08
1974,1.2207490573956647e-07,0.0,6.694430088050041e-08
1975,1.3707552826147662e-07,2.8557400888473694e-09,7.196464890668608e-08
1976,1.0627160218490417e-07,1.142705374768127e-09,9.884401186432967e-08
1977,1.210617046609741e-07,5.876781838942691e-10,7.463513185257398e-08
1978,1.2653459280365098e-07,2.3762365408686037e-09,8.732668943522981e-08
1979,1.4161775840904056e-07,1.7555920051037788e-09,1.106022935459805e-07
1980,1.5122500496289604e-07,1.1370301367108482e-09,9.778459331144518e-08
1981,1.3536676091163713e-07,6.325549528618524e-10,1.0753433898891274e-07
1982,1.28495300621978e-07,0.0,1.0801053673681338e-07
1983,1.3704236057066055e-07,0.0,9.915045851016657e-08
1984,1.1424046775232455e-07,0.0,8.640522519698379e-08
1985,1.3835782919358053e-07,8.421781161338515e-09,1.1369404395722427e-07
1986,1.2648364888789843e-07,0.0,1.0430404495664902e-07
1987,1.1916092867991779e-07,0.0,8.127386275091908e-08
1988,1.1693280210778312e-07,0.0,9.114761911899194e-08
1989,1.432399878709134e-07,4.390497854167563e-09,1.267756226663863e-07
1990,1.231395105882882e-07,0.0,1.0733842220611578e-07
1991,1.353998513309307e-07,0.0,1.2953837524865008e-07
1992,1.1791280374318092e-07,3.856960861803316e-09,7.87922007638997e-08
1993,1.3460273606824558e-07,0.0,1.0635278524517844e-07
1994,1.244882659179325e-07,5.274926606624319e-10,1.4136803366815442e-07
1995,1.4369494483190692e-07,0.0,1.1061799387590554e-07
1996,1.3985802205240816e-07,2.6690460952494277e-09,1.083632732434836e-07
1997,1.342570392637299e-07,3.3564261370244708e-09,1.1220052742455522e-07
1998,1.2206411081905344e-07,9.536258449571733e-10,1.206336641690342e-07
1999,1.2293841145094575e-07,1.3710603485872497e-09,1.1699714907997816e-07
2000,1.6037454209083535e-07,4.4180314962005696e-10,1.2635570667551832e-07
2001,1.4896119804319596e-07,0.0,1.340650770398355e-07
2002,1.4852341312376893e-07,0.0,1.3362725626020477e-07
2003,1.6584353446091882e-07,0.0,1.5000922037877729e-07
2004,1.4139380333233476e-07,0.0,1.427152354072092e-07
2005,1.6033349226063365e-07,4.5037495954858286e-10,1.3105911933486425e-07
2006,1.696570635090211e-07,4.1178899179428186e-10,1.5895054783499063e-07
2007,2.0891127316957636e-07,7.988958938831558e-10,3.07175464620002e-07
2008,2.0776305120762117e-07,1.2772319035736501e-09,3.635853378369802e-07
2009,2.2267459076630303e-07,1.907277002999308e-09,4.2627642304893243e-07
2010,3.198008000637742e-07,3.30665506087513e-09,6.377120769229805e-07
2011,3.2542001804358733e-07,3.82397197240536e-10,6.764606208520263e-07
2012,4.3165923280241714e-07,6.808505426114664e-10,7.989781343198388e-07
2013,4.805662570106506e-07,2.789125042035323e-10,9.031186856134354e-07
2014,5.426605760305847e-07,2.1654451842767486e-10,9.198811259381046e-07
2015,5.614585525393068e-07,2.2165753954528356e-10,9.979022603801013e-07
2016,5.826679512210831e-07,2.0713400439298368e-10,1.0980173428265516e-06
2017,5.909170894824456e-07,2.515611330355938e-10,1.2945335878811193e-06
2018,6.531110940954932e-07,2.5814667070633845e-10,1.4528495047017032e-06
2019,6.701444732470918e-07,0.0,1.3494725283891285e-06
