year,plus_ADV égal_ADJ,plus_ADV egal_ADJ,plus_ADV légal_ADJ
1800,3.9302057075474295e-07,3.144164484325529e-09,3.772997558826319e-08
1801,6.929241180841927e-07,0.0,3.095537337571841e-08
1802,3.8938418356337934e-07,0.0,2.4616241489638924e-08
1803,5.304922865434492e-07,1.950339223455444e-09,2.3404069793286908e-08
1804,5.314479381013371e-07,0.0,2.4718509905596875e-08
1805,3.8378848898901197e-07,0.0,5.970043304159844e-08
1806,3.5732696801460406e-07,8.645007376628655e-09,3.7461699520235925e-08
1807,4.0996152961270127e-07,0.0,2.562259560079383e-08
1808,3.580396992219903e-07,0.0,3.6257183921861724e-08
1809,6.709320814479725e-07,1.129515236897305e-08,4.51806094758922e-08
1810,2.971960952891095e-07,2.3401267590372754e-09,4.680253340438867e-08
1811,2.8329966994533606e-07,0.0,3.5099073869560016e-08
1812,5.894530090699845e-07,0.0,2.400487453257938e-08
1813,5.320122227203683e-07,0.0,8.627225156487839e-09
1814,5.129084001964657e-07,0.0,6.922689976818219e-08
1815,4.045835453325708e-07,0.0,4.8550024445148665e-08
1816,5.168256507204205e-07,2.3176038865813098e-09,3.0128852301913867e-08
1817,4.0011647683968476e-07,1.556873407970727e-09,4.0478710161551135e-08
1818,4.839998268835188e-07,0.0,6.437435473571895e-08
1819,3.364091298863059e-07,0.0,1.1075623262968293e-07
1820,2.7055577334067493e-07,0.0,5.22125169766241e-08
1821,3.7375039596554416e-07,0.0,5.226588939422072e-08
1822,3.719503638421884e-07,1.0025615893027862e-09,8.72228582693424e-08
1823,3.033984796729783e-07,0.0,7.510841726343642e-08
1824,3.5537095754989423e-07,0.0,4.884245186076441e-08
1825,3.980060228059301e-07,8.805443041381977e-10,4.9310479255382234e-08
1826,2.501467690763093e-07,0.0,7.48678701256722e-08
1827,2.5992710561695276e-07,0.0,6.544264152807955e-08
1828,2.669139576028101e-07,0.0,1.0639869429951432e-07
1829,2.94059930183721e-07,0.0,5.401101077495696e-08
1830,3.2249823789243237e-07,2.0873671680021744e-09,9.184415716845251e-08
1831,2.05803914354874e-07,3.1182412207897414e-09,9.198811312671751e-08
1832,2.3271547888725763e-07,0.0,9.335678896604804e-08
1833,3.521423082020192e-07,0.0,1.030942939905799e-07
1834,2.5203232212334115e-07,9.334530925997342e-10,7.28093425550469e-08
1835,3.0327981903610635e-07,0.0,8.470658485748572e-08
1836,3.219239204099722e-07,6.720750067579218e-10,7.19120265557649e-08
1837,2.44917771397013e-07,0.0,7.584100814028716e-08
1838,2.5185525487358973e-07,0.0,9.215756335834158e-08
1839,3.2510359915249865e-07,0.0,1.097661623816748e-07
1840,2.74533590527426e-07,1.9109065441114126e-09,5.987507023519356e-08
1841,2.542537345107121e-07,0.0,7.062603657459476e-08
1842,2.0795621935576492e-07,0.0,8.318248490013502e-08
1843,2.9121071065674187e-07,5.906911071384968e-10,8.801297468608027e-08
1844,2.9912658305875084e-07,0.0,7.409557412074719e-08
1845,2.9128790401955484e-07,1.1160455892778032e-09,9.653794563746487e-08
1846,2.8569965593305824e-07,5.854501328173001e-10,1.1767547647423271e-07
1847,2.7667238100548275e-07,0.0,6.364003724002032e-08
1848,2.204390767701625e-07,4.02261068899179e-09,7.642960753173611e-08
1849,2.639515628288791e-07,0.0,5.865590324560799e-08
1850,2.668075467227027e-07,0.0,1.0522943938440221e-07
1851,2.444337212637038e-07,0.0,1.2318427877744398e-07
1852,2.9557875791397237e-07,0.0,5.2735419586724674e-08
1853,2.932218592377467e-07,5.971931837933653e-10,5.6733352238325097e-08
1854,3.2420945217381814e-07,0.0,5.299577665596189e-08
1855,1.9635666603790014e-07,0.0,6.42139355022664e-08
1856,2.355621120386786e-07,0.0,5.384276846598368e-08
1857,2.094167399491198e-07,0.0,5.906625943907784e-08
1858,2.412582205124636e-07,0.0,4.991549573674092e-08
1859,2.0674224288086407e-07,0.0,6.925355933162791e-08
1860,2.3572496843371482e-07,0.0,6.774232019779447e-08
1861,2.584348237633094e-07,0.0,6.555189457913002e-08
1862,2.277065078715168e-07,4.517986262886353e-10,4.156547461775517e-08
1863,2.3274932914318924e-07,0.0,6.243276118311769e-08
1864,2.1768065039395879e-07,4.794727948009836e-10,3.3563097190381086e-08
1865,1.7980146083118598e-07,0.0,4.283228349777346e-08
1866,2.4717314772715326e-07,0.0,5.011581194480641e-08
1867,2.2662629817205016e-07,1.455843445796745e-09,6.551295683721037e-08
1868,3.191158555182483e-07,1.975949626142892e-09,7.064019769131846e-08
1869,2.5247794610550045e-07,4.883519144627257e-10,6.788091866383184e-08
1870,4.0425044289804646e-07,0.0,6.82351810610271e-08
1871,3.29256494069341e-07,1.0621177271019633e-09,7.541035529357032e-08
1872,2.3221782896598597e-07,0.0,6.47065334646868e-08
1873,2.268695737939197e-07,0.0,4.19020302899753e-08
1874,2.569081800629647e-07,0.0,3.0470506118263074e-08
1875,2.2428386614592455e-07,1.1443054281912168e-09,3.6045619822289154e-08
1876,3.706207110099058e-07,6.04601479992084e-10,6.287855569553358e-08
1877,2.93160269393411e-07,6.184815992682502e-10,2.040989244278535e-08
1878,3.116169864370022e-07,0.0,4.7708802242141246e-08
1879,3.7694536558774416e-07,1.832797580370027e-09,3.9099681714560575e-08
1880,3.619665278620232e-07,0.0,4.8775632421893533e-08
1881,3.6884566156913934e-07,6.972507571312292e-10,4.113779539238749e-08
1882,3.207895531431859e-07,6.655385131892899e-10,5.723631346654656e-08
1883,3.76632613097172e-07,5.687405213450347e-09,3.349249766415596e-08
1884,3.8223825526984e-07,6.601696966868076e-10,4.027035060971684e-08
1885,4.0285223690261773e-07,1.2891271383708158e-09,2.8360796378024133e-08
1886,3.3428943879698636e-07,0.0,4.2592862570245416e-08
1887,3.3428094070586667e-07,1.9586774424595887e-09,4.700825684267329e-08
1888,3.2907789204728033e-07,0.0,2.4728397107764977e-08
1889,3.7528170082623546e-07,5.012109394186837e-09,4.0723389105323804e-08
1890,3.0805617257101403e-07,6.554386478008212e-10,3.080561583601593e-08
1891,4.6723033619855414e-07,3.1871101313640793e-09,5.16311828846483e-08
1892,4.3127366211592744e-07,3.1342561879199593e-09,2.0686091062316336e-08
1893,4.3293667317811924e-07,6.158416554491453e-10,4.0645549148621285e-08
1894,3.6674958892035647e-07,1.8904617871129403e-09,3.213785149114301e-08
1895,3.424591739076277e-07,0.0,2.5880042997528108e-08
1896,4.039464727156883e-07,0.0,2.358811634906033e-08
1897,3.4960280004270317e-07,0.0,3.3212266714599536e-08
1898,4.1984992549259914e-07,5.6583548957434e-10,3.225262190653666e-08
1899,3.1451921245206904e-07,2.7637891975018647e-09,1.8241008703512307e-08
1900,2.9640912657669105e-07,5.191053142894475e-10,2.491705508589348e-08
1901,3.107338955032901e-07,1.1177477832191585e-09,3.688567673520993e-08
1902,3.4912119417640497e-07,4.910283846193408e-10,2.455141867585553e-08
1903,3.704550977090548e-07,1.6200660812870638e-09,2.6461078661554893e-08
1904,4.090089760211413e-07,1.0749250378694342e-09,2.3110889202371254e-08
1905,3.43190464491272e-07,2.0643036169332163e-09,2.6835946798087207e-08
1906,3.662659366909793e-07,1.5432553013283723e-09,3.240836221607424e-08
1907,2.9519921440623875e-07,5.142843373384665e-10,2.828563872014911e-08
1908,3.487086246423132e-07,2.9468334439286537e-09,2.2592390180875555e-08
1909,3.823183476470149e-07,1.1001967115120692e-09,3.300590023513905e-08
1910,4.307385381707718e-07,1.068830135508847e-09,3.313373397872965e-08
1911,3.9796398709768255e-07,0.0,2.6601870928288918e-08
1912,3.474683865078987e-07,5.209421227725386e-10,1.510732161591477e-08
1913,3.6272450643082266e-07,2.6514948014977335e-09,1.1666577037772186e-08
1914,4.064923473379167e-07,1.3393487430235496e-09,2.1429579888376793e-08
1915,3.9465552958972694e-07,2.3561523843085297e-09,1.1780762143587253e-08
1916,3.6698122585221427e-07,0.0,2.966614687238689e-08
1917,4.419468950800365e-07,1.0966424435210342e-09,1.315970976634162e-08
1918,4.1121228377960506e-07,1.1486376294556067e-09,3.2161853624756986e-08
1919,3.7568020161415916e-07,9.207848372660976e-10,1.749491218561161e-08
1920,4.853800419368781e-07,7.572231730534895e-10,1.741613253614105e-08
1921,4.7026762217683427e-07,7.572747429129834e-10,7.572747762196741e-09
1922,3.297937212209945e-07,0.0,6.640141769764796e-09
1923,3.5669586395670194e-07,4.246379248229459e-09,1.6985516992917837e-08
1924,3.635438190485729e-07,0.0,1.4180787211159895e-08
1925,3.3654424669293803e-07,0.0,1.5397448649423495e-08
1926,3.722810220097017e-07,0.0,1.671920735191179e-08
1927,3.9691241227046703e-07,3.3447675740205796e-09,1.3379070296082318e-08
1928,3.9191320411191555e-07,1.1426041224282812e-09,1.1426041446327417e-08
1929,5.135727292326919e-07,1.1140406375176326e-09,1.5596569369336066e-08
1930,4.831657633985742e-07,6.302162347537887e-09,6.302162347537887e-09
1931,3.820794347575429e-07,0.0,2.2810713318222042e-08
1932,3.441294609274337e-07,0.0,8.767629289252454e-09
1933,3.7738479363724764e-07,3.4411986593596566e-09,6.882397318719313e-09
1934,4.3972400476377516e-07,0.0,1.1981580172459871e-08
1935,3.8059144458202354e-07,1.196828414151696e-09,1.6755597798123745e-08
1936,4.874135015597858e-07,4.849885826274658e-09,1.576212937948185e-08
1937,4.318753497045691e-07,0.0,2.2664012888640173e-08
1938,5.925102755099942e-07,7.779128452511941e-09,1.1668692678767911e-08
1939,5.215271130509791e-07,4.588215141154706e-09,1.6823456405745674e-08
1940,6.973402832954889e-07,0.0,1.2678914806940611e-08
1941,5.076584557173192e-07,2.9515025978810172e-09,2.9515025978810172e-09
1942,5.79534457756381e-07,0.0,1.517105907566929e-08
1943,5.458082341647241e-07,0.0,5.806470415592457e-09
1944,4.884042823505297e-07,3.2131861615880553e-09,2.5705489292704442e-08
1945,5.751250569119293e-07,0.0,1.089252066321933e-08
1946,5.303940611156577e-07,0.0,1.5313215584455975e-08
1947,5.13789530032227e-07,0.0,7.152522574216391e-09
1948,5.577278443524847e-07,0.0,1.6307831529616124e-08
1949,5.664413720296579e-07,0.0,8.835307596655184e-09
1950,5.243232976681611e-07,0.0,1.914365022059883e-08
1951,5.437315167000634e-07,2.1322803522849654e-09,6.396841278899501e-09
1952,6.664316174465057e-07,4.2179215675730575e-09,2.319856839960721e-08
1953,4.772805368702393e-07,2.1547654771580937e-09,1.6160740301529586e-08
1954,5.560573299590033e-07,9.772536113672459e-10,6.840775057526116e-09
1955,4.401850048907363e-07,1.8771215692936494e-09,9.385607846468247e-09
1956,4.369291843886458e-07,1.744228317335228e-09,7.849027205963921e-09
1957,5.03597163969971e-07,0.0,7.068030161150318e-09
1958,4.243660782776715e-07,1.6544486891589827e-09,9.926692356998501e-09
1959,3.743611216577847e-07,0.0,1.2401196514133517e-08
1960,4.3393626469878654e-07,1.3841666701708277e-09,8.997083078554624e-09
1961,5.746127840211557e-07,6.948159270159238e-10,1.111705483225478e-08
1962,4.5281569782673614e-07,0.0,6.341956293454132e-09
1963,3.7438448430293647e-07,6.466053248388448e-10,6.466053470433053e-09
1964,4.6907396722417616e-07,6.083968329129164e-10,4.867174663303331e-09
1965,3.764765779123991e-07,3.2832261354087677e-09,6.5664522708175355e-09
1966,3.50623423628349e-07,0.0,6.092982118843793e-09
1967,3.268812633905327e-07,2.465167847631733e-09,1.3804939413830652e-08
1968,3.413476008518046e-07,4.4914158503495116e-10,1.3025106326836067e-08
1969,3.7605755665026663e-07,1.3625273131978588e-09,1.589615195030092e-08
1970,3.701973696479399e-07,1.3796175313274261e-09,1.2876429700270364e-08
1971,4.0696107816984295e-07,5.138397485282553e-10,8.735275613958038e-09
1972,4.5555702854471747e-07,2.565073486948677e-09,1.1799337507056862e-08
1973,3.8316767358992365e-07,1.6539611902288698e-09,1.3783009400469837e-08
1974,3.30783620938746e-07,2.812785782069227e-09,1.5751600912494723e-08
1975,3.889518040978146e-07,5.711480177694739e-10,9.709516746170266e-09
1976,3.176720895226026e-07,1.7140580066410394e-09,1.199840671262109e-08
1977,3.6083440591028193e-07,1.1753563677885381e-09,7.639816779203557e-09
1978,3.2019786999626376e-07,5.940591352171509e-10,1.0693064211864112e-08
