year,prévisions_NOUN égales_ADJ,prévisions_NOUN légales_ADJ
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,2.8469551160981155e-09
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,9.217273055917019e-10
1828,0.0,9.172301251858528e-10
1829,0.0,0.0
1830,0.0,9.39315203396518e-09
1831,0.0,3.1182412207897414e-09
1832,0.0,6.764984572527055e-09
1833,0.0,0.0
1834,0.0,0.0
1835,0.0,0.0
1836,0.0,6.72075017860152e-09
1837,0.0,4.174734336004349e-09
1838,0.0,2.5248647617104325e-09
1839,0.0,6.292327547896548e-09
1840,0.0,1.8472096741106725e-08
1841,0.0,6.420548537278137e-09
1842,0.0,5.366612043644636e-09
1843,0.0,5.906911071384968e-10
1844,0.0,0.0
1845,0.0,0.0
1846,0.0,0.0
1847,0.0,0.0
1848,0.0,0.0
1849,0.0,8.379414495607307e-09
1850,0.0,6.788996032014438e-10
1851,0.0,5.159551008659946e-09
1852,6.510545436100301e-10,8.463708844885787e-09
1853,0.0,4.777545470346922e-09
1854,0.0,1.0391328908454511e-09
1855,0.0,7.960405667972736e-09
1856,0.0,1.5531567143511893e-09
1857,0.0,0.0
1858,0.0,2.936205500958522e-09
1859,0.0,6.110608019582742e-09
1860,0.0,4.57718396518203e-09
1861,0.0,7.073945429425521e-09
1862,0.0,4.517986429419807e-09
1863,0.0,5.494082966350788e-09
1864,0.0,1.9178911792039344e-09
1865,0.0,2.3534221238463715e-09
1866,0.0,1.4596839292835284e-09
1867,0.0,4.367530337390235e-09
1868,0.0,0.0
1869,0.0,2.9301114867763545e-09
1870,0.0,2.8670243956696595e-09
1871,0.0,1.0621177271019633e-09
1872,0.0,6.047339518033823e-09
1873,0.0,1.1972008939764578e-09
1874,0.0,1.7923826867161097e-09
1875,0.0,9.7265964171811e-09
1876,0.0,1.813804439976252e-09
1877,0.0,0.0
1878,0.0,1.8117265465633636e-09
1879,0.0,1.832797580370027e-09
1880,0.0,6.417846254436199e-09
1881,0.0,2.7890030285249168e-09
1882,0.0,3.3276925659464496e-09
1883,0.0,6.319338941018771e-10
1884,0.0,0.0
1885,0.0,1.933690763067375e-09
1886,0.0,6.4534639854230136e-09
1887,0.0,2.6115698492645834e-09
1888,0.0,2.53624587998047e-09
1889,0.0,5.012109394186837e-09
1890,6.554386478008212e-10,6.554386366985909e-09
1891,0.0,3.824531802365527e-09
1892,0.0,3.1342561879199593e-09
1893,3.079208221734575e-09,6.774258043407144e-09
1894,0.0,5.671385139294216e-09
1895,0.0,1.2037228991346183e-08
1896,0.0,2.948514543632541e-09
1897,2.9133566670225264e-09,0.0
1898,2.26334195829736e-09,2.26334195829736e-09
1899,0.0,6.080336234504102e-09
1900,0.0,7.786579381274805e-09
1901,0.0,1.3412973842719111e-08
1902,0.0,0.0
1903,0.0,7.560307935250421e-09
1904,1.0749250378694342e-09,1.0749250378694342e-09
1905,5.160759042333041e-10,9.28936660926638e-09
1906,0.0,6.6874399351490865e-09
1907,0.0,6.685696440911215e-09
1908,1.964555629285769e-09,5.40252820258047e-09
1909,0.0,1.1552065082298668e-08
1910,0.0,1.068830179917768e-08
1911,0.0,1.3300935464144459e-08
1912,1.0418842455450772e-09,1.6670147928721235e-08
1913,0.0,1.590896836489719e-08
1914,0.0,1.2054139020278853e-08
1915,0.0,2.3561523843085297e-09
1916,0.0,1.9777431248257926e-08
1917,0.0,1.0966424435210342e-09
1918,0.0,2.2972752589112133e-09
1919,0.0,5.524709134618888e-09
1920,0.0,6.057785384427916e-09
1921,0.0,5.300923255902035e-09
1922,0.0,8.853522359686394e-09
1923,0.0,2.1231896241147297e-09
1924,0.0,3.867487219366694e-09
1925,1.0998177923937646e-09,1.0998177923937646e-09
1926,0.0,1.0031524944054127e-08
1927,0.0,5.574612327308159e-09
1928,0.0,2.2852082448565625e-09
1929,0.0,6.684243825105796e-09
1930,0.0,2.100720708497761e-09
1931,0.0,5.7026783295555106e-09
1932,0.0,6.575722188983946e-09
1933,0.0,1.1470662197865522e-09
1934,0.0,5.990790086229936e-09
1935,1.196828414151696e-09,3.590485242455088e-09
1936,0.0,7.274828739411987e-09
1937,0.0,2.5182236296217297e-09
1938,0.0,6.482607339819424e-09
1939,0.0,4.588215141154706e-09
1940,0.0,2.5357829169792012e-09
1941,0.0,8.854508237732261e-09
1942,0.0,9.102635090130207e-09
1943,2.9032352077962287e-09,3.4838823381733164e-08
1944,0.0,0.0
1945,0.0,0.0
1946,0.0,5.568441707737293e-09
1947,0.0,1.6689218895749036e-08
1948,0.0,3.2615663503321457e-09
1949,0.0,7.853606653895895e-09
1950,0.0,4.2541445921528975e-09
1951,0.0,2.1322803522849654e-09
1952,0.0,7.381362632230548e-09
1953,0.0,1.6160740301529586e-08
1954,0.0,8.795282724349818e-09
1955,1.8771215692936494e-09,7.508486277174597e-09
1956,0.0,7.849027205963921e-09
1957,0.0,4.417518795207798e-09
1958,0.0,1.0753916868111446e-08
1959,0.0,1.0851047171911432e-08
1960,0.0,6.2287499602575735e-09
1961,0.0,4.86371165564492e-09
1962,0.0,5.0735651235811474e-09
1963,0.0,5.1728425987107585e-09
1964,0.0,6.6923653285755336e-09
1965,0.0,5.47204326295514e-09
1966,0.0,8.308612464702492e-09
1967,0.0,8.381570104631919e-09
1968,8.982831700699023e-10,4.042274071025531e-09
1969,1.3625273131978588e-09,4.995933444718048e-09
1970,0.0,5.978342709767048e-09
1971,0.0,2.0553589941130213e-09
1972,0.0,7.182205497002769e-09
1973,0.0,5.513203671370093e-09
1974,0.0,7.313243344242437e-09
1975,0.0,4.569184142155791e-09
1976,1.7140580066410394e-09,9.712995741040231e-09
1977,0.0,6.464460078348111e-09
1978,0.0,4.752473081737207e-09
1979,0.0,1.404473604083023e-08
1980,0.0,9.664756106531058e-09
1981,6.325549528618524e-10,9.488323904349727e-09
1982,0.0,8.069752865935698e-09
1983,0.0,1.8314416649900522e-08
1984,0.0,5.219107812592938e-09
1985,0.0,6.015557829641693e-09
1986,0.0,5.395036861699509e-09
1987,0.0,1.7721369260925712e-08
1988,0.0,9.594486094499644e-09
1989,0.0,4.939309850016116e-09
1990,0.0,4.358920779878872e-09
1991,0.0,1.1136783939491579e-08
1992,0.0,7.713921945651236e-09
1993,0.0,7.200969598386564e-09
1994,0.0,8.439882570598911e-09
1995,0.0,8.675921314704738e-09
1996,0.0,5.3380921904988554e-09
1997,0.0,3.835915585170824e-09
1998,0.0,3.814503379828693e-09
1999,0.0,8.226361813967742e-09
2000,0.0,4.859834756842929e-09
2001,0.0,9.20054432640427e-09
2002,0.0,4.381221607729913e-09
2003,0.0,5.8336921959778465e-09
2004,0.0,4.404791198453495e-09
2005,0.0,9.007498746882447e-09
2006,4.1178899179428186e-10,7.000412693969338e-09
2007,0.0,8.38840730210677e-09
2008,0.0,2.554463751636149e-09
2009,0.0,8.105927484791664e-09
2010,0.0,7.558068837454357e-09
2011,0.0,4.5887662558641296e-09
2012,0.0,2.7234021704458655e-09
2013,0.0,1.1435412616833673e-08
2014,0.0,2.013864097705209e-08
2015,0.0,9.087958829923082e-09
2016,0.0,7.871092222444531e-09
2017,0.0,8.553078245654433e-09
2018,0.0,5.6792268665617485e-09
2019,0.0,6.887666881283394e-09
