year,sources_NOUN égales_ADJ,sources_NOUN légales_ADJ
1931,1.1405356659111021e-09,1.1405356659111021e-09
1932,1.0959536611565568e-09,0.0
1933,2.2941324395731044e-09,2.2941324395731044e-09
1934,0.0,5.990790086229936e-09
1935,2.393656828303392e-09,8.377798899061872e-09
1936,4.849885826274658e-09,6.0623572828433225e-09
1937,3.777335333410292e-09,3.777335444432595e-09
1938,1.2965214457594243e-09,6.482607339819424e-09
1939,3.058810094103137e-09,4.588215141154706e-09
1940,1.7750480196809804e-08,2.5357829169792012e-09
1941,0.0,5.9030051957620344e-09
1942,6.068423541449874e-09,1.8205270180260413e-08
1943,5.806470415592457e-09,0.0
1944,0.0,3.2131861615880553e-09
1945,6.535512131478072e-09,1.089252066321933e-08
1946,0.0,4.1763312808029696e-09
1947,0.0,4.7683483828109274e-09
1948,5.435944139264848e-09,3.2615663503321457e-09
1949,1.9634016634739737e-09,1.2762110479513922e-08
1950,2.1270722960764488e-09,1.70165788127008e-08
1951,1.0661401761424827e-09,7.462981344019681e-09
1952,1.0544803918932644e-09,1.4762725264461096e-08
1953,0.0,1.8315507332999914e-08
1954,3.9090144454689835e-09,2.1499580116213224e-08
1955,9.385607846468247e-10,1.783265579646809e-08
1956,5.232684952005684e-09,1.744228317335228e-08
1957,0.0,1.7670074847764283e-08
1958,8.272243445794913e-10,1.2408364835625463e-08
1959,7.750747821333448e-10,4.4954337141689393e-08
1960,0.0,6.2287499602575735e-09
1961,6.948159270159238e-10,7.64297514166401e-09
1962,1.9025869768540815e-09,1.0781326054143392e-08
1963,6.466053248388448e-10,9.052474103654617e-09
1964,3.6503808864551957e-09,4.258777774879263e-09
1965,5.47204326295514e-09,1.0396882688112896e-08
1966,1.1078149508847446e-09,2.215629901769489e-09
1967,1.4791006197611978e-09,8.381570104631919e-09
1968,2.245707841908029e-09,4.491415656060482e-09
1969,1.8167031212712459e-09,5.904285033109247e-09
1970,4.5987250119061684e-10,1.287642992231497e-08
1971,0.0,1.335983357275694e-08
1972,5.130146862875051e-10,7.69522046084603e-09
1973,1.102640756478479e-09,5.513203671370093e-09
1974,5.06301445213353e-09,4.5004573956397564e-09
1975,5.711480177694739e-10,1.1422960355389478e-08
1976,5.713526873840635e-10,9.712995741040231e-09
1977,5.876781838942691e-10,2.938390863960194e-09
1978,0.0,1.4257419467256227e-08
1979,5.851973350345929e-10,1.6970722827025497e-08
1980,0.0,4.548120657865695e-09
1981,0.0,6.325549639640826e-09
1982,6.207502289967692e-10,2.110550756384555e-08
1983,0.0,2.0209011353244932e-08
1984,0.0,1.0438215625185876e-08
1985,6.015558051686298e-10,2.4062231318566774e-08
1986,5.994485463567401e-10,8.392279760016663e-09
1987,0.0,1.5277042575423394e-08
1988,1.798966087207532e-09,8.994830602571113e-09
1989,1.0976244357863152e-09,5.488121956886971e-09
1990,0.0,5.448650863826288e-09
1991,1.1722930404189924e-09,1.0550637696837839e-08
1992,1.65298330578878e-09,1.322386644631024e-08
1993,0.0,7.75489028548293e-09
1994,5.274926606624319e-10,7.912389854425328e-09
1995,0.0,1.2471637056421514e-08
1996,5.338092190498855e-10,1.601427590536275e-08
1997,4.79489448146353e-10,1.198723642570343e-08
1998,0.0,1.144351013948608e-08
1999,4.570201161957499e-10,3.93037282719888e-08
2000,0.0,1.8997536099796264e-08
2001,4.3812117822561447e-10,1.0953029760951694e-08
2002,1.3143663935011318e-09,1.708676344858162e-08
2003,1.2500769308587678e-09,1.3750845795357236e-08
2004,0.0,1.101197835695622e-08
2005,1.3511248786457486e-09,2.026687362377544e-08
2006,4.1178899179428186e-10,1.2765458912156191e-08
2007,3.994479469415779e-10,6.7906151812735516e-09
2008,0.0,1.7029758270226125e-08
2009,0.0,1.5735035496788896e-08
2010,0.0,2.645324048700104e-08
2011,3.82397197240536e-10,4.206369197401472e-09
2012,0.0,7.489356024237281e-09
2013,0.0,9.761937369567875e-09
2014,0.0,1.5591205659859497e-08
2015,4.433150790905671e-10,1.1082877393597812e-08
2016,6.214020409345267e-10,1.9470597134585432e-08
2017,0.0,1.7860840473282735e-08
2018,0.0,1.6779533540400848e-08
2019,7.65296326310505e-10,8.673358031785483e-09
