year,aux_ADP âmes_NOUN,aux_ADP ames_NOUN,aux_ADP lames_NOUN
1924,1.6449712276767059e-06,5.543398584606507e-08,1.1473545669105079e-07
1925,1.5650407334533156e-06,7.038833760297791e-08,1.2757885770042776e-07
1926,1.4267057180106235e-06,3.4553028882555736e-08,1.1591983906100722e-07
1927,1.4315604985881691e-06,2.5643217327342427e-08,1.516294645398375e-07
1928,1.387121457696594e-06,3.085031119454129e-08,1.165456211538185e-07
1929,1.354673363707093e-06,6.350031478419282e-08,1.3145680100024038e-07
1930,1.2320727087455907e-06,3.466189113510154e-08,1.0818711615456778e-07
1931,1.222654283594693e-06,4.219981963871078e-08,1.231778554711127e-07
1932,1.2680183445468174e-06,5.4797681281471e-08,1.1069131744534388e-07
1933,1.1723016832831945e-06,3.670611903316967e-08,1.6632459676202416e-07
1934,1.3251627279942113e-06,2.875579241390369e-08,1.6414765013905708e-07
1935,1.3823368298915284e-06,3.710168083870258e-08,1.591781852994245e-07
1936,1.4088917978938298e-06,3.516167090822364e-08,1.6610859177035309e-07
1937,1.1306823743950645e-06,3.0218683888527664e-08,1.0702450481403503e-07
1938,1.037217105093191e-06,3.1116513810047763e-08,2.2559473222827364e-07
1939,1.032348365015423e-06,4.129393804674919e-08,1.4070526788145798e-07
1940,9.585259395095136e-07,3.0429395447839624e-08,1.5468275194052694e-07
1941,1.0094138431782085e-06,6.493305892973922e-08,2.4202321924349235e-07
1942,1.3047110449804222e-06,2.7307905936524435e-08,1.7295006671247393e-07
1943,1.2396814277337853e-06,1.4516176261025748e-08,1.9161352327046188e-07
1944,1.67728322963967e-06,6.105053529381621e-08,1.4780655988033686e-07
1945,1.1807491695492445e-06,2.832055256973831e-08,1.6338780994828994e-07
1946,1.2988389812562673e-06,6.125286056146706e-08,1.0580039599972224e-07
1947,1.529447736459133e-06,3.695470085496311e-08,8.702235732016561e-08
1948,1.2035180176894755e-06,2.3918153457813673e-08,1.4677048909561563e-07
1949,9.335975175162048e-07,4.024973321303804e-08,1.1387729870193652e-07
1950,1.0805527566049022e-06,3.828730021915305e-08,1.3613262694889272e-07
1951,1.1130503345668785e-06,3.5182626145768836e-08,1.6205331121454947e-07
1952,1.0787334137063453e-06,3.1634411978842536e-08,1.6238998057360732e-07
1953,9.728766183769721e-07,3.2321481602259894e-08,1.508335856215126e-07
1954,9.831171574603559e-07,6.156697618386886e-08,1.7004212793381157e-07
1955,9.404379355260062e-07,4.6928038788252024e-08,2.0648337795137195e-07
1956,9.950823063320513e-07,9.157198910259012e-08,1.5523632157510292e-07
1957,9.674366010514746e-07,3.268963943980907e-08,1.7581724875981308e-07
1958,8.512138354177523e-07,3.226174938308901e-08,1.546909516036976e-07
1959,9.680684094348635e-07,4.7279560932977915e-08,9.378404541848795e-08
1960,8.436496017338868e-07,2.283875066844132e-08,1.349562523955683e-07
1961,1.0456980081841039e-06,4.446821888492991e-08,1.0422238716500942e-07
1962,9.360727872831376e-07,4.819886784135363e-08,8.43480236767391e-08
1963,8.030838021255704e-07,1.5518527685109973e-08,1.0927630000878708e-07
1964,1.0646944375025669e-06,1.0464425403977629e-07,8.639234749807656e-08
1965,1.087842205649281e-06,5.80036581543375e-08,1.3789549768716824e-07
1966,9.012074659864311e-07,5.705246930443053e-08,1.046885103050954e-07
1967,7.997004125570584e-07,1.3706332424590073e-07,9.811368073542326e-08
1968,1.0065262756597804e-06,5.749012144118382e-08,9.342144835500221e-08
1969,7.166893851717759e-07,5.586362122889099e-08,1.3216515526437433e-07
1970,8.14434191198643e-07,7.449934608105835e-08,8.277704921511031e-08
1971,7.810364124338776e-07,1.957729410806408e-07,1.0379562809248455e-07
1972,6.699971919488235e-07,8.464742429215022e-08,8.618646774039007e-08
1973,6.858425667388701e-07,5.3478076300628175e-08,1.0034030850647468e-07
1974,5.226156227777778e-07,3.2628315160820875e-08,5.85059467539395e-08
1975,5.157466862470983e-07,3.1413141421410273e-08,1.1365845864474977e-07
1976,5.433563821100051e-07,2.9710340188060513e-08,8.113207883297946e-08
1977,5.38313220665998e-07,3.761140465741164e-08,7.816120017878347e-08
1978,6.44554175366352e-07,4.7524731705550494e-08,9.564352154711742e-08
1979,5.114624812563306e-07,3.569703843631089e-08,9.363157005282119e-08
1980,5.940982195085098e-07,3.4679418559058206e-08,5.742002073816366e-08
1981,5.711971056143739e-07,3.289285743779402e-08,6.768338067786317e-08
1982,6.114389909939177e-07,3.1658262344969046e-08,7.324852902002021e-08
1983,5.462748333684431e-07,1.9577479637433726e-08,1.004135228299674e-07
1984,5.671430365339347e-07,3.1894546503874466e-08,1.5019432453300396e-07
1985,5.432049103859526e-07,2.105445340294665e-08,7.639759047606276e-08
1986,6.012469029315071e-07,1.7384007566789705e-08,6.65387887011093e-08
1987,5.835830272360454e-07,3.0554084595735276e-08,7.088547704370285e-08
1988,5.552809039244266e-07,2.038828283978944e-08,5.996553653631054e-08
1989,5.938147955575346e-07,2.7989423445617945e-08,5.597884467078984e-08
1990,5.606661606094576e-07,2.0704874259536155e-08,8.608868284909477e-08
1991,5.609422348840098e-07,2.6962739818614523e-08,6.50622666853451e-08
1992,6.777231309484932e-07,3.030469308828998e-08,8.48531414021636e-08
1993,6.386706363770145e-07,2.271075089099739e-08,5.649991408063215e-08
1994,7.432371500470936e-07,2.953958855300698e-08,5.3804249944278126e-08
1995,6.788908661903292e-07,2.7112253775385398e-08,5.368226396740283e-08
1996,6.373681937787978e-07,2.4555224076294735e-08,5.4982351116450445e-08
1997,6.554620597398753e-07,1.1987236092636522e-08,6.137464936273318e-08
1998,6.518032780178373e-07,2.479427263502032e-08,5.4833485307881347e-08
1999,6.087508133134634e-07,3.062034706347028e-08,5.895559596069688e-08
2000,6.141063835229943e-07,3.3577040148280446e-08,3.755326716259333e-08
2001,5.805105729450588e-07,2.9792239564230272e-08,6.440381383754357e-08
2002,6.365914622108448e-07,1.927737480755809e-08,5.5203390303404376e-08
2003,6.892090773646942e-07,2.041792213081095e-08,7.958822578757463e-08
2004,6.05218339444491e-07,2.3785873187742723e-08,5.417893333969914e-08
2005,6.521429485317753e-07,1.981649799809304e-08,5.5846495428113485e-08
2006,5.662098701009199e-07,2.2648395159308166e-08,5.641509304155079e-08
2007,5.596265921781196e-07,3.435252438066527e-08,6.870504876133054e-08
2008,5.538929013226834e-07,1.4049550578487668e-08,6.428734167229777e-08
2009,6.160504533170297e-07,1.430457752249481e-08,7.056924999915282e-08
2010,4.874954395717168e-07,1.8895172093635892e-08,7.180165084719192e-08
2011,5.108826570676683e-07,1.0324723936916413e-08,1.1013039369345279e-07
2012,5.457017344667747e-07,1.1234033953089195e-08,1.0314885656725892e-07
2013,5.848795066043522e-07,9.483025309453552e-09,1.0961261409647705e-07
2014,6.160691388146233e-07,4.114345808492459e-09,1.2971017326890433e-07
2015,7.128506425146952e-07,1.285613770996008e-08,1.0573064912478003e-07
2016,8.567062224074107e-07,1.0978101816494501e-08,1.1661644094829171e-07
2017,5.967029945708191e-07,5.282783654969592e-09,1.0037289399633664e-07
2018,6.626624777794632e-07,6.453666878680764e-09,1.0661457849892031e-07
2019,7.538168791398903e-07,4.08158040698936e-09,1.0867207578257876e-07
