year,aux_ADP âmes_NOUN,aux_ADP ames_NOUN,aux_ADP lames_NOUN
1800,3.961647352390685e-07,1.0973134383363004e-06,1.5091990235305275e-07
1801,2.3573707363944152e-07,1.5906299517531863e-06,2.1906879510424915e-07
1802,2.394488944901241e-07,1.0808767569869815e-06,1.8350289110458107e-07
1803,3.3740867766418603e-07,8.75702314884208e-07,1.7748087088875764e-07
1804,2.84262853256223e-07,1.3743491287243614e-06,2.2493843232496147e-07
1805,3.5251684948889306e-07,1.2991951148233483e-06,2.0184431548386783e-07
1806,5.388721522336937e-07,8.039856602692907e-07,2.1612518708025164e-07
1807,1.4804166426074516e-07,1.0989246348458437e-06,2.135216305987342e-07
1808,3.2404858529844205e-07,9.585492963815057e-07,1.2010191596800723e-07
1809,2.0557177826674433e-07,8.222871201724047e-07,7.454800510231507e-08
1810,4.4228396722800767e-07,1.5678849396572048e-06,1.3806747745093162e-07
1811,3.108775299409672e-07,5.089365755495123e-07,1.178326058948187e-07
1812,4.214188962237131e-07,5.734497818821183e-07,6.321283763099927e-07
1813,6.700478252241737e-07,6.757992849770744e-07,1.9555042740648787e-07
1814,4.405347908686963e-07,6.8282894227778e-07,9.597365533409175e-07
1815,5.502336080098758e-07,8.442309864520325e-07,2.400528842372296e-07
1816,6.674699033482057e-07,8.459254328130328e-07,8.134789482028282e-07
1817,8.158016662207501e-07,1.133403864428395e-06,2.880215674849751e-07
1818,5.674480640927015e-07,8.082558289324027e-07,2.0266001854452043e-07
1819,7.421702594712087e-07,5.972555729982787e-07,2.2668800170322356e-07
1820,1.0667966705568688e-06,9.766113793219233e-07,1.8630375109296438e-07
1821,1.4654172151296052e-06,9.595227870029532e-07,3.441659544023423e-07
1822,1.0336409985711725e-06,7.519211777662349e-07,1.8647645561031823e-07
1823,8.24216103367803e-07,9.171133177332536e-07,1.927123918221696e-07
1824,7.68005466333932e-07,6.223202282384932e-07,2.6947560627377243e-07
1825,1.060175293332577e-06,7.422988226313265e-07,1.4440927031955653e-07
1826,7.240163171218228e-07,6.465060695681757e-07,1.6030531924116076e-07
1827,7.991375792215649e-07,6.479742958864776e-07,1.8895410391905898e-07
1828,9.319058258405732e-07,6.759985904380983e-07,1.4950850868444832e-07
1829,6.121247896340165e-07,5.804040381085507e-07,1.354561760535944e-07
1830,8.756505325280273e-07,7.211853323418893e-07,2.2647934372344025e-07
1831,6.033796660087631e-07,5.971431904505664e-07,3.741889429420553e-07
1832,5.398457894045805e-07,6.724394601143047e-07,3.0577731990888424e-07
1833,7.992703796588785e-07,8.108539802931247e-07,2.2703912350152677e-07
1834,8.970484159931402e-07,7.766330012426437e-07,1.764226311706807e-07
1835,8.735366563428215e-07,8.939570008692499e-07,3.19162325013167e-07
1836,1.1216931445900968e-06,1.1552968834926958e-06,1.8078817731748131e-07
1837,9.65059488322595e-07,5.427154676773682e-07,2.7970722271675186e-07
1838,1.1216711568451387e-06,4.5005713777968026e-07,2.6321714585719747e-07
1839,9.522389099458906e-07,3.642558432659371e-07,3.523703355767793e-07
1840,1.4446453526772984e-06,3.006493027868373e-07,2.3631544365798618e-07
1841,1.4099525031951998e-06,3.1717508885975576e-07,2.5617987375881057e-07
1842,1.6240710021264704e-06,3.4145069349733603e-07,1.6301083860525978e-07
1843,1.6356236738346297e-06,2.1855570359052834e-07,1.7602594937216054e-07
1844,1.977528654606431e-06,3.029685744504462e-07,1.844156543029385e-07
1845,1.9435933111822123e-06,1.6461672436296482e-07,1.5513033702063694e-07
1846,1.7844520066034875e-06,2.207146940769178e-07,1.6919508993851196e-07
1847,1.6120344961123578e-06,1.466956831563948e-07,2.006279231636654e-07
1848,1.4312448879394424e-06,2.6307875744535636e-07,1.335506851773971e-07
1849,1.4772907981353e-06,1.2401533822092858e-07,1.0725651122811541e-07
1850,1.5315975581131624e-06,1.7651389150330488e-07,1.4053222230359097e-07
1851,1.6626653200901842e-06,1.3414832356062334e-07,2.5281801185883523e-07
1852,2.095744665808752e-06,2.5781759482867983e-07,1.5885730419995525e-07
1853,1.8680202931165013e-06,6.808002517288969e-08,2.0961481084214029e-07
1854,2.514182043000801e-06,1.5431123384646028e-07,3.044659422357654e-07
1855,2.1546165704933173e-06,1.2471302568428655e-07,2.64816151229752e-07
1856,2.7760088805450778e-06,1.4703217021683201e-07,2.1433562835682096e-07
1857,2.026802468080291e-06,1.4595711750331475e-07,1.7573432842254988e-07
1858,2.196281718269688e-06,1.7078930070191234e-07,2.5642862055974547e-07
1859,2.1178349278727637e-06,9.01314711754253e-08,1.9095649861355923e-07
1860,2.067971582420114e-06,9.932489186681437e-08,1.5425109722855268e-07
1861,2.3556238595290324e-06,1.188422871223338e-07,2.0655920707213227e-07
1862,2.2964924433210854e-06,1.5993671320657654e-07,1.5993671809155785e-07
1863,2.446864829863671e-06,1.3835099554881936e-07,1.4584293239749968e-07
1864,2.5479183278775963e-06,2.4453112668076926e-07,1.4959550753701478e-07
1865,2.3896648357890626e-06,1.1202289323941628e-07,2.0757182994657342e-07
1866,2.2571579236796424e-06,7.055138806499883e-08,2.2138539179650252e-07
1867,2.0153726403293604e-06,8.540948215340904e-08,2.3536135529411695e-07
1868,1.9033334925921963e-06,8.002595763834108e-08,2.252582618211818e-07
1869,2.2161409027887657e-06,4.297496825067526e-08,2.1194473731611652e-07
1870,2.085473525426096e-06,4.9312819605518143e-08,2.78674775699983e-07
1871,1.497585939702617e-06,5.629224064662708e-08,7.264885084623529e-07
1872,1.988969991373324e-06,7.559173764715155e-08,1.9532906492258917e-07
1873,1.7922097885758603e-06,7.243065630602175e-08,3.0947643381296075e-07
1874,1.538461853911599e-06,5.496640564928157e-08,2.670650189884327e-07
1875,1.616903617218668e-06,1.0985331799773235e-07,1.7336226676434308e-07
1876,1.5858696666981587e-06,7.07383716047616e-08,1.6445160611056053e-07
1877,1.6402131848280987e-06,3.710889440178278e-08,2.5357746835652506e-07
1878,1.5894881144618012e-06,3.7442350941940816e-08,1.684905726051511e-07
1879,1.6904503059578246e-06,3.971061446339519e-08,1.9305467446883995e-07
1880,1.6006107994570584e-06,2.2462462112571302e-08,2.3553495509531786e-07
1881,1.507456106608629e-06,3.277078564067892e-08,1.882577009837405e-07
1882,1.4934684653411523e-06,5.45741594137894e-08,2.761984774224402e-07
1883,1.513481649340065e-06,2.3381554137280602e-08,2.0601045491730474e-07
1884,1.4074818075471285e-06,3.3668655419205606e-08,2.851933231795556e-07
1885,1.4850745131411713e-06,4.576401235745209e-08,2.1979617770284676e-07
1886,1.4997850250608735e-06,5.29184023267959e-08,2.4394094566559943e-07
1887,1.49185930276019e-06,5.288428783778443e-08,2.650743340382178e-07
1888,1.6105160831614285e-06,2.0924028509838877e-08,2.840595243469579e-07
1889,1.4522586759824208e-06,2.9446143023914573e-08,2.4434032752651547e-07
1890,1.5474906458479154e-06,3.6704564720935196e-08,2.6086459570251463e-07
1891,1.3959541718122637e-06,2.1034926467322634e-08,2.371209859575174e-07
1892,1.6605288877258317e-06,3.3223115369906964e-08,1.8053316352961701e-07
1893,1.6442971872976386e-06,5.4809906668840114e-08,3.0853666999064444e-07
1894,1.5117392617725045e-06,3.906954448851252e-08,1.9660802763610263e-07
1895,1.5317374213452695e-06,4.393588692863659e-08,2.1125336502336722e-07
1896,1.6706283378908893e-06,2.889544237216768e-08,1.7632116566801415e-07
1897,1.5936062052190891e-06,5.477110776030969e-08,1.9344689405897952e-07
1898,1.6641221503022052e-06,5.941272696041722e-08,2.0483244611568807e-07
1899,1.557118839201621e-06,2.65323762960179e-08,2.382386270483039e-07
1900,1.685534963158375e-06,2.751258176836302e-08,2.393075533291267e-07
1901,1.6581787853908736e-06,2.5708199125062947e-08,2.034300905506825e-07
1902,1.2565416813714592e-06,2.897067519214147e-08,5.769583708570281e-07
1903,1.4764201665684595e-06,3.726151920346865e-08,1.9224783898152964e-07
1904,1.5140319042927786e-06,3.9772226401169064e-08,1.4833965167326824e-07
1905,1.574547615845745e-06,2.47716436252432e-08,1.3779227003851702e-07
1906,1.5468562750697856e-06,2.6749759185484834e-08,1.92906924212366e-07
1907,1.5377101458824427e-06,3.1371345021735664e-08,1.7228525450718735e-07
1908,1.5353001927564947e-06,2.897719530992049e-08,1.4979737272824423e-07
1909,1.500668300735697e-06,3.6856588336853235e-08,1.4687626048726088e-07
1910,1.6508080911137313e-06,2.6186337986899844e-08,1.555147832732473e-07
1911,1.6743217372550134e-06,3.617854438253687e-08,1.803606863859386e-07
1912,1.6258603530161508e-06,3.5945007414994734e-08,1.6149205350757256e-07
1913,1.8761978175518834e-06,3.765122691401501e-08,1.8666523260435497e-07
1914,1.5857889152925964e-06,3.013534694007447e-08,1.7746370417626167e-07
1915,1.681114703444564e-06,4.7123047686170594e-08,1.366568369576271e-07
1916,2.174418757050489e-06,2.307367008569372e-08,7.471474106068854e-08
1917,1.6427703783961078e-06,4.057576996618906e-08,1.4366015932409937e-07
1918,1.6965378080158189e-06,1.4932289182922887e-08,1.3553923849940475e-07
1919,1.6620166611858167e-06,3.2227469193291114e-08,9.484083562938395e-08
1920,1.7113243586663884e-06,2.0445026116533427e-08,1.2872793320184428e-07
1921,1.2820661368095898e-06,2.1203692801563534e-08,1.6811499392588303e-07
1922,1.4667335399565218e-06,3.024953532104746e-08,1.2247373604168388e-07
1923,1.6720118267699036e-06,4.0340603302269074e-08,1.3057616854439402e-07
