year,moyens_NOUN égaux_ADJ,moyens_NOUN légaux_ADJ
1905,3.096455536422127e-09,3.9428198306268314e-07
1906,3.0865106026567446e-09,4.784091629517206e-07
1907,2.057137349353866e-09,3.96513229361517e-07
1908,5.40252820258047e-09,3.889820163749391e-07
1909,9.901770070541716e-09,3.6196470887261967e-07
1910,1.7635697346918278e-08,4.211190685055044e-07
1911,3.7242617878519013e-09,3.905154528638377e-07
1912,5.2094213387476884e-09,3.474683865078987e-07
1913,5.302989602995467e-09,3.6590628837984696e-07
1914,6.696743604095445e-09,3.5827579836222867e-07
1915,7.068456930880984e-09,3.0276558504738205e-07
1916,1.2086208478478966e-08,3.8785739775448747e-07
1917,8.773139548168274e-09,3.651819326933037e-07
1918,4.594550517822427e-09,3.4344265031904797e-07
1919,1.1049418269237776e-08,4.2264022681592905e-07
1920,8.329454459499175e-09,3.3393541798432125e-07
1921,9.087297137000405e-09,3.483463899556227e-07
1922,2.2133805899215986e-09,2.685568460947252e-07
1923,9.554353752605493e-09,3.418335268179362e-07
1924,7.734974438733389e-09,3.919053881418222e-07
1925,2.1996355847875293e-09,2.9035189186288335e-07
1926,1.2260752413340015e-08,3.2769648328212497e-07
1927,1.2264147031260109e-08,2.954544697786332e-07
1928,2.2852082448565625e-09,3.496368492506008e-07
1929,1.0026365515614089e-08,2.863084489490575e-07
1930,1.0503603542488804e-09,3.4661891845644277e-07
1931,1.0264820993199919e-08,2.4293410660902737e-07
1932,6.575722188983946e-09,2.4220577188316383e-07
1933,8.02946331646126e-09,2.91354808723554e-07
1934,5.990790086229936e-09,2.192629153796588e-07
1935,3.590485242455088e-09,2.513339723009267e-07
1936,7.274828739411987e-09,2.7159359206052613e-07
1937,2.5182236296217297e-09,2.3545391059087706e-07
1938,7.779128452511941e-09,2.9301384074642556e-07
1939,9.176430282309411e-09,2.003520620519339e-07
1940,5.0715658339584024e-09,1.5975432177128823e-07
1941,8.854508237732261e-09,1.1806010036252701e-07
1942,6.068423541449874e-09,1.69915864489667e-07
1943,2.9032352077962287e-09,1.8580705329895864e-07
1944,2.2492303131116387e-08,2.249230277584502e-07
1945,1.089252066321933e-08,2.614204959172639e-07
1946,2.7842208538686464e-09,3.0348007840075297e-07
1947,5.960435700558264e-09,2.2649655306850036e-07
1948,1.3046265401328583e-08,2.6636124061951705e-07
1949,2.945102384188658e-09,2.758579285000451e-07
1950,3.190608444114673e-09,2.2653320286281087e-07
1951,1.4925962688039363e-08,2.324185572888382e-07
1952,9.490323193972472e-09,2.3198568044335843e-07
1953,1.0773827385790469e-09,2.6503616368245275e-07
1954,2.9317608341017376e-09,2.1890480184083572e-07
1955,3.754243138587299e-09,2.346401970498846e-07
1956,1.3081712602058815e-08,2.2936602306344867e-07
1957,3.534015080575159e-09,2.4649756369399256e-07
1958,3.3088973783179654e-09,2.1838722830125334e-07
1959,9.300897829689347e-09,2.38723032452981e-07
1960,1.038124963770315e-08,2.3669250026614463e-07
1961,9.03260666262895e-09,3.0641382409157814e-07
1962,7.610347907416326e-09,3.132926451598905e-07
1963,7.759263453976928e-09,2.6252175189256377e-07
1964,1.520992043424485e-08,2.2754041140160552e-07
1965,7.1136563306595235e-09,2.4022270395107626e-07
1966,1.38476865529924e-08,2.2045517766855482e-07
1967,7.888536934785861e-09,2.080601575471519e-07
1968,1.4821671889819754e-08,2.569089758708287e-07
1969,1.407944960618579e-08,2.8249732508811576e-07
1970,1.1496812390987543e-08,2.8696044296339096e-07
1971,1.1818314327172175e-08,2.985408968925185e-07
1972,7.182205497002769e-09,2.554813249844301e-07
1973,1.3231689521830958e-08,3.2693299090169603e-07
1974,1.1251143128276908e-08,2.914046035584761e-07
1975,5.711480177694739e-09,2.6501268735046324e-07
1976,7.998937512354587e-09,2.9710338367294753e-07
1977,7.052138428775834e-09,2.8208552294017863e-07
1978,5.346532105932056e-09,2.3584148323152476e-07
1979,5.851973128301324e-09,2.2764176321743435e-07
1980,9.096241093686785e-09,2.1546721029608307e-07
1981,7.590659656386833e-09,2.391057591921708e-07
1982,8.069752865935698e-09,2.2284933720584377e-07
1983,8.209910973278056e-09,2.1408921213605936e-07
1984,7.538710988796993e-09,2.1398341232270468e-07
1985,6.617113967877231e-09,2.58067444747212e-07
1986,4.7955883708539204e-09,3.1351157758763293e-07
1987,3.0554083707556856e-09,1.9799045958279748e-07
1988,4.797243047249822e-09,2.41661126665349e-07
1989,7.134558721588746e-09,2.0964627367447974e-07
1990,1.2531897297662908e-08,2.522725424114469e-07
1991,3.5168792322792797e-09,1.8991147499036742e-07
1992,4.4079553340736766e-09,2.639263243509049e-07
1993,2.7696036575264316e-09,2.420633506972081e-07
1994,2.637463358823311e-09,2.1416201434476534e-07
1995,7.0491861237087505e-09,2.1581354303634726e-07
1996,4.270473752399084e-09,2.498227047453838e-07
1997,5.274384040632185e-09,2.5221143573617155e-07
1998,4.291316191284977e-09,2.3554558481464483e-07
1999,4.113180906983871e-09,1.9423355013259425e-07
2000,5.3016377954406835e-09,2.3901549184301984e-07
2001,6.571817756650944e-09,2.1730809862674505e-07
2002,6.571832411594869e-09,2.357097201866054e-07
2003,7.083769126836614e-09,2.2834737478660827e-07
2004,6.607186797680242e-09,2.387396875747072e-07
2005,3.1526248278623825e-09,2.5401146785952733e-07
2006,8.235780057930242e-09,2.2689573597745039e-07
2007,3.994479413904628e-09,1.9812618745618238e-07
2008,7.663391698997657e-09,2.1116900938977778e-07
2009,2.860915504498962e-09,2.0741637740684382e-07
2010,6.140930874920514e-09,1.9509265314354707e-07
2011,5.353560705856353e-09,1.7781469807687245e-07
2012,2.382976926895708e-09,1.470637158718091e-07
2013,6.414987652192394e-09,1.8073529872708605e-07
2014,6.063246349441442e-09,1.5699477273756202e-07
2015,3.32486305154589e-09,1.6092337773443433e-07
2016,6.214019965256057e-09,1.7295688792273722e-07
2017,3.2702947017071438e-09,1.511882459226399e-07
2018,3.872199894061623e-09,1.3604329751615296e-07
2019,1.53059265262101e-09,1.2703918628176325e-07
