year,ses_DET égaux_NOUN,ses_DET egaux_NOUN
1800,1.0155650898013846e-06,4.4018303668735825e-08
1801,8.762751804169966e-07,0.0
1802,9.712225619296078e-07,2.9091921760482364e-08
1803,9.420138553650759e-07,7.801356893821776e-09
1804,9.912122322930372e-07,2.4718509461507665e-09
1805,9.893213928080513e-07,5.685755422035754e-09
1806,6.454938556998968e-07,1.4408345627714425e-08
1807,1.041985569827375e-06,0.0
1808,9.245582077710424e-07,4.5321479902327155e-09
1809,9.713830877444707e-07,6.7770917766551975e-09
1810,7.090583835633879e-07,2.3401267590372754e-09
1811,6.292762577686517e-07,0.0
1812,1.117560259444872e-06,1.3336041160272316e-08
1813,8.368407975467562e-07,0.0
1814,9.66029915616673e-07,0.0
1815,8.550198913326312e-07,2.697223555614414e-09
1816,7.393156238322263e-07,2.3176038865813098e-09
1817,8.453822601950378e-07,3.113746815941454e-09
1818,9.131621823144087e-07,8.344824387052086e-09
1819,1.1965813655478996e-06,1.5526575580793178e-08
1820,7.143621587601956e-07,0.0
1821,1.0768744687084109e-06,1.97229765852569e-09
1822,1.0927921039183275e-06,6.015369535816717e-09
1823,9.704798458187724e-07,3.9530747564242574e-09
1824,8.067426051638904e-07,8.421112696055388e-10
1825,9.641960332373856e-07,0.0
1826,1.034938122757012e-06,1.2331177856594877e-08
1827,7.982158649610938e-07,4.608636583469661e-09
1828,7.420391625601042e-07,5.503380862137419e-09
1829,7.741577974229585e-07,2.571952872898464e-09
1830,8.610389841123833e-07,0.0
1831,5.675199190591229e-07,3.1182412207897414e-09
1832,6.58909527828655e-07,1.3529969367098715e-09
1833,8.178041639439471e-07,0.0
1834,7.224927003335324e-07,6.534171426153534e-09
1835,6.474003271250695e-07,7.563087933704082e-10
1836,7.332338327614707e-07,4.704525213838906e-09
1837,7.13183794687211e-07,1.3915781860163179e-09
1838,6.564648629137082e-07,3.787297142565649e-09
1839,6.767747890989995e-07,2.0974426639952526e-09
1840,7.312402772186033e-07,3.1848443882154243e-09
1841,5.470307087307447e-07,0.0
1842,6.990011911511829e-07,6.037438549100216e-09
1843,6.515322752420616e-07,5.906911071384968e-10
1844,7.173549647632171e-07,2.7442805805577564e-09
1845,7.505406642849266e-07,0.0
1846,5.91890056966804e-07,0.0
1847,6.887146355438745e-07,3.235934187273415e-09
1848,6.830393317613925e-07,4.02261068899179e-09
1849,5.86559053772362e-07,8.379414939696517e-10
1850,5.241104759079462e-07,6.788996032014438e-10
1851,5.204697117733303e-07,1.2898877521649865e-09
1852,5.162862635188503e-07,1.3021090872200602e-09
1853,5.954016160103492e-07,5.971931837933653e-10
1854,5.668470066666487e-07,0.0
1855,5.906621254325728e-07,5.306937111981824e-10
1856,5.358390922083345e-07,0.0
1857,5.760180670222326e-07,5.369659827891837e-09
1858,5.363468744690181e-07,9.787352039936081e-10
1859,6.202267286425922e-07,5.092173349652285e-10
1860,6.00526504968002e-07,0.0
1861,5.305459467308538e-07,0.0
1862,4.7529215407848824e-07,3.6143890103090826e-09
1863,5.913631184739643e-07,9.989241656072068e-10
1864,5.81121014420205e-07,0.0
1865,5.25283837760071e-07,9.41368871743009e-10
1866,5.011581265534915e-07,2.432806400776144e-09
1867,5.163391278983909e-07,1.455843445796745e-09
1868,4.6089024863249506e-07,0.0
1869,5.210715130488097e-07,1.4650557433881772e-09
1870,4.7248562395907356e-07,0.0
1871,4.4715156377606036e-07,1.0621177271019633e-09
1872,4.311752945795888e-07,1.8142017887967654e-09
1873,4.872607632933068e-07,5.986004469882289e-10
1874,3.620613142629736e-07,0.0
1875,4.079448956417764e-07,1.1443054281912168e-09
1876,4.5586952523990476e-07,1.813804439976252e-09
1877,4.4716219349538733e-07,1.2369631985365004e-09
1878,3.285264256192022e-07,3.0195443923020093e-09
1879,3.8244377265073126e-07,6.10932526790009e-10
1880,3.619665278620232e-07,1.9253538763308597e-09
1881,3.5978138157588546e-07,0.0
1882,4.3526219428713375e-07,1.3310770263785798e-09
1883,2.5782901502680033e-07,6.319338941018771e-10
1884,3.2216280487773474e-07,0.0
1885,2.823188367528928e-07,7.090199205528336e-09
1886,2.8072568625248095e-07,0.0
1887,3.27752019302352e-07,1.3057849246322917e-09
1888,3.233713528061344e-07,0.0
1889,3.2202802913161577e-07,1.8795409673089125e-09
1890,3.041235459022573e-07,6.554386478008212e-10
1891,3.340091438985837e-07,6.374220040683554e-10
1892,2.758145569714543e-07,0.0
1893,2.5495845079603896e-07,6.158416554491453e-10
1894,3.005834230407345e-07,0.0
1895,2.431520158552303e-07,6.018614495673091e-10
1896,2.777500753836648e-07,1.179405795248556e-09
1897,2.423912803806161e-07,0.0
1898,2.993269845319446e-07,0.0
1899,2.487410313278815e-07,3.3165470370022376e-09
1900,2.3359739032002835e-07,5.191053142894475e-10
1901,2.492577664270357e-07,3.353243294146324e-09
1902,2.0623191687718645e-07,0.0
1903,1.9926812910853187e-07,0.0
1904,2.3325873144131037e-07,1.0749250378694342e-09
1905,2.0797858724108664e-07,5.160759042333041e-10
1906,2.3766132528635353e-07,5.144184522798412e-10
1907,1.8668521306608454e-07,0.0
1908,2.3329097587065917e-07,9.822778146428846e-10
1909,1.908841227304947e-07,5.500983557560346e-10
1910,2.3086731459898147e-07,5.344150677544235e-10
1911,2.122829272366289e-07,3.1922244847493175e-09
1912,2.2400510601983115e-07,0.0
1913,1.999227094984235e-07,0.0
1914,2.1429579533105425e-07,0.0
1915,1.284103063881048e-07,0.0
1916,1.8129311740722187e-07,0.0
1917,2.0068556239039026e-07,0.0
1918,1.573633596763102e-07,0.0
1919,1.7955304087990953e-07,3.6831394045755417e-09
1920,2.14294161082762e-07,1.514446346106979e-09
1921,1.6584317563683726e-07,7.572747429129834e-10
1922,1.6526576018804917e-07,0.0
1923,1.879022875073133e-07,0.0
1924,1.791935773098885e-07,0.0
1925,2.0456610627661576e-07,8.798542339150117e-09
1926,2.162350796197643e-07,0.0
1927,1.928815862584088e-07,1.1149224876660924e-09
1928,1.5196634706171608e-07,0.0
1929,1.7713246336370503e-07,0.0
1930,2.300289168033487e-07,0.0
1931,2.0301534675581934e-07,0.0
1932,1.7316067157935322e-07,0.0
1933,1.4682447613267868e-07,0.0
1934,1.5216606641388353e-07,0.0
1935,1.8072108787237084e-07,0.0
1936,1.3094691553305893e-07,0.0
1937,1.4102052148246003e-07,0.0
1938,2.242982048983322e-07,2.5930428915188486e-09
1939,1.514111005462837e-07,6.117620188206274e-09
1940,1.4453962648985907e-07,0.0
1941,2.803927543482132e-07,0.0
1942,2.4273694521070865e-07,3.034211770724937e-09
1943,1.335488235554294e-07,0.0
1944,1.2531425852557732e-07,0.0
1945,1.808158316407571e-07,0.0
1946,1.6426902504917962e-07,0.0
1947,2.3722533626369113e-07,0.0
1948,1.7829896137300238e-07,0.0
1949,1.796512520968463e-07,0.0
1950,1.9675418627684849e-07,2.1270722960764488e-09
1951,2.5374134793310077e-07,0.0
1952,9.068531170441929e-08,0.0
1953,1.6160741722615057e-07,0.0
1954,1.641786013806268e-07,1.9545072227344917e-09
1955,1.4266123571360367e-07,9.385607846468247e-10
1956,1.613411200196424e-07,2.616342476002842e-09
1957,1.5991417967597954e-07,0.0
1958,1.249108692036316e-07,2.4816730892496253e-09
1959,1.6586599826950987e-07,0.0
1960,1.5295042032903439e-07,1.3841666701708277e-09
1961,1.7926251416611194e-07,4.16889545107324e-09
1962,1.8962450099024863e-07,1.9025869213429303e-09
1963,1.7587665013252263e-07,0.0
1964,1.8677782520626351e-07,3.6503808864551957e-09
1965,1.8933269529952668e-07,3.2832260243864653e-09
1966,1.883285420944958e-07,2.215629901769489e-09
1967,2.218651076191236e-07,4.930335584241163e-10
1968,2.29960491537895e-07,0.0
1969,2.0846668746798969e-07,1.3625273131978588e-09
1970,1.74291670873572e-07,3.678980065036086e-09
1971,1.423336044581447e-07,5.138397485282553e-10
1972,1.9186749966593197e-07,3.0780880067027283e-09
1973,1.4444593432472175e-07,5.513203782392395e-10
1974,1.243251404048351e-07,5.625571675160757e-10
1975,1.2679485905664478e-07,1.1422960355389478e-09
1976,9.998672112487839e-08,5.713526873840635e-10
1977,1.1988635151283233e-07,1.7630346071939584e-09
1978,1.3663360221016774e-07,5.940591352171509e-10
1979,1.4278815285706514e-07,1.7555920051037788e-09
1980,1.2734737708797184e-07,5.685150683554241e-10
1981,1.290412114940409e-07,2.5302198114474095e-09
1982,1.1173504077532925e-07,6.207502289967692e-10
1983,9.915046206288025e-08,0.0
1984,1.0496205504750833e-07,5.799008495621649e-10
1985,1.1610026717789879e-07,6.015558051686298e-10
1986,1.1929026300094847e-07,2.9972427317837003e-09
1987,1.1305011327067405e-07,6.110816852533674e-10
1988,1.1513382958128204e-07,0.0
1989,1.223851313625346e-07,1.0976244357863152e-09
1990,1.3512654106762056e-07,1.634595292454577e-09
1991,9.495573749518371e-08,0.0
1992,1.2066777799191186e-07,0.0
1993,1.1078414985377094e-07,5.539207426075166e-10
1994,1.1763086149585433e-07,1.0549853213248639e-09
1995,1.2742759736283915e-07,1.0844901643380922e-09
1996,1.2117469339045783e-07,0.0
1997,1.045287021383956e-07,1.917957792585412e-09
1998,1.1634235619339961e-07,4.768129224785866e-10
1999,1.302507399714159e-07,0.0
2000,9.808029943769725e-08,0.0
2001,9.638665687816683e-08,0.0
2002,1.0558743923638758e-07,2.190610692842654e-09
2003,9.875607531739661e-08,0.0
2004,1.1584600656533439e-07,8.809582507929292e-10
2005,1.0854036247565091e-07,1.8014998381943315e-09
2006,1.0665334571058338e-07,0.0
2007,1.074514983656627e-07,0.0
2008,1.0856471277520541e-07,1.7029758714315335e-09
2009,1.2063526355632348e-07,0.0
2010,1.1053676018946135e-07,0.0
2011,1.0630642321984851e-07,7.64794394481072e-10
2012,1.0961693419631047e-07,3.404252713057332e-10
2013,1.2411607031026506e-07,0.0
2014,1.5136461684051028e-07,0.0
2015,1.904038242628303e-07,0.0
2016,2.0423412649961392e-07,0.0
2017,1.043978699044601e-07,0.0
2018,1.4559472560904396e-07,5.162933414126769e-10
2019,1.7091618076392479e-07,0.0
