year,nos_DET égaux_NOUN,nos_DET egaux_NOUN
1977,2.4682483612537e-08,5.876781838942691e-10
1978,3.148513272321907e-08,5.940591352171509e-10
1979,5.325295759917026e-08,0.0
1980,2.5014662341504845e-08,0.0
1981,2.84649726012276e-08,0.0
1982,3.041676066573018e-08,1.2415004579935385e-09
1983,1.4525227243211702e-08,0.0
1984,3.2474446243213606e-08,0.0
1985,2.285912081845254e-08,0.0
1986,2.2779044428489215e-08,0.0
1987,1.8332450224534114e-08,0.0
1988,2.0388283061834045e-08,0.0
1989,2.908704743731505e-08,0.0
1990,3.160217687536715e-08,0.0
1991,3.04796188288492e-08,0.0
1992,4.187557678392295e-08,5.509944167592096e-10
1993,3.43430848204207e-08,0.0
1994,2.637463225596548e-08,5.274926606624319e-10
1995,1.9520822291951845e-08,0.0
1996,2.7758080278772468e-08,0.0
1997,2.6851409984374186e-08,0.0
1998,3.337690301918883e-08,0.0
1999,2.1936966021485205e-08,0.0
2000,2.6066386382694873e-08,0.0
2001,2.6725391677473453e-08,0.0
2002,2.891606243338174e-08,0.0
2003,2.7918384049030465e-08,0.0
2004,4.5809830595544554e-08,0.0
2005,3.602999498752979e-08,0.0
2006,2.7178073125355695e-08,0.0
2007,3.355362920842708e-08,0.0
2008,3.065356679599063e-08,4.257439678578834e-10
2009,3.766871969901331e-08,0.0
2010,2.3146585093059002e-08,0.0
2011,3.135657067332431e-08,0.0
2012,3.234040235611246e-08,0.0
2013,3.709536144924641e-08,0.0
2014,3.7462200452864636e-08,0.0
2015,4.876465808933972e-08,0.0
2016,4.888362425958803e-08,0.0
2017,3.6979486139898654e-08,0.0
2018,4.3884934797233655e-08,0.0
2019,5.1274852808091964e-08,0.0
