year,nos_DET égaux_NOUN,nos_DET egaux_NOUN
1800,2.6725399493443547e-07,0.0
1801,1.9287578822968499e-07,0.0
1802,1.0070280609397742e-07,0.0
1803,1.4042441875972145e-07,0.0
1804,1.2112069214254007e-07,0.0
1805,1.3930100806192058e-07,2.842877711017877e-09
1806,7.492339904047185e-08,0.0
1807,1.6227643584443285e-07,0.0
1808,1.4276265858370607e-07,0.0
1809,1.219876537561504e-07,0.0
1810,2.1763179347544792e-07,4.680253518074551e-09
1811,6.769107585569145e-08,0.0
1812,7.468182872116813e-08,2.6672082320544632e-09
1813,8.91479885467561e-08,1.150296680130225e-08
1814,1.9824065589091333e-07,1.5733386149463513e-08
1815,1.4565007688815967e-07,5.394447111228828e-09
1816,1.4832664874120383e-07,2.3176038865813098e-09
1817,1.7592670076282957e-07,0.0
1818,1.7881765757010726e-07,0.0
1819,1.9666994433009677e-07,1.035105001712111e-09
1820,1.8986369809681491e-07,0.0
1821,1.6370070454740926e-07,0.0
1822,2.3560197348615475e-07,2.0051231786055723e-09
1823,1.0179167730939298e-07,9.882686891060644e-10
1824,1.027375731155189e-07,0.0
1825,1.2327620879659662e-07,0.0
1826,9.424542923852641e-08,0.0
1827,8.756409641819118e-08,0.0
1828,1.1190207516165174e-07,0.0
1829,9.173298565201549e-08,0.0
1830,1.2106730196137505e-07,0.0
1831,1.5435294642429653e-07,1.5591206103948707e-09
1832,1.3259369779916597e-07,0.0
1833,1.5637898798104288e-07,1.1583628500844156e-09
1834,1.5495321292746667e-07,0.0
1835,1.1722786297241328e-07,1.5126175867408165e-09
1836,9.745087936607888e-08,6.720750067579218e-10
1837,1.0645572956491378e-07,6.957890930081589e-10
1838,9.089512786886189e-08,0.0
1839,5.383435919270596e-08,6.9914751765765e-10
1840,1.350373963759921e-07,6.369688665408546e-10
1841,8.924562422407689e-08,0.0
1842,1.4624018263020844e-07,0.0
1843,8.978504695278389e-08,5.906911071384968e-10
1844,1.0318495213823553e-07,5.488561272137815e-10
1845,9.709596326956671e-08,0.0
1846,5.561776106333127e-08,0.0
1847,8.683090158001505e-08,5.393223645455691e-10
1848,1.0056527344204369e-07,1.6090443422100975e-09
1849,1.080944542763973e-07,0.0
1850,7.19633561629962e-08,0.0
1851,1.0577079478935048e-07,6.449438760824933e-10
1852,1.1849192560475785e-07,0.0
1853,9.017617230711039e-08,0.0
1854,1.0703068653583614e-07,0.0
1855,9.923972754677379e-08,0.0
1856,1.3046516755821358e-07,0.0
1857,8.005675056210748e-08,4.881509085841174e-10
1858,9.053300686900911e-08,4.893676019968041e-10
1859,7.689181558134806e-08,0.0
1860,8.055843636611826e-08,0.0
1861,9.384768162590262e-08,0.0
1862,1.0120289317683273e-07,0.0
1863,9.789457067199692e-08,0.0
1864,8.678457419364349e-08,0.0
1865,8.048704103202908e-08,0.0
1866,1.0071818934420662e-07,0.0
1867,9.317398053099168e-08,0.0
1868,9.237564313480107e-08,0.0
1869,1.098791813092248e-07,0.0
1870,1.1181395365156277e-07,0.0
1871,1.1152236112366154e-07,0.0
1872,7.559174264315516e-08,0.0
1873,7.302925553176465e-08,5.986004469882289e-10
1874,5.675878611555163e-08,5.974609140757536e-10
1875,7.437985516389745e-08,5.721527140956084e-10
1876,9.008562074086512e-08,0.0
1877,1.0328642474632943e-07,0.0
1878,3.744235144154118e-08,0.0
1879,7.209003882735487e-08,6.10932526790009e-10
1880,3.9790645445236805e-08,0.0
1881,5.020205406935929e-08,0.0
1882,6.921600714804299e-08,0.0
1883,7.014466518739937e-08,0.0
1884,4.423137056619453e-08,0.0
1885,5.349877696403382e-08,0.0
1886,7.356948827919041e-08,0.0
1887,5.3537181798901656e-08,0.0
1888,5.57974075832135e-08,0.0
1889,6.390439466485986e-08,6.265136742733546e-10
1890,6.751017878059429e-08,0.0
1891,5.418086956865409e-08,2.5496880162734215e-09
1892,7.647584965297938e-08,0.0
1893,4.002970754868329e-08,0.0
1894,5.986462525697789e-08,0.0
1895,3.972285611553161e-08,0.0
1896,5.248355705589347e-08,0.0
1897,5.884980680548324e-08,0.0
1898,7.072943475350257e-08,0.0
1899,6.135611840818456e-08,0.0
1900,7.423206227485935e-08,0.0
1901,4.415103660448949e-08,5.588738916095792e-10
1902,4.910283735171106e-08,0.0
1903,4.428180488957878e-08,0.0
1904,4.5146851590516235e-08,0.0
1905,4.954328858275403e-08,0.0
1906,5.96725371337925e-08,0.0
1907,5.554270998686661e-08,0.0
1908,6.188350454294778e-08,4.911389073214423e-10
1909,5.831042670934039e-08,5.500983557560346e-10
1910,3.954671612405036e-08,0.0
1911,5.054355511902031e-08,0.0
1912,5.1052328586820295e-08,0.0
1913,4.295421618394357e-08,5.30298971401777e-10
1914,5.893134513712539e-08,0.0
1915,3.887651445211304e-08,0.0
1916,5.933229374477378e-08,0.0
1917,4.276905585243185e-08,0.0
1918,4.3648228142956214e-08,0.0
1919,4.603924352863942e-08,0.0
1920,3.104614876292544e-08,0.0
1921,3.937828552125211e-08,0.0
1922,3.7627472693202435e-08,0.0
1923,4.458698299458774e-08,0.0
1924,6.059063650809549e-08,0.0
1925,4.179307566687385e-08,0.0
1926,3.232380052509143e-08,0.0
1927,4.0137209111890115e-08,0.0
1928,3.313552099371009e-08,0.0
1929,3.4535258208734376e-08,0.0
1930,3.046045193855207e-08,0.0
1931,6.615106684648708e-08,0.0
1932,2.849479585620429e-08,1.0959536611565568e-09
1933,4.817677989876756e-08,0.0
1934,2.036868629318178e-08,0.0
1935,3.4708023122220766e-08,0.0
1936,3.273672888326473e-08,0.0
1937,3.273690651894867e-08,0.0
1938,4.537825049055755e-08,0.0
1939,5.047036566452334e-08,0.0
1940,2.7893612752905028e-08,0.0
1941,8.854508237732261e-09,0.0
1942,2.730790527039062e-08,0.0
1943,2.322588166236983e-08,0.0
1944,2.8918675454292497e-08,0.0
1945,4.357008265287732e-08,0.0
1946,4.872386583087973e-08,0.0
1947,4.52993091926146e-08,0.0
1948,6.305695166020087e-08,0.0
1949,3.8286334103077024e-08,0.0
1950,4.2541444145172136e-08,0.0
1951,3.5182626589858046e-08,0.0
1952,4.007025466989944e-08,0.0
1953,4.201792691560513e-08,0.0
1954,4.0067398288101685e-08,0.0
1955,3.2849627018549654e-08,0.0
1956,2.8779767902165077e-08,0.0
1957,2.03205861026845e-08,0.0
1958,4.3015667472445784e-08,0.0
1959,3.410329085795638e-08,0.0
1960,2.9759583242139342e-08,0.0
1961,4.655266749864495e-08,0.0
1962,3.2343976386073336e-08,0.0
1963,3.0390449268224984e-08,0.0
1964,3.528701597588224e-08,0.0
1965,3.1190648286383293e-08,0.0
1966,3.5450078428311826e-08,5.539074754423723e-10
1967,4.437302081328198e-08,0.0
1968,4.4015873612579526e-08,0.0
1969,4.042164292172856e-08,0.0
1970,5.656431767420145e-08,4.5987250119061684e-10
1971,2.1067430466814585e-08,0.0
1972,2.7702792948502974e-08,0.0
1973,3.0322620858669325e-08,0.0
1974,4.6692246513657665e-08,5.625571675160757e-10
1975,1.8847885030481848e-08,0.0
1976,2.0568696967870892e-08,0.0
