year,poids_NOUN égaux_ADJ,poids_NOUN egaux_ADJ,poids_NOUN légaux_ADJ
1859,2.3118467140648136e-07,0.0,7.129042689513199e-09
1860,2.2062026516778133e-07,9.154367819341758e-10,1.373155189554609e-08
1861,3.4850972951971926e-07,4.715963730639317e-10,1.4147890858851042e-08
1862,1.6535830127395457e-07,0.0,1.536115412648087e-08
1863,2.821960833898629e-07,4.994620828036034e-10,8.990317823531768e-09
1864,2.9439630111482984e-07,0.0,1.102787461348953e-08
1865,2.7958654413851036e-07,4.706844358715045e-10,1.882737743486018e-09
1866,2.247913215569497e-07,9.731225825149181e-10,4.865612912574591e-10
1867,3.4649073654691165e-07,0.0,1.2132028714972876e-08
1868,3.250437146107288e-07,1.4819622196071691e-09,1.333765986544222e-08
1869,3.1498697694587463e-07,4.883519144627257e-10,1.2208797528501236e-08
1870,4.472558146062511e-07,1.1468097582678638e-09,1.4335121534259088e-08
1871,4.142259228956391e-07,0.0,1.0621176826930423e-08
1872,3.059953712636343e-07,6.047339295989218e-10,2.1770421909650395e-08
1873,3.45392464851102e-07,0.0,9.577607151811662e-09
1874,5.042570023761073e-07,0.0,1.1949218503559678e-08
1875,3.707549467435456e-07,5.721527140956084e-10,1.4875970677508121e-08
1876,3.3071700045184116e-07,0.0,6.650616057868319e-09
1877,2.628546837968315e-07,0.0,2.4739263970730008e-09
1878,4.166971052654844e-07,1.2078177347163432e-09,8.4547240319921e-09
1879,2.7308684025229013e-07,0.0,3.665595160740054e-09
1880,2.7404203706282715e-07,0.0,8.984985200299889e-09
1881,2.886618233333138e-07,0.0,4.183504653809678e-09
1882,2.0698247737982456e-07,0.0,6.655385131892899e-09
1883,3.8674355096190993e-07,6.319338941018771e-10,4.423537092179686e-09
1884,5.162527259017224e-07,0.0,1.1883054540362536e-08
1885,4.4023693135386566e-07,6.445635691854079e-10,2.513797880965285e-08
1886,3.091209066496958e-07,0.0,8.38950331427668e-09
1887,2.768263982488861e-07,6.528924623161458e-10,2.6115698492645834e-09
1888,4.501836485815147e-07,6.340614699951175e-10,1.5851536971922542e-08
1889,3.665105055006279e-07,0.0,8.771191772893872e-09
1890,3.5786951002592104e-07,1.9663159989136147e-09,9.176140736144589e-09
1891,3.614182730871107e-07,0.0,5.736798147637501e-09
1892,2.8709786192848696e-07,0.0,1.8805537127519756e-09
1893,3.1592676918990037e-07,0.0,6.774258043407144e-09
1894,4.6001235887160874e-07,3.150769645188234e-09,6.301539290376468e-09
1895,2.726432342115004e-07,0.0,9.629783193076946e-09
1896,3.066455178668548e-07,5.89702897624278e-10,1.3563166589847242e-08
1897,2.8434362775442423e-07,5.826713556089658e-10,4.078699600285063e-09
1898,2.761277073659585e-07,0.0,2.26334195829736e-09
1899,2.6145445986003324e-07,5.527578395003729e-10,3.8693048765026106e-09
1900,2.891416670536273e-07,0.0,7.26747462209687e-09
1901,3.001152890647063e-07,1.676621730339889e-09,5.029864968975062e-09
1902,3.024734951395658e-07,0.0,3.928227076954727e-09
1903,2.4625003902656317e-07,1.0800440541913758e-09,0.0
1904,3.5741257420340844e-07,0.0,1.1286712897629059e-08
1905,3.5764060157816857e-07,1.0321518084666081e-09,1.5998352864698973e-08
1906,3.101943377714633e-07,1.5432553013283723e-09,2.0576738535282857e-08
1907,2.0519945564956288e-07,0.0,1.028568674676933e-09
1908,3.045061305329e-07,9.822778146428846e-09,4.4202499438483756e-09
1909,1.8428295334160794e-07,5.500983557560346e-10,7.701377313651392e-09
1910,2.062842128225384e-07,0.0,2.137660271017694e-09
1911,1.9951403373852372e-07,0.0,5.3203743632934675e-09
1912,2.2765171081573499e-07,0.0,6.251305251225858e-09
1913,2.3121035042095173e-07,5.30298971401777e-10,5.833288518886093e-09
1914,2.303679877968534e-07,5.357394972094198e-09,8.705766774141921e-09
1915,1.7906758387198352e-07,0.0,5.890381071793627e-09
1916,1.0108465176017489e-07,0.0,1.0987462051303964e-09
1917,1.4914337498339592e-07,1.0966424435210342e-09,3.289927441585405e-09
1918,1.9871430367857101e-07,0.0,5.743188147278033e-09
1919,2.1914678427492618e-07,0.0,3.6831393490643904e-09
1920,2.30953062896333e-07,0.0,7.572231730534895e-10
1921,1.703868122149288e-07,0.0,3.7863738810983705e-09
1922,2.257648219483599e-07,1.4755870969551665e-09,6.640141769764796e-09
1923,1.6985516992917837e-07,0.0,0.0
1924,1.1602462279824977e-07,0.0,0.0
1925,1.0668232874877503e-07,0.0,2.1996355847875293e-09
1926,1.3598288717275864e-07,0.0,4.458455382660986e-09
1927,1.4159515160372393e-07,0.0,3.3447675740205796e-09
1928,1.3482728888902784e-07,0.0,2.2852082448565625e-09
1929,9.35794162160164e-08,1.1140406375176326e-09,0.0
1930,9.5582791459492e-08,0.0,4.201441416995522e-09
1931,7.755642172924126e-08,0.0,1.1405356659111021e-09
1932,9.644391951724174e-08,0.0,3.287861094491973e-09
1933,1.192948815287309e-07,9.176529758292418e-09,3.4411986593596566e-09
1934,1.1142869738023364e-07,0.0,2.3963160344919743e-09
1935,9.933675926276919e-08,0.0,4.787313656606784e-09
1936,8.851041854995856e-08,0.0,7.274828739411987e-09
1937,6.043736533456467e-08,0.0,3.777335333410292e-09
1938,1.0631475788613898e-07,0.0,0.0
1939,1.1164657109929976e-07,4.588215141154706e-09,9.176430282309411e-09
1940,1.2678914629304927e-07,0.0,1.0143131667916805e-08
1941,1.0330258959356797e-07,0.0,8.854508237732261e-09
1942,8.799214157306778e-08,0.0,3.034211770724937e-09
1943,1.1612940653549231e-07,0.0,0.0
1944,5.1410978585408884e-08,0.0,9.639558484764166e-09
1945,8.496165548876888e-08,4.357008087652048e-09,0.0
1946,7.099762910911522e-08,0.0,2.7842208538686464e-09
1947,1.263612290358651e-07,0.0,1.1920870957027319e-09
1948,8.480072466454658e-08,0.0,1.0871887834440486e-09
1949,7.166416082782234e-08,0.0,9.817008317369869e-10
1950,8.933703554703243e-08,0.0,2.1270722960764488e-09
1951,6.396840745992449e-08,0.0,1.0661401761424827e-09
1952,6.326882129314981e-08,0.0,1.0544803918932644e-09
1953,6.572035005092403e-08,3.232148326759443e-09,3.232148326759443e-09
1954,7.720303329961098e-08,2.9317608341017376e-09,2.9317608341017376e-09
1955,8.25933454962069e-08,0.0,3.754243138587299e-09
1956,5.145473380707699e-08,0.0,3.488456634670456e-09
1957,6.184526313290917e-08,0.0,0.0
1958,7.52774127477096e-08,0.0,8.272243445794913e-10
1959,6.045583234026708e-08,0.0,6.200598257066758e-09
1960,6.090333215524879e-08,1.3841666701708277e-09,1.3841666701708277e-09
1961,4.168895628708924e-08,0.0,6.948159270159238e-10
1962,6.215117309693596e-08,0.0,0.0
1963,7.62994289971175e-08,1.2932106496776896e-09,1.2932106496776896e-09
1964,4.1979379972190145e-08,0.0,0.0
1965,5.581484074923537e-08,1.5321720781003023e-08,3.2832261354087677e-09
1966,6.2591546168278e-08,5.539074754423723e-10,5.539074754423723e-10
1967,5.0289422404148354e-08,4.930335584241163e-10,0.0
1968,5.88375463905777e-08,4.4914158503495116e-10,2.6948494546985557e-09
1969,3.5425710365188934e-08,0.0,1.544197658631674e-08
1970,3.954903604608262e-08,4.5987250119061684e-10,2.7592350626548523e-09
1971,6.166077071156906e-08,0.0,4.1107179882260425e-09
1972,2.924183739594355e-08,0.0,3.0780880067027283e-09
1973,6.340184199871146e-08,0.0,1.6539611902288698e-09
1974,3.7691329168865195e-08,5.625571675160757e-10,5.625571675160757e-10
1975,5.02610255637137e-08,5.711480177694739e-10,0.0
1976,2.6853577139718254e-08,6.2848797277581525e-09,0.0
1977,2.7620874476497193e-08,5.876781838942691e-10,5.876781838942691e-10
1978,2.198018833610149e-08,2.970295565063452e-09,5.346532105932056e-09
1979,1.7555919384903973e-08,0.0,1.1703946700691858e-09
1980,1.819248218737357e-08,0.0,5.685150683554241e-10
1981,1.8976647808699454e-08,6.325549528618524e-10,0.0
1982,1.9864007327896616e-08,0.0,6.207502289967692e-10
1983,1.5788289786655696e-08,6.315316047889041e-10,1.89459470334441e-09
1984,2.609553817478627e-08,0.0,0.0
1985,1.2031115659283387e-08,0.0,6.015558051686298e-10
1986,2.45773907892044e-08,5.994485463567401e-10,5.994485463567401e-10
1987,2.0165694891716157e-08,1.2221633705067347e-09,6.110816852533674e-10
1988,2.5185526553173077e-08,0.0,2.398621523624911e-09
1989,1.3720305780395847e-08,5.488122178931576e-10,0.0
1990,2.0160008773473237e-08,0.0,0.0
1991,1.3481369798284959e-08,0.0,5.861465202094962e-10
1992,1.322386644631024e-08,5.509944056569793e-09,1.65298330578878e-09
1993,1.772546376344053e-08,0.0,1.661762283333701e-09
1994,2.4264663167627987e-08,5.274926606624319e-10,1.0549853213248639e-09
1995,2.4401028753118226e-08,0.0,1.626735190995987e-09
1996,2.028474987980644e-08,0.0,5.338092190498855e-10
1997,2.3974472185273044e-08,0.0,0.0
1998,1.5734826774860267e-08,0.0,9.536258449571733e-10
1999,1.5081663917726473e-08,0.0,1.3710603763428253e-09
2000,1.192868470667463e-08,0.0,1.3254094488601709e-09
2001,1.2267393323384113e-08,0.0,0.0
2002,2.409671751024689e-08,0.0,4.38122149670761e-10
2003,1.8334461060476315e-08,8.333845835650777e-10,0.0
2004,9.690540814233373e-09,1.3214374039449694e-09,0.0
2005,2.612174831995162e-08,0.0,1.3511248786457486e-09
2006,1.5647982465338828e-08,0.0,4.1178899179428186e-10
2007,1.5179022483380322e-08,0.0,3.994479469415779e-10
2008,3.4911003865545354e-08,0.0,1.2772318758180745e-09
2009,1.4781396551200032e-08,9.53638501499654e-10,0.0
2010,1.795041271179798e-08,0.0,0.0
2011,9.942326961720482e-09,0.0,7.64794394481072e-10
2012,1.2595735121578855e-08,0.0,0.0
2013,2.5381037715987986e-08,0.0,0.0
2014,1.017759210242275e-08,0.0,0.0
2015,1.2634480128781433e-08,0.0,4.433150790905671e-10
2016,1.491364898242864e-08,0.0,1.4499380585064614e-09
2017,8.301517695485927e-09,0.0,0.0
2018,1.1358453733123497e-08,0.0,2.5814667070633845e-10
2019,5.867272001580659e-09,0.0,2.55098775436835e-10
