year,voies_NOUN égales_ADJ,voies_NOUN légales_ADJ
1898,2.26334195829736e-09,3.6722724416904384e-07
1899,1.1055156790007459e-09,2.9959474545648845e-07
1900,0.0,2.361929176686317e-07
1901,1.676621730339889e-09,1.8498725751214806e-07
1902,9.820567692386817e-10,2.450231590955809e-07
1903,3.7801539676252105e-09,2.9917219990238664e-07
1904,3.7622376325430196e-09,2.950669113488402e-07
1905,2.0643036169332163e-09,2.6526302576712624e-07
1906,4.629765903985117e-09,3.0916550031179213e-07
1907,1.0285686968813934e-08,2.422279123948101e-07
1908,4.911389073214423e-09,2.4114919483508857e-07
1909,1.1001967115120692e-09,1.974853063302362e-07
1910,2.67207544979442e-09,2.2712640657118754e-07
1911,1.0640748282497725e-09,2.0855866011970647e-07
1912,0.0,1.760784442694785e-07
1913,2.121195885607108e-09,2.0469539663281466e-07
1914,1.3393487430235496e-09,1.479980369367695e-07
1915,0.0,1.2723222653221455e-07
1916,0.0,1.4503450529446127e-07
1917,1.0966424435210342e-09,1.5133666408928548e-07
1918,0.0,1.1141784739265859e-07
1919,1.8415696745321952e-09,1.8231540366286936e-07
1920,7.572231730534895e-10,1.5371630013305548e-07
1921,0.0,1.8098866405580338e-07
1922,5.164555005876537e-09,1.8371059695709846e-07
1923,0.0,2.027646104352243e-07
1924,0.0,1.6372362665606488e-07
1925,0.0,1.7157157117253519e-07
1926,0.0,1.8168205428992223e-07
1927,0.0,1.0257286930936971e-07
1928,1.1426041224282812e-09,1.771036437503426e-07
1929,0.0,1.9050095545480872e-07
1930,1.0503603542488804e-09,1.460000902397951e-07
1931,0.0,1.3230213369297417e-07
1932,0.0,1.7096877513722575e-07
1933,0.0,1.273243555033332e-07
1934,0.0,2.0847949144808808e-07
1935,1.196828414151696e-09,1.4361941680363088e-07
1936,0.0,1.5155893606788595e-07
1937,1.2591118148108649e-09,1.0828361496351135e-07
1938,0.0,1.58175609499267e-07
1939,0.0,9.023489866422096e-08
1940,0.0,1.1157445101162011e-07
1941,0.0,9.444808313219255e-08
1942,0.0,1.2440268903901597e-07
1943,0.0,7.83873517207212e-08
1944,0.0,9.960876923287287e-08
1945,0.0,1.6992331097753777e-07
1946,0.0,1.280741628306714e-07
1947,0.0,1.7404471464033122e-07
1948,0.0,1.2828827777866536e-07
1949,0.0,1.2762110657149606e-07
1950,0.0,1.0954422435816014e-07
1951,0.0,8.635735326834038e-08
1952,1.0544803918932644e-09,1.2970109253274131e-07
1953,0.0,1.0773827341381548e-07
1954,0.0,9.283909463420059e-08
1955,1.8771215692936494e-09,1.0324168897568597e-07
1956,0.0,5.6687419203171885e-08
1957,0.0,1.0690395413348597e-07
1958,8.272243445794913e-10,1.207747573062079e-07
1959,0.0,1.2711225849670882e-07
1960,6.920833350854139e-10,1.6471582853228028e-07
1961,0.0,1.2437205043625e-07
1962,0.0,1.6742764330501814e-07
1963,0.0,1.131559344003108e-07
1964,0.0,1.1316181058873553e-07
1965,0.0,1.4008431037382252e-07
1966,0.0,1.22413553071965e-07
1967,0.0,1.3509119867194386e-07
1968,1.3474247273492779e-09,1.5450470414180018e-07
1969,4.5417578031781147e-10,1.9257052485954773e-07
1970,4.5987250119061684e-10,1.632547395047368e-07
1971,0.0,1.587764870691899e-07
1972,5.130146862875051e-10,1.5082632387475314e-07
1973,0.0,1.819357180465886e-07
1974,5.625571675160757e-10,1.5582833157168352e-07
1975,1.1422960355389478e-09,1.3536208598452504e-07
1976,5.713526873840635e-10,1.6854903606144944e-07
1977,0.0,1.3692901745798736e-07
1978,2.3762365408686037e-09,1.5386132190542412e-07
1979,1.1703946700691858e-09,1.6561084237309842e-07
1980,1.7055452605774235e-09,1.569101613085877e-07
1981,6.325549528618524e-10,1.3220397931945627e-07
1982,1.2415004579935385e-09,1.5394606123209087e-07
1983,0.0,1.8188110573191807e-07
1984,2.8995041922996734e-09,1.8150896607949107e-07
1985,0.0,1.8467763140961324e-07
1986,5.994485463567401e-10,1.3547537491831463e-07
1987,0.0,1.9737937861918908e-07
1988,1.798966087207532e-09,1.679035079860114e-07
1989,0.0,1.7232703442005004e-07
1990,5.44865097484859e-10,1.7599143120605731e-07
1991,0.0,1.7818854303186527e-07
1992,5.509944167592096e-10,1.1074988037762523e-07
1993,0.0,1.971957885871234e-07
1994,5.274926606624319e-10,1.308181794001939e-07
1995,0.0,1.2851208452957508e-07
1996,5.338092190498855e-10,2.86655563286331e-07
1997,0.0,2.2008565281339543e-07
1998,4.768129224785866e-10,1.7737440316523134e-07
1999,0.0,1.480745197568467e-07
2000,4.4180314962005696e-10,1.1796144150366672e-07
2001,0.0,1.0295847374663936e-07
2002,0.0,1.3012227384479047e-07
2003,4.1669229178253886e-10,1.366750694842267e-07
2004,8.809582507929292e-10,1.1452457471250455e-07
2005,0.0,1.1304411628998423e-07
2006,4.1178899179428186e-10,1.1324197402018399e-07
2007,0.0,1.0944873451990134e-07
2008,0.0,8.898049230765537e-08
2009,0.0,1.2683392469625687e-07
2010,0.0,9.683775914481885e-08
2011,3.82397197240536e-10,7.915622290965985e-08
2012,0.0,8.136164098004883e-08
2013,0.0,9.120439159460147e-08
2014,0.0,8.899979775378597e-08
2015,2.2165753954528356e-10,8.112665739190561e-08
2016,2.0713400439298368e-10,1.037741341747278e-07
2017,0.0,7.999643969469616e-08
2018,0.0,7.176477367920597e-08
2019,2.55098775436835e-10,7.040726046625423e-08
