year,quelques_DET oies_NOUN,quelques_DET lois_NOUN
1933,1.3764794637438627e-08,1.9270711959507025e-07
1934,1.0783422155213884e-08,2.4082975791372974e-07
1935,1.196828414151696e-08,1.9987034249879798e-07
1936,2.424942913137329e-09,1.9278296292668529e-07
1937,5.0364472592434595e-09,2.3167657836609123e-07
1938,6.482607117774819e-09,1.866990926302492e-07
1939,3.058810094103137e-09,1.3305823554077278e-07
1940,1.5214697501875207e-08,1.4200384779172737e-07
1941,1.1806010391524069e-08,2.0070218376133653e-07
1942,1.2136847082899749e-08,1.8205270713167465e-07
1943,1.4516176261025748e-08,1.8580705507531547e-07
1944,1.6065930807940276e-08,2.0564391611799238e-07
1945,8.714016175304096e-09,1.829943432340997e-07
1946,2.7842208538686464e-09,2.213455587707358e-07
1947,5.960435700558264e-09,1.7046845002255395e-07
1948,4.348755133776194e-09,2.1417619322505743e-07
1949,1.0798709482173763e-08,2.0026697100661295e-07
1950,2.1270722960764488e-09,2.3823210426598962e-07
1951,6.396841278899501e-09,2.1109575243372092e-07
1952,6.326882129314981e-09,2.0773263198492486e-07
1953,9.696444758233724e-09,1.605300283813449e-07
1954,5.863521668203475e-09,1.592923393189949e-07
1955,4.6928039232341234e-09,1.9991344757386287e-07
1956,4.36057079333807e-09,1.7006225583315882e-07
1957,2.6505113659425206e-09,2.120409021699743e-07
1958,6.617794590102477e-09,2.2004167732347923e-07
1959,1.3176271185244559e-08,2.1547079676054182e-07
1960,6.920833239831836e-09,1.9516750526804572e-07
1961,9.032606829162404e-09,1.723143459031462e-07
1962,2.5367825617905737e-09,1.5664631725087474e-07
1963,8.405868778815773e-09,1.7587665013252263e-07
1964,1.2776333657704697e-08,2.0928850830159718e-07
1965,6.0192477668863376e-09,2.0356000973720256e-07
1966,7.200797069728537e-09,1.8334337426040292e-07
1967,4.930335695263466e-09,1.9474825663223783e-07
1968,7.635406917838594e-09,2.169353798819884e-07
1969,7.720988265402795e-09,2.016540516791565e-07
1970,4.59872487312829e-09,1.6647385159274108e-07
1971,7.193756479395574e-09,1.479858511288512e-07
1972,2.5650733759263744e-09,1.7596403445452324e-07
1973,2.7566018356850464e-09,1.642934694956466e-07
1974,4.500457340128605e-09,1.552657789005707e-07
1975,1.7134440533084216e-09,1.4564274941619715e-07
1976,6.856232359631065e-09,1.4569493522742505e-07
1977,2.3507127355770763e-09,1.3986741187466123e-07
1978,2.3762365408686037e-09,1.1346529227296287e-07
1979,5.851973350345929e-09,1.6678124659108562e-07
1980,4.548120602354544e-09,1.375806455428119e-07
1981,5.69299452024552e-09,1.2714354724607801e-07
1982,9.932003885992913e-09,1.4463479836024362e-07
1983,2.526126308133314e-09,1.2883243982741988e-07
1984,5.219107646059484e-09,1.3627670014670912e-07
1985,7.820225467192188e-09,1.0527226645962173e-07
1986,4.795588426365072e-09,1.0190625010508825e-07
1987,3.055408426266837e-09,1.3016039712709926e-07
1988,1.7989661427186832e-09,1.1873176841703525e-07
1989,6.036934285802431e-09,1.4763048827859393e-07
1990,9.262707045820662e-09,1.2150491723872392e-07
1991,6.447611611282156e-09,1.1371242880642285e-07
1992,6.611932834577061e-09,1.234227475777061e-07
1993,7.75489034099408e-09,1.1355375306720816e-07
1994,4.2199412852994556e-09,1.181583533238495e-07
1995,4.337960546330066e-09,1.2308963626139757e-07
1996,3.2028553142993132e-09,1.1156612700347068e-07
1997,2.876936688878118e-09,1.2322878539805515e-07
1998,5.2449422582867555e-09,1.1824960211015423e-07
1999,7.769341975327748e-09,9.688826185794142e-08
2000,5.743440834038438e-09,1.055909519820375e-07
2001,4.381211921034023e-09,1.1522587151091557e-07
2002,5.695587723675288e-09,1.0865429533879478e-07
2003,5.000307723435071e-09,8.917215055248562e-08
2004,3.9643121285681815e-09,1.1364361718335658e-07
2005,5.404499625605297e-09,9.322762029029263e-08
2006,2.4707338397433887e-09,9.635862419088426e-08
2007,5.991719120856942e-09,9.187303096069854e-08
2008,5.960415716543821e-09,9.025772040871516e-08
2009,6.675469732542183e-09,1.2158891049551812e-07
2010,9.919965127114239e-09,7.93597205728247e-08
2011,1.56782850591064e-08,8.450978095098094e-08
2012,1.3957436206801788e-08,9.599992978337468e-08
2013,1.3666712872506537e-08,8.618396574178178e-08
2014,1.2776126934177512e-08,7.600712637056972e-08
2015,1.0639561565106703e-08,1.097204824773712e-07
2016,1.5120782848043746e-08,1.1537363775460108e-07
2017,7.798395401659164e-09,7.597146289839429e-08
2018,1.3165480483579017e-08,7.56369740173568e-08
2019,9.693753133532823e-09,9.004986578631247e-08
