year,ces_DET oies_NOUN,ces_DET lois_NOUN
1800,1.6978488659447066e-07,7.2944615681080904e-06
1801,1.2620267497709392e-07,5.9505750868993346e-06
1802,8.727576528144709e-08,6.758277322660433e-06
1803,7.411289004721766e-08,8.296742862512474e-06
1804,1.1617699158250616e-07,1.1837694387395459e-05
1805,2.2743021688143017e-08,9.179651669910527e-06
1806,2.305335300434308e-08,7.253161072640069e-06
1807,6.547996900252429e-08,1.1894578278770496e-05
1808,1.3823051503436545e-07,9.642144505050965e-06
1809,3.6144488291256494e-08,1.0222112905466929e-05
1810,1.6380887757350138e-08,9.543036696868512e-06
1811,5.515568934910675e-08,5.8490102787800424e-06
1812,2.6672082320544632e-09,1.0364771469539846e-05
1813,2.8757416448144113e-09,9.323154017693014e-06
1814,0.0,7.624398790539999e-06
1815,1.8880564667256294e-08,9.669545988799655e-06
1816,1.622322720606917e-08,8.644662102597067e-06
1817,4.203558356952186e-08,8.981603173197072e-06
1818,2.2650237241350624e-07,1.002451773501889e-05
1819,3.1053151161586356e-09,1.2861179584433557e-05
1820,1.1866481131050932e-08,1.0595580874905863e-05
1821,1.9722976807301507e-08,9.636646609578747e-06
1822,4.0102463572111446e-08,9.94140111743036e-06
1823,1.2847493069401139e-08,8.002999834388902e-06
1824,4.210556348027694e-09,8.112900161449943e-06
1825,6.516027784009282e-08,9.000043746709707e-06
1826,2.906634755106552e-08,1.1077801559622458e-05
1827,1.474763688946723e-08,1.3109727206028765e-05
1828,1.3024667566696735e-07,1.2808201859115798e-05
1829,6.858540846366168e-09,1.1537779869286169e-05
1830,6.992679768558219e-08,1.0158172358387674e-05
1831,4.365537531469954e-08,9.008598567561421e-06
1832,1.3529969367098715e-09,9.061020648459817e-06
1833,8.108540172635514e-09,8.149082702857413e-06
1834,4.387229601832132e-08,9.569761232341989e-06
1835,6.882410019670715e-08,8.805703032521706e-06
1836,2.9571300075303952e-08,8.283996351110545e-06
1837,2.435261814426326e-08,8.580470762353798e-06
1838,5.680945602826171e-08,7.909769919933751e-06
1839,5.523265411699896e-08,8.168839542577189e-06
1840,1.9109066218270243e-08,8.831573040879448e-06
1841,2.6966304744746594e-08,7.631463859070209e-06
1842,9.391571076378114e-09,9.755158657753782e-06
1843,1.063243981747064e-08,9.113182500186667e-06
1844,1.756339607084101e-08,8.15435561207778e-06
1845,2.2320911785556063e-08,9.191193271362863e-06
1846,2.3418005756781213e-08,9.61426172807478e-06
1847,4.314578827546711e-08,1.0430494739921414e-05
1848,4.1835152453373325e-08,1.006859508834168e-05
1849,1.256912218750017e-08,9.68492781794339e-06
1850,2.4440385715251978e-08,8.406134782035224e-06
1851,7.094382636907426e-09,8.972459056622029e-06
1852,3.776116352938175e-08,8.63102980019903e-06
1853,3.5234398509942366e-08,7.960585207911208e-06
1854,4.78001130344019e-08,7.364334976500686e-06
1855,4.2455496895854594e-08,7.1112959290076105e-06
1856,3.313401081284084e-08,7.73109667306926e-06
1857,2.3919394687155204e-08,6.6344587708044855e-06
1858,1.5170395550878624e-08,7.579814678138064e-06
1859,2.2405563404603868e-08,6.827077015714167e-06
1860,2.1512764458719857e-08,6.471680478625785e-06
1861,1.4147891413962554e-08,7.37057951027964e-06
1862,2.48489247234307e-08,7.263114696343109e-06
1863,1.548332484446746e-08,7.3026349127758294e-06
1864,1.7261020501813107e-08,7.82787287789688e-06
1865,1.6473956032658776e-08,7.19488213007935e-06
1866,2.8707117127879656e-08,7.422005751323013e-06
1867,2.135237053835226e-08,7.188954782577639e-06
1868,3.062721931623713e-08,7.87662918355636e-06
1869,2.5882651910613674e-08,8.264379289357748e-06
1870,1.834895568819661e-08,7.865967916131922e-06
1871,1.0621176826930423e-08,7.074766017467482e-06
1872,1.5118347462816928e-08,6.766972603600152e-06
1873,2.2148216927142528e-08,7.349616055307706e-06
1874,2.8080662239915455e-08,7.115161906767753e-06
1875,1.4303817685856757e-08,7.805879249644931e-06
1876,1.8138044621807126e-08,7.057513073505106e-06
1877,1.1751150386096754e-08,6.189763837483042e-06
1878,1.932508364443919e-08,6.293938270118815e-06
1879,2.5659166347224982e-08,7.676978157178382e-06
1880,2.695495404658743e-08,7.76495198806515e-06
1881,1.4642266288333872e-08,6.4760648115225194e-06
1882,1.7304001120876933e-08,5.658408554154448e-06
1883,2.4013488364449387e-08,5.674766384800023e-06
1884,3.1027976632458376e-08,5.798930544642644e-06
1885,1.5469525438405185e-08,5.572896554895124e-06
1886,2.2587123282846733e-08,5.345404133549891e-06
1887,3.852065377785152e-08,5.546321347082994e-06
1888,3.360525724360741e-08,6.013439133312204e-06
1889,2.255449160770695e-08,5.638623122194986e-06
1890,1.7696843102044113e-08,5.982188667985611e-06
1891,4.0157585701194876e-08,6.156221786568494e-06
1892,3.259626435436758e-08,5.5733344197506085e-06
1893,2.0322774685332945e-08,5.866507478913263e-06
1894,1.260307880279754e-08,5.621603122563101e-06
1895,9.629782971032341e-09,6.128153131612635e-06
1896,2.9485144881213898e-08,5.769652943854453e-06
1897,7.57472740087195e-09,5.449142463476164e-06
1898,2.602843285348655e-08,5.445034901185863e-06
1899,1.0502398950507086e-08,4.962659886587062e-06
1900,1.661137050135153e-08,5.411672816535429e-06
1901,2.235495566438317e-09,5.712250185752055e-06
1902,1.8659078726557254e-08,4.4992929701948015e-06
1903,9.720396265677778e-09,5.48770384511954e-06
1904,2.2573425795258117e-08,5.667542154697003e-06
1905,9.289366220688322e-09,5.27481199696922e-06
1906,6.687439879637935e-09,5.263529487820051e-06
1907,2.571421719999023e-08,5.733755870096502e-06
1908,1.4243027868232616e-08,5.515981172266038e-06
1909,1.8153245739949142e-08,5.014146609028103e-06
1910,1.0688301244066167e-08,5.177947798529203e-06
1911,1.4897047262429908e-08,5.150654203589511e-06
1912,2.865181703004538e-08,5.57043426852033e-06
1913,2.1742258216050914e-08,4.831553781059483e-06
1914,1.339348720819089e-08,4.606020240771613e-06
1915,1.4136914638918086e-08,3.966582539760566e-06
1916,1.4283700444650549e-08,4.135680683248211e-06
1917,1.754627876326964e-08,4.471011038731376e-06
1918,1.378365155346728e-08,3.981178110734618e-06
1919,1.2890988054792274e-08,4.248501170422969e-06
1920,2.8774480576032602e-08,4.956782731824205e-06
1921,1.5902769490150348e-08,4.692074412560032e-06
1922,2.1396013683006032e-08,4.590551554883859e-06
1923,1.4862327812892318e-08,4.6359843395293865e-06
1924,1.8048273875415077e-08,4.8743230536274496e-06
1925,1.319781373076978e-08,4.733615810437186e-06
1926,2.1177663178661987e-08,4.319128663610172e-06
1927,1.6723837870102898e-08,4.4518856157083064e-06
1928,1.3711249469139375e-08,4.426448185768095e-06
1929,1.559656914729146e-08,4.732444722321816e-06
1930,1.6805765667982087e-08,4.623686265858851e-06
1931,1.4826963656844327e-08,4.005561294206927e-06
1932,1.4247397928102146e-08,3.6396620828327286e-06
1933,2.5235457501437963e-08,3.8002304449946678e-06
1934,3.5944740517379614e-09,4.155211968281947e-06
1935,1.4361940969820353e-08,3.4456689377293515e-06
1936,1.9399543305098632e-08,3.91143305478181e-06
1937,5.036447148221157e-09,3.810072371379647e-06
1938,9.075649898271365e-09,3.9829138813729514e-06
1939,1.3764645423464117e-08,3.338691300314167e-06
1940,1.2678914584896006e-08,2.9896879425450607e-06
1941,2.066051907334554e-08,3.001678066993918e-06
1942,6.068423541449874e-09,3.4438303373462986e-06
1943,2.3225881884414434e-08,3.120977794424107e-06
1944,0.0,3.601981774181695e-06
1945,1.3071024262956144e-08,3.5618541573967377e-06
1946,1.1136883415474585e-08,3.2965175762456056e-06
1947,1.549713202209091e-08,3.6144079444966337e-06
1948,1.087188805648509e-08,3.3202745157723257e-06
1949,8.835307596655184e-09,3.4153371757383866e-06
1950,1.0635361258337639e-08,3.392680213210042e-06
1951,1.4925962243950153e-08,3.3050345109586488e-06
1952,1.2653764258629963e-08,3.088573009790707e-06
1953,1.0773827607835074e-08,3.0791597680490668e-06
1954,1.563605800392054e-08,3.3099580036832776e-06
1955,1.1262729415761896e-08,3.011841499755974e-06
1956,1.5698054856017052e-08,2.923326718473618e-06
1957,2.0320586824329467e-08,2.8749212219736364e-06
1958,2.0680608225909225e-08,2.870468449600594e-06
1959,2.712761748568937e-08,3.201833834509671e-06
1960,1.3841666590685975e-08,2.4970366609977646e-06
1961,2.779263619245853e-08,2.8056668099907256e-06
1962,1.331810878246742e-08,2.785387238191106e-06
1963,1.422531736849919e-08,2.7150956896093703e-06
1964,9.734349160073208e-09,2.749953750935674e-06
1965,1.1491290807796872e-08,3.2115423209688743e-06
1966,8.862519607077957e-09,2.7490427498833014e-06
