year,ces_DET oies_NOUN,ces_DET lois_NOUN
1967,1.3311906243984595e-08,2.80733317481463e-06
1968,1.4372530499073832e-08,3.059552483364314e-06
1969,1.6804503566447693e-08,3.857769087289853e-06
1970,1.5175792178467873e-08,3.081145848682354e-06
1971,1.798439097644433e-08,2.6555238434866624e-06
1972,1.3851396252206882e-08,2.5455789511852345e-06
1973,1.2129047988196362e-08,2.444003229129521e-06
1974,1.5751600079827455e-08,2.4218085741267714e-06
1975,8.567220266542108e-09,2.2657442571016873e-06
1976,7.998937512354587e-09,2.1911375824856805e-06
1977,8.815172591880582e-09,2.193214953649658e-06
1978,1.425741957827853e-08,2.0316821860433265e-06
1979,1.1703946700691858e-08,2.7457459736979217e-06
1980,9.66475621755336e-09,2.247908525987441e-06
1981,9.48832451497239e-09,2.143728693226876e-06
1982,8.069752865935698e-09,2.7592348033067537e-06
1983,1.7051352996233504e-08,2.263409243141723e-06
1984,7.538710988796993e-09,2.4344238340745505e-06
1985,1.0828004715079942e-08,2.2630528349054657e-06
1986,1.4386764946028308e-08,2.2407386097711424e-06
1987,1.2832715334809564e-08,2.3001114470844186e-06
1988,1.2592763165564236e-08,2.4190097462906124e-06
1989,1.7013179087754793e-08,2.230372814437942e-06
1990,9.262706268664544e-09,2.388143741427484e-06
1991,7.619904984768056e-09,2.3586536599395913e-06
1992,1.2121877501769518e-08,2.2238134818053368e-06
1993,1.2186256670432272e-08,2.532525599008295e-06
1994,1.3714809232734382e-08,2.4095863864204148e-06
1995,1.6267353131205198e-08,2.3338228913871717e-06
1996,1.0676184603042316e-08,2.3749171589315665e-06
1997,1.822059936262832e-08,2.375870195692187e-06
1998,1.3350762273489636e-08,2.4136269018981693e-06
1999,9.597422329088445e-09,2.3170919973836135e-06
2000,1.1928685039741538e-08,2.343324013054371e-06
2001,1.22673927682726e-08,2.191482110447396e-06
2002,1.6210519815373914e-08,2.384260682219974e-06
2003,1.2084076406182476e-08,2.3584784685226623e-06
2004,1.8940602419803554e-08,2.3398251300932316e-06
2005,1.4862373554080932e-08,2.295561074561192e-06
2006,6.588624035241963e-09,2.332372844193742e-06
2007,1.3581230362547103e-08,2.1498288163002144e-06
2008,1.277231942431456e-08,2.155541665160854e-06
2009,2.1933686200625857e-08,2.2749046308945253e-06
2010,1.700565521733921e-08,1.9721835826658207e-06
2011,2.2179037717506844e-08,1.632453631827957e-06
2012,2.5531894598529448e-08,1.795743344246148e-06
2013,3.1796024591024263e-08,1.9339792913797282e-06
2014,2.3819897165822113e-08,1.7797793816498597e-06
2015,3.036708307035951e-08,2.0177486135253275e-06
2016,2.4856080527158042e-08,2.3203152181849873e-06
2017,1.9370207215985147e-08,1.7875933622235607e-06
2018,2.4007639431999905e-08,1.7990242042742466e-06
2019,2.4744581716973357e-08,1.7392634958923736e-06
