year,limites_NOUN égales_ADJ,limites_NOUN légales_ADJ
1893,1.1085149687062312e-08,1.262475421981435e-07
1894,6.301539290376468e-10,9.137232126477102e-08
1895,1.2037228991346183e-09,9.268666190109798e-08
1896,7.66613794667137e-09,1.3740077520196792e-07
1897,1.3984112534615178e-08,8.040864551972504e-08
1898,5.6583546736987955e-09,8.657283245838698e-08
1899,2.2110313580014918e-09,8.125540240655482e-08
1900,6.748368974740515e-09,9.291985192394492e-08
1901,6.706486921359556e-09,1.1848126396651892e-07
1902,3.437198747846537e-09,2.214538028511015e-07
1903,1.0800440541913758e-08,1.0692435870041095e-07
1904,5.912087708281888e-09,1.284535473544679e-07
1905,6.708986699521802e-09,2.435878343476361e-07
1906,7.716276506641861e-09,1.3117670505380374e-07
1907,4.114274698707732e-09,1.6457098500621825e-07
1908,5.40252820258047e-09,1.2131131166270848e-07
1909,2.7504918342913243e-09,1.0451869059124874e-07
1910,2.67207544979442e-09,1.464297270103998e-07
1911,3.7242617878519013e-09,9.15104337861905e-08
1912,3.125652625612929e-09,1.0731408001118936e-07
1913,7.42418571064718e-09,1.0871129063616536e-07
1914,0.0,1.0246017723147816e-07
1915,1.1780761921542648e-09,8.010918151057922e-08
1916,0.0,8.46034566848175e-08
1917,1.0966424435210342e-09,4.8252268847193136e-08
1918,1.1486376294556067e-09,6.432370724951397e-08
1919,2.762354567309444e-09,6.629650783906982e-08
1920,5.300562211374427e-09,1.0904014002832696e-07
1921,7.572747429129834e-10,1.363094586093183e-07
1922,7.377935484775833e-10,8.041949833836881e-08
1923,6.369568872344189e-09,1.0085150847771729e-07
1924,5.156649773851996e-09,7.34822618309039e-08
1925,4.399271169575059e-09,1.0008341733147574e-07
1926,1.1146138456652466e-09,8.693987718633167e-08
1927,5.574612327308159e-09,5.4631200896437804e-08
1928,1.1426041224282812e-09,9.369353815014136e-08
1929,6.684243825105796e-09,6.795647777835256e-08
1930,3.1510811737689437e-09,9.978423065604147e-08
1931,5.7026783295555106e-09,1.2773999458204344e-07
1932,3.287861094491973e-09,8.87722464426588e-08
1933,1.1470662197865522e-09,1.1241248798476988e-07
1934,0.0,9.824895741417095e-08
1935,2.393656828303392e-09,9.454944205344873e-08
1936,2.424942913137329e-09,1.564088165650901e-07
1937,3.777335333410292e-09,1.0828361496351135e-07
1938,0.0,1.1927997556338e-07
1939,4.588215141154706e-09,6.729382295844744e-08
1940,5.0715658339584024e-09,1.3693227174371714e-07
1941,8.854508237732261e-09,6.493305448884712e-08
1942,0.0,7.888950648293758e-08
1943,5.806470415592457e-09,9.870999684302717e-08
1944,3.2131861615880553e-09,8.032965581605822e-08
1945,0.0,5.664110602765504e-08
1946,8.352662561605939e-09,6.403708319169255e-08
1947,2.3841741914054637e-09,8.225400938144389e-08
1948,6.523132700664291e-09,7.827759018752545e-08
1949,2.945102384188658e-09,6.970076227297284e-08
1950,7.444753258312176e-09,1.020994730982494e-07
1951,0.0,7.036525162540386e-08
1952,2.1089607837865287e-09,7.170466886918803e-08
1953,3.232148326759443e-09,8.942276963352924e-08
1954,4.886268278880834e-09,9.870261719058249e-08
1955,1.8771215692936494e-09,4.129667274810345e-08
1956,8.72114158667614e-10,1.0552581608536116e-07
1957,2.6505113659425206e-09,8.835037590415595e-08
1958,1.6544486891589827e-09,6.121460227603848e-08
1959,4.650448914844674e-09,8.835852760569196e-08
1960,4.152500121534786e-09,5.6750835142338474e-08
1961,0.0,7.156603698543762e-08
1962,0.0,7.166410842529558e-08
1963,5.1728425987107585e-09,6.142750386128881e-08
1964,1.8251904432275978e-09,6.023128651388987e-08
1965,2.188817349590977e-09,1.0068560141185401e-07
1966,2.215629901769489e-09,8.585565713925547e-08
1967,1.4791006197611978e-09,7.740626584151755e-08
1968,1.7965663401398047e-09,5.88375463905777e-08
1969,2.2708788183223305e-09,9.35602102458688e-08
1970,4.1388523719376735e-09,1.301439113143843e-07
1971,4.1107179882260425e-09,5.498085187127799e-08
1972,5.130146862875051e-10,6.874397084910555e-08
1973,3.3079223804577396e-09,6.229920362921249e-08
1974,1.1251143350321513e-09,6.806941432735414e-08
1975,1.7134440533084216e-09,7.93895713613324e-08
1976,2.285410749536254e-09,5.5421210731765314e-08
1977,0.0,5.112800283146868e-08
1978,5.940591352171509e-10,4.514849294423584e-08
1979,2.925986564150662e-09,6.027532473140695e-08
1980,0.0,6.139962782647501e-08
1981,6.325549528618524e-10,6.515315909005892e-08
1982,1.2415004579935385e-09,6.517877437772768e-08
1983,6.315316047889041e-10,6.252163120556986e-08
1984,1.739702604197646e-09,6.552879894261565e-08
1985,0.0,7.158514392369142e-08
1986,5.994485463567401e-10,6.414099340545931e-08
1987,0.0,7.638521282160582e-08
1988,2.398621523624911e-09,5.756691828784355e-08
1989,5.488122178931576e-10,7.134559076860114e-08
1990,0.0,6.865300039571309e-08
1991,5.861465202094962e-10,6.975143512777393e-08
1992,1.1019888335184191e-09,7.713922145491381e-08
1993,5.539207426075166e-10,7.921066347282846e-08
1994,5.274926606624319e-10,7.015652409014805e-08
1995,0.0,6.506941119255316e-08
1996,0.0,7.686853087385259e-08
1997,4.79489448146353e-10,5.130537161779358e-08
1998,0.0,7.581325367489455e-08
1999,4.570201161957499e-10,7.175215960275594e-08
2000,0.0,8.261718842383914e-08
2001,8.762423564512289e-10,7.491871811815543e-08
2002,2.6287327870022636e-09,7.18520298259584e-08
2003,1.2500769308587678e-09,7.333784357577144e-08
2004,4.404791253964646e-10,8.413151042496736e-08
2005,0.0,6.530436935658912e-08
2006,4.1178899179428186e-10,6.094477167373213e-08
2007,3.994479469415779e-10,6.67078097760232e-08
2008,0.0,5.449522885725422e-08
2009,4.76819250749827e-10,7.581426353375775e-08
2010,0.0,6.566072041636062e-08
2011,1.529588788962144e-09,4.9329238249740115e-08
2012,1.0212758416727752e-09,4.2893584795145046e-08
2013,0.0,6.944921437934681e-08
2014,0.0,6.409718000810471e-08
2015,2.2165753954528356e-10,6.538897667773824e-08
2016,4.1426800878596737e-10,5.7583252388582196e-08
2017,5.031222660711876e-10,7.697770598724674e-08
2018,5.162933414126769e-10,5.653411938588704e-08
2019,0.0,6.249919914935731e-08
