year,partis_NOUN égaux_ADJ,partis_NOUN légaux_ADJ
1996,5.338092190498855e-10,2.028474987980644e-08
1997,9.58978896292706e-10,2.205651483677684e-08
1998,3.337690568372409e-09,1.7642078020685403e-08
1999,9.140402323914998e-10,1.7823785114501334e-08
2000,1.3254094488601709e-09,1.5463109903635086e-08
2001,0.0,6.571817756650944e-09
2002,1.3143663935011318e-09,2.0153619217921914e-08
2003,8.333845835650777e-10,2.6668306674082487e-08
2004,2.2023955992267474e-09,1.7178685141061578e-08
2005,1.3511248786457486e-09,1.9366122927522156e-08
2006,2.0589450144825605e-09,1.070651389767363e-08
2007,0.0,9.586750948642475e-09
2008,1.2772318758180745e-09,1.2346575317678798e-08
2009,1.430457752249481e-09,1.0490023072406984e-08
2010,4.723793023408973e-10,5.196172381261022e-09
2011,1.529588788962144e-09,4.5887662558641296e-09
2012,6.808505426114664e-10,7.148930780687124e-09
2013,8.367375126105969e-10,8.08846234434668e-09
2014,4.330890368553497e-10,4.114345752981308e-09
2015,1.329945265027277e-09,6.871383906315032e-09
2016,8.285360175719347e-10,3.72841224560716e-09
2017,2.515611330355938e-10,4.528100561174142e-09
2018,0.0,4.64663996169179e-09
2019,1.02039510174734e-09,2.806086474294034e-09
