year,aurez_VERB également_ADV,aurez_VERB légalement_ADV
1800,3.144164484325529e-09,0.0
1801,2.3811825844433088e-09,0.0
1802,1.5664880947952042e-08,0.0
1803,1.950339223455444e-09,0.0
1804,0.0,0.0
1805,8.528632911009026e-09,0.0
1806,5.76333825108577e-09,0.0
1807,0.0,0.0
1808,4.5321479902327155e-09,0.0
1809,2.259030518203531e-09,0.0
1810,9.360507036149102e-09,0.0
1811,2.5070767684098882e-09,0.0
1812,1.0668832928217853e-08,0.0
1813,1.4378708002027452e-08,0.0
1814,9.440030979135372e-09,0.0
1815,0.0,0.0
1816,4.6352077731626196e-09,4.6352077731626196e-09
1817,7.784366928831332e-09,0.0
1818,4.768470951432846e-09,0.0
1819,2.2772310259711048e-08,0.0
1820,1.1866481131050932e-08,0.0
1821,1.676452932031225e-08,0.0
1822,2.606660132187244e-08,0.0
1823,1.2847492847356534e-08,0.0
1824,1.8526447931321854e-08,0.0
1825,8.805443485471187e-09,0.0
1826,3.8755132436563144e-08,8.807984341885344e-10
1827,1.474763688946723e-08,0.0
1828,1.3758452155343548e-08,0.0
1829,5.143905745796928e-09,8.57317605795771e-10
1830,8.349468672008697e-09,0.0
1831,0.0,0.0
1832,1.6235963684607668e-08,0.0
1833,1.1583628278799551e-08,0.0
1834,4.667265685043276e-09,0.0
1835,1.3613558280667348e-08,0.0
1836,5.376600054063374e-09,0.0
1837,1.3915782304252389e-08,0.0
1838,5.049729523420865e-09,0.0
1839,7.690622361167243e-09,0.0
1840,1.1465439264668476e-08,0.0
1841,3.852329122366882e-09,0.0
1842,2.1466448174578545e-08,0.0
1843,3.5441467538532834e-09,0.0
1844,8.232841963717874e-09,0.0
1845,1.0044410636567136e-08,0.0
1846,1.0538101946622191e-08,0.0
1847,1.77976389181822e-08,0.0
1848,8.84974404868899e-09,0.0
1849,2.3462362719328667e-08,5.865590679832167e-09
1850,1.0862393651223101e-08,1.3577992064028876e-09
1851,6.449438760824933e-09,0.0
1852,4.166749079104193e-08,0.0
1853,5.3747388761848924e-09,0.0
1854,3.740878540270387e-08,0.0
1855,1.6982198758341838e-08,0.0
1856,1.501384794266869e-08,0.0
1857,1.1715622250108026e-08,0.0
1858,1.0276719919488642e-08,0.0
1859,2.34239969643113e-08,5.092173349652285e-10
1860,2.4259074749011234e-08,0.0
1861,3.584132457490341e-08,0.0
1862,1.8071945717679228e-08,0.0
1863,2.996772607843923e-08,0.0
1864,2.349416661218129e-08,0.0
1865,2.118079933666195e-08,0.0
1866,9.244664589402873e-09,0.0
1867,2.3778776281346836e-08,0.0
1868,3.655506830568811e-08,0.0
1869,3.4184632902167778e-09,0.0
1870,9.747882501187632e-09,0.0
1871,8.496941816815706e-09,0.0
1872,1.3304146229131675e-08,0.0
1873,8.380406590902112e-09,0.0
1874,5.974609251779839e-09,0.0
1875,4.577221712764867e-09,0.0
1876,1.5115036333668286e-08,0.0
1877,1.9791411176584006e-08,0.0
1878,2.294853729267743e-08,0.0
1879,1.2829582729523281e-08,0.0
1880,1.4119262203848848e-08,0.0
1881,2.998178416646624e-08,0.0
1882,2.6621540527571597e-08,0.0
1883,3.854796659652493e-08,3.791603475633565e-09
1884,1.650424152899177e-08,0.0
1885,2.5782542323327107e-08,0.0
1886,2.0005737511041843e-08,0.0
1887,2.2198344495905076e-08,0.0
1888,1.521747527988282e-08,1.268122939990235e-09
1889,1.628935564212952e-08,0.0
1890,2.3595791986963377e-08,0.0
1891,1.5935549768641977e-08,0.0
1892,9.402768341715273e-09,0.0
1893,1.847524977449666e-08,0.0
1894,1.1342770278588432e-08,0.0
1895,1.3842813118003505e-08,0.0
1896,1.8280790214930676e-08,0.0
1897,1.3984112534615178e-08,0.0
1898,2.3765091228256097e-08,0.0
1899,1.1055156790007459e-08,0.0
1900,1.4015843596837385e-08,0.0
1901,2.0678333711998675e-08,0.0
1902,2.258730624760119e-08,0.0
1903,3.0781254878320397e-08,0.0
1904,1.7736262236667244e-08,0.0
1905,2.167518786677647e-08,0.0
1906,5.658602919567102e-09,0.0
1907,1.8514235478050978e-08,0.0
1908,2.4065807124884486e-08,9.822778146428846e-10
1909,2.2003934674330594e-08,5.500983557560346e-10
1910,2.778958396731923e-08,5.344150677544235e-10
1911,2.7665945978583295e-08,0.0
1912,2.6568049094066737e-08,0.0
1913,2.1742257771961704e-08,0.0
1914,3.147469485043075e-08,0.0
1915,2.709575319670421e-08,0.0
1916,1.538244731591476e-08,0.0
1917,1.973956464951243e-08,0.0
1918,2.986458014220261e-08,0.0
1919,2.9465114792515124e-08,0.0
1920,2.2716694303426266e-08,0.0
1921,2.6504615391331754e-08,0.0
1922,2.2133805899215986e-08,0.0
1923,2.441668023323018e-08,6.369568872344189e-09
1924,1.675911143195208e-08,0.0
1925,5.499089184013428e-09,0.0
1926,1.4489979882625903e-08,0.0
1927,2.3413372574054847e-08,0.0
1928,1.9424270192303084e-08,0.0
1929,1.7824650200282122e-08,1.1140406375176326e-09
1930,1.6805765667982087e-08,0.0
1931,2.0529641986399838e-08,0.0
1932,1.0959536389520963e-08,0.0
1933,6.882397318719313e-09,1.1470662197865522e-09
1934,2.3963160344919743e-08,0.0
1935,1.795242710045386e-08,0.0
1936,2.182448710641438e-08,0.0
1937,1.3850230295986421e-08,0.0
1938,1.5558256905023882e-08,0.0
1939,2.141167065872196e-08,0.0
1940,2.2822046474857416e-08,0.0
1941,8.854508237732261e-09,0.0
1942,9.102635090130207e-09,0.0
1943,2.9032352077962287e-09,0.0
1944,3.2131861615880553e-09,1.2852744646352221e-08
1945,2.178504043826024e-09,0.0
1946,1.3921104269343232e-08,0.0
1947,1.907339353124371e-08,0.0
1948,1.4133454406817236e-08,0.0
1949,2.945102384188658e-09,0.0
1950,1.914365022059883e-08,0.0
1951,1.0661401539380222e-08,0.0
1952,7.381362632230548e-09,0.0
1953,1.0773827163745864e-08,1.0773827385790469e-09
1954,5.863521668203475e-09,0.0
1955,5.631364707880948e-09,2.815682353940474e-09
1956,9.593255967388359e-09,0.0
1957,8.835037590415595e-09,0.0
1958,9.926692356998501e-09,8.272243445794913e-10
1959,9.300897829689347e-09,0.0
1960,8.997083078554624e-09,0.0
1961,2.501337270643944e-08,0.0
1962,1.2049716779927166e-08,0.0
1963,7.1126584622049904e-09,6.466053248388448e-10
1964,7.300761772910391e-09,0.0
1965,3.830430195250756e-09,0.0
1966,9.416426749453422e-09,0.0
1967,4.437302081328198e-09,0.0
1968,8.982831367632116e-09,8.982831700699023e-10
1969,1.4533624970169967e-08,0.0
1970,1.7015283404475667e-08,4.5987250119061684e-10
1971,1.0276794526475896e-08,0.0
1972,5.643161493651405e-09,1.5390440033513642e-09
1973,1.3783009400469837e-08,0.0
1974,6.750686232237513e-09,0.0
1975,7.996072248772634e-09,0.0
1976,3.9994687561772935e-09,0.0
1977,9.402850942308305e-09,0.0
1978,4.158414057542359e-09,0.0
1979,1.1118749476679568e-08,0.0
1980,1.2507331170752423e-08,0.0
1981,7.590659656386833e-09,0.0
1982,1.0552754226011984e-08,0.0
1983,1.2630632539867293e-08,0.0
1984,6.378909400694965e-09,0.0
1985,1.0828004270990732e-08,0.0
1986,1.1988970705090196e-08,5.994485463567401e-10
1987,8.555143260480236e-09,0.0
1988,1.0793796967334401e-08,0.0
1989,1.4817929994137558e-08,5.488122178931576e-10
1990,5.993515905799995e-09,0.0
1991,7.033758464558559e-09,0.0
1992,6.61193322315512e-09,0.0
