year,indemnités_NOUN égales_ADJ,indemnités_NOUN légales_ADJ
1800,0.0,0.0
1801,0.0,0.0
1802,2.2378401354217203e-09,0.0
1803,1.3652374342143503e-08,0.0
1804,3.213406074564773e-08,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,2.8469551160981155e-09,4.27043254092041e-08
1808,2.2660739951163578e-09,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,3.1466771410748606e-09,0.0
1815,7.282503844407984e-08,0.0
1816,1.8540831092650478e-08,0.0
1817,0.0,4.670620334934483e-09
1818,9.536941902865692e-09,2.384235475716423e-09
1819,5.175524897538253e-09,0.0
1820,0.0,1.1866481131050932e-09
1821,0.0,0.0
1822,3.0076847679083585e-09,2.0051231786055723e-09
1823,0.0,9.882686891060644e-10
1824,1.2631669044083083e-08,6.736890156844311e-09
1825,0.0,9.68598712347557e-09
1826,8.80798456392995e-09,0.0
1827,2.7651818612639545e-09,0.0
1828,2.7516904310687096e-09,0.0
1829,1.2002446148073886e-08,8.57317605795771e-10
1830,2.0873671680021744e-09,1.0436835840010872e-09
1831,0.0,0.0
1832,0.0,0.0
1833,1.2741991461950875e-08,0.0
1834,0.0,2.8003592777992026e-09
1835,0.0,3.025235173481633e-09
1836,6.048674894287842e-09,0.0
1837,0.0,0.0
1838,1.2624323808552163e-09,6.312161904276081e-10
1839,4.194885327990505e-09,0.0
1840,6.369688665408546e-10,0.0
1841,5.778493683550323e-09,0.0
1842,7.379091560011375e-09,0.0
1843,2.3627644285539873e-09,1.7720733769266417e-09
1844,1.6465684371524958e-09,0.0
1845,1.674068439427856e-09,0.0
1846,4.6836010625384006e-09,0.0
1847,2.1572894581822766e-09,5.9325460100012606e-09
1848,4.02261068899179e-09,0.0
1849,2.513824481908955e-09,0.0
1850,6.788996032014438e-10,0.0
1851,0.0,6.449438760824933e-10
1852,9.114764054629632e-09,0.0
1853,1.1943863675867306e-09,0.0
1854,0.0,0.0
1855,5.306937111981824e-09,5.306937111981824e-10
1856,2.5885946719483854e-09,1.5531567143511893e-09
1857,1.4644527812635033e-09,0.0
1858,1.9574704079872163e-09,5.3830437884982985e-09
1859,0.0,3.055304009791371e-09
1860,0.0,0.0
1861,0.0,9.431927461278633e-10
1862,0.0,2.2589932147099034e-09
1863,4.994620828036034e-10,0.0
1864,6.712618905169165e-09,1.4384183844029508e-09
1865,1.4120533631256649e-09,0.0
1866,3.4059290943133647e-09,0.0
1867,0.0,0.0
1868,0.0,0.0
1869,4.883519144627257e-10,1.4650557433881772e-09
1870,1.7202146374017957e-09,2.2936195165357276e-09
1871,0.0,0.0
1872,0.0,1.2094678591978436e-09
1873,5.9860045809045914e-09,0.0
1874,1.1949218281515073e-09,0.0
1875,0.0,1.716458086775674e-09
1876,3.02300739996042e-09,0.0
1877,0.0,0.0
1878,6.039088673581716e-10,6.039088673581716e-10
1879,0.0,0.0
1880,6.417846254436199e-09,0.0
1881,0.0,1.3945015142624584e-09
1882,0.0,6.655385131892899e-10
1883,0.0,1.2638677882037541e-09
1884,0.0,0.0
1885,0.0,0.0
1886,6.453463874400711e-10,1.2906927748801422e-09
1887,6.528924623161458e-10,0.0
1888,3.804368819970705e-09,0.0
1889,0.0,2.0048437132658137e-08
1890,3.2771931834929546e-09,2.6217545912032847e-09
1891,1.2748440081367107e-09,7.649064048820264e-09
1892,0.0,2.5074049503359674e-09
1893,0.0,1.2316833108982905e-09
1894,1.2603078580752936e-08,1.1342770278588432e-08
1895,6.018614495673091e-10,8.426059849853118e-09
1896,7.076434549446731e-09,1.47425724961181e-08
1897,5.2440420894583895e-09,1.5149455467877715e-08
1898,1.2448380992680086e-08,1.0750873968845553e-08
1899,4.4220627160029835e-09,2.5426860617017155e-08
1900,5.19105292084987e-09,2.2321527737290126e-08
1901,1.676621730339889e-09,4.750427962108006e-08
1902,7.856454153909453e-09,1.4239823542538943e-08
1903,2.7001101354784396e-09,2.8621167658116065e-08
1904,4.299700151477737e-09,2.741058846567057e-08
1905,6.708986699521802e-09,3.044847929345451e-08
1906,5.144184633820714e-09,5.504277539314373e-08
1907,3.599990305858114e-09,8.228549397415463e-09
1908,1.2278472460991452e-08,2.3083527977973972e-08
1909,4.950885035270858e-09,3.2455801324271505e-08
1910,1.4963621453034648e-08,6.947395991829808e-09
1911,1.1704822888702893e-08,1.2236860413850081e-08
1912,7.293189607793238e-09,1.510732161591477e-08
1913,1.0605979205990934e-08,1.590896836489719e-08
1914,4.68772043404897e-09,1.0714789944188396e-08
1915,2.238344798399794e-08,1.0602685840410686e-08
1916,3.076489463182952e-08,2.307367097387214e-08
1917,1.6449636319748606e-08,3.180263163926611e-08
1918,2.1824114071478107e-08,9.189101035644853e-09
1919,6.4454939163738345e-09,2.5781975665495338e-08
1920,3.407504323149624e-08,1.590168707821249e-08
1921,6.815472630705699e-09,3.710646367949266e-08
1922,1.0329110011753073e-08,3.24629176873259e-08
1923,7.431163684401554e-09,4.140219900250486e-08
1924,5.285566118118368e-08,4.1253198190815965e-08
1925,1.5397448649423495e-08,2.3096173862313663e-08
1926,1.0031524944054127e-08,1.114613823460786e-08
1927,3.3447675740205796e-09,1.7838759802657478e-08
1928,3.4278122562625413e-09,3.1992914983902665e-08
1929,6.684243825105796e-09,2.6736975522467787e-08
1930,3.1510811737689437e-09,1.3654684494213143e-08
1931,3.4216069977333063e-09,2.0529641986399838e-08
1932,2.1919073223131136e-09,2.4110979879310435e-08
1933,2.2941324395731044e-09,3.0970788600370724e-08
1934,4.7926320689839486e-09,3.1152108448395666e-08
1935,1.555876849579363e-08,4.547948151412129e-08
1936,1.091224355320719e-08,4.122402952333459e-08
1937,1.2591118370153254e-08,2.6441348666139675e-08
1938,0.0,5.963998483959898e-08
1939,1.6823456405745674e-08,5.964679417047591e-08
1940,0.0,7.353770570261986e-08
1941,5.9030051957620344e-09,1.0035108743977617e-07
1942,6.068423541449874e-09,9.102635090130207e-08
1943,1.4516175816936538e-08,2.0032322867180596e-07
1944,9.639558484764166e-09,1.702988701168806e-07
1945,4.357008087652048e-09,2.832055301382752e-08
1946,1.2528993842408909e-08,6.960552134671616e-08
1947,1.3112957830685446e-08,4.649139517809431e-08
1948,6.523132700664291e-09,8.697510223143468e-08
1949,1.2762110479513922e-08,7.166416160497846e-08
1950,1.3825969702452312e-08,7.338399399259288e-08
1951,1.4925962688039363e-08,3.944718685033877e-08
1952,1.7926167217297007e-08,5.166953798152463e-08
1953,6.464296653518886e-09,5.386913670690774e-08
1954,1.5636057781875934e-08,4.0067398288101685e-08
1955,1.1262729415761896e-08,4.6928037900073605e-08
1956,3.488456634670456e-09,5.319896456690287e-08
1957,1.7670075402875796e-09,5.3893728590992396e-08
1958,9.099467845885556e-09,6.286904863372911e-08
1959,1.0851047171911432e-08,4.960478605653407e-08
1960,1.5225833038812198e-08,5.9519166928367895e-08
1961,1.389631876236308e-08,7.295567172604933e-08
1962,3.805173953708163e-09,6.785893669203347e-08
1963,9.69907976156037e-09,4.978861056770256e-08
1964,2.4335873316516654e-09,9.065112838158029e-08
1965,9.849678406226303e-09,5.581484296968142e-08
1966,2.215629901769489e-09,4.486650606594367e-08
1967,3.944268467392931e-09,5.66988580530392e-08
1968,7.186265360559219e-09,3.817703531083794e-08
1969,8.629339909305145e-09,4.26925219620955e-08
1970,4.598724956395017e-09,4.8746484626605024e-08
1971,6.679916619845017e-09,4.573173573163558e-08
1972,1.5390440033513642e-09,3.642404333703553e-08
1973,6.615844760915479e-09,5.4029398066646195e-08
1974,1.2938814464291681e-08,3.937900316941523e-08
1975,9.138368284311582e-09,6.225513260460502e-08
1976,7.427584769459372e-09,2.4568166112626244e-08
1977,4.7014254711541525e-09,4.8777287986467854e-08
1978,2.3762365408686037e-09,3.9801960838303785e-08
1979,1.7555920051037788e-09,5.2082563040123375e-08
1980,3.411090521154847e-09,2.7288723336571508e-08
1981,3.795329828193417e-09,2.7199863694704618e-08
1982,4.966001831974154e-09,2.1105507230778642e-08
1983,0.0,2.7155859783078995e-08
1984,5.799008495621649e-10,2.3196033538397387e-08
1985,4.210890747202711e-09,2.6468455871508922e-08
1986,1.1988970927134801e-09,2.997242726232585e-08
1987,4.888653482026939e-09,1.8943532964499354e-08
1988,5.396898483667201e-09,2.818380373525997e-08
1989,4.390497743145261e-09,1.042743191792539e-08
1990,3.2691906959314565e-09,3.868542070017966e-08
1991,1.7584396161396398e-09,1.4653663171770859e-08
1992,7.162927584403178e-09,7.713922001162388e-09
1993,2.7696036575264316e-09,1.772546376344053e-08
1994,1.0549853213248639e-09,2.320967767976967e-08
1995,1.626735190995987e-09,2.1689803730851054e-08
1996,5.871901187504136e-09,3.629902756152603e-08
1997,1.917957792585412e-09,2.0138556711124522e-08
1998,4.768129224785866e-10,1.3350762273489636e-08
1999,1.3710603763428253e-09,1.553868322901053e-08
2000,1.3254094488601709e-09,2.076474858725419e-08
2001,3.5049694258049158e-09,2.102981663809622e-08
2002,2.6287327870022636e-09,1.6210520370485426e-08
2003,1.6667691671301554e-09,7.917153710401692e-09
2004,8.809582507929292e-10,1.5416770082765652e-08
2005,2.702249757291497e-09,1.3961623857028371e-08
2006,4.1178899179428186e-10,2.717807379148951e-08
2007,1.5977917877663117e-09,2.995859560428471e-08
2008,1.7029758714315335e-09,4.427737207435278e-08
2009,2.860915504498962e-09,2.6701878264034917e-08
2010,1.8895172093635892e-09,2.36189643953999e-08
2011,0.0,2.600300952337875e-08
2012,3.404252713057332e-10,1.2936160587173617e-08
2013,1.1156500168141292e-09,3.374841384129468e-08
2014,6.496335691608124e-10,3.681256899312757e-08
2015,1.10828768384863e-09,5.341946673897979e-08
2016,0.0,3.894119260383633e-08
2017,1.7609279590047322e-09,5.106691070011493e-08
2018,0.0,3.5624239558273985e-08
2019,0.0,4.2091296448276694e-08
