year,mêmes_ADJ armes_NOUN,mêmes_ADJ larmes_NOUN
1918,2.1479524292544738e-07,4.135095466040184e-08
1919,2.2006757482984085e-07,6.44549373873815e-08
1920,1.50687410549466e-07,2.0445025228355007e-08
1921,1.4994040054006064e-07,3.483463828501954e-08
1922,1.8444839344766706e-07,1.9920426197472807e-08
1923,2.271812955534358e-07,2.3355084977083607e-08
1924,1.998201812902778e-07,1.5469948877466777e-08
1925,2.4086009720036827e-07,1.9796720707176974e-08
1926,3.0206035361857175e-07,2.5636119005412183e-08
1927,2.1629495983166436e-07,3.9022285847067906e-08
1928,1.4739592635315546e-07,2.0566874425753667e-08
1929,1.7713245825667912e-07,2.4508894469477127e-08
1930,2.8044622268907915e-07,2.4158287814657342e-08
1931,1.5511284789937463e-07,1.9389105432310316e-08
1932,1.830242579714536e-07,5.4797681947604815e-09
1933,1.743540682941358e-07,1.7205993074753678e-08
1934,1.8451633287952518e-07,9.585264137967897e-09
1935,1.6994962948047032e-07,1.3165112555668657e-08
1936,1.6125869706229423e-07,1.091224355320719e-08
1937,1.9264410111574648e-07,1.2591118370153254e-08
1938,1.931816994149571e-07,1.0372171566075394e-08
1939,2.1717551135225222e-07,1.6823456405745674e-08
1940,1.9525528216490784e-07,2.028626333583361e-08
1941,1.6233263977483148e-07,2.3612020783048138e-08
1942,1.3957374278561474e-07,3.3376331032286544e-08
1943,1.422585289567735e-07,3.4838823381733164e-08
1944,2.859735630522664e-07,5.462416652335378e-08
1945,1.6774481537140673e-07,2.6142048525912287e-08
1946,1.7401380603132566e-07,1.8097434661967782e-08
1947,1.418583650547589e-07,2.5033829231801974e-08
1948,1.4024735306428227e-07,2.2830963786191205e-08
1949,1.6099893762611117e-07,1.570721330779179e-08
1950,1.2443372554571397e-07,2.6588404367089424e-08
1951,2.0043435489114358e-07,2.0256663901818683e-08
1952,1.0017563967235077e-07,1.1599284199803606e-08
1953,1.8100030374501586e-07,9.69644453618912e-09
1954,1.563605800392054e-07,1.6613311615287785e-08
1955,1.914663982915954e-07,7.508486277174597e-09
1956,1.4041037843526283e-07,1.3953826538681824e-08
1957,1.5549666732006528e-07,2.9155623693100097e-08
1958,1.414553594258905e-07,1.5717262158432277e-08
1959,1.457140581528904e-07,1.5501495198577686e-08
1960,1.460295782629295e-07,1.868625076895114e-08
1961,1.5146986703795662e-07,2.292892631317045e-08
1962,1.8137995994038647e-07,2.1562652108286784e-08
1963,1.4871922082715372e-07,1.5518526907953856e-08
1964,1.5635798944479973e-07,1.6426714211092985e-08
1965,1.6087807469533644e-07,1.6963333848707407e-08
1966,1.4567766470907628e-07,1.8832853498906843e-08
1967,1.9721341648626378e-07,2.8102911997507363e-08
1968,1.7471607136054779e-07,2.5601069708613977e-08
1969,1.9393305383808013e-07,1.9983733778872192e-08
1970,2.018840339346184e-07,1.2876429700270364e-08
1971,1.7367783344823806e-07,2.2608949379332444e-08
1972,2.0879697881781567e-07,1.9494558856081312e-08
1973,2.3265720727749795e-07,2.205281468548037e-08
1974,2.3008587390904722e-07,1.2938814464291681e-08
1975,2.0332869210548665e-07,1.313640396460869e-08
1976,1.9140314733157027e-07,1.656922776760439e-08
1977,1.6161150573346106e-07,9.990529292736028e-09
1978,1.764355571642895e-07,9.504946163474415e-09
1979,1.4512893642404379e-07,1.7555919384903973e-08
1980,1.7226006954196293e-07,1.3644362084619388e-08
1981,1.3789697983490612e-07,1.3916208629893845e-08
1982,1.8250056843527318e-07,2.2347007799794483e-08
1983,2.1219461388000127e-07,1.705135410645653e-08
1984,1.5773303485566714e-07,1.5077421977593986e-08
1985,1.6482628562020096e-07,1.2031115659283387e-08
1986,1.594533137194709e-07,1.4386765556650971e-08
1987,1.3504904927685857e-07,8.555143260480236e-09
1988,1.4871453379861066e-07,1.8589316752581908e-08
1989,1.8769377674310306e-07,1.0976243913773942e-08
1990,1.56376287918647e-07,9.80757164370516e-09
1991,1.5474268472148722e-07,7.033758464558559e-09
1992,1.675023071356918e-07,1.2672871640972971e-08
1993,1.7670071922326613e-07,1.938722604677423e-08
1994,1.4242301915601274e-07,1.4242301560329906e-08
1995,1.4911739754097653e-07,1.8978578708583882e-08
1996,2.2259843923677636e-07,9.60856638698715e-09
1997,2.0378302012513672e-07,2.3494983736327413e-08
1998,1.706990211403081e-07,1.4781200263769279e-08
1999,1.517306845721933e-07,1.2339542720951613e-08
2000,1.7407044194950316e-07,1.5463109903635086e-08
2001,1.8444902191716572e-07,1.7524847351069184e-08
2002,1.7086763648421766e-07,1.445803121669087e-08
2003,1.866781511594695e-07,1.7084383685528337e-08
2004,1.5725105129149597e-07,1.8940601975714344e-08
2005,1.6979136319150712e-07,1.5312748402607212e-08
2006,1.675981167181817e-07,2.1001238081908014e-08
2007,1.5738248748675687e-07,1.078509459517818e-08
2008,1.6902035904209356e-07,2.086145478585877e-08
2009,1.5067487879605324e-07,2.9085974517784052e-08
2010,1.4218616684047447e-07,1.5588517143783065e-08
2011,1.3766299389317282e-07,2.332622983658439e-08
2012,1.4638285961154907e-07,3.029784778618705e-08
2013,1.358303904908098e-07,2.4544300814000053e-08
2014,1.507149803847696e-07,2.923350983508044e-08
2015,1.4230414198401764e-07,2.349569960813369e-08
2016,1.6508580191754163e-07,3.086296729293281e-08
2017,1.293024223802952e-07,2.616235761365715e-08
2018,1.38882915778904e-07,3.2268335559137995e-08
2019,1.3086567179909636e-07,2.397928433595098e-08
