year,des_DET êtres_NOUN,des_DET etres_NOUN,des_DET lettres_NOUN
1866,5.249509573701516e-06,1.6543084235820515e-08,1.7042781905729498e-05
1867,4.6193912268677195e-06,1.4073153309368536e-08,1.5984190156359546e-05
1868,5.4407775209597276e-06,1.1855697534812748e-08,1.6027421679609688e-05
1869,5.981334389559834e-06,1.367385404904553e-08,1.5067609723473652e-05
1870,5.542531468449852e-06,1.0894692259455496e-08,1.6399953324253147e-05
1871,4.487447533563227e-06,1.4869647735338276e-08,1.3707690953879137e-05
1872,5.351290536026454e-06,6.652073447632745e-09,1.6369542350958e-05
1873,4.83848725707503e-06,1.735941301816979e-08,1.3848022348383893e-05
1874,4.134429339330836e-06,7.766991660940192e-09,1.5314715369640908e-05
1875,5.093303315106823e-06,1.3731664694205392e-08,1.4731787786104178e-05
1876,5.48373549236203e-06,1.0278225159865428e-08,1.4962073095148298e-05
1877,4.9831061552652045e-06,1.2988113584633254e-08,1.5748396975823198e-05
1878,4.787789386284658e-06,6.642997596451039e-09,1.499686891293095e-05
1879,5.620579294429717e-06,1.8327975581655664e-08,1.620070844410293e-05
1880,4.683744208477947e-06,3.8507077526617195e-09,1.65561179130691e-05
1881,4.43869839727995e-06,1.2550513517339823e-08,1.654436553621963e-05
1882,4.227500678410934e-06,8.652000893505374e-09,1.536994639650402e-05
1883,4.541076982889081e-06,1.3270612164717477e-08,1.696489658797873e-05
1884,4.5016971057521005e-06,3.300848483434038e-09,1.5096761018185134e-05
1885,4.071708261221829e-06,8.379326621454908e-09,1.7126054217442288e-05
1886,4.088269534463507e-06,6.4534639854230136e-09,1.561802790206457e-05
1887,4.155007786721399e-06,5.223139809551469e-09,1.4714889971401135e-05
1888,4.441600822246983e-06,6.340614699951175e-09,1.713487662868829e-05
1889,4.139375761269548e-06,4.385595775424633e-09,1.5908435386791098e-05
1890,4.31213093321503e-06,6.554386366985909e-09,1.5668916546474065e-05
1891,4.3076979849843156e-06,1.2748439637277897e-08,1.387603994373876e-05
1892,4.767830517948823e-06,5.014809900671935e-09,1.6322580108862894e-05
1893,4.448224451891747e-06,1.23168328869383e-08,1.4900288988428656e-05
1894,4.768374676444864e-06,8.192001299534013e-09,1.5210025082978973e-05
1895,4.5897953953044635e-06,1.8657704714541978e-08,1.4134113911268287e-05
1896,5.138671269833139e-06,1.3563167033936452e-08,1.4112179883341014e-05
1897,4.796550783225939e-06,1.2236098356765979e-08,1.22902867758512e-05
1898,4.970299130491185e-06,1.584339415217073e-08,1.4201338956354448e-05
1899,4.975926280792464e-06,1.0502398950507086e-08,1.3549752793551306e-05
1900,4.840657084059785e-06,2.1283318663023465e-08,1.3644683178881678e-05
1901,4.808550791324251e-06,2.0119459875900247e-08,1.3227427672291014e-05
1902,4.118746140591156e-06,6.38336894454028e-09,1.1780752942058825e-05
1903,5.06054654891841e-06,1.9980814336406638e-08,1.3081493989375303e-05
1904,5.038173604532403e-06,2.8485513503540005e-08,1.1647887617982633e-05
1905,4.6400384761113855e-06,9.805442235943929e-09,1.2890028330048153e-05
1906,4.791293491734905e-06,1.800464577428329e-08,1.2877951974132884e-05
1907,4.849187014599465e-06,9.257118183114699e-09,1.2370595868560486e-05
1908,5.416279876158114e-06,2.1118973680955833e-08,1.2978345267811164e-05
1909,5.337604370936333e-06,1.0451868703853506e-08,1.357477694341469e-05
1910,5.076408697846091e-06,1.977335761793597e-08,1.2428890926230451e-05
1911,5.1160718825826734e-06,9.576673676292558e-09,1.3190271403118459e-05
1912,5.240157022967651e-06,1.614920552839294e-08,1.2774021399764024e-05
1913,5.150263831410484e-06,1.0605979205990934e-08,1.2044680431699817e-05
1914,4.762724287843412e-06,1.2054139020278853e-08,1.2547688925224065e-05
1915,4.047869914813873e-06,1.1780762143587253e-08,1.1605228507960419e-05
1916,4.458712041355284e-06,1.2086208256434361e-08,1.142915829177582e-05
1917,4.876768883832483e-06,9.8697816586224e-09,1.151803513721461e-05
1918,4.625563562399293e-06,1.72295644418341e-08,1.090516525437124e-05
1919,4.618656774368901e-06,1.5653342400057113e-08,1.0837637574923065e-05
1920,5.180920837233316e-06,6.057785206792232e-08,1.032398066058704e-05
1921,5.078284573301062e-06,2.120369213542972e-08,1.0283034100666555e-05
1922,5.710521989499284e-06,1.475587119159627e-08,9.49318965126622e-06
1923,5.648746025599394e-06,3.290943828559989e-08,1.0907886320410398e-05
1924,5.395144953013187e-06,1.6759112098085893e-08,1.196600555886107e-05
1925,5.621168597258475e-06,1.3197813508725176e-08,1.1622874751537893e-05
1926,5.5095360664836335e-06,4.235532569119016e-08,1.1051396370476141e-05
1927,6.008317257055751e-06,1.3379069851993108e-08,1.1588504207793449e-05
1928,5.450221820524348e-06,1.3711249358117072e-08,1.1084402501637669e-05
1929,5.169148593608952e-06,2.7851015271807e-08,1.1247354535726117e-05
1930,4.999715329745413e-06,2.6259008301110498e-08,1.1164280522280023e-05
1931,4.871227659464239e-06,2.8513391647777553e-08,1.1389388873794815e-05
1932,4.715888728412665e-06,1.3151444155923286e-08,1.0698699441036297e-05
1933,4.370322201907584e-06,1.1470662197865522e-08,1.1127689276690944e-05
1934,4.74230949265575e-06,1.5576054224197833e-08,1.0984712417894116e-05
1935,5.281603961293513e-06,3.4708024898577605e-08,1.0699646168177424e-05
1936,5.144516286748058e-06,6.0623572828433225e-09,9.035337427576451e-06
1937,4.617162801423547e-06,1.5109341555685774e-08,1.0113185794580204e-05
1938,5.4881753968061275e-06,3.111651514231539e-08,9.687607956720967e-06
1939,5.375858748379869e-06,1.8352860564618823e-08,9.567957590661536e-06
1940,4.014144387554097e-06,1.5214697501875207e-08,9.582723777157298e-06
1941,5.292044107818583e-06,5.9030051957620344e-09,9.25591214695487e-06
1942,6.165518115608393e-06,9.102635312174812e-09,1.0959572705360188e-05
1943,6.390020615754111e-06,8.709705623388686e-09,1.0321001184365741e-05
1944,6.564539248188339e-06,6.4263723231761105e-09,8.67881564659001e-06
1945,6.864466229217214e-06,2.3963544037997053e-08,9.236857181349478e-06
1946,7.080273519477487e-06,3.062642850437669e-08,8.269135804539474e-06
1947,7.146562012394497e-06,2.264965548448572e-08,1.0528512859764305e-05
1948,6.5122608816636784e-06,2.1743775890925576e-08,8.207188017195222e-06
1949,5.674230578733841e-06,3.2396126892209054e-08,7.714205338515967e-06
1950,6.1451119819366795e-06,1.1698897850465073e-08,8.152004795647372e-06
1951,5.494886551105083e-06,1.5992102420092635e-08,8.960907962318743e-06
1952,5.267129580488472e-06,1.370824520563474e-08,7.701924744196731e-06
1953,5.726289288077169e-06,1.2928593084993167e-08,9.044627660159676e-06
1954,6.334558051435124e-06,2.247683283940205e-08,7.98416195380014e-06
1955,5.55815675085114e-06,1.407841221379158e-08,8.749263798790707e-06
1956,6.512076325293492e-06,4.098936656760088e-08,8.334795182918242e-06
1957,5.3257608243484356e-06,1.0602045130703175e-08,8.70162901378535e-06
1958,5.034487230659579e-06,2.7298403371123214e-08,9.628891120883054e-06
1959,5.5580611899586074e-06,6.898165705315762e-08,8.704864853825711e-06
1960,5.30827907141429e-06,2.35308324492145e-08,8.276624612335581e-06
1961,5.581456491654535e-06,3.057190145483446e-08,8.560132613411042e-06
1962,5.744543955188419e-06,5.644341122268415e-08,8.423386447020675e-06
1963,5.827853755135948e-06,2.9097239173658807e-08,8.239691766220858e-06
1964,5.678167568134995e-06,2.7377857536592387e-08,9.595634622883153e-06
1965,5.662470599077096e-06,3.994591590839036e-08,9.617116035087747e-06
1966,5.750113473368401e-06,2.5479743426259915e-08,1.0340898370486684e-05
1967,5.426820592902004e-06,3.648448243520619e-08,1.094781015353874e-05
1968,6.103385103983783e-06,3.952445881694189e-08,9.81059940841078e-06
1969,5.011829777856747e-06,1.7712855071572164e-08,9.528153640303572e-06
1970,5.208515879928655e-06,4.5067504450546636e-08,9.226881729773595e-06
1971,5.303853981786233e-06,4.5731737285947816e-08,8.589345242171476e-06
1972,5.1460501850897344e-06,2.0007572099078885e-08,8.24414610178792e-06
1973,4.981731031250547e-06,3.804110521032911e-08,8.838768025043464e-06
1974,4.588216228285091e-06,3.4878544608041295e-08,8.364100040125777e-06
1975,4.358430736317587e-06,3.712462159910501e-08,8.682591982278609e-06
1976,4.759368053441904e-06,2.3425460626835815e-08,8.212052392764235e-06
1977,4.662050805848139e-06,4.172515044587044e-08,8.348556406190255e-06
1978,4.7471264821297154e-06,2.8514838934512454e-08,9.260193451154919e-06
1979,5.157344290296351e-06,5.091216759289807e-08,8.459027185381274e-06
1980,5.333808573482202e-06,5.912556716447526e-08,7.536235671068425e-06
1981,5.248308568184257e-06,3.226030242942102e-08,7.369897701892114e-06
1982,5.699728674812832e-06,3.600351305976801e-08,7.393756078499791e-06
1983,5.149508680801773e-06,5.557478155449047e-08,7.165357772009884e-06
1984,5.291015483521733e-06,3.8853356643109294e-08,7.245281409495874e-06
1985,5.364674620977894e-06,3.549179306006067e-08,7.141670636201525e-06
1986,5.572473710913073e-06,3.4768015300112864e-08,7.304280558173559e-06
1987,5.342076171643839e-06,2.93319216138066e-08,7.162488458334337e-06
1988,5.230794002386574e-06,7.31579574697605e-08,7.557456711992927e-06
1989,5.295488918477531e-06,2.3050112596401107e-08,8.318346601754456e-06
1990,5.672045588767105e-06,3.868542208795844e-08,7.728911327831156e-06
1991,5.597699058057515e-06,5.978694539443552e-08,7.631041370359526e-06
1992,5.555676750645944e-06,1.9284804475550033e-08,7.516114720829137e-06
1993,5.707599491699966e-06,3.268132431344384e-08,8.302164133056067e-06
1994,5.820354061825128e-06,3.0067081824292075e-08,7.935599825259487e-06
1995,5.7467133558475325e-06,2.819674393972349e-08,7.73295732869883e-06
1996,5.7774171011715225e-06,2.829188838759933e-08,7.320126030663232e-06
1997,6.117326563526149e-06,1.8700088588730068e-08,7.141515993680514e-06
1998,6.045987689162757e-06,2.9085587271993063e-08,7.744395333020293e-06
1999,6.176169947025301e-06,2.9249287658572598e-08,7.4535409737563896e-06
2000,6.5841924623555315e-06,2.827540179772825e-08,7.4143405015547614e-06
2001,6.280466990915556e-06,5.345078335494691e-08,7.747296848492624e-06
2002,6.457482172095297e-06,2.5411083903748022e-08,7.59178041676023e-06
2003,6.838753932925101e-06,2.8751767022772157e-08,7.635469415845364e-06
2004,6.405447237511908e-06,2.0702519532012076e-08,7.3044651287546e-06
2005,6.6029474794504495e-06,2.1167622321627277e-08,7.475773813325759e-06
2006,6.7224553674805065e-06,3.088417344088157e-08,7.702101271434003e-06
2007,6.8257663627946386e-06,1.1184542542119758e-08,7.593505586100946e-06
2008,6.6850316073896465e-06,2.0435710623711856e-08,7.5241730144171015e-06
2009,6.7479461733910284e-06,2.2887324035991696e-08,7.0965007239465194e-06
2010,7.236850777303516e-06,1.6060895724478996e-08,6.112115698897469e-06
2011,6.885444136628394e-06,3.020937805464641e-08,5.4526017834177765e-06
2012,7.372249541504061e-06,1.5659562424552576e-08,5.832165534513933e-06
2013,7.702726605884891e-06,1.0319762711041847e-08,6.187115992872805e-06
2014,8.13146337463877e-06,1.0610681194789251e-08,6.754023388566566e-06
2015,7.563398355614481e-06,1.7732603024844806e-09,6.266258537834801e-06
2016,7.786374453644385e-06,6.006886321685556e-09,6.705341839108314e-06
2017,7.261815028414276e-06,7.546834102090116e-09,5.496359023027253e-06
2018,8.10167472309331e-06,1.4714360063727838e-08,5.996489122139792e-06
2019,7.59709652697893e-06,9.438654746674047e-09,6.629761919896282e-06
