year,mes_DET ans_NOUN,mes_DET lents_ADJ
1984,2.5515636714601442e-08,0.0
1985,2.7070011343610645e-08,6.015558051686298e-10
1986,4.2560845514572065e-08,0.0
1987,3.910922785621551e-08,0.0
1988,2.3986215624827167e-08,0.0
1989,3.2379922076941625e-08,0.0
1990,2.8877850832831342e-08,0.0
1991,3.458264485889373e-08,1.7584396161396398e-09
1992,3.4712649255030925e-08,0.0
1993,3.3789166409281535e-08,5.539207426075166e-10
1994,3.164955936219016e-08,0.0
1995,3.904164591617132e-08,0.0
1996,3.5765218342476146e-08,0.0
1997,2.8289877107567918e-08,0.0
1998,2.5271084558298185e-08,0.0
1999,4.067479020264386e-08,0.0
2000,4.0204088058715115e-08,0.0
2001,2.5411029003219454e-08,0.0
2002,4.600282615951912e-08,0.0
2003,2.7918383604941255e-08,0.0
2004,2.7309704941913537e-08,0.0
2005,2.38698731891418e-08,0.0
2006,2.5942706427528606e-08,4.1178899179428186e-10
2007,2.876025217979361e-08,3.994479469415779e-10
2008,1.660401513503551e-08,0.0
2009,2.5271420511785436e-08,0.0
2010,2.3146586702882388e-08,0.0
2011,1.797266777070483e-08,7.64794394481072e-10
2012,2.7234022259570168e-08,0.0
2013,3.0122549399269616e-08,5.578250084070646e-10
2014,2.988314290464089e-08,4.330890368553497e-10
2015,3.635183642991535e-08,4.433150790905671e-10
2016,3.728412201198239e-08,4.1426800878596737e-10
2017,2.6917040429896844e-08,0.0
2018,2.71054010347882e-08,5.162933414126769e-10
2019,2.4234384055077385e-08,5.1019755087367e-10
