year,cercles_NOUN égaux_ADJ,cercles_NOUN egaux_ADJ
1864,5.8495679411407764e-08,0.0
1865,3.6242703060906933e-08,0.0
1866,3.0166798836717135e-08,0.0
1867,3.154327288257264e-08,0.0
1868,6.668830110356794e-08,4.93987406535723e-10
1869,3.857980246380066e-08,0.0
1870,4.4152177025580386e-08,5.734048791339319e-10
1871,2.8677177965619194e-08,0.0
1872,3.265563108811875e-08,0.0
1873,6.345164393906089e-08,0.0
1874,3.584765551067903e-08,0.0
1875,3.432916173551348e-08,0.0
1876,3.567148709748835e-08,0.0
1877,3.587193120324628e-08,0.0
1878,3.0799352401800206e-08,0.0
1879,4.215434401544371e-08,0.0
1880,1.7328185109022343e-08,0.0
1881,5.2293806618308736e-08,4.8807553554297556e-09
1882,2.994923420374107e-08,0.0
1883,4.613117354779206e-08,0.0
1884,4.2250860587955685e-08,0.0
1885,4.18966337178972e-08,0.0
1886,2.774989482645651e-08,0.0
1887,2.4809914123125054e-08,0.0
1888,3.043495055976564e-08,0.0
1889,1.628935564212952e-08,0.0
1890,3.6704562944578356e-08,0.0
1891,6.629188931128738e-08,6.374220040683554e-10
1892,4.325273650351846e-08,0.0
1893,5.357822274731916e-08,0.0
1894,3.465846631911518e-08,0.0
1895,1.5648398132839247e-08,0.0
1896,5.307326134129653e-08,0.0
1897,2.505486840220783e-08,0.0
1898,4.639851169940812e-08,5.6583548957434e-10
1899,3.814029270188257e-08,1.1055156790007459e-09
1900,3.4780054392058446e-08,0.0
1901,4.694540578498163e-08,0.0
1902,2.897067474805226e-08,0.0
1903,3.0781254878320397e-08,0.0
1904,2.7948050984605288e-08,0.0
1905,3.096455358786443e-08,0.0
1906,4.78409170057148e-08,0.0
1907,3.239991386294605e-08,0.0
1908,4.518478036175111e-08,4.911389073214423e-10
1909,2.8055016088046614e-08,0.0
1910,2.939282950364941e-08,0.0
1911,2.3941684190731394e-08,0.0
1912,5.782457535019603e-08,5.209421227725386e-10
1913,5.1438998838193584e-08,0.0
1914,1.808120764223986e-08,3.3483718020477227e-09
1915,1.8849219074468238e-08,0.0
1916,1.8678685265172135e-08,0.0
1917,4.7155623406069935e-08,1.0966424435210342e-09
1918,8.040463406189247e-09,0.0
1919,2.8544329566670967e-08,0.0
1920,4.316171953178127e-08,7.572231730534895e-10
1921,4.240738604721628e-08,0.0
1922,4.131644004701229e-08,0.0
1923,2.441668023323018e-08,0.0
1924,2.836157442231979e-08,0.0
1925,6.708888378170741e-08,0.0
1926,2.229227646921572e-08,0.0
1927,7.91594985116717e-08,0.0
1928,1.3711249025050165e-08,0.0
1929,5.458799279267623e-08,1.1140406375176326e-09
1930,7.352522590764465e-09,0.0
1931,3.193499864551086e-08,0.0
1932,8.767629289252454e-09,0.0
1933,1.0323596200123575e-07,0.0
1934,2.036868629318178e-08,0.0
1935,2.154291145473053e-08,0.0
1936,1.4549657478823974e-08,0.0
1937,3.399602022113868e-08,0.0
1938,2.074434313215079e-08,0.0
1939,1.6823456405745674e-08,0.0
1940,1.5214697057785997e-08,0.0
1941,1.1806010391524069e-08,0.0
1942,7.282108072104165e-08,0.0
1943,8.709705667797607e-08,0.0
1944,5.7837350908584995e-08,0.0
1945,9.367567344042982e-08,0.0
1946,1.6705325123211878e-08,0.0
1947,3.695469885656166e-08,0.0
1948,5.870819563824625e-08,0.0
1949,1.8652315247891238e-08,9.817008317369869e-10
1950,2.0207187034770868e-08,0.0
1951,9.595261474260042e-09,0.0
1952,1.2653764258629963e-08,0.0
1953,3.3398865895151175e-08,0.0
1954,3.713563856422297e-08,0.0
1955,1.9709776921672528e-08,0.0
1956,2.1802854632824165e-08,8.72114158667614e-10
1957,1.0602045463770082e-08,0.0
1958,1.9853384713997002e-08,0.0
1959,1.2401196514133517e-08,0.0
1960,2.6991250123842292e-08,0.0
1961,2.779263752472616e-08,0.0
1962,1.4586500007851555e-08,0.0
1963,2.9743844720542256e-08,0.0
1964,3.1636634645337836e-08,3.6503808864551957e-09
1965,1.3132904541635071e-08,1.0944086747954884e-09
1966,2.99110034518435e-08,0.0
1967,2.3172576746333107e-08,0.0
1968,2.110965446888713e-08,0.0
1969,3.6334062425424918e-09,0.0
1970,5.058597540852361e-09,0.0
1971,1.1818314327172175e-08,0.0
1972,6.156176013405457e-09,0.0
1973,7.718485406371656e-09,0.0
1974,7.313243344242437e-09,0.0
1975,9.138368284311582e-09,0.0
1976,5.142174241967723e-09,0.0
1977,4.11374712072643e-09,5.876781838942691e-10
1978,8.316828115084718e-09,0.0
1979,1.7555919384903973e-08,0.0
1980,1.0801786132219604e-08,0.0
1981,5.060439622894819e-09,0.0
1982,2.4209258597807093e-08,0.0
1983,3.78918940668882e-09,0.0
1984,1.1018116197192285e-08,0.0
1985,3.0077789148208467e-09,0.0
1986,9.591176741707841e-09,0.0
1987,8.555143260480236e-09,0.0
1988,7.795519785247507e-09,0.0
1989,9.329808037250586e-09,0.0
1990,3.2691904294779306e-08,0.0
1991,1.1136783939491579e-08,0.0
1992,1.0468894195980738e-08,0.0
1993,1.4401939196773128e-08,0.0
1994,1.2659823411809157e-08,0.0
1995,7.0491861237087505e-09,0.0
1996,1.2811421257197253e-08,0.0
1997,1.006927874414032e-08,0.0
1998,6.675381136744818e-09,0.0
1999,1.3710603319339043e-08,0.0
2000,1.0603275590881367e-08,0.0
2001,7.0099388516098315e-09,0.0
2002,1.62105191492401e-08,0.0
2003,7.500461585152607e-09,8.333845835650777e-10
2004,4.404791198453495e-09,0.0
2005,9.007498746882447e-09,0.0
2006,4.117890028965121e-09,0.0
2007,3.595031605740928e-09,0.0
2008,2.554463751636149e-09,0.0
2009,9.059565542202108e-09,0.0
2010,3.7790344187271785e-09,0.0
2011,3.059177577924288e-09,0.0
2012,2.382976926895708e-09,0.0
2013,6.9728125495771565e-09,0.0
2014,4.114345752981308e-09,0.0
2015,1.1526192444932803e-08,0.0
2016,3.72841224560716e-09,0.0
2017,3.773417134311785e-09,0.0
2018,1.8070267504555204e-09,0.0
2019,3.06118530524202e-09,0.0
