year,quelques_DET yeux_NOUN,quelques_DET lieux_NOUN
1920,1.514446346106979e-08,1.340284954132187e-07
1921,2.2718242898012164e-08,1.6584316814283184e-07
1922,2.4347187377316004e-08,1.527232602605011e-07
1923,2.5478274601198336e-08,1.6985517259371363e-07
1924,3.222906019839655e-08,1.8306106763787966e-07
1925,2.5295809003011982e-08,1.8916866495466422e-07
1926,2.452150527076924e-08,1.738797656969382e-07
1927,1.6723837648058293e-08,1.5497422645172065e-07
1928,3.085031030636287e-08,1.6796281121500556e-07
1929,2.2280812084218837e-08,1.7044821998268844e-07
1930,1.995684684175103e-08,1.9431666409275294e-07
1931,1.4826963656844327e-08,1.745019515553281e-07
1932,1.8631212572728373e-08,1.7096876669953076e-07
1933,1.0323596200123575e-08,1.8238353227673088e-07
1934,1.7972370258689807e-08,1.7253474915435163e-07
1935,2.752705263731059e-08,2.3697202600203582e-07
1936,2.667437204451062e-08,1.479215141486634e-07
1937,1.76275650742852e-08,9.569249881380415e-08
1938,1.685477846180561e-08,1.4391387903600616e-07
1939,3.8235126176289214e-08,1.39175861946228e-07
1940,2.7893612752905028e-08,1.420038495680842e-07
1941,1.4757512545315876e-08,1.8299315662773097e-07
1942,1.517105907566929e-08,1.4260795455633968e-07
1943,3.193558839598154e-08,1.6548440862074187e-07
1944,2.5705489292704442e-08,1.6387249957006134e-07
1945,5.446260242791823e-08,1.67744809598247e-07
1946,2.5057986796639398e-08,1.0580039333518698e-07
1947,2.26496545963073e-08,1.370900175601264e-07
1948,2.609253013652335e-08,1.1632920160487004e-07
1949,3.043272556180199e-08,1.6001723990299865e-07
1950,2.6588404367089424e-08,1.7867406931770802e-07
1951,2.6653505291740487e-08,2.1322802989942602e-07
1952,2.741649041126948e-08,1.4657277236374e-07
1953,1.7238123040108633e-08,1.5406573794507494e-07
1954,2.3454086006680086e-08,1.5929233621037042e-07
1955,1.970977647758332e-08,1.5955533427813862e-07
1956,3.0523996219500305e-08,1.5174786760496772e-07
1957,1.943708272111877e-08,1.360595747179616e-07
1958,2.4816731114540858e-08,1.6792654822239683e-07
1959,1.8601795659378695e-08,1.5811526221654049e-07
1960,2.4915000340630655e-08,1.4464541564507272e-07
1961,3.265634829219266e-08,1.3757355477039823e-07
1962,2.09284568564172e-08,1.395230473377751e-07
1963,2.909724061694874e-08,2.1014673290409291e-07
1964,1.8251904654320583e-08,1.867778331998693e-07
1965,1.586892572902343e-08,1.8276625191049334e-07
1966,1.0524241922382771e-08,1.6894178100912427e-07
1967,2.317257785655613e-08,2.3912127922187665e-07
1968,9.881114815257774e-09,1.97622301634226e-07
1969,1.2262746373892242e-08,2.902183289243965e-07
1970,1.8394900186402552e-08,1.9682543239696315e-07
1971,1.2332154297745035e-08,1.5415192100576292e-07
1972,1.641647029426707e-08,1.9391955241587766e-07
1973,1.709093155888297e-08,2.1446362019617027e-07
1974,1.3501371631807757e-08,1.9295711428668483e-07
1975,1.1422960355389478e-08,1.679175167801361e-07
1976,9.141642887122714e-09,1.914031488858825e-07
1977,9.990529126202574e-09,2.2684377398718425e-07
1978,1.0693064433908717e-08,2.1207911071741137e-07
1979,1.3459538927840242e-08,2.007226873601553e-07
1980,1.591842130332921e-08,2.279745370259434e-07
1981,1.4548763971333756e-08,1.8597115714058532e-07
1982,1.551875572491923e-08,2.1788332826844226e-07
1983,1.326216381158929e-08,2.342982323710885e-07
1984,1.681712458179163e-08,2.110839121272079e-07
1985,1.5640450601317468e-08,2.1836475383452125e-07
1986,1.3187867742292525e-08,2.0860809613054698e-07
1987,1.4054878705316298e-08,2.7926433610048207e-07
1988,8.994830658082265e-09,2.7044457251435006e-07
1989,8.780995708335126e-09,2.656251103516638e-07
1990,1.4166492978695544e-08,2.3265739601541213e-07
1991,8.20605094986604e-09,2.4090621320027594e-07
1992,1.487684975209902e-08,2.7053827267309316e-07
1993,6.647049133334804e-09,2.924701556494824e-07
1994,1.1604838756618108e-08,2.800986163009611e-07
1995,1.3556126665648094e-08,3.220935749226328e-07
1996,5.3380921904988554e-09,2.818512552238417e-07
1997,9.58978896292706e-09,2.8481673108871064e-07
1998,1.0966696883940585e-08,2.92286335579206e-07
1999,1.0968482844209149e-08,2.7329801977060697e-07
2000,1.192868515076384e-08,2.8805565399636635e-07
2001,7.448060113102173e-09,3.185141039807604e-07
2002,1.3143664823189738e-08,2.690070060040739e-07
2003,7.500461141063397e-09,2.937680552150823e-07
2004,9.250061522303454e-09,2.960019660491753e-07
2005,1.3961624190095279e-08,2.792324664824264e-07
2006,6.588623757686207e-09,3.207836112295581e-07
2007,1.3581230029480196e-08,2.844069246776826e-07
2008,6.811903568992861e-09,3.2101096181236244e-07
2009,6.198650037703146e-09,2.5128375114036317e-07
2010,2.1257068327784623e-08,2.546124484581469e-07
2011,1.7590270517953144e-08,2.642364584914958e-07
2012,2.0765941743938754e-08,2.410210875325447e-07
2013,1.7571487820333687e-08,2.0555850976933243e-07
2014,2.1221363555312678e-08,1.8579519167616354e-07
2015,2.3052384001687187e-08,2.2165753410519073e-07
2016,2.754882189037744e-08,2.139694323943786e-07
2017,1.5596790081673362e-08,1.9395364070362575e-07
2018,2.2975053859397576e-08,1.8973780768760662e-07
2019,2.0918100140931983e-08,2.1887475476489726e-07
