year,ordres_NOUN égaux_ADJ,ordres_NOUN légaux_ADJ
1800,3.144164484325529e-09,9.432493897065797e-09
1801,0.0,2.3811825844433088e-09
1802,0.0,1.1189200677108602e-08
1803,0.0,0.0
1804,1.730295728918918e-08,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,1.4234775136401367e-08,2.8469551160981155e-09
1808,9.064295980465431e-09,2.4926814390369145e-08
1809,0.0,9.036122072814123e-09
1810,0.0,2.3401267590372754e-09
1811,0.0,2.2563691359778204e-08
1812,0.0,5.3344164641089264e-09
1813,0.0,2.0130190847567064e-08
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,4.6352077731626196e-09
1817,0.0,6.227493631882908e-09
1818,1.1921177378582115e-09,1.3113295338484932e-08
1819,0.0,1.3456364911235141e-08
1820,0.0,3.5599443393152796e-09
1821,0.0,2.9584463767662328e-09
1822,0.0,1.0025615893027862e-09
1823,0.0,2.9648061783404955e-09
1824,0.0,1.431589158329416e-08
1825,0.0,1.2327619813845558e-08
1826,0.0,1.3211976401805714e-08
1827,0.0,2.7651818612639545e-08
1828,0.0,2.5682442839070063e-08
1829,0.0,1.2859763920403111e-08
1830,0.0,1.1480519646056564e-08
1831,0.0,1.5591206103948707e-09
1832,0.0,5.141388470519814e-08
1833,0.0,5.791814139399776e-09
1834,1.3068342852307069e-08,2.14694217959277e-08
1835,0.0,1.663879345414898e-08
1836,6.720750067579218e-10,1.2097349788575684e-08
1837,0.0,2.5048407792382932e-08
1838,2.5248647617104325e-09,8.2058102535143e-09
1839,0.0,8.38977065598101e-09
1840,6.369688665408546e-10,3.1848443882154243e-09
1841,0.0,7.0626033910059505e-09
1842,0.0,6.037438549100216e-09
1843,2.953455480181333e-09,9.451057714215949e-09
1844,0.0,3.2931368743049916e-09
1845,2.7901139176833567e-09,1.0602432709561072e-08
1846,5.854501328173001e-10,7.610851504580296e-09
1847,7.011190739092399e-09,7.011190739092399e-09
1848,1.045878850192139e-08,1.287235473768078e-08
1849,1.6758829879393033e-09,9.217356655710773e-09
1850,6.788996032014438e-10,1.0183494048021657e-08
1851,1.2898877521649865e-09,1.870337307252612e-08
1852,3.906327261660181e-09,1.3021090872200602e-08
1853,5.3747388761848924e-09,1.1943863675867306e-08
1854,1.0391328908454511e-09,3.117398783558656e-09
1855,3.714855978387277e-09,5.306937111981824e-09
1856,0.0,5.694908100650764e-09
1857,2.4407544874094356e-09,3.4170564155999728e-09
1858,4.893676019968041e-10,1.9085335978274998e-08
1859,7.638259802433822e-09,2.5460866748261424e-09
1860,0.0,8.696649622663699e-09
1861,4.715963730639317e-10,6.6023493339173456e-09
1862,1.3553959066214816e-09,7.680577063240435e-09
1863,2.9967726078439227e-09,1.048870412745373e-08
1864,1.4384183844029508e-09,1.4384183844029508e-09
1865,0.0,1.3179164426446732e-08
1866,4.865612912574591e-10,0.0
1867,1.94112459439566e-09,2.91168689159349e-09
1868,2.4699371437009177e-09,8.397785578040384e-09
1869,3.4184632902167778e-09,8.30198221279943e-09
1870,1.0894693147633916e-08,3.325748210158963e-08
1871,0.0,4.248470908407853e-09
1872,8.4662747923403e-09,2.3584624031514068e-08
1873,5.986004469882289e-10,8.979006871356887e-09
1874,2.3898436563030145e-09,1.1351757756017378e-08
1875,6.865832347102696e-09,0.0
1876,6.04601479992084e-10,6.04601479992084e-10
1877,3.710889595609501e-09,1.2369631985365004e-09
1878,1.2078177347163432e-09,3.6234530931267273e-09
1879,1.1607718342077078e-08,2.443730107160036e-09
1880,1.0268554007097919e-08,5.134277003548959e-09
1881,0.0,1.3945014920579979e-08
1882,1.9966155395678697e-09,1.6638463051776853e-08
1883,6.319338941018771e-10,6.951272890631799e-09
1884,1.3203393933736152e-09,6.601696966868076e-09
1885,0.0,7.7347630522695e-09
1886,0.0,1.0325542199041138e-08
1887,0.0,8.48760173255414e-09
1888,1.268122939990235e-09,5.07249175996094e-09
1889,6.265136742733546e-10,1.0650732740202784e-08
1890,0.0,6.554386366985909e-09
1891,6.374220040683554e-10,6.374220040683554e-10
1892,1.2537024751679837e-09,3.1342561879199593e-09
