year,anciens_ADJ yeux_NOUN,anciens_ADJ lieux_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,1.5664880947952042e-08
1803,0.0,3.315576613260873e-08
1804,0.0,2.7190359741524617e-08
1805,0.0,2.842877711017877e-09
1806,0.0,3.1698359492793315e-08
1807,8.540865792383556e-09,2.8469551160981155e-09
1808,2.2660739951163578e-09,2.2660739062985158e-08
1809,0.0,2.9367397402779716e-08
1810,0.0,2.106114038724627e-08
1811,2.5070767684098882e-09,1.504245972228091e-08
1812,0.0,2.6672082320544632e-09
1813,0.0,6.614205716459765e-08
1814,0.0,3.1466771410748606e-09
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,1.71256075987003e-08
1818,0.0,2.8610825708597076e-08
1819,0.0,1.3456364911235141e-08
1820,0.0,7.119888678630559e-09
1821,0.0,2.070912508145284e-08
1822,0.0,3.308453244699194e-08
1823,0.0,3.162459771832715e-08
1824,0.0,1.1789557774477544e-08
1825,0.0,2.1133063299316746e-08
1826,0.0,6.1655889282974385e-09
1827,0.0,1.935627302884768e-08
1828,0.0,2.8434133270138773e-08
1829,0.0,3.772197487705853e-08
1830,0.0,1.878630406793036e-08
1831,0.0,7.795603274018958e-09
1832,0.0,9.470978667991403e-09
1833,0.0,4.633451511359965e-09
1834,9.334530925997342e-10,4.85395617033646e-08
1835,0.0,2.8739734148075513e-08
1836,0.0,1.68018754465038e-08
1837,0.0,2.365682938432201e-08
1838,0.0,3.5348108440302894e-08
1839,0.0,3.705481788074394e-08
1840,6.369688665408546e-10,1.3376346252869098e-08
1841,0.0,3.338685417020315e-08
1842,0.0,3.219967226186782e-08
1843,0.0,2.008349753168659e-08
1844,0.0,1.3172547497219966e-08
1845,0.0,1.2276501593078137e-08
1846,0.0,1.9319854160926297e-08
1847,0.0,2.1572894581822766e-08
1848,8.045221711050488e-10,1.1263310173426078e-08
1849,1.6758829879393033e-09,1.75967720394965e-08
1850,0.0,4.0055077477063605e-08
1851,3.8696632564949596e-09,3.869663234290499e-08
1852,0.0,2.3437962681782665e-08
1853,0.0,1.2541057081705276e-08
1854,0.0,2.4939190268469247e-08
1855,5.306937111981824e-10,1.8043586180738203e-08
1856,0.0,1.863788057221427e-08
1857,0.0,2.782460128969433e-08
1858,0.0,3.327699715782728e-08
1859,0.0,1.629495471888731e-08
1860,0.0,4.439868561689764e-08
1861,3.772770984511453e-09,2.4994607272788016e-08
1862,0.0,1.626475132354699e-08
1863,0.0,2.3974180196617567e-08
1864,0.0,5.178306139441702e-08
1865,0.0,2.6358328464315406e-08
1866,0.0,2.0435575009969398e-08
1867,3.88224918879132e-09,2.2808213984149006e-08
1868,2.9639244392143382e-09,1.877152122631287e-08
1869,0.0,1.3185501579471293e-08
1870,1.7202146374017957e-09,3.899153355746421e-08
1871,0.0,1.274541272522356e-08
1872,0.0,3.5679303067581714e-08
1873,0.0,3.4718826924518e-08
1874,2.3898436563030145e-09,1.4339061493728877e-08
1875,0.0,1.4875970677508121e-08
1876,0.0,4.292670396921494e-08
1877,0.0,3.401648740464225e-08
1878,0.0,2.1136810302024855e-08
1879,0.0,3.29903571127943e-08
1880,0.0,3.2089232604448625e-08
1881,0.0,2.649552932609822e-08
1882,0.0,2.3959387362992857e-08
1883,0.0,5.8769852984141835e-08
1884,0.0,2.706695667598069e-08
1885,0.0,5.9299846810745294e-08
1886,0.0,4.4528899678653033e-08
1887,0.0,4.570247114088488e-08
1888,0.0,5.2627100899371726e-08
1889,3.132568426877924e-09,5.262714708464955e-08
1890,6.554386478008212e-10,5.046877760150892e-08
1891,0.0,4.3344694944380535e-08
1892,1.2537024751679837e-09,8.149066044182973e-08
1893,4.310891643655168e-09,5.049901480314034e-08
1894,2.520615716150587e-09,5.230277722034771e-08
1895,1.2037228991346183e-09,4.33340261452031e-08
1896,0.0,6.958494225273171e-08
1897,1.1653427112179315e-09,4.311768009301886e-08
1898,0.0,3.791097757943618e-08
1899,4.4220627160029835e-09,7.462230655619351e-08
1900,2.595526460424935e-09,3.374184542881409e-08
1901,5.588738916095792e-10,8.774320292559423e-08
1902,0.0,2.7497588928060424e-08
1903,1.0800440541913758e-09,3.456141128843626e-08
1904,1.0749250378694342e-09,3.815984062072175e-08
1905,0.0,2.8900250914620784e-08
1906,0.0,3.70381302294831e-08
1907,5.142843373384665e-10,4.782844464923386e-08
1908,0.0,5.107844458507316e-08
1909,0.0,4.730846026035351e-08
1910,1.068830135508847e-09,4.9166185123183936e-08
1911,5.320374141248863e-10,3.405039450399272e-08
1912,0.0,2.917275843117295e-08
1913,5.30298971401777e-10,3.2878536782021683e-08
1914,0.0,3.884111221541531e-08
1915,0.0,1.295883844676382e-08
1916,0.0,1.648119329900055e-08
1917,0.0,1.864292187292449e-08
1918,0.0,3.5607766513123806e-08
1919,0.0,2.6702760891339494e-08
1920,0.0,4.391894403710239e-08
1921,0.0,3.4077363153528495e-08
1922,7.377935484775833e-10,1.770704560755121e-08
1923,2.1231896241147297e-09,6.263409346729532e-08
1924,1.289162443462999e-09,2.836157442231979e-08
1925,3.299453377181294e-09,2.4195990988573612e-08
1926,1.1146138456652466e-09,8.136681017845149e-08
1927,0.0,2.6758140592164636e-08
1928,1.1426041224282812e-09,3.313552099371009e-08
1929,1.1140406375176326e-09,3.0079096546842266e-08
1930,0.0,3.151081173768944e-08
1931,1.1405356659111021e-09,6.386999906737856e-08
1932,0.0,1.753525857850491e-08
1933,1.1470662197865522e-09,3.326492148403304e-08
1934,0.0,8.387105765450542e-08
1935,0.0,3.7101681726881e-08
1936,0.0,2.7886843056990074e-08
1937,0.0,6.547381303789734e-08
1938,7.779128452511941e-09,1.8151300906765755e-08
1939,3.058810094103137e-09,7.341144225847529e-08
1940,0.0,4.3108308034334186e-08
1941,2.9515025978810172e-09,7.083606590185809e-08
1942,3.034211770724937e-09,4.5513175450651033e-08
1943,2.9032352077962287e-09,4.064529335323641e-08
1944,9.639558484764166e-09,4.177142187700156e-08
1945,4.357008087652048e-09,3.267756198965799e-08
1946,1.3921104269343232e-09,4.454753366189834e-08
1947,2.3841741914054637e-09,3.933887415819015e-08
1948,2.174377566888097e-09,3.913879664807496e-08
1949,9.817008317369869e-10,3.5341230386620737e-08
1950,0.0,5.104973510583477e-08
1951,1.0661401761424827e-09,4.797630659414409e-08
1952,2.1089607837865287e-09,5.2724018928529404e-08
1953,4.3095309543161875e-09,3.016671712430252e-08
1954,0.0,4.202190551083618e-08
1955,0.0,4.129667274810345e-08
1956,1.744228317335228e-09,3.9245136917998025e-08
1957,1.7670075402875796e-09,3.799066305987253e-08
1958,0.0,5.873292946434461e-08
1959,2.325224457422337e-09,4.727956337546857e-08
1960,6.920833350854139e-10,4.014083287984249e-08
1961,2.779263708063695e-09,5.072156383789661e-08
1962,6.341956404476434e-10,5.3272432243289813e-08
1963,1.2932106496776896e-09,4.78487933719407e-08
1964,1.2167936658258327e-09,3.589541464066315e-08
1965,1.0944086747954884e-09,4.9795595202795084e-08
1966,2.769537488234164e-09,3.046491092728587e-08
1967,2.465167847631733e-09,4.831728772636268e-08
1968,8.982831700699023e-10,3.638046747189705e-08
1969,9.083515606356229e-10,4.087582183842642e-08
1970,9.197450023812337e-10,4.920635632288395e-08
1971,1.541519245584766e-09,4.213486093362917e-08
1972,5.130146862875051e-10,4.052815893995643e-08
1973,5.513203782392395e-10,5.127279578687194e-08
1974,0.0,4.6129686848139784e-08
1975,5.711480177694739e-10,3.5982324675387645e-08
1976,0.0,4.685091953282594e-08
1977,0.0,6.523227613630667e-08
1978,4.158414057542359e-09,5.405938019453771e-08
1979,1.7555920051037788e-09,4.388979923941605e-08
1980,0.0,4.036456968670166e-08
1981,6.325549528618524e-10,7.147870917378896e-08
1982,1.8622506869903077e-09,5.524676893742253e-08
1983,0.0,5.241712486281358e-08
1984,2.3196033982486597e-09,5.683028447833749e-08
1985,6.015558051686298e-10,5.4140023353355105e-08
1986,1.1988970927134801e-09,6.953602849080198e-08
1987,1.2221633705067347e-09,8.066278178731068e-08
1988,0.0,5.696726290693732e-08
1989,5.488122178931576e-10,6.091815407671675e-08
1990,1.6345953479657283e-09,6.48389431034957e-08
1991,0.0,5.4511627212150415e-08
1992,0.0,7.438424631800444e-08
1993,0.0,7.367146120929036e-08
1994,2.637463358823311e-09,5.802419156264449e-08
1995,0.0,7.916778343997066e-08
1996,1.6014276571496566e-09,5.231330391097799e-08
1997,4.79489448146353e-10,8.199269629916017e-08
1998,0.0,7.867413320816752e-08
1999,4.570201161957499e-10,7.723640060852688e-08
2000,8.836062992401139e-10,8.040817078835971e-08
2001,4.3812117822561447e-10,6.221320400512376e-08
2002,8.76244299341522e-10,7.798574586104223e-08
2003,0.0,7.250445738238298e-08
2004,1.7619165015858584e-09,8.41315120903019e-08
2005,9.007499190971657e-10,7.701411619542853e-08
2006,4.1178899179428186e-10,7.494559950416146e-08
2007,1.1983438685803094e-09,7.030283910580692e-08
2008,4.257439678578834e-10,7.152498682216901e-08
2009,4.76819250749827e-10,7.533743939802662e-08
2010,4.723793023408973e-10,6.566072130453904e-08
2011,2.6767803529281764e-09,7.992101558329523e-08
2012,1.7021263287730903e-09,6.025527454767143e-08
2013,2.789125042035323e-10,5.0483164926173885e-08
2014,2.165445156521173e-09,5.067141728432034e-08
2015,1.10828768384863e-09,5.5192728609654296e-08
2016,1.2428040818690533e-09,4.55694826873021e-08
2017,2.7671724911471074e-09,4.679037007848663e-08
2018,3.0977600484760615e-09,4.4401228749268995e-08
2019,1.2754939326953263e-09,5.459113694428197e-08
