year,deux_DET égales_ADJ,deux_DET egales_ADJ,deux_DET légales_ADJ
1800,0.0,0.0,0.0
1801,3.095537337571841e-08,0.0,0.0
1802,1.7902721083373763e-08,0.0,0.0
1803,0.0,1.755305234496518e-08,0.0
1804,4.943701981119375e-08,0.0,0.0
1805,2.842877711017877e-09,0.0,0.0
1806,1.8442682403474464e-07,0.0,0.0
1807,1.7081731584767113e-08,0.0,0.0
1808,3.3991110370834576e-08,2.2660739951163578e-09,0.0
1809,8.132509776714869e-08,0.0,0.0
1810,7.254392642153107e-08,0.0,0.0
1811,1.42903374467096e-07,0.0,0.0
1812,2.6672082320544632e-09,0.0,0.0
1813,2.8757416004054903e-08,0.0,0.0
1814,1.2586708564299443e-08,0.0,0.0
1815,2.6972236000233352e-08,0.0,0.0
1816,2.7811246638975717e-08,0.0,0.0
1817,4.670620334934483e-09,0.0,0.0
1818,1.0729059418679299e-08,2.384235475716423e-09,0.0
1819,1.9666995143552413e-08,0.0,0.0
1820,3.797273961936298e-08,5.933240565525466e-09,0.0
1821,2.465372084259343e-08,0.0,0.0
1822,1.2030739071633434e-08,0.0,0.0
1823,2.2730180404550993e-08,0.0,0.0
1824,2.6947560627377243e-08,0.0,0.0
1825,3.610231757988913e-08,0.0,0.0
1826,4.668231667892542e-08,0.0,0.0
1827,1.1982455028203276e-08,0.0,0.0
1828,2.7516904310687096e-08,0.0,0.0
1829,5.229637523029851e-08,0.0,0.0
1830,6.366470017837855e-08,0.0,0.0
1831,7.171954763407484e-08,0.0,0.0
1832,1.7588959622116818e-08,0.0,0.0
1833,3.8225973497674204e-08,0.0,0.0
1834,3.733812548034621e-08,0.0,0.0
1835,2.117664621437143e-08,0.0,0.0
1836,2.2178475944656384e-08,0.0,0.0
1837,3.409366655660051e-08,0.0,0.0
1838,1.9567702125300457e-08,0.0,0.0
1839,1.677954131196202e-08,0.0,0.0
1840,4.0766007458614695e-08,6.369688665408546e-10,0.0
1841,3.4028907691663335e-08,0.0,0.0
1842,5.433694738599115e-08,0.0,0.0
1843,3.603215859016018e-08,0.0,0.0
1844,1.5916826967554698e-08,0.0,0.0
1845,2.3436957263811564e-08,0.0,3.348136878855712e-09
1846,1.7563504428608212e-08,0.0,0.0
1847,9.707802561820245e-09,0.0,0.0
1848,7.562508130831702e-08,0.0,0.0
1849,3.351765798242923e-08,0.0,0.0
1850,3.055048125588655e-08,0.0,0.0
1851,2.579775504329973e-08,0.0,0.0
1852,6.510545436100301e-09,0.0,0.0
1853,2.030456869306363e-08,0.0,0.0
1854,3.065441944727354e-08,0.0,0.0
1855,1.2736649068756378e-08,0.0,0.0
1856,4.918329921110853e-08,0.0,0.0
1857,2.636014961865385e-08,0.0,0.0
1858,3.425573069648635e-08,0.0,0.0
1859,1.884104072757964e-08,0.0,0.0
1860,1.4646988510946812e-08,0.0,0.0
1861,4.480165571862926e-08,0.0,4.715963730639317e-10
1862,2.5300723294208183e-08,0.0,0.0
1863,1.748117206545885e-08,0.0,0.0
1864,2.445311331200628e-08,4.794727948009836e-10,0.0
1865,1.2237795665726026e-08,0.0,0.0
1866,4.4277076227672296e-08,0.0,0.0
1867,3.979305418511103e-08,0.0,0.0
1868,2.5687345583946808e-08,0.0,0.0
1869,1.0255390492375227e-07,0.0,0.0
1870,3.4977698959437475e-08,5.734048791339319e-10,4.587239033071455e-09
1871,1.805600113868877e-08,0.0,0.0
1872,3.62840353318461e-08,0.0,4.23313739617015e-09
1873,3.23244258026989e-08,0.0,0.0
1874,4.719941060216115e-08,1.7923826867161097e-09,0.0
1875,2.7463329388410784e-08,0.0,0.0
1876,4.232210315535667e-08,0.0,0.0
1877,3.958282235316801e-08,0.0,0.0
1878,3.0799352401800206e-08,3.0195443923020093e-09,0.0
1879,3.848874996492668e-08,3.0546627449723474e-09,0.0
