year,six_DET êtres_NOUN,six_DET lettres_NOUN
1943,2.9032352077962287e-09,1.0161323249491261e-07
1944,0.0,8.354284020128944e-08
1945,4.357008087652048e-09,1.1546071521095769e-07
1946,4.1763312808029696e-09,1.0440828113189582e-07
1947,0.0,8.940652929112503e-08
1948,5.435944139264848e-09,9.784698873360753e-08
1949,8.835307596655184e-09,7.068245899688463e-08
1950,3.190608444114673e-09,1.0422654161956757e-07
1951,1.0661401761424827e-09,1.2367226154275102e-07
1952,3.1634410646574906e-09,9.384875454543362e-08
1953,1.4005975934594517e-08,8.403585383121026e-08
1954,9.772535891627854e-09,1.1922493992067018e-07
1955,0.0,1.4266123926631735e-07
1956,0.0,1.1511907249683873e-07
1957,1.7670075402875796e-09,1.342925749492352e-07
1958,0.0,1.1167528768396551e-07
1959,2.325224457422337e-09,1.3253779140853794e-07
1960,2.7683333958528067e-09,1.4949000415320768e-07
1961,2.779263708063695e-09,1.1881352213194418e-07
1962,6.341956404476434e-09,1.4142563070640435e-07
1963,0.0,1.0992290411238059e-07
1964,1.2167936658258327e-09,1.50274018340113e-07
1965,1.6416130677043839e-09,1.778414037145737e-07
1966,5.539074754423723e-10,1.3404560705865265e-07
1967,4.930335584241163e-10,1.5629163763186682e-07
1968,9.88111459321317e-09,1.482167216737551e-07
1969,7.266812429573832e-09,1.4760712763184358e-07
1970,3.6789800095249348e-09,1.4807894133106458e-07
1971,5.138397485282553e-10,1.3205681648198464e-07
1972,3.0780880067027283e-09,1.313317594675567e-07
1973,1.102640756478479e-09,1.5602366648659327e-07
1974,1.1251143350321513e-09,1.2826303574797748e-07
1975,1.1422960355389478e-09,1.3022174449872637e-07
1976,0.0,1.2341217769940016e-07
1977,2.938390863960194e-09,1.1812331734972759e-07
1978,7.128709622605811e-09,1.2831677065339164e-07
1979,3.5111840102075575e-09,1.4512893942164595e-07
1980,2.8425752862659692e-09,1.2223073930783812e-07
1981,1.8976649140967083e-09,1.1322733595164891e-07
1982,1.8622506869903077e-09,1.0987279286389651e-07
1983,6.315316047889041e-10,2.601910166211141e-07
1984,1.739702604197646e-09,1.1945957140158114e-07
1985,3.6093347199894765e-09,1.3234227669300935e-07
1986,2.997242676272549e-09,1.3367702855759944e-07
1987,6.110816852533674e-10,1.3199364423677196e-07
1988,5.996553809062277e-10,1.5471108449904847e-07
1989,2.1952488715726304e-09,1.2403156335327736e-07
1990,4.90378582185258e-09,1.1551140133292392e-07
1991,3.5168792322792797e-09,1.2660765014160802e-07
1992,2.2039776670368383e-09,1.4380953894388426e-07
1993,2.7696036575264316e-09,1.3903410300830643e-07
1994,2.1099706426497278e-09,1.4084053878704594e-07
1995,1.626735190995987e-09,1.5237086942176958e-07
1996,2.6690460952494277e-09,1.1316755355039732e-07
1997,2.397447240731765e-09,1.0884410117650845e-07
1998,0.0,1.3350762295694096e-07
1999,6.398281821029528e-09,1.2979371502575e-07
2000,4.4180314962005696e-10,1.1310160363819932e-07
2001,2.1906058911280724e-09,1.3537944351660336e-07
2002,3.066854992184176e-09,1.0208245659892867e-07
2003,1.6667691671301554e-09,1.2417430017563902e-07
2004,3.523833003171717e-09,1.2729847043146947e-07
2005,3.602999676388663e-09,1.3105911578215057e-07
2006,2.058944903460258e-09,1.0130009325814981e-07
2007,5.991719037590215e-09,1.334156156662658e-07
2008,1.2772318758180745e-09,1.0175280990010194e-07
2009,2.384096253749135e-09,9.536384903974238e-08
2010,4.723792912386671e-09,9.305872339382404e-08
2011,1.911985902935953e-09,9.215772631132602e-08
2012,2.7234021704458655e-09,1.000850285703958e-07
2013,3.6258624991347688e-09,9.343568674324843e-08
2014,6.496335469563519e-09,8.986597227478299e-08
2015,4.211493209727024e-09,1.0174080761204962e-07
2016,6.421154274960372e-09,8.658201622324668e-08
2017,5.534344982294215e-09,1.1949154077317559e-07
2018,8.002546736385341e-09,1.0558198992871581e-07
2019,5.1019753422032466e-09,8.698868597667442e-08
