year,citoyens_NOUN égaux_ADJ,citoyens_NOUN légaux_ADJ
1800,7.545995117652637e-08,0.0
1801,5.9529565277216534e-08,0.0
1802,3.3567602031325805e-08,0.0
1803,7.606323038089613e-08,0.0
1804,4.69651695311768e-08,0.0
1805,6.254330742194725e-08,0.0
1806,8.645007376628655e-09,0.0
1807,1.0818429529990681e-07,0.0
1808,3.3991110370834576e-08,0.0
1809,9.03612189517844e-08,0.0
1810,7.020380277111826e-09,0.0
1811,7.521229861140455e-09,0.0
1812,1.3336041604361526e-08,0.0
1813,1.1502966579257645e-08,0.0
1814,3.776012391654149e-08,0.0
1815,5.1247248222807684e-08,0.0
1816,2.3176038865813098e-09,0.0
1817,1.2454987263765815e-08,0.0
1818,4.530047448270125e-08,0.0
1819,8.384350280721264e-08,0.0
1820,2.4919611263385377e-08,0.0
1821,4.7335142028259725e-08,0.0
1822,3.60922172149003e-08,0.0
1823,1.8777104315859106e-08,0.0
1824,5.894779064874456e-08,0.0
1825,3.522177216552791e-09,0.0
1826,4.7563116112314674e-08,0.0
1827,3.3182182335167454e-08,0.0
1828,2.659967357487858e-08,0.0
1829,3.600733933240008e-08,0.0
1830,2.2961039292113128e-08,1.0436835840010872e-09
1831,7.951515357262906e-08,0.0
1832,3.2471927369215337e-08,0.0
1833,1.9692167896323554e-08,0.0
1834,6.16079063320285e-08,0.0
1835,4.386591001548368e-08,0.0
1836,2.2178475944656384e-08,0.0
1837,2.99189295560609e-08,0.0
1838,2.5248647617104325e-08,0.0
1839,1.677954131196202e-08,0.0
1840,5.095751021144679e-08,0.0
1841,3.531301828729738e-08,0.0
1842,3.4882980060046975e-08,0.0
1843,2.4809025944705354e-08,0.0
1844,3.2382512671347286e-08,0.0
1845,4.0177642546268544e-08,0.0
1846,3.1614305839866574e-08,0.0
1847,4.853901458545806e-08,0.0
1848,5.068489628001771e-08,0.0
1849,1.0390474614041523e-07,0.0
1850,4.073397619208663e-08,2.0366988096043315e-09
1851,3.031236062156495e-08,6.449438760824933e-09
1852,2.539112742283578e-08,0.0
1853,3.2845626662947325e-08,5.971931837933653e-10
1854,2.338049043260071e-08,0.0
1855,2.388121700391821e-08,1.0613874223963649e-09
1856,5.021873406008126e-08,0.0
1857,1.2203773103180993e-08,0.0
1858,3.866004050223637e-08,0.0
1859,2.800695320104296e-08,5.092173349652285e-10
1860,3.753290656050012e-08,0.0
1861,6.696668464201139e-08,0.0
1862,4.834245359575107e-08,0.0
1863,1.0988165932701577e-08,0.0
1864,6.32904075814622e-08,0.0
1865,3.012380389577629e-08,0.0
1866,2.968023871119385e-08,4.865612912574591e-10
1867,3.88224918879132e-08,0.0
1868,5.186867824136243e-08,0.0
1869,3.4672986259920435e-08,0.0
1870,1.490852596930381e-08,2.8670243956696595e-09
1871,5.8416475212652585e-08,0.0
1872,3.507456725060365e-08,0.0
1873,2.2746817762708815e-08,5.9860045809045914e-09
1874,3.2860349108432274e-08,0.0
1875,1.716458086775674e-08,0.0
1876,2.7811667635546655e-08,0.0
1877,3.463496867084359e-08,0.0
1878,5.1332254003000344e-08,0.0
1879,4.581993806596074e-08,3.665595160740054e-09
1880,3.914886193001621e-08,6.417846254436199e-09
1881,3.974329487732575e-08,0.0
1882,2.3293848627758962e-08,0.0
1883,4.044376922252013e-08,6.319338941018771e-10
1884,3.234831424947515e-08,0.0
1885,2.900535989169839e-08,0.0
1886,4.323820945728585e-08,0.0
1887,4.0479331886444925e-08,0.0
1888,4.1848057463766963e-08,1.268122939990235e-09
1889,1.8795409673089125e-08,1.8795409673089125e-09
1890,2.2284913470116408e-08,4.5880703680722945e-09
1891,2.677172439291553e-08,0.0
1892,3.13425623232888e-08,1.8805537127519756e-09
1893,2.2170299374124625e-08,1.847525021858587e-09
1894,1.8904618315218613e-08,0.0
1895,3.5509824414248214e-08,0.0
1896,3.4202766840962795e-08,2.358811590497112e-09
1897,2.505486840220783e-08,0.0
1898,2.7160103499568322e-08,0.0
1899,3.703477347016815e-08,0.0
1900,2.0245106924221545e-08,0.0
1901,3.073806453812722e-08,1.1177477832191585e-09
1902,2.995273007400101e-08,0.0
1903,4.050165358648883e-08,0.0
1904,2.9022976022474722e-08,0.0
1905,3.148063143498803e-08,0.0
1906,2.82930141537463e-08,0.0
1907,2.5714216533856415e-08,1.5428529565042481e-09
1908,2.553922229253658e-08,4.911389073214423e-09
1909,3.135560788791736e-08,1.1001967115120692e-09
1910,3.6874638453809894e-08,0.0
1911,2.3409645777405785e-08,0.0
1912,2.6568049094066737e-08,0.0
1913,2.0151361468379037e-08,0.0
1914,2.4777952134513725e-08,1.4063162190325329e-08
1915,7.068456930880984e-09,0.0
1916,4.394984642885902e-08,0.0
1917,2.3029491202919417e-08,3.289927441585405e-09
1918,3.675640414257941e-08,0.0
1919,1.6574126959767455e-08,1.012863304339362e-08
1920,2.8774479687854182e-08,0.0
1921,2.3475516641724425e-08,7.572747429129834e-10
1922,2.87739485571592e-08,0.0
1923,3.078624999375279e-08,0.0
1924,2.836157442231979e-08,0.0
1925,1.5397448649423495e-08,0.0
1926,3.343841470382358e-08,7.802296586589819e-09
1927,2.2298449309232637e-08,0.0
1928,7.998228745975666e-09,0.0
1929,2.2280811862174232e-08,1.0026365515614089e-08
1930,4.411513643276521e-08,0.0
1931,2.8513390759599133e-08,0.0
1932,1.3151444377967891e-08,1.0959536389520963e-08
1933,2.523545639121494e-08,1.1470662197865522e-09
1934,2.2765002327673756e-08,0.0
1935,1.196828414151696e-08,3.590485242455088e-09
1936,3.516167268458048e-08,0.0
1937,2.0145789036973838e-08,0.0
1938,2.9819993585533666e-08,0.0
1939,1.070583532936098e-08,0.0
1940,1.0143131667916805e-08,0.0
1941,5.9030051957620344e-09,0.0
1942,1.8205270180260413e-08,0.0
1943,3.193558839598154e-08,0.0
1944,1.927911696952833e-08,0.0
1945,4.7927088075994106e-08,4.357008087652048e-09
1946,2.9234318077442367e-08,0.0
1947,3.457052599742383e-08,0.0
1948,2.5005341797168512e-08,0.0
1949,2.6505922789965553e-08,0.0
1950,3.19060831088791e-08,0.0
1951,2.1322803078760444e-08,0.0
1952,1.2653764258629963e-08,0.0
1953,4.5250075686453783e-08,0.0
1954,1.5636057781875934e-08,2.9317608341017376e-09
1955,2.1586897602787758e-08,9.385607846468247e-10
1956,2.441919733087161e-08,0.0
1957,2.738861759610245e-08,0.0
1958,2.2335056470978998e-08,0.0
1959,3.410329085795638e-08,0.0
1960,1.6610000486139143e-08,0.0
1961,3.265634873628187e-08,0.0
1962,3.4880759613997725e-08,0.0
1963,2.9743844720542256e-08,0.0
1964,2.6161064425878067e-08,0.0
1965,4.4323552828018364e-08,2.188817349590977e-09
1966,2.76953731059848e-08,0.0
1967,3.204718268534634e-08,0.0
1968,3.9973599541553995e-08,1.3474247273492779e-09
1969,5.359274268812442e-08,0.0
1970,4.184839852428013e-08,0.0
1971,3.288574390580834e-08,0.0
1972,2.4111690422046195e-08,0.0
1973,2.866866033457427e-08,0.0
1974,3.037808582462276e-08,5.625571675160757e-10
1975,2.4559364319998167e-08,0.0
1976,4.285145038807059e-08,0.0
1977,2.703319701424789e-08,5.876781838942691e-10
1978,2.4356424432880885e-08,0.0
1979,2.984506508596496e-08,0.0
1980,3.638496437474714e-08,1.1370301367108482e-09
1981,3.985096341807548e-08,0.0
1982,2.9796010991844923e-08,0.0
1983,3.8523428003145455e-08,0.0
1984,3.421414973558967e-08,5.799008495621649e-10
1985,4.6319797775140614e-08,0.0
1986,3.2370220282018636e-08,0.0
1987,5.1330861339238254e-08,0.0
1988,6.11648474091453e-08,0.0
1989,8.232183290601824e-08,0.0
1990,5.7210836956755884e-08,0.0
1991,4.7477868747591856e-08,0.0
1992,5.895640242670197e-08,0.0
1993,5.760775678709251e-08,5.539207426075166e-10
1994,5.591422080897246e-08,0.0
1995,5.368226396740283e-08,0.0
1996,6.51247233918184e-08,0.0
1997,5.22643510691978e-08,0.0
1998,8.010457008822414e-08,9.536258449571733e-10
1999,6.718195777466462e-08,4.570201161957499e-10
2000,5.434178618202168e-08,8.836062992401139e-10
2001,5.695575211461801e-08,2.190605918883648e-09
2002,7.185203543258467e-08,4.38122149670761e-10
2003,7.125438372668214e-08,1.2500769308587678e-09
2004,7.267905743901792e-08,8.809582507929292e-10
2005,8.692236974638945e-08,0.0
2006,6.506265748384976e-08,0.0
2007,8.508241222671131e-08,1.1983438685803094e-09
2008,5.747543596612559e-08,2.9802078582719105e-09
2009,7.104606680741199e-08,4.76819250749827e-10
2010,8.739016976733183e-08,0.0
2011,5.0858826483590747e-08,3.82397197240536e-10
2012,3.744677812278496e-08,0.0
2013,4.9088601628000106e-08,0.0
2014,4.872251579968179e-08,6.496335691608124e-10
2015,4.4996479431347325e-08,2.2165753954528356e-10
2016,3.459138042671839e-08,4.1426800878596737e-10
2017,4.17591472512413e-08,5.031222660711876e-10
2018,3.510794854832966e-08,3.3559066636712487e-09
2019,3.061185438468783e-08,1.02039510174734e-09
