year,catégories_NOUN égales_ADJ,catégories_NOUN légales_ADJ
1989,1.0976244357863152e-09,5.488121956886971e-09
1990,4.90378582185258e-09,7.628111475810329e-09
1991,4.68917216167597e-09,7.033758464558559e-09
1992,3.856960972825618e-09,7.713921945651236e-09
1993,3.877445031719162e-09,9.970573700002205e-09
1994,2.1099706426497278e-09,7.384897138251745e-09
1995,1.0844901643380922e-09,1.5182862966867106e-08
1996,0.0,1.2811421257197253e-08
1997,1.438468344439059e-09,5.753873377756236e-09
1998,4.768129224785866e-10,2.288702027897216e-08
1999,1.3710603763428253e-09,1.0511462811280126e-08
2000,1.3254094488601709e-09,7.510653432518666e-09
2001,4.381211837767296e-09,5.257454027685071e-09
2002,0.0,9.63868718173444e-09
2003,8.333845835650777e-10,8.750538071922165e-09
2004,2.2023955992267474e-09,7.047666006343434e-09
2005,9.007499190971657e-10,9.908249332113428e-09
2006,1.6471559671771274e-09,1.1118302722934459e-08
2007,1.5977917877663117e-09,5.592271179466479e-08
2008,8.514879357157668e-10,9.79211112195344e-09
2009,9.53638501499654e-10,1.0490023072406984e-08
2010,3.7790344187271785e-09,1.5588517143783065e-08
2011,0.0,4.206369030868018e-09
2012,0.0,7.148930780687124e-09
2013,2.2313000336282585e-09,8.646287241731443e-09
2014,1.2992671383216248e-09,6.712880029624557e-09
2015,4.433150790905671e-10,8.201329393386914e-09
2016,1.86420612280358e-09,6.8354220061905835e-09
2017,0.0,1.0314006537726073e-08
2018,1.290733298020541e-09,8.776987137082415e-09
2019,0.0,6.887666881283394e-09
