year,catégories_NOUN égales_ADJ,catégories_NOUN légales_ADJ
1800,0.0,0.0
1801,2.3811825844433088e-09,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,2.3176038865813098e-09
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,1.6842225392110777e-09
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,3.6869092223668076e-09
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,2.0873671680021744e-09
1831,0.0,4.677361609140007e-09
1832,0.0,2.705993873419743e-09
1833,0.0,0.0
1834,0.0,9.334530925997342e-10
1835,0.0,7.563087933704082e-10
1836,0.0,0.0
1837,6.957890930081589e-10,0.0
1838,1.2624323808552163e-09,8.2058102535143e-09
1839,0.0,1.3283802502428443e-08
1840,1.2739377330817092e-09,5.095750932326837e-09
1841,0.0,1.2841097074556274e-09
1842,0.0,1.341653010911159e-08
1843,1.1813822142769936e-09,2.3627644285539873e-09
1844,1.097712254427563e-09,1.6465684371524958e-09
1845,5.580227946389016e-10,2.7901139176833567e-09
1846,0.0,5.269050973311096e-09
1847,1.0786447290911383e-09,5.3932236454556914e-09
1848,1.6090443422100975e-09,1.206783295515379e-08
1849,7.54147322368226e-09,3.603148357456121e-08
1850,1.3577992064028876e-09,6.788996032014438e-09
1851,2.579775504329973e-09,1.483370937194195e-08
1852,1.3021090872200602e-09,2.6042181744401205e-09
1853,0.0,2.388772735173461e-09
1854,0.0,3.63696517347023e-09
1855,5.306937111981824e-10,4.2455496895854594e-09
1856,4.141751386299575e-09,1.0354378687793542e-08
1857,0.0,2.4407544874094356e-09
1858,4.893676019968041e-10,1.3212924976357954e-08
1859,2.036869339860914e-09,7.638259802433822e-09
1860,1.8308735638683515e-09,4.577183909670879e-10
1861,0.0,1.4147891747029462e-09
1862,0.0,1.626475132354699e-08
1863,0.0,7.491931519609807e-09
1864,4.794727948009836e-10,4.315255264231155e-09
1865,0.0,2.3534221238463715e-09
1866,9.731225825149181e-10,2.092213513549268e-08
1867,4.85281148598915e-10,1.2132028714972876e-08
1868,4.44588676984381e-09,1.0373735648272486e-08
1869,2.9301114867763545e-09,9.767038289254515e-10
1870,0.0,1.1468097582678638e-09
1871,0.0,0.0
1872,7.861540751719076e-09,3.628403577593531e-09
1873,4.190203295451056e-09,2.9930022904522957e-09
1874,2.9873046258899194e-09,1.8521287614703397e-08
1875,0.0,2.8607636259891933e-09
1876,1.813804439976252e-09,7.859819461941697e-09
1877,0.0,4.9478527941460015e-09
1878,0.0,4.22736201599605e-09
1879,0.0,6.10932526790009e-10
1880,1.9253538763308597e-09,3.2089231272180996e-09
1881,0.0,4.183504653809678e-09
1882,1.3310770263785798e-09,1.4641846846075168e-08
1883,1.2638677882037541e-09,5.0554711528150165e-09
1884,0.0,6.601696966868076e-10
1885,1.2891271383708158e-09,7.7347630522695e-09
1886,1.2906927748801422e-09,2.5168509054651622e-08
1887,0.0,1.3057849024278312e-08
1888,2.53624587998047e-09,7.60873763994141e-09
1889,0.0,1.3156786771162388e-08
1890,0.0,7.865263995654459e-09
1891,5.099376032546843e-09,5.099376032546843e-09
1892,0.0,1.56712811616444e-08
1893,1.2316833108982905e-09,9.23762488724833e-09
1894,2.520615716150587e-09,6.9316934414587195e-09
1895,1.2037228991346183e-09,1.023164486468886e-08
1896,4.1279202278587945e-09,1.3563166589847242e-08
1897,0.0,6.409385022720926e-09
1898,5.6583548957434e-10,1.0750873968845553e-08
1899,0.0,1.2160672469008205e-08
1900,2.07642125715779e-09,1.245852754294674e-08
1901,1.676621730339889e-09,2.1237207548097103e-08
1902,0.0,6.874397495693074e-09
1903,1.6200660812870638e-09,3.7801539676252105e-09
1904,1.6123875568041512e-09,6.987012746151322e-09
1905,0.0,8.257214467732865e-09
1906,0.0,6.173021205313489e-09
1907,3.599990305858114e-09,1.2857108266928208e-08
1908,9.822778146428846e-10,1.276961114626829e-08
1909,1.6502950117569526e-09,2.2554033307642385e-08
1910,5.344150677544235e-10,1.5498036631811374e-08
1911,0.0,2.6601871816467337e-09
1912,0.0,2.6047106693738442e-09
1913,1.590896969716482e-09,1.2196876397752021e-08
1914,2.678697486047099e-09,6.027069510139427e-09
1915,0.0,8.246533234057551e-09
1916,3.2962386153911893e-09,3.2962386153911893e-09
1917,0.0,2.1932848870420685e-09
1918,0.0,9.189101035644853e-09
1919,4.603924352863942e-09,1.4732557396257562e-08
1920,0.0,1.1358347151713133e-08
1921,7.572747429129834e-10,6.815472630705699e-09
1922,0.0,9.591316185719734e-09
1923,1.0615948120573648e-09,8.492758496458919e-09
1924,0.0,0.0
1925,5.499089184013428e-09,1.2097995494286806e-08
1926,1.1146138456652466e-09,1.1146138456652466e-09
1927,2.2298449753321847e-09,7.804457524684949e-09
1928,1.1426041224282812e-09,5.713020723163709e-09
1929,0.0,1.2254447234738564e-08
1930,0.0,8.402882833991043e-09
1931,1.1405356659111021e-09,1.4826963656844327e-08
1932,1.0959536611565568e-09,2.520693342944469e-08
1933,0.0,2.2941324395731044e-09
1934,0.0,9.585264137967897e-09
1935,0.0,3.590485242455088e-09
1936,0.0,1.2124714565686645e-09
1937,1.2591118148108649e-09,0.0
1938,0.0,2.5930428915188486e-09
1939,0.0,1.5294050470515685e-09
1940,0.0,1.5214697057785997e-08
1941,2.9515025978810172e-09,5.9030051957620344e-09
1942,6.068423541449874e-09,3.034211770724937e-09
1943,0.0,0.0
1944,0.0,0.0
1945,0.0,4.357008087652048e-09
1946,2.7842208538686464e-09,4.1763312808029696e-09
1947,1.3112957830685446e-08,5.960435700558264e-09
1948,0.0,2.9354097819123126e-08
1949,4.908504269707237e-09,6.8719057111366055e-09
1950,4.2541445921528975e-09,1.0635361036293034e-08
1951,2.1322803522849654e-09,3.1984206394497505e-09
1952,0.0,7.381362632230548e-09
1953,0.0,1.2928593307037772e-08
1954,0.0,4.886268278880834e-09
1955,5.631364707880948e-09,3.754243138587299e-09
1956,1.744228317335228e-09,1.2209598665435806e-08
1957,8.835037701437898e-10,7.068030161150318e-09
1958,4.1361216673863055e-09,8.272243334772611e-09
1959,0.0,5.425523585955716e-09
1960,0.0,5.536666680683311e-09
1961,0.0,1.042223907177231e-08
1962,1.9025869768540815e-09,8.244543714397423e-09
1963,1.939815863494232e-09,5.819448034571906e-09
1964,3.6503808864551957e-09,1.8251904432275978e-09
1965,0.0,1.3132904541635071e-08
1966,3.3234448526542337e-09,1.1078149952936656e-08
1967,3.451234853457663e-09,7.395503320850594e-09
1968,1.7965663401398047e-09,6.737123747768692e-09
1969,9.083515606356229e-10,5.450109252791435e-09
1970,5.058597540852361e-09,2.2993624781975086e-09
1971,1.0276794970565106e-09,9.762954888969944e-09
1972,1.5390440033513642e-09,1.6929485369132635e-08
1973,2.7566018356850464e-09,6.615844760915479e-09
1974,3.3753431161187564e-09,8.438357568252286e-09
1975,3.998036124386317e-09,1.2565256390928425e-08
1976,1.142705374768127e-09,7.427584769459372e-09
1977,1.1753563677885381e-09,8.22749424145286e-09
1978,1.7821774056514528e-09,6.534650598410963e-09
1979,5.851973350345929e-10,7.607565244427406e-09
1980,1.1370301367108482e-09,3.97960553399912e-09
1981,2.5302198114474095e-09,8.855769451088236e-09
1982,3.7245013739806154e-09,8.690503427999374e-09
1983,2.5261264191556165e-09,3.78918940668882e-09
1984,5.799008495621649e-10,1.739702604197646e-09
1985,6.015558051686298e-10,6.617113967877231e-09
1986,5.994485463567401e-10,1.019062523255343e-08
1987,0.0,4.888653482026939e-09
1988,2.398621523624911e-09,6.596209356501959e-09
