year,aucuns_ADJ yeux_NOUN,aucuns_ADJ lieux_NOUN
1908,0.0,3.6835416494795936e-08
1909,0.0,1.980354014108343e-08
1910,0.0,3.366815093386322e-08
1911,0.0,4.0434844805758985e-08
1912,1.0418842455450772e-09,1.510732161591477e-08
1913,0.0,2.6514948459066545e-08
1914,0.0,2.6117300322425763e-08
1915,0.0,7.068456930880984e-09
1916,0.0,3.076489463182952e-08
1917,0.0,9.869782324756216e-09
1918,9.189101035644853e-09,9.189101035644853e-09
1919,0.0,1.1970202606903513e-08
1920,0.0,7.572231730534895e-09
1921,0.0,1.5902768879527684e-08
1922,0.0,1.9182632371439468e-08
1923,0.0,2.441668023323018e-08
1924,0.0,1.675911143195208e-08
1925,2.1996355847875293e-09,1.3197813508725176e-08
1926,0.0,2.7865345586519652e-08
1927,0.0,2.1183527820767267e-08
1928,0.0,2.0566874425753667e-08
1929,0.0,4.4561623724348465e-08
1930,0.0,2.520864939015155e-08
1931,0.0,1.4826963656844327e-08
1932,1.0959536611565568e-09,1.53433514782364e-08
1933,0.0,1.605892663292252e-08
1934,0.0,1.9170528275935794e-08
1935,0.0,5.984141893122796e-08
1936,0.0,2.7886843056990074e-08
1937,0.0,3.273690651894867e-08
1938,0.0,7.779128452511941e-09
1939,0.0,1.5294050470515685e-08
1940,0.0,1.0143131845552489e-07
1941,0.0,3.246652724442356e-08
1942,0.0,3.944475324146879e-08
1943,0.0,8.709705845433291e-09
1944,0.0,2.2492303131116387e-08
1945,0.0,2.178504132643866e-08
1946,0.0,2.5057987684817817e-08
1947,1.1920870957027319e-09,1.907339353124371e-08
1948,0.0,1.522064252412747e-08
1949,0.0,1.0798709482173763e-08
1950,1.0635361480382244e-09,7.444753258312176e-09
1951,0.0,1.9190522948520083e-08
1952,3.1634410646574906e-09,1.687168627029223e-08
1953,0.0,9.69644453618912e-09
1954,0.0,1.6613311615287785e-08
1955,0.0,8.447047505910632e-09
1956,0.0,2.8779767902165077e-08
1957,8.835037701437898e-10,1.1485549400447326e-08
1958,0.0,5.790570245522986e-09
1959,0.0,6.200598257066758e-09
1960,6.920833350854139e-10,1.1765417085030094e-08
1961,0.0,1.320150300188061e-08
1962,1.9025869768540815e-09,5.0735651235811474e-09
1963,0.0,1.0345685197421517e-08
1964,1.8251904432275978e-09,2.1902286206909594e-08
1965,0.0,2.3529786119524942e-08
1966,5.539074754423723e-10,1.5509408868297214e-08
1967,0.0,4.5852122099176995e-08
1968,4.4914158503495116e-10,2.380450325745187e-08
1969,9.083515606356229e-10,2.634219598007803e-08
1970,1.3796175313274261e-09,1.74751555448438e-08
1971,1.0276794970565106e-09,3.596878173084406e-08
1972,1.0260293725750103e-09,1.6929485369132635e-08
1973,0.0,1.598829157956061e-08
1974,5.625571675160757e-10,3.037808582462276e-08
1975,0.0,1.8276736568623164e-08
1976,0.0,8.570290255249802e-09
1977,0.0,2.2331770210826107e-08
1978,0.0,2.1386128423728223e-08
1979,5.851973350345929e-10,7.607565244427406e-09
1980,1.1370301367108482e-09,1.3075846183596695e-08
1981,0.0,1.0120879245789638e-08
1982,0.0,1.4898005495922462e-08
1983,0.0,8.841442245000053e-09
1984,0.0,1.6237223121606803e-08
1985,0.0,1.3234227935754461e-08
1986,0.0,1.6784559520033326e-08
1987,0.0,1.3443797186596385e-08
1988,5.996553809062277e-10,2.6384837426007834e-08
1989,0.0,1.0976243913773942e-08
1990,0.0,6.538381391862913e-09
1991,5.861465202094962e-10,9.37834432335194e-09
1992,0.0,1.4325855168806356e-08
1993,1.1078414852150331e-09,4.985286850001103e-09
1994,0.0,1.160483886764041e-08
1995,0.0,7.591431483433553e-09
1996,5.338092190498855e-10,2.1886178203089912e-08
1997,4.79489448146353e-10,1.054876808126437e-08
1998,3.814503379828693e-09,1.2873949017944142e-08
1999,0.0,1.1882523409667556e-08
2000,0.0,1.899753598877396e-08
2001,0.0,1.2267393323384113e-08
2002,1.752488598683044e-09,6.571832411594869e-09
2003,1.6667691671301554e-09,7.500461585152607e-09
2004,4.404791253964646e-10,9.690540814233373e-09
2005,0.0,1.261049931144953e-08
2006,0.0,1.2353670086895363e-08
2007,3.994479469415779e-10,1.078509459517818e-08
2008,8.514879357157668e-10,1.3623806971452268e-08
2009,0.0,8.582746957586096e-09
2010,4.723793023408973e-10,8.97520635589899e-09
2011,3.82397197240536e-10,4.971163480860241e-09
2012,0.0,2.382976926895708e-09
2013,2.789125042035323e-10,1.9523875849358774e-09
2014,0.0,3.4647122948427977e-09
2015,2.2165753954528356e-10,3.989835573037226e-09
2016,6.214020409345267e-10,6.214019965256057e-09
2017,0.0,3.018733707449428e-09
2018,0.0,2.323319980845895e-09
2019,2.55098775436835e-10,2.2958890344426663e-09
