year,aucuns_ADJ yeux_NOUN,aucuns_ADJ lieux_NOUN
1800,0.0,3.772997558826319e-08
1801,0.0,7.857902772911984e-08
1802,0.0,1.3427040812530322e-08
1803,0.0,4.290746247193056e-08
1804,1.4831105232815389e-08,0.0
1805,0.0,7.107194477384837e-08
1806,0.0,3.7461699520235925e-08
1807,1.7081731584767113e-08,1.1387820464392462e-08
1808,0.0,2.7192887941396293e-08
1809,0.0,2.710836710662079e-08
1810,0.0,0.0
1811,0.0,3.259199843341776e-08
1812,2.6672082320544632e-09,2.6672083208723052e-08
1813,0.0,1.7254450312975678e-08
1814,0.0,3.1466772298927026e-08
1815,0.0,7.821948599939788e-08
1816,0.0,2.3176038865813098e-09
1817,0.0,1.71256075987003e-08
1818,0.0,4.053200441944682e-08
1819,0.0,7.866798057420965e-08
1820,0.0,1.6494408328071586e-07
1821,0.0,5.325203744632745e-08
1822,0.0,6.416394171537831e-08
1823,5.929612356680991e-09,6.81905376609393e-08
1824,0.0,1.3136936161117774e-07
1825,0.0,2.2277771449807915e-07
1826,0.0,6.429828545151395e-07
1827,0.0,1.852671829283281e-07
1828,0.0,1.3575005652910477e-07
1829,0.0,7.801590129474789e-08
1830,0.0,1.0123730476152559e-07
1831,0.0,1.091384405071949e-08
1832,0.0,1.2176972319366541e-08
1833,0.0,3.8225973497674204e-08
1834,0.0,2.6136685704614138e-08
1835,7.563087933704082e-10,1.285724948729694e-07
1836,0.0,2.594209433937067e-07
1837,0.0,1.586399065445221e-07
1838,3.1560809521380406e-09,1.754781067120348e-07
1839,6.9914751765765e-10,5.2436064379435265e-08
1840,0.0,2.5032875328179216e-07
1841,0.0,5.906904476660202e-08
1842,1.341653010911159e-09,9.592819338877234e-08
1843,0.0,7.619915010081968e-08
1844,0.0,5.817874892954933e-08
1845,3.348136878855712e-09,6.473064217971114e-08
1846,0.0,7.845032001796426e-08
1847,5.393223645455691e-10,6.68759696509369e-08
1848,3.218088684420195e-09,9.895622810063287e-08
1849,0.0,8.882179969305071e-08
1850,0.0,9.708264059327121e-08
1851,0.0,8.384270699934859e-08
1852,6.510545436100301e-10,5.729280161403949e-08
1853,5.971931837933653e-10,6.569125332589465e-08
1854,1.0391328908454511e-09,7.897409659562982e-08
1855,0.0,4.139410947345823e-08
1856,5.177189232874468e-10,5.1254172461767666e-08
1857,0.0,1.1764436891326113e-07
1858,9.787352039936081e-10,6.019221387987272e-08
1859,0.0,5.9578429301154756e-08
1860,0.0,6.133426211363258e-08
1861,0.0,6.790988038574142e-08
1862,0.0,3.885468302655681e-08
1863,4.994620717013731e-09,7.392038980924553e-08
1864,0.0,5.4659899717535154e-08
1865,0.0,7.107335164846518e-08
1866,0.0,4.4277076227672296e-08
1867,4.85281148598915e-10,6.502767746496829e-08
1868,0.0,8.200191103924226e-08
1869,0.0,6.885761649755295e-08
1870,0.0,1.9495765002375265e-08
1871,0.0,6.691341525311145e-08
1872,0.0,2.39474644558868e-07
1873,7.183205141814142e-09,6.345164393906089e-08
1874,0.0,5.795370938699307e-08
1875,1.1443054281912168e-09,4.748867610260277e-08
1876,6.04601479992084e-10,3.143927784776679e-08
1877,0.0,6.80329748092845e-08
1878,0.0,1.0326841959340527e-07
1879,0.0,4.826366861720999e-08
1880,4.492492600149944e-09,5.455169471701993e-08
1881,0.0,8.924809691279734e-08
1882,0.0,1.0981385401009902e-07
1883,0.0,7.204046426068089e-08
1884,0.0,4.7532218161450146e-08
1885,0.0,9.346171481183774e-08
1886,0.0,9.486591778795628e-08
1887,1.9586774424595887e-09,4.243801043912754e-08
1888,0.0,6.467426771905593e-08
1889,6.265136742733546e-10,3.759081934617825e-08
1890,0.0,2.818386235503567e-08
1891,3.1871101313640793e-09,6.629188931128738e-08
1892,1.2537024751679837e-09,4.7013841708576365e-08
1893,6.158416554491453e-10,2.7097032173628577e-08
1894,0.0,5.419323656496999e-08
1895,0.0,4.273216447359118e-08
1896,0.0,4.9535042734305534e-08
1897,0.0,5.2440423559119154e-08
1898,0.0,3.621347133275776e-08
1899,0.0,2.1557555740514545e-08
1900,0.0,3.633737222230593e-08
1901,1.676621730339889e-09,1.7883964531506535e-08
1902,0.0,2.0132164380015638e-08
1903,1.0800440541913758e-09,2.376096830403185e-08
1904,0.0,1.6123875568041512e-08
1905,0.0,2.7352022868853965e-08
1906,0.0,3.600929332492342e-08
1907,5.142843373384665e-10,6.42855439991763e-08
