year,nouveaux_ADJ yeux_NOUN,nouveaux_ADJ lieux_NOUN
1867,1.067618526917613e-08,2.1837651686951176e-08
1868,1.0373735648272486e-08,6.915823469455518e-09
1869,1.3185501579471293e-08,1.4650557211837167e-08
1870,8.027668307875047e-09,2.064257564882155e-08
1871,1.274541272522356e-08,5.3105884134652115e-09
1872,9.071008832961525e-09,5.5030788592702606e-08
1873,5.387403856360606e-09,1.3767810003173508e-08
1874,1.1351757756017378e-08,1.7923827755339516e-08
1875,1.2587359599081083e-08,2.0025344937835143e-08
1876,1.3301232115736639e-08,1.3301232115736639e-08
1877,1.4843558382438005e-08,3.710889728836264e-08
1878,2.2344627481629686e-08,1.5701630218245555e-08
1879,1.4662380642960215e-08,2.6881030734671185e-08
1880,1.4119262203848848e-08,2.8238524407697696e-08
1881,3.4862537301449947e-09,1.743126887276958e-08
1882,1.8635077481121698e-08,6.655385131892899e-09
1883,8.847074184359371e-09,1.8958017378167824e-08
1884,6.601696966868076e-09,7.922036360241691e-09
1885,8.379326565943757e-09,1.8047780159236027e-08
1886,1.355227396970804e-08,1.613365974151293e-08
1887,5.223139698529167e-09,9.793386546164129e-09
1888,6.340614699951175e-09,6.974675947901687e-09
1889,7.51816386923565e-09,1.628935564212952e-08
1890,9.176140736144589e-09,3.47382496102e-08
1891,5.099376032546843e-09,1.8485238229004608e-08
1892,6.268512375839919e-09,1.6298132621272998e-08
1893,3.079208221734575e-09,1.539604177480669e-08
1894,3.780923574225881e-09,1.3863386882917439e-08
1895,1.1435367319734269e-08,3.009307225632085e-08
1896,5.89702897624278e-10,7.076434549446731e-09
1897,6.992056267307589e-09,1.3401440845939305e-08
1898,7.921697076085366e-09,1.7540900287826844e-08
1899,7.738609753005221e-09,2.266307141951529e-08
1900,1.4015843596837385e-08,3.4780054392058446e-08
1901,8.941982265753268e-09,1.397184767881754e-08
1902,3.928227076954727e-09,1.3257766662277959e-08
1903,5.940242076007962e-09,1.9980815224585058e-08
1904,5.912087708281888e-09,4.837162670412454e-09
1905,1.4966200723165457e-08,1.4966200723165457e-08
1906,8.230695236477459e-09,3.240836221607424e-08
1907,1.5428529565042481e-09,3.651418722938615e-08
1908,7.367083831866239e-09,3.094175227147389e-08
1909,9.901770070541716e-09,9.351672325408344e-09
1910,2.3514262537105424e-08,9.085056262847502e-09
1911,1.2236860413850081e-08,1.5429085564733214e-08
1912,8.335073964360618e-09,2.2400511667797218e-08
1913,1.6969567084856862e-08,8.484783542428431e-09
1914,8.036092680185902e-09,3.4153391226254826e-08
1915,5.890381071793627e-09,2.0027295377644805e-08
1916,3.2962386153911893e-09,4.175235646108888e-08
1917,3.289927441585405e-09,5.483212106582869e-09
1918,2.8715941624568586e-08,1.6080926812378493e-08
1919,8.287063479883727e-09,5.524709134618888e-09
1920,6.815008557481406e-09,1.2872794385998532e-08
1921,2.2718241510233383e-08,9.844571380313027e-09
1922,9.591316185719734e-09,4.426761179843197e-09
1923,8.492758496458919e-09,1.8047112249064412e-08
1924,1.675911143195208e-08,2.4494086647841584e-08
1925,1.0998178368026856e-08,1.53974488714681e-08
1926,1.2260752413340015e-08,2.3406890647947876e-08
1927,1.4493992672726108e-08,1.0034302277972529e-08
1928,3.4278122562625413e-09,1.4853853258500749e-08
1929,1.1140405931087116e-08,1.893869061575515e-08
1930,7.352522590764465e-09,2.625900974440043e-08
1931,2.2810713318222042e-09,7.983749572559873e-08
1932,5.4797681947604815e-09,2.520693342944469e-08
1933,1.1470662641954732e-08,1.7205993074753678e-08
1934,1.0783422155213884e-08,2.156684431042777e-08
1935,8.377798899061872e-09,1.795242710045386e-08
1936,8.487299751891442e-09,1.4549657478823974e-08
1937,5.0364472592434595e-09,2.0145789036973838e-08
1938,1.1668692678767911e-08,1.9447821131279852e-08
1939,9.176430282309411e-09,2.9058696782158222e-08
1940,7.607348528892999e-09,3.2965177032551196e-08
1941,2.9515025978810172e-09,3.246652768851277e-08
1942,1.8205270180260413e-08,2.730790527039062e-08
1943,2.0322646676618206e-08,8.709705845433291e-09
1944,1.2852744646352221e-08,2.2492303131116387e-08
1945,1.742803235060819e-08,1.5249527862692958e-08
1946,1.8097434661967782e-08,4.315542412314244e-08
1947,1.7881307101674793e-08,2.2649655262441115e-08
1948,1.9569398546082084e-08,2.8266908813634473e-08
1949,1.2762110479513922e-08,5.2030145525350235e-08
1950,1.1698897850465073e-08,2.7651939404904624e-08
1951,1.2793682557799002e-08,3.838104589704017e-08
1952,1.370824520563474e-08,2.1089608281954497e-08
1953,2.0470272588113403e-08,3.124409908572545e-08
1954,1.5636057781875934e-08,3.0294863506696856e-08
1955,2.1586897602787758e-08,4.223523353275027e-08
1956,1.3081712602058815e-08,2.2674967681268754e-08
1957,7.068030161150318e-09,2.8272120644601273e-08
1958,6.617794756635931e-09,2.9780077070995503e-08
1959,9.300897829689347e-09,3.5653439312000046e-08
1960,1.1765417085030094e-08,5.259833457671448e-08
1961,4.86371165564492e-09,4.655266749864495e-08
1962,1.5220695814832652e-08,5.834600003140622e-08
1963,8.405868889838075e-09,7.177319361062473e-08
1964,1.1559539991878864e-08,5.353892262860427e-08
1965,1.3132904541635071e-08,3.83043037288644e-08
1966,7.754704434148607e-09,7.03462500473151e-08
1967,1.3311906243984595e-08,5.7684927445844636e-08
1968,1.4372530721118437e-08,5.030385707982532e-08
1969,1.725867981861029e-08,6.948889585967066e-08
1970,9.197449912790034e-09,6.990061721112717e-08
1971,1.284599360218408e-08,7.142372471236058e-08
1972,1.0773308467548759e-08,6.976999455954314e-08
1973,1.268036875501366e-08,8.214673941076e-08
1974,7.875800456247362e-09,6.581919198556108e-08
1975,9.709516746170266e-09,1.0623353263738977e-07
1976,1.1427053969725876e-08,7.656126216337711e-08
1977,3.526069214387917e-09,1.0284368345825357e-07
1978,5.940591130126904e-09,1.0455440802026317e-07
1979,9.363157360553487e-09,1.0826150576015436e-07
1980,7.390696055153967e-09,1.1938816535383978e-07
1981,1.0120879245789638e-08,1.454876326079102e-07
1982,6.2075020679230875e-09,1.5084230975404012e-07
1983,8.841442245000053e-09,1.705135328489149e-07
1984,7.538710988796993e-09,1.5251391882742382e-07
1985,1.0226449020933615e-08,1.8648229360707091e-07
1986,1.2588419195935785e-08,1.9422132879753917e-07
1987,4.888653482026939e-09,2.1876723721447888e-07
1988,1.139345240375178e-08,2.128776648291364e-07
1989,1.2073869015694072e-08,1.9921883342988167e-07
1990,9.80757164370516e-09,2.2284981959774797e-07
1991,7.033758464558559e-09,2.1921879334030336e-07
1992,7.162927584403178e-09,2.418865463482689e-07
1993,5.539207315052863e-09,2.548035441529706e-07
1994,5.802419433820205e-09,2.700762564145087e-07
1995,9.760411145975922e-09,2.635311040499744e-07
1996,8.007138063703678e-09,3.1548124423963486e-07
1997,1.6782131240233866e-08,3.931813594704181e-07
1998,1.0966696883940585e-08,3.7811264519405086e-07
1999,1.2339542720951613e-08,3.5556164501571175e-07
2000,1.0161472552283612e-08,3.8746137498435473e-07
2001,7.0099388516098315e-09,3.9693780129468337e-07
2002,1.0953053575235572e-08,4.661619623647084e-07
2003,1.3334153337041244e-08,4.3294330187571006e-07
2004,8.80958239690699e-09,3.85419238746465e-07
2005,7.656374201303606e-09,4.6253507690607876e-07
2006,1.7706927479821388e-08,4.307312941875807e-07
2007,1.997239706952314e-08,3.8027445325994336e-07
2008,2.0009967016676455e-08,4.095656951363935e-07
2009,1.6211854969583328e-08,4.010050034253254e-07
2010,2.3146585093059002e-08,3.2169031061179965e-07
2011,1.9502257586623273e-08,2.822091358378742e-07
2012,3.029784778618705e-08,2.95489121393544e-07
2013,3.904775169871755e-08,2.2619804074253125e-07
2014,3.8761470477766125e-08,2.2347394201815973e-07
2015,3.103205514776164e-08,2.0458991017990868e-07
2016,3.5627049754793916e-08,2.0920534771207144e-07
2017,3.848885299362337e-08,2.528189342321241e-07
2018,4.1561612817986315e-08,2.2045726044694902e-07
2019,4.1581099452514536e-08,2.8086375492009097e-07
