year,moins_ADV égal_ADJ,moins_ADV egal_ADJ,moins_ADV légal_ADJ
1800,5.219313266024983e-07,0.0,0.0
1801,3.7384566553555487e-07,0.0,0.0
1802,2.215461734067503e-07,2.2378401354217203e-09,6.713520406265161e-09
1803,2.691468239390815e-07,0.0,3.900678446910888e-09
1804,3.015658194271964e-07,0.0,0.0
1805,3.1271653710973624e-07,0.0,2.2743021688143017e-08
1806,2.881669161070022e-07,5.76333825108577e-09,0.0
1807,4.2134936961701897e-07,0.0,0.0
1808,4.078933102391602e-07,0.0,6.798221985349073e-09
1809,4.969867291038099e-07,0.0,0.0
1810,2.3635280399503245e-07,0.0,7.020380277111826e-09
1811,4.3121721660099865e-07,0.0,1.2535384286138651e-08
1812,3.947468201204174e-07,0.0,8.00162425207418e-09
1813,4.946275566908298e-07,0.0,1.7254450312975678e-08
1814,4.122147174712154e-07,0.0,6.293354282149721e-09
1815,3.1018069535093673e-07,0.0,2.697223555614414e-09
1816,4.472975376756949e-07,0.0,4.6352077731626196e-09
1817,4.3125393744958274e-07,0.0,1.8682481339737933e-08
1818,2.813397941281437e-07,0.0,5.960588467246453e-09
1819,3.239878765270987e-07,1.035105001712111e-09,2.070210003424222e-09
1820,2.8360889814393886e-07,0.0,3.5599443393152796e-09
1821,3.5304128687130287e-07,1.97229765852569e-09,4.930744257336528e-09
1822,2.977607778120728e-07,0.0,2.0051231786055723e-09
1823,2.401492906756175e-07,0.0,2.9648061783404955e-09
1824,2.2652793063571153e-07,0.0,5.052667617633233e-09
1825,2.94101795361712e-07,8.805443041381977e-10,8.805443485471187e-09
1826,3.0739866474505106e-07,1.7615968683770689e-09,6.1655889282974385e-09
1827,2.9403099688352086e-07,1.8434546111834038e-09,1.1982455028203276e-08
1828,3.081893282796955e-07,1.8344602503717056e-09,1.4675682002973645e-08
1829,3.78077061213844e-07,0.0,9.430493719264632e-09
1830,3.694639758577978e-07,0.0,1.0436835840010872e-09
1831,3.0870589284859307e-07,0.0,7.795603274018958e-09
1832,3.693681662753079e-07,1.3529969367098715e-09,2.841293600397421e-08
1833,4.1353553115186514e-07,0.0,3.4750886612755494e-09
1834,3.4911144553007034e-07,0.0,1.8669061851994684e-09
1835,3.342884724588657e-07,0.0,7.563087933704082e-10
1836,4.2475139139241946e-07,0.0,1.1425274948351216e-08
1837,4.647871207907883e-07,6.957890930081589e-10,3.478945576063097e-09
1838,3.6610538245440694e-07,6.312161904276081e-10,6.312161904276081e-10
1839,3.8592943951698544e-07,1.3982950353153e-09,1.3283802502428443e-08
1840,5.19766615525441e-07,1.9109065441114126e-09,1.3376346252869098e-08
1841,4.609953805356781e-07,6.420548537278137e-10,1.1556987367100646e-08
1842,3.823710983397177e-07,1.341653010911159e-09,6.708265054555795e-09
1843,4.3770211277660565e-07,5.906911071384968e-10,5.906910960362666e-09
1844,4.7146741621872934e-07,5.488561272137815e-10,4.390849017710252e-09
1845,6.685112907689472e-07,1.674068439427856e-09,1.2276501593078137e-08
1846,4.3674580751940084e-07,0.0,5.854501328173001e-09
1847,4.395477333218878e-07,5.393223645455691e-10,8.629157832729106e-09
1848,5.044353770244925e-07,1.6090443422100975e-09,2.896279838182636e-08
1849,4.156189845616609e-07,8.379414939696517e-10,9.217356655710773e-09
1850,5.329362124939507e-07,6.788996032014438e-10,1.3577992064028876e-08
1851,5.256292752164882e-07,1.9348316282474798e-09,1.2898877521649865e-09
1852,6.282676281443855e-07,0.0,1.3021090872200602e-08
1853,5.183636631045374e-07,2.9859659189668264e-09,1.1943863675867306e-09
1854,4.5306194351724116e-07,2.5978321716024766e-09,6.234797567117312e-09
1855,4.70194635227017e-07,5.306937111981824e-10,1.0613874223963649e-08
1856,3.8828918036415416e-07,2.0708756931497874e-09,6.73034605824796e-09
1857,4.876627599514904e-07,1.4644527812635033e-09,5.369659827891837e-09
1858,5.456448661789182e-07,1.9574704079872163e-09,1.0766087576996597e-08
1859,4.96996108267922e-07,5.092173349652285e-10,2.800695320104296e-08
1860,4.7511167622360517e-07,9.154367819341758e-10,3.661747127736703e-09
1861,4.267947133484995e-07,0.0,9.431927239234028e-09
1862,4.725813766981446e-07,1.3553959066214816e-09,1.490935552794781e-08
1863,4.5251263713907974e-07,1.4983863039219614e-09,3.995696662428827e-09
1864,4.367997235021903e-07,1.9178911792039344e-09,1.2945765348604255e-08
1865,4.429140574302437e-07,4.706844358715045e-10,1.6473954644879996e-08
1866,5.157549480827583e-07,0.0,2.919367858567057e-09
1867,4.843105898544309e-07,1.455843445796745e-09,8.249779526181555e-09
1868,5.675915417668875e-07,0.0,6.421836395986702e-09
1869,4.585624537867261e-07,2.9301114867763545e-09,1.2697149998075474e-08
1870,6.049421585885284e-07,5.734048791339319e-10,6.880858549607183e-09
1871,5.066301582701271e-07,0.0,5.3105884134652115e-09
1872,5.551457320507325e-07,0.0,1.3908880269752899e-08
1873,5.842340442541172e-07,5.986004469882289e-10,1.9155214303623325e-08
1874,6.416730116143299e-07,5.974609140757536e-10,2.1508592240593316e-08
1875,6.820060320933408e-07,5.721527140956084e-10,9.7265964171811e-09
1876,5.562333740272152e-07,6.04601479992084e-10,1.3905833817773328e-08
1877,5.881760216652765e-07,6.184815992682502e-10,1.2988113695655557e-08
1878,5.344593319023261e-07,6.039088673581716e-10,4.22736201599605e-09
1879,6.268167567213823e-07,0.0,1.4051448005147904e-08
1880,5.94292544064956e-07,0.0,3.8507077526617195e-09
1881,8.506459039381298e-07,0.0,6.9725074602899895e-09
1882,1.0468920663697645e-06,1.3310770263785798e-09,8.652000893505374e-09
1883,5.542060534935445e-07,1.2638677882037541e-09,4.423537092179686e-09
1884,6.839358093202463e-07,1.9805090900604227e-09,1.0562715146988921e-08
1885,8.637151722723502e-07,0.0,4.511945039809007e-09
1886,6.363115403473785e-07,3.872078213618124e-09,1.0325542199041138e-08
1887,6.75090802815248e-07,0.0,4.570247291724172e-09
1888,6.879566853967845e-07,1.9021844099853524e-09,1.3949351895803375e-08
1889,9.22228139188519e-07,2.5060546970934183e-09,7.51816386923565e-09
1890,1.4223019206838217e-06,0.0,2.0974036729626278e-08
1891,7.833916697563836e-07,1.9122659011827636e-09,9.561330394092238e-09
1892,7.378039299510419e-07,1.2537024751679837e-09,1.002961980134387e-08
1893,1.8130377839042922e-06,1.2316833108982905e-09,5.542574843531156e-09
1894,8.236111739279295e-07,6.301539290376468e-10,1.8904618315218613e-08
1895,9.027921805682126e-07,3.611168697403855e-09,7.824199066419624e-09
1896,7.766387284391385e-07,5.89702897624278e-10,1.4152869098893461e-08
1897,8.093305154943664e-07,5.826713556089658e-10,3.4960281336537946e-09
1898,1.2980266319573275e-06,1.13167097914868e-09,6.7900258748920805e-09
1899,8.346643198819947e-07,4.4220627160029835e-09,4.4220627160029835e-09
1900,7.594510975650337e-07,5.191053142894475e-10,8.30568502863116e-09
1901,8.204268624467659e-07,3.353243460679778e-09,1.397184767881754e-08
1902,1.155389782070415e-06,4.910283846193408e-10,2.9461704187383475e-09
1903,9.01836813227419e-07,3.2401321625741275e-09,1.5660639007819555e-08
1904,9.120739150603185e-07,2.6873125946735854e-09,4.299700151477737e-09
1905,9.211954647980747e-07,3.6125313851442797e-09,6.708986699521802e-09
1906,1.3750404832535423e-06,3.0865106026567446e-09,5.658602919567102e-09
1907,8.691405355421011e-07,3.0857059130084963e-09,8.742834012309686e-09
1908,8.663690209687047e-07,3.929111258571538e-09,8.840499887696751e-09
1909,8.60353850384854e-07,6.0510818578052294e-09,6.60118004702781e-09
1910,1.4343700058816466e-06,3.206490406526541e-09,8.01622590529405e-09
1911,1.1045096925954567e-06,1.5961122423746588e-09,7.448523575703803e-09
1912,9.392586548528925e-07,1.0418842455450772e-09,2.6047106693738442e-09
1913,9.269626275454357e-07,3.71209285532359e-09,5.833288518886093e-09
1914,1.3400184570855345e-06,3.3483718020477227e-09,4.68772043404897e-09
1915,1.2157746596130892e-06,1.1780761921542648e-09,1.1780761921542648e-09
1916,9.95464006336988e-07,1.0987462051303964e-09,2.197492410260793e-09
1917,9.573687975716894e-07,1.0966424435210342e-09,1.4256351654751143e-08
1918,1.0452602055011084e-06,3.44591288836682e-09,1.1486376294556067e-09
1919,9.511707617093634e-07,3.6831393490643904e-09,5.524709134618888e-09
1920,1.2471465424823691e-06,2.2716695191604686e-09,7.572231730534895e-10
1921,1.2881242810180993e-06,1.5145494858259667e-09,3.7863738810983705e-09
1922,1.058733687386848e-06,7.377935484775833e-10,1.0329110011753073e-08
1923,9.320802405454742e-07,2.1231896241147297e-09,1.0615948120573648e-09
1924,1.0313299299014034e-06,0.0,2.578324886925998e-09
1925,8.875529715623998e-07,2.1996355847875293e-09,5.499089184013428e-09
1926,9.574532668921165e-07,2.229227691330493e-09,3.343841648018042e-09
