year,moins_ADV égal_ADJ,moins_ADV egal_ADJ,moins_ADV légal_ADJ
1927,9.867063681667787e-07,2.2298449753321847e-09,7.804457524684949e-09
1928,9.81496896201861e-07,1.1426041224282812e-09,1.3711249025050165e-08
1929,1.3435329719868605e-06,2.2280812750352652e-09,6.684243825105796e-09
1930,9.096120834328758e-07,0.0,4.201441416995522e-09
1931,9.888444765238091e-07,0.0,1.3686427990933225e-08
1932,9.436161008125055e-07,0.0,5.4797681947604815e-09
1933,1.565745378684369e-06,1.1470662197865522e-09,5.735331320977366e-09
1934,1.066360596269078e-06,1.1981580172459871e-09,2.3963160344919743e-09
1935,1.1537425734786666e-06,1.196828414151696e-09,1.0771455727365264e-08
1936,1.3482682561516413e-06,7.274828739411987e-09,3.6374143697059935e-09
1937,1.378727461087692e-06,3.777335333410292e-09,1.2591118370153254e-08
1938,1.27837017771526e-06,1.2965214457594243e-09,6.482607339819424e-09
1939,1.2235240092195454e-06,1.5294050470515685e-09,4.588215141154706e-09
1940,9.94026891021349e-07,1.0143131667916805e-08,5.0715658339584024e-09
1941,1.407866761837795e-06,2.9515025978810172e-09,0.0
1942,9.16331941880344e-07,0.0,6.068423541449874e-09
1943,9.958097280104994e-07,0.0,2.9032352077962287e-09
1944,1.2563557447720086e-06,6.4263723231761105e-09,0.0
1945,9.95576328932657e-07,0.0,2.178504043826024e-09
1946,1.2222729992572567e-06,0.0,8.352662561605939e-09
1947,1.2683806289714994e-06,2.3841741914054637e-09,7.152522574216391e-09
1948,1.2524415069492534e-06,1.0871887834440486e-09,6.523132700664291e-09
1949,1.3655458133143838e-06,4.908504269707237e-09,4.908504269707237e-09
1950,1.2432738003553823e-06,2.1270722960764488e-09,7.444753258312176e-09
1951,1.169555730484717e-06,2.1322803522849654e-09,9.595261474260042e-09
1952,1.3391901347858948e-06,1.0544803918932644e-09,3.1634410646574906e-09
1953,1.3585796523329918e-06,7.54167928107563e-09,0.0
1954,1.1785677997977473e-06,2.9317608341017376e-09,2.9317608341017376e-09
1955,1.1835251143565984e-06,3.754243138587299e-09,9.385607846468247e-10
1956,1.318636577707366e-06,3.488456634670456e-09,6.976913269340912e-09
1957,1.1777104873544886e-06,3.534015080575159e-09,3.534015080575159e-09
1958,1.3616112255476764e-06,1.6544486891589827e-09,4.1361216673863055e-09
1959,1.194390279124491e-06,4.650448914844674e-09,5.425523585955716e-09
1960,1.3301842045621015e-06,1.3841666701708277e-09,2.076250060767393e-09
1961,1.2395515796015388e-06,0.0,4.16889545107324e-09
1962,1.2189240123916534e-06,2.5367825617905737e-09,1.1415521861124489e-08
1963,1.063665763467725e-06,1.939815863494232e-09,1.0345685197421517e-08
1964,1.2046257324982435e-06,1.8251904432275978e-09,4.258777774879263e-09
1965,1.1168440323672257e-06,1.0944086747954884e-09,3.830430195250756e-09
1966,1.151019773715234e-06,1.6617224263271169e-09,5.539074976468328e-09
1967,9.870532267086674e-07,9.860671168482327e-10,6.902469706915326e-09
1968,9.881115374810179e-07,2.6948494546985557e-09,5.838840522187638e-09
1969,9.955533641914371e-07,4.995933444718048e-09,3.6334062425424918e-09
1970,1.1381844160496257e-06,2.7592350626548523e-09,5.518470125309705e-09
1971,1.242464463757642e-06,4.624557625731995e-09,3.5968783507200897e-09
1972,1.3687231330550276e-06,1.128632298730281e-08,5.130146973897354e-09
1973,1.270793518415303e-06,1.102640756478479e-09,8.269805285010534e-09
1974,1.4182065797285759e-06,1.6876715580593782e-09,8.438357568252286e-09
1975,1.3119270079187118e-06,7.996072248772634e-09,2.8557400888473694e-09
1976,1.4386661177923088e-06,1.7140580066410394e-09,4.570821499072508e-09
1977,1.1530246410984546e-06,5.876781838942691e-10,4.11374712072643e-09
1978,1.0336628974982887e-06,2.970295565063452e-09,7.72276909088987e-09
1979,8.327357932103041e-07,5.266775904289034e-09,1.1703946700691858e-09
1980,7.697694286434853e-07,1.1370301367108482e-09,3.411090521154847e-09
1981,7.400893196063407e-07,2.5302198114474095e-09,8.855769451088236e-09
1982,8.051130748754076e-07,1.8622506869903077e-09,1.0552754226011984e-08
1983,8.803550599623122e-07,3.157658134966823e-09,2.5261264191556165e-09
1984,9.91630486169015e-07,4.059305780401701e-09,5.219107812592938e-09
1985,1.007004470920947e-06,2.4062232206745193e-09,6.015558051686298e-10
1986,1.0100708323079743e-06,2.997242676272549e-09,3.5966913891627428e-09
1987,1.0058404313895153e-06,1.2221633705067347e-09,6.110816741511371e-09
1988,8.389178560719301e-07,1.1993107618124554e-09,5.99655392008458e-09
1989,1.0218883517154609e-06,1.0976244357863152e-09,9.329808037250586e-09
1990,8.52713867516286e-07,1.6345953479657283e-09,9.262707045820662e-09
1991,7.479229680029675e-07,1.7584396161396398e-09,3.5168792322792797e-09
1992,7.906770065346791e-07,2.2039776670368383e-09,5.509944056569793e-09
1993,6.724598051732755e-07,1.1078414852150331e-09,3.877445031719162e-09
1994,7.321598332055146e-07,2.1099706426497278e-09,1.0549853435293244e-08
1995,6.458138841480832e-07,1.0844901643380922e-09,8.675921314704738e-09
1996,6.886139090056531e-07,2.135236876199542e-09,6.939520069693117e-09
1997,6.34844013802649e-07,1.438468344439059e-09,7.671831170341648e-09
1998,5.430899250313814e-07,4.291316191284977e-09,5.72175506974304e-09
1999,5.283152404444991e-07,9.140402323914998e-10,7.769341614505265e-09
2000,5.270711653793114e-07,2.6508188977203417e-09,8.83606254831193e-09
2001,5.257454063212208e-07,4.3812117822561447e-10,1.095302959441824e-08
2002,6.82156212405971e-07,2.1906108038649563e-09,1.2267419968736704e-08
2003,5.637846811623604e-07,8.333845835650777e-10,5.8336921959778465e-09
2004,6.426590175578895e-07,8.809582507929292e-10,1.3214373595360485e-08
2005,5.134274374540837e-07,4.5037495954858286e-10,5.854874363109275e-09
2006,4.3155486650903185e-07,1.2353669198716943e-09,1.070651389767363e-08
2007,4.206186758892727e-07,0.0,9.18730247434496e-09
2008,5.040808446210576e-07,4.257439678578834e-10,6.811903485726134e-09
2009,4.739583232549194e-07,1.430457752249481e-09,1.192048149079028e-08
2010,5.026115559303435e-07,4.723793023408973e-10,1.0864724231396394e-08
2011,4.6881896764716657e-07,0.0,8.795135286732148e-09
2012,3.6085077681491384e-07,0.0,6.468080293586809e-09
2013,4.3705588836928655e-07,2.789125042035323e-10,1.2272150407000026e-08
2014,4.499794954426761e-07,0.0,8.661780626084692e-09
2015,5.202302304496698e-07,0.0,7.536356427806368e-09
2016,4.745440094211517e-07,0.0,9.735297901158901e-09
2017,5.146940793565591e-07,0.0,7.798394818792076e-09
2018,4.0761358377494616e-07,0.0,6.9699601645822895e-09
2019,3.910664361228555e-07,0.0,6.632568272380013e-09
