year,différences_NOUN égales_ADJ,différences_NOUN légales_ADJ
1886,2.0651084398082276e-08,6.453463874400711e-10
1887,4.0479331886444925e-08,1.9586774424595887e-09
1888,2.6630582183884144e-08,6.340614699951175e-10
1889,5.012109394186837e-09,3.132568426877924e-09
1890,7.209825181320184e-09,5.243509182406569e-09
1891,1.0198752065093686e-08,9.561330394092238e-09
1892,4.387958441043338e-09,0.0
1893,1.2316833108982905e-09,1.2316833108982905e-09
1894,2.079507943619774e-08,5.041231432301174e-09
1895,1.5648398132839247e-08,0.0
1896,1.592197840238896e-08,1.179405795248556e-09
1897,6.992056267307589e-09,1.7480140668268973e-09
1898,1.1316709347397591e-08,3.960848538042683e-09
1899,1.2160672469008205e-08,2.7637891975018647e-09
1900,1.1939421895590385e-08,6.748368974740515e-09
1901,2.0566558589507622e-07,6.706486921359556e-09
1902,1.7677022512430085e-08,0.0
1903,1.9980815224585058e-08,1.0800440541913758e-09
1904,1.2361637935498493e-08,1.0749250378694342e-09
1905,5.160758931310738e-09,0.0
1906,5.658602919567102e-09,4.115347618238729e-09
1907,3.239991386294605e-08,4.114274698707732e-09
1908,3.437972351250096e-09,3.929111258571538e-09
1909,2.7504918342913243e-09,7.151278680339601e-09
1910,8.01622590529405e-09,5.34415089958884e-09
1911,4.25629931299909e-09,4.25629931299909e-09
1912,4.688478938419394e-09,0.0
1913,4.772690687104841e-09,1.060597942803554e-09
1914,1.875088173619588e-08,2.678697486047099e-09
1915,9.424609537234119e-09,0.0
1916,1.0987462051303964e-09,0.0
1917,0.0,5.483212106582869e-09
1918,3.2161853624756986e-08,2.2972752589112133e-09
1919,2.025726608678724e-08,9.207848372660976e-10
1920,4.391894492528081e-08,2.2716695191604686e-09
1921,3.0290989716519334e-09,0.0
1922,5.164555005876537e-09,7.377935484775833e-10
1923,9.554353752605493e-09,0.0
1924,3.867487219366694e-09,3.867487219366694e-09
1925,1.5397448649423495e-08,0.0
1926,4.458455382660986e-09,1.1146138456652466e-09
1927,2.0068604555945058e-08,0.0
1928,7.998228745975666e-09,0.0
1929,5.570202965543558e-09,1.1140406375176326e-09
1930,5.2518016602221e-09,3.1510811737689437e-09
1931,3.4216069977333063e-09,1.1405356659111021e-09
1932,3.287861094491973e-09,2.1919073223131136e-09
1933,3.4411986593596566e-09,3.4411986593596566e-09
1934,4.7926320689839486e-09,1.1981580172459871e-09
1935,8.377798899061872e-09,0.0
1936,1.33371855781661e-08,3.6374143697059935e-09
1937,8.813782592653752e-09,0.0
1938,7.779128452511941e-09,6.482607339819424e-09
1939,1.070583532936098e-08,0.0
1940,5.0715658339584024e-09,0.0
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,1.517105907566929e-08,0.0
1943,8.709705845433291e-09,0.0
1944,1.2852744646352221e-08,3.2131861615880553e-09
1945,4.357008087652048e-09,0.0
1946,9.744772988540262e-09,1.3921104269343232e-09
1947,9.536696765621855e-09,0.0
1948,7.610321262063735e-09,0.0
1949,2.945102384188658e-09,4.908504269707237e-09
1950,7.444753258312176e-09,2.1270722960764488e-09
1951,0.0,1.0661401761424827e-09
1952,1.0544803918932644e-09,1.0544803918932644e-09
1953,1.0773827385790469e-09,0.0
1954,8.795282724349818e-09,2.9317608341017376e-09
1955,6.569925492527773e-09,0.0
1956,2.616342476002842e-09,0.0
1957,4.417518795207798e-09,8.835037701437898e-10
1958,6.617794756635931e-09,0.0
1959,7.750747599288843e-09,0.0
1960,7.612916519406099e-09,6.920833350854139e-10
1961,6.94815938118154e-09,0.0
1962,4.43936931660005e-09,1.2683912808952869e-09
1963,9.69907976156037e-09,6.466053248388448e-10
1964,2.4335873316516654e-09,6.083968329129164e-10
1965,1.860494691641179e-08,1.6416130677043839e-09
1966,9.970334780007306e-09,1.1078149508847446e-09
1967,3.451234853457663e-09,1.4791006197611978e-09
1968,1.4821671889819754e-08,4.042274071025531e-09
1969,2.7250546263957176e-09,1.3625273131978588e-09
1970,3.6789800095249348e-09,0.0
1971,3.5968783507200897e-09,2.0553589941130213e-09
1972,6.669190977248718e-09,5.130146862875051e-10
1973,1.0475087464101307e-08,2.7566018356850464e-09
1974,9.563471792262135e-09,5.625571675160757e-10
1975,1.1422960355389478e-08,5.711480177694739e-10
1976,1.142705374768127e-09,1.142705374768127e-09
1977,2.938390863960194e-09,1.1753563677885381e-09
1978,4.158414057542359e-09,0.0
1979,2.3407893401383717e-09,1.1703946700691858e-09
1980,3.411090521154847e-09,1.1370301367108482e-09
1981,0.0,1.2651099057237047e-09
1982,0.0,6.207502289967692e-10
1983,1.89459470334441e-09,0.0
1984,4.059305780401701e-09,5.799008495621649e-10
1985,6.015558051686298e-10,0.0
1986,5.994485463567401e-10,1.1988970927134801e-09
1987,2.4443267410134695e-09,6.110816852533674e-10
1988,1.798966087207532e-09,5.99655392008458e-09
1989,1.6464366536794728e-09,1.0976244357863152e-09
1990,1.089730194969718e-09,5.44865097484859e-10
1991,5.861465202094962e-10,2.344586080837985e-09
1992,3.30596661157756e-09,3.30596661157756e-09
1993,5.539207426075166e-10,3.323524566667402e-09
1994,3.164955852952289e-09,3.6924485691258724e-09
1995,7.591431483433553e-09,1.0844901643380922e-09
1996,1.6014276571496566e-09,0.0
1997,4.79489448146353e-10,2.876936688878118e-09
1998,9.536258449571733e-10,3.814503379828693e-09
1999,1.8280804647829996e-09,1.3710603763428253e-09
2000,8.836062992401139e-10,2.2090156370779823e-09
2001,0.0,3.066848330846028e-09
2002,4.38122149670761e-10,4.38122149670761e-10
2003,1.6667691671301554e-09,4.583615265119079e-09
2004,1.3214374039449694e-09,3.523833003171717e-09
2005,2.251874686720612e-09,2.702249757291497e-09
2006,3.706100981659688e-09,3.706100981659688e-09
2007,3.1955835755326234e-09,1.997239706952314e-09
2008,1.2772318758180745e-09,8.514879357157668e-10
2009,4.291373478793048e-09,1.430457752249481e-09
2010,0.0,0.0
2011,5.353560705856353e-09,7.64794394481072e-10
2012,1.7021263287730903e-09,3.404252713057332e-10
2013,2.7891249310130206e-09,3.904775169871755e-09
2014,2.165445156521173e-09,4.330890313042346e-09
2015,2.438232948875907e-09,1.329945265027277e-09
2016,5.178350193091319e-09,2.4856081637381067e-09
2017,1.2578056374223934e-09,7.54683426862357e-10
2018,4.3884935685412074e-09,7.744400121190154e-10
2019,4.591778068885333e-09,2.04079020349468e-09
