year,mêmes_ADJ oies_NOUN,mêmes_ADJ lois_NOUN
1891,3.824531802365527e-09,1.271656856260961e-06
1892,0.0,1.0430804877614719e-06
1893,0.0,1.2304516303629498e-06
1894,0.0,1.1771275012506521e-06
1895,3.0093072478365457e-09,1.1224716445212835e-06
1896,0.0,1.1911998853975092e-06
1897,0.0,1.1589332871153601e-06
1898,0.0,1.1758061191358138e-06
1899,0.0,1.0657171287675737e-06
1900,0.0,1.1477418411232065e-06
1901,0.0,1.0959516885122866e-06
1902,0.0,9.206782465298602e-07
1903,1.0800440541913758e-09,9.979606829801924e-07
1904,0.0,1.1378081126167672e-06
1905,0.0,1.0244107215839904e-06
1906,5.144184522798412e-10,9.645345926401205e-07
1907,0.0,9.874258921627188e-07
1908,4.911389073214423e-10,1.0569309552010964e-06
1909,0.0,9.775247917787055e-07
1910,0.0,9.325543146587734e-07
1911,0.0,9.41174164381664e-07
1912,0.0,9.97083247966657e-07
1913,0.0,9.50295770962839e-07
1914,0.0,8.451290796074318e-07
1915,1.1780761921542648e-09,8.03447960606718e-07
1916,0.0,7.856035608710954e-07
1917,0.0,7.851959935578634e-07
1918,0.0,8.063436212069064e-07
1919,0.0,9.097354336518038e-07
1920,7.572231730534895e-10,9.427428722119657e-07
1921,0.0,8.807105018604489e-07
1922,0.0,9.067482551472494e-07
1923,0.0,9.480041853748844e-07
1924,0.0,9.475343745179998e-07
1925,0.0,8.897525844986376e-07
1926,0.0,9.574532668921165e-07
1927,0.0,8.439963039563736e-07
1928,3.4278122562625413e-09,8.249601819443342e-07
1929,0.0,8.344164257323428e-07
1930,0.0,8.728494549359311e-07
1931,0.0,8.554017654205381e-07
1932,0.0,6.740115168213379e-07
1933,0.0,8.293288829008816e-07
1934,1.1981580172459871e-09,7.991714028321439e-07
1935,0.0,7.563955364275898e-07
1936,0.0,7.177831093940767e-07
1937,2.5182236296217297e-09,8.096088777165278e-07
1938,0.0,7.610580610162287e-07
1939,0.0,9.987014664147864e-07
1940,0.0,7.100192078723921e-07
1941,0.0,8.411782346229302e-07
1942,0.0,6.918002668498957e-07
1943,0.0,9.029061516230286e-07
1944,0.0,9.061184869096905e-07
1945,0.0,7.276203746187093e-07
1946,0.0,8.227372632063634e-07
1947,0.0,7.271731305991125e-07
1948,0.0,7.316780283872504e-07
1949,0.0,7.08787979419867e-07
1950,2.1270722960764488e-09,9.008151096168149e-07
1951,1.0661401761424827e-09,9.957749398381566e-07
1952,0.0,9.205613764606824e-07
1953,0.0,8.112692171380331e-07
1954,0.0,1.0681382036636933e-06
1955,0.0,7.705584152972733e-07
1956,0.0,8.241478894888132e-07
1957,0.0,8.455131137452554e-07
1958,0.0,8.876117476575018e-07
1959,0.0,8.510320981258701e-07
1960,0.0,7.439895739480562e-07
1961,6.948159270159238e-10,1.2715131560980808e-06
1962,0.0,9.348043477075407e-07
1963,1.2932106496776896e-09,7.539418334090442e-07
1964,1.8251904432275978e-09,6.406418719961948e-07
1965,5.472043373977442e-10,9.225865369444364e-07
1966,5.539074754423723e-10,7.36143022095348e-07
1967,0.0,7.873745744291227e-07
1968,8.982831700699023e-10,8.156411013260367e-07
1969,0.0,9.7329871096008e-07
1970,9.197450023812337e-10,7.629284937138436e-07
1971,5.138397485282553e-10,5.965679292785353e-07
1972,5.130146862875051e-10,6.068963784855441e-07
1973,0.0,6.097603204580082e-07
1974,5.625571675160757e-10,6.885699690428737e-07
1975,0.0,5.551558501792897e-07
1976,0.0,4.890778768640303e-07
1977,0.0,6.229388986866979e-07
1978,0.0,5.19801744758297e-07
1979,0.0,7.192075486273097e-07
1980,5.685150683554241e-10,5.571447445618105e-07
1981,0.0,4.782115183843416e-07
1982,1.2415004579935385e-09,5.710901973543514e-07
1983,0.0,4.9070007435148e-07
1984,0.0,5.485862288878707e-07
1985,0.0,4.1266727635047573e-07
1986,5.994485463567401e-10,4.346001958310808e-07
1987,0.0,4.91920729928097e-07
1988,0.0,5.043101509727421e-07
1989,0.0,4.972238798472972e-07
1990,5.44865097484859e-10,5.59576449177257e-07
1991,0.0,4.466436394068296e-07
1992,1.1019888335184191e-09,4.870790917266277e-07
1993,0.0,4.7249440626728756e-07
1994,5.274926606624319e-10,4.5206121512819664e-07
1995,5.422450821690461e-10,4.6904199280106695e-07
1996,5.338092190498855e-10,4.750902178329852e-07
1997,9.58978896292706e-10,4.425687620823737e-07
1998,0.0,5.092362016512197e-07
1999,0.0,4.6159030375747534e-07
2000,1.7672125984802278e-09,4.1750396917450416e-07
2001,0.0,4.3198747334827203e-07
2002,8.76244299341522e-10,4.2015915369120194e-07
2003,0.0,4.166923019965907e-07
2004,4.404791253964646e-10,4.3122906845383113e-07
2005,0.0,4.3416144990260364e-07
2006,0.0,4.603800789482193e-07
2007,0.0,4.206186758892727e-07
2008,8.514879357157668e-10,4.172290744008933e-07
2009,4.76819250749827e-10,4.1674002204672433e-07
2010,9.447586046817946e-10,3.642044532625732e-07
2011,0.0,3.3000878829625435e-07
2012,3.404252713057332e-10,3.6085077681491384e-07
2013,0.0,3.8936184409976704e-07
2014,6.496335691608124e-10,3.6899186284244934e-07
2015,4.433150790905671e-10,4.204843548905046e-07
2016,2.0713400439298368e-10,4.811722646991257e-07
2017,0.0,2.9709369187003176e-07
2018,1.5488800242380307e-09,3.312021874535276e-07
2019,2.55098775436835e-10,3.329039088839636e-07
