year,avez_VERB également_ADV,avez_VERB légalement_ADV
1800,3.772997558826319e-08,0.0
1801,7.143547975374531e-08,0.0
1802,5.370816325012129e-08,0.0
1803,1.3652374342143503e-08,0.0
1804,1.1864884186252311e-07,0.0
1805,2.842877755426798e-08,0.0
1806,4.610670600868616e-08,0.0
1807,3.131650672116848e-08,0.0
1808,4.758755522971114e-08,0.0
1809,6.09938268780752e-08,0.0
1810,7.956430891908894e-08,0.0
1811,2.0056614147279106e-08,0.0
1812,5.867858021701977e-08,0.0
1813,3.163315653864629e-08,0.0
1814,5.97868634599763e-08,0.0
1815,1.1328339155625144e-07,0.0
1816,4.4034472068688046e-08,0.0
1817,1.8682481339737933e-08,0.0
1818,5.2453181353939726e-08,0.0
1819,3.726378139390363e-08,0.0
1820,3.678609061807947e-08,0.0
1821,6.212737702071536e-08,0.0
1822,3.909990198280866e-08,0.0
1823,8.894418357385803e-08,0.0
1824,4.378978601948802e-08,0.0
1825,4.138558296062911e-08,0.0
1826,6.870227764466108e-08,8.807984341885344e-10
1827,4.7008093417844066e-08,9.217273055917019e-10
1828,6.879226077671774e-08,9.172301251858528e-10
1829,5.572564276690173e-08,0.0
1830,5.635891398014792e-08,2.0873671680021744e-09
1831,7.016042502527853e-08,0.0
1832,1.0147476814381662e-07,0.0
1833,3.938433579264711e-08,0.0
1834,5.974099792638299e-08,0.0
1835,7.411826175030001e-08,3.025235173481633e-09
1836,5.443807538085821e-08,0.0
1837,8.210311364109657e-08,0.0
1838,3.3454458758797045e-08,0.0
1839,4.4046291947097416e-08,1.3982950353153e-09
1840,6.624475901162441e-08,0.0
1841,6.035315891494974e-08,0.0
1842,5.9032732480091e-08,0.0
1843,5.079943576902224e-08,5.906911071384968e-10
1844,3.1284798751585186e-08,2.7442805805577564e-09
1845,3.850357188639464e-08,0.0
1846,4.8006910446929396e-08,0.0
1847,5.716817241818717e-08,0.0
1848,6.677534258869855e-08,8.045221711050488e-10
1849,6.116972883773997e-08,0.0
1850,5.363306954109248e-08,0.0
1851,5.546517201082679e-08,0.0
1852,5.9245962802378926e-08,0.0
1853,4.478948767427937e-08,0.0
1854,8.001322981954218e-08,0.0
1855,4.139410947345823e-08,0.0
1856,5.332504926514048e-08,0.0
1857,3.8075771868761876e-08,1.4644527812635033e-09
1858,5.138359782108637e-08,0.0
1859,4.430190969628711e-08,0.0
1860,5.53839250017063e-08,0.0
1861,5.4705179053371467e-08,0.0
1862,6.325181090005572e-08,0.0
1863,5.2942979777981236e-08,4.994620828036034e-10
1864,4.93856973093898e-08,0.0
1865,7.295609094626343e-08,0.0
1866,6.082016312802807e-08,4.865612912574591e-10
1867,6.939520602600169e-08,9.7056229719783e-10
1868,5.9278487896108345e-08,0.0
1869,5.860222884734867e-08,0.0
1870,6.020751186497364e-08,0.0
1871,5.523012092112367e-08,0.0
1872,4.4145576083565174e-08,0.0
1873,7.48250528204153e-08,0.0
1874,4.958925714504403e-08,5.974609140757536e-10
1875,5.778742462325681e-08,2.2886108563824337e-09
1876,3.083467703390852e-08,6.04601479992084e-10
1877,4.0201303619369355e-08,0.0
1878,4.227361927178208e-08,0.0
1879,3.726688291294522e-08,0.0
1880,5.198455355071019e-08,0.0
1881,6.554157039317943e-08,0.0
1882,5.457415852561098e-08,8.652000893505374e-09
1883,5.8137917591238875e-08,0.0
1884,5.677459569142229e-08,0.0
1885,6.316722789279083e-08,0.0
1886,3.807543791367607e-08,0.0
1887,9.728097438710392e-08,0.0
1888,5.643147105161006e-08,0.0
1889,2.944614330147033e-08,0.0
1890,4.915789730830511e-08,1.3108772956016423e-09
1891,5.673055980537356e-08,0.0
1892,7.772955257223657e-08,0.0
1893,6.281585029910275e-08,4.310891643655168e-09
1894,4.159015887239548e-08,0.0
1895,6.379731587458082e-08,0.0
1896,4.717623269812066e-08,0.0
1897,5.884980680548324e-08,5.826713556089658e-10
1898,4.639851169940812e-08,1.13167097914868e-09
1899,5.251199297617859e-08,0.0
1900,4.7238582823183606e-08,5.191053142894475e-10
1901,4.918090112937534e-08,1.1177477832191585e-09
1902,2.9461702411026636e-08,4.910283846193408e-10
1903,5.616229259430838e-08,0.0
1904,4.622177840474251e-08,0.0
1905,3.6641388589941926e-08,1.0321518084666081e-09
1906,4.73264982758792e-08,0.0
1907,5.554270998686661e-08,5.142843373384665e-10
1908,4.272908427083166e-08,4.911389073214423e-10
1909,3.850688656825696e-08,0.0
1910,5.985448581213859e-08,0.0
1911,4.5223181643905264e-08,0.0
1912,6.563870869058519e-08,2.6047106693738442e-09
1913,6.310557409960893e-08,0.0
1914,5.6252648761301316e-08,0.0
1915,6.125996065975414e-08,0.0
1916,2.8567400889301098e-08,0.0
1917,4.496234140560773e-08,0.0
1918,4.3648228142956214e-08,1.1486376294556067e-09
1919,2.9465114792515124e-08,1.8415696745321952e-09
1920,2.3473917920568965e-08,7.572231730534895e-10
1921,5.452378104564559e-08,0.0
1922,3.32007097370024e-08,0.0
1923,4.140219900250486e-08,0.0
1924,4.1253198190815965e-08,2.578324886925998e-09
1925,3.8493624288094e-08,0.0
1926,4.56991671171636e-08,0.0
1927,3.9022285847067906e-08,3.3447675740205796e-09
1928,4.913197670930458e-08,0.0
1929,7.464072382390441e-08,0.0
1930,4.3064773080914165e-08,0.0
1931,4.676196141417677e-08,0.0
1932,4.164623845781534e-08,0.0
1933,3.326492148403304e-08,0.0
1934,3.2350264689284813e-08,0.0
1935,3.7101681726881e-08,0.0
1936,6.547345776652946e-08,0.0
1937,5.288269733227935e-08,0.0
1938,4.408173026604345e-08,0.0
1939,3.8235125288110794e-08,0.0
1940,2.5357829613881222e-08,0.0
1941,4.427253941230447e-08,0.0
1942,3.034211815133858e-08,0.0
1943,1.7419411690866582e-08,0.0
1944,6.42637232317611e-08,0.0
1945,5.8819608739213436e-08,0.0
1946,5.0115975369635635e-08,0.0
1947,9.894323227399582e-08,0.0
1948,7.936478141346015e-08,0.0
1949,6.97007607186606e-08,9.817008317369869e-10
1950,7.444752725405124e-08,0.0
1951,6.929911222641749e-08,0.0
1952,6.537778318715937e-08,2.1089607837865287e-09
1953,5.386913670690774e-08,4.3095309543161875e-09
1954,6.058972701339371e-08,0.0
1955,6.100645322248965e-08,0.0
1956,4.883839466174322e-08,0.0
1957,6.449577227840564e-08,2.6505113659425206e-09
1958,7.362296372548371e-08,0.0
1959,7.673240531858028e-08,7.750747821333448e-10
1960,5.6750835142338474e-08,6.920833350854139e-10
1961,6.114380113331208e-08,0.0
1962,5.0735650347633054e-08,0.0
1963,5.496145405459174e-08,0.0
1964,8.21335746081786e-08,0.0
1965,6.402290608775729e-08,0.0
1966,6.5361085432869e-08,0.0
1967,7.839233262529888e-08,0.0
1968,8.264205320074325e-08,0.0
1969,1.1944823086196266e-07,0.0
1970,1.0898978075601917e-07,0.0
1971,1.2280770533834584e-07,0.0
1972,9.131661471428743e-08,0.0
1973,1.190852003674081e-07,0.0
1974,1.8114340605279722e-07,0.0
1975,1.3193519521337294e-07,0.0
1976,1.9368856385426625e-07,0.0
1977,1.5808542741524434e-07,0.0
1978,1.1287123413694644e-07,5.940591352171509e-10
1979,1.1118749654315252e-07,0.0
1980,2.5981137241615215e-07,0.0
1981,1.3346910066047712e-07,0.0
1982,1.887080713913747e-07,0.0
1983,1.660928177216192e-07,0.0
1984,2.2094222629220894e-07,5.799008495621649e-10
1985,1.2091271628378308e-07,0.0
1986,2.0201416361942393e-07,0.0
1987,1.3199364445881656e-07,0.0
1988,1.1333487037745726e-07,0.0
1989,2.5574649953341577e-07,0.0
1990,1.5038276046652754e-07,0.0
1991,2.420784994683345e-07,0.0
1992,7.769020982095753e-08,0.0
1993,8.474987112094823e-08,0.0
1994,2.4000917164812563e-07,0.0
1995,8.079451419007455e-08,0.0
1996,1.1103232111508987e-07,1.6014276571496566e-09
1997,1.1411848532816293e-07,0.0
1998,9.870027639635737e-08,0.0
1999,1.1196993199291683e-07,1.3710603763428253e-09
2000,8.482620472705094e-08,8.836062992401139e-10
2001,1.358175722998567e-07,0.0
2002,1.095305393050694e-07,4.38122149670761e-10
2003,8.792207495389448e-08,0.0
2004,1.0483402945737907e-07,4.404791253964646e-10
2005,9.412836732280994e-08,0.0
2006,1.675981167181817e-07,0.0
2007,1.430023672810421e-07,0.0
2008,1.7370354044032865e-07,0.0
2009,1.940654357213134e-07,1.430457752249481e-09
2010,2.5366767886225716e-07,9.447586046817946e-10
2011,3.292439885171916e-07,3.82397197240536e-10
2012,3.1114871035242686e-07,6.808505426114664e-10
2013,3.048513690373511e-07,2.5102124823206395e-09
2014,2.6764902827380865e-07,2.165445156521173e-09
2015,2.6133423602914263e-07,8.866301581811342e-10
2016,2.690670726224198e-07,8.285360175719347e-10
2017,2.56592358027774e-07,1.0062445321423752e-09
2018,2.7983099926132127e-07,1.0325866828253538e-09
2019,2.2831341084383894e-07,3.3162841361900064e-09
