year,ces_DET armes_NOUN,ces_DET larmes_NOUN
1800,1.4777572516777582e-06,1.1350433624102152e-06
1801,1.4501401679467563e-06,1.1858289070687533e-06
1802,1.4948772104617092e-06,1.036120011121966e-06
1803,1.5914768454194927e-06,1.164352546823011e-06
1804,2.2889340556275783e-06,1.057952232486059e-06
1805,1.4157531467162698e-06,9.125637561169242e-07
1806,1.2823427368857665e-06,7.665239820653369e-07
1807,1.5487435831573748e-06,4.982171581957573e-07
1808,1.3279193780135756e-06,6.027756995763411e-07
1809,3.0383961444613306e-06,9.91714415476963e-07
1810,1.7129727893916424e-06,9.758328332054589e-07
1811,1.3237365266149936e-06,5.315002624683984e-07
1812,1.3469401523025226e-06,5.494448771514726e-07
1813,1.1301664954999069e-06,8.023319040262322e-07
1814,1.4632048674911857e-06,6.954156290817082e-07
1815,1.2542089393718925e-06,9.656060484530826e-07
1816,1.242235640575018e-06,6.790579334392532e-07
1817,1.7328001291616602e-06,7.908916721532933e-07
1818,1.3566299514877755e-06,8.714380825836088e-07
1819,1.6758349801193617e-06,7.266437052066976e-07
1820,1.8001451707050364e-06,7.321618724631662e-07
1821,1.7060374659649824e-06,1.0867360558108885e-06
1822,1.6893163348186135e-06,1.0466742992321088e-06
1823,1.5634411170140083e-06,7.757909017414022e-07
1824,1.5814849660955588e-06,6.046359004585611e-07
1825,1.8183239802738171e-06,7.334933940228439e-07
1826,1.6048147273295399e-06,7.3987067850112e-07
1827,1.2682967991395344e-06,6.258528344460501e-07
1828,1.610656084949369e-06,7.145222937765539e-07
1829,1.4428654964149246e-06,5.778320755212007e-07
1830,1.6834616047844975e-06,6.836127539600056e-07
1831,1.7883113088146274e-06,6.361211823957547e-07
1832,2.16479519110635e-06,7.143823630428869e-07
1833,1.8313716338980157e-06,7.332437022000704e-07
1834,1.9201129788370963e-06,9.175844084552409e-07
1835,1.9543018936474255e-06,8.447969435110281e-07
1836,1.5538374213974748e-06,8.931876891438151e-07
1837,1.9217694244844097e-06,6.303849211519719e-07
1838,1.7238514118389503e-06,6.015490185973249e-07
1839,1.587764018040616e-06,6.075591798548885e-07
1840,1.7159941450017868e-06,6.847415079391794e-07
1841,1.5133232835751187e-06,6.869986677315865e-07
1842,1.7367698603720783e-06,7.184551904515502e-07
1843,1.3745381863827788e-06,7.046944929811616e-07
1844,1.5636910859484487e-06,6.591762229390952e-07
1845,1.607105687639887e-06,8.230836314737644e-07
1846,1.5643227015971206e-06,6.48678724957108e-07
1847,1.7684380679838796e-06,6.018837694909962e-07
1848,1.8640778307599248e-06,4.875404364668157e-07
1849,2.0169252081814193e-06,6.418631919302697e-07
1850,1.4474139078402004e-06,6.266243346431111e-07
1851,1.535611360736766e-06,5.494921886395332e-07
1852,1.6888354537059058e-06,6.601693058883029e-07
1853,1.3036726898008055e-06,7.184234220858343e-07
1854,1.5108992386103637e-06,1.0547199380539496e-06
1855,1.342655096436829e-06,1.0067259950119478e-06
1856,1.4874064220293803e-06,8.024643349813232e-07
1857,1.2316047701688149e-06,7.751836363922848e-07
1858,1.521443820706736e-06,8.583507664639001e-07
1859,1.3952555093510455e-06,1.0347296210966306e-06
1860,1.99702535041979e-06,9.053669884906412e-07
1861,1.407243630069388e-06,9.040502675361495e-07
1862,1.5573499183574313e-06,7.707684375191093e-07
1863,1.517865285904918e-06,9.519747479203033e-07
1864,1.6642500781927083e-06,8.007195617665275e-07
1865,1.564084371352692e-06,7.893378182188826e-07
1866,1.6869079502157547e-06,8.427241553476961e-07
1867,1.9532565715962846e-06,7.550974459036297e-07
1868,1.9305027763039107e-06,7.157877490726605e-07
1869,1.6828606703711557e-06,8.492440031204751e-07
1870,1.4845451801193121e-06,7.104486670073129e-07
1871,2.0849370798714517e-06,5.618602614276824e-07
1872,2.05125749630497e-06,6.615789303054953e-07
1873,2.1310176521183166e-06,6.159598413546519e-07
1874,2.4471999608977058e-06,5.102316222860281e-07
1875,1.6844176400354627e-06,6.545427098103573e-07
1876,1.9075177135619015e-06,4.994008229175506e-07
1877,1.4942515065285988e-06,5.931238433731778e-07
1878,1.6166640790515885e-06,5.574078869585719e-07
1879,1.3910933205352194e-06,5.626688448501227e-07
1880,1.3207927338498848e-06,4.755624090080346e-07
1881,1.45237329718384e-06,5.626813859294089e-07
1882,1.2691819222254708e-06,6.349237651193107e-07
1883,1.3308527400113235e-06,5.390396111693008e-07
1884,1.3124173676715145e-06,5.23514557926319e-07
1885,1.2685011085977749e-06,5.079160985133058e-07
1886,1.4810699155987095e-06,5.240212530566168e-07
1887,1.297950163348105e-06,5.040329753569495e-07
1888,1.2218364560112605e-06,4.704736156213585e-07
1889,1.454764799291297e-06,5.262714992682049e-07
1890,1.3914962835315237e-06,3.873642278051648e-07
1891,1.6706830763268954e-06,4.028507021303085e-07
1892,1.3721773655106517e-06,4.569745541971315e-07
1893,1.4238259211651894e-06,4.5695450268112836e-07
1894,1.2546365155685635e-06,4.1779205162129074e-07
1895,1.2458531557513197e-06,4.851003225780914e-07
1896,1.2932184745295672e-06,4.0807441337165073e-07
1897,1.1938935813304852e-06,3.7873638092378314e-07
1898,1.000963010255873e-06,4.917110416613468e-07
1899,1.075114013815437e-06,4.7647726120203515e-07
1900,1.0745480096829851e-06,4.2047529191791e-07
1901,1.0640958976182446e-06,4.2753851303700685e-07
1902,9.354090764190914e-07,3.3291723866568645e-07
1903,1.0768039260256046e-06,3.9907626714352773e-07
1904,1.1673685662572097e-06,3.7246152118086684e-07
1905,1.0414411519832356e-06,3.292564230150674e-07
1906,9.403569407595569e-07,3.503189525133621e-07
1907,1.1283398464456695e-06,3.8314181693976934e-07
1908,1.047599297976376e-06,3.4085039857245647e-07
1909,9.90177056792163e-07,3.8726924600496204e-07
1910,8.721654012333602e-07,3.858476844698089e-07
1911,9.911857148381387e-07,3.974319611188548e-07
1912,8.121487979906306e-07,3.63096653188677e-07
1913,9.789319079800407e-07,4.417390542243993e-07
1914,9.187932619170169e-07,4.0515299204457733e-07
1915,1.198103532829009e-06,3.6402554925984987e-07
1916,9.89970331488621e-07,4.032398521758296e-07
1917,1.1229618479546843e-06,3.99177846333032e-07
1918,9.591124268126805e-07,3.319562686954214e-07
1919,8.462012459631296e-07,4.088284697445488e-07
1920,7.163331190440658e-07,3.748254613356039e-07
1921,7.815075377948233e-07,4.1498656599969763e-07
1922,6.861480059683345e-07,5.149798880665912e-07
1923,8.630765790940131e-07,4.2994590288003565e-07
1924,7.992807127266133e-07,4.6796596819831393e-07
1925,8.534586157793456e-07,5.290123610279807e-07
1926,1.3542558008339256e-06,5.561923117625156e-07
1927,8.584903241626307e-07,5.485418697048772e-07
1928,7.895394418255819e-07,4.787511329595873e-07
1929,7.530914842845959e-07,4.6901109129748875e-07
1930,8.518422589531838e-07,3.739282945502964e-07
1931,7.915317326023796e-07,3.9120374850654116e-07
1932,1.0521155076048672e-06,3.5289708222308036e-07
1933,7.765638372347894e-07,3.659141256662224e-07
1934,9.501392810307152e-07,3.223045013101e-07
1935,6.247444304108285e-07,4.21283601781397e-07
1936,7.66281971209537e-07,3.2130492400028743e-07
1937,1.0085485797617366e-06,2.870774906682527e-07
1938,8.077328459421551e-07,3.007929656462238e-07
1939,7.692907502132584e-07,2.6458707225174294e-07
1940,7.734138023351989e-07,3.093655180919086e-07
1941,5.932520110718542e-07,3.423742924724138e-07
1942,7.706898230708248e-07,3.8837909244193725e-07
1943,7.432282345121166e-07,3.7451734513638257e-07
1944,9.350371499294852e-07,4.5948561933073506e-07
1945,1.1981772587432715e-06,4.923419183455735e-07
1946,8.63108446935712e-07,5.192571777001831e-07
1947,7.712803267168056e-07,5.006765704251848e-07
1948,7.632065148754918e-07,4.664040034185746e-07
1949,1.017042052353645e-06,3.8679013414366636e-07
1950,7.806355313277891e-07,4.5944761239979925e-07
1951,7.686870446832472e-07,3.9767029491599715e-07
1952,8.89981471630108e-07,4.228466465860947e-07
1953,6.205724645269584e-07,3.242922126389658e-07
1954,8.463016456516925e-07,4.1240101822381803e-07
1955,1.1131331234537356e-06,3.5289886213263344e-07
1956,8.694978319567781e-07,4.151263510721037e-07
1957,1.3835669534500994e-06,3.6223655186518045e-07
1958,1.5345012087664145e-06,3.250991653658275e-07
1959,1.0362750089143447e-06,3.356073818849836e-07
1960,1.0962600214270424e-06,3.9517959748991416e-07
1961,8.316946917830137e-07,4.0994140704242454e-07
1962,1.0039317288601524e-06,4.1222715907451857e-07
1963,1.0947027817564958e-06,3.737378833079674e-07
1964,9.5944177758156e-07,3.7720603174307143e-07
1965,8.082207969550836e-07,3.55682807651192e-07
1966,9.233637570105202e-07,3.777649020264562e-07
1967,1.0467102242728288e-06,3.899895588688196e-07
1968,9.89009791396711e-07,4.3252335402144126e-07
1969,1.1372561772304834e-06,2.970309722627462e-07
1970,1.0167781141490195e-06,3.655986269279765e-07
1971,8.976780350167246e-07,3.355373685565155e-07
1972,9.106010878667803e-07,3.847610265950152e-07
1973,8.832152218474221e-07,3.0929072991625617e-07
1974,9.827873839185486e-07,1.9576989629399577e-07
1975,8.321626410179306e-07,2.233188709510614e-07
1976,1.354677266363069e-06,2.3654001601869368e-07
1977,8.421428603355707e-07,2.597537509529957e-07
1978,9.831678795535481e-07,3.2079192990863703e-07
1979,8.444397394669068e-07,3.1893255325599057e-07
1980,9.846681052749773e-07,2.399133656183494e-07
1981,8.925350556410194e-07,2.6251030860180435e-07
1982,9.261593447718042e-07,2.588528502656118e-07
1983,1.128546998074853e-06,2.576648903129808e-07
1984,9.452383764596561e-07,2.3833924700511488e-07
1985,1.0852066623101564e-06,2.460363290879286e-07
1986,1.0388443030251437e-06,2.8353915126899665e-07
1987,1.0510605079616653e-06,2.5543214832168815e-07
1988,9.144744481659473e-07,2.560528535866524e-07
1989,1.0367062515115322e-06,2.4257500541580157e-07
1990,9.845712583000932e-07,2.9804121837173625e-07
1991,1.0955078408869667e-06,2.836949217766005e-07
1992,9.802190561458701e-07,2.793541682422074e-07
1993,9.028907896890814e-07,3.2958283924244824e-07
1994,8.904075912141707e-07,2.6796626784175714e-07
1995,1.022674240402921e-06,2.732915156400395e-07
1996,1.110323218256326e-06,2.6530317498441036e-07
1997,1.050081877451703e-06,2.3734727250257492e-07
1998,8.849647770148295e-07,2.403137102646724e-07
1999,8.870760552781576e-07,2.595874200039816e-07
2000,7.378112840683571e-07,2.7215073927777667e-07
2001,9.997925189964008e-07,2.567390033902939e-07
2002,9.572969190685399e-07,2.7908381028396434e-07
2003,1.0479811436425734e-06,2.9251797428742066e-07
2004,8.818392274179132e-07,2.7089465959306835e-07
2005,9.966798018012923e-07,2.8643847116427423e-07
2006,8.556975359397256e-07,3.170775180194596e-07
2007,8.496257919432537e-07,3.2874566713303466e-07
2008,9.792111370643397e-07,2.9716929006440296e-07
2009,7.524207532583205e-07,3.7287264120777763e-07
2010,9.924688981755025e-07,3.9254721073689325e-07
2011,7.494984970435326e-07,4.171953378317994e-07
2012,8.098717074744854e-07,5.205102340255507e-07
2013,9.153908635539665e-07,5.840427874659326e-07
2014,9.798639695191014e-07,6.855799483673763e-07
2015,8.779855065199627e-07,7.494241671679447e-07
2016,1.0043927858305324e-06,7.690885439615158e-07
2017,8.190830698140417e-07,5.655094312828624e-07
2018,8.854430930682611e-07,6.972541370942054e-07
2019,8.188670435060885e-07,7.538169128906702e-07
