year,revenus_NOUN égaux_ADJ,revenus_NOUN légaux_ADJ
1800,9.432493897065797e-09,0.0
1801,0.0,0.0
1802,1.3427040812530322e-08,0.0
1803,7.801356893821776e-09,0.0
1804,1.4831105232815389e-08,0.0
1805,5.685755422035754e-09,0.0
1806,2.0171682990621775e-08,0.0
1807,0.0,1.4234775136401367e-08
1808,2.039466551195801e-08,0.0
1809,1.581321384946932e-08,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,2.6672082320544632e-09,0.0
1813,2.5881675469463516e-08,0.0
1814,0.0,3.1466771410748606e-09
1815,0.0,0.0
1816,0.0,0.0
1817,1.556873407970727e-09,0.0
1818,0.0,0.0
1819,4.140420006848444e-09,0.0
1820,1.1866481131050932e-09,0.0
1821,3.94459531705138e-09,5.9168927535324656e-09
1822,0.0,5.012807946513931e-09
1823,9.882686891060644e-10,1.9765373782121287e-09
1824,0.0,4.210556348027694e-09
1825,1.7610886082763955e-09,1.0566531649658373e-08
1826,1.4092774947016551e-08,8.807984341885344e-10
1827,9.217273055917019e-10,0.0
1828,4.586150570418113e-09,9.172301251858528e-10
1829,2.571952872898464e-09,0.0
1830,0.0,0.0
1831,3.1182412207897414e-09,0.0
1832,1.3529969367098715e-09,0.0
1833,1.1583628500844156e-09,1.1583628500844156e-09
1834,5.600718555598405e-09,0.0
1835,1.5126175867408165e-09,3.781543966852041e-09
1836,2.688300027031687e-09,6.720750067579218e-10
1837,4.87052354003481e-09,2.0873671680021744e-09
1838,3.1560809521380406e-09,0.0
1839,0.0,6.9914751765765e-10
1840,9.554533164646273e-09,6.369688665408546e-10
1841,2.5682194149112547e-08,0.0
1842,8.049918065466954e-09,2.683306021822318e-09
1843,1.7720733769266417e-09,4.7255288571079745e-09
1844,1.0428266250528395e-08,1.1525978393933656e-08
1845,9.48638767539478e-09,0.0
1846,1.5221703009160592e-08,5.854501328173001e-10
1847,1.0786447290911383e-08,5.9325460100012606e-09
1848,4.98803736093123e-08,8.045221711050488e-10
1849,3.6869426622843093e-08,1.0893239199560867e-08
1850,4.752297222410107e-09,0.0
1851,4.514607354622058e-09,0.0
1852,9.765818376195057e-09,5.208436348880241e-09
1853,7.166318205520383e-09,4.777545470346922e-09
1854,8.832629738719788e-09,2.0782657816909023e-09
1855,5.306937111981824e-10,0.0
1856,7.248064815001953e-09,2.0708756931497874e-09
1857,9.763018171682347e-10,1.4644527812635033e-09
1858,1.468102750479261e-09,9.787352039936081e-10
1859,1.8331824946926645e-08,0.0
1860,2.746310290291376e-09,0.0
1861,2.263662679524714e-08,0.0
1862,1.671654992208005e-08,3.162590411776023e-09
1863,5.9935452156878455e-09,0.0
1864,0.0,0.0
1865,5.177528628053096e-09,7.530950973944073e-09
1866,6.3252967308358166e-09,4.865612912574591e-10
1867,2.91168689159349e-09,0.0
1868,8.89177353968762e-09,0.0
1869,4.883519144627257e-10,1.4650557433881772e-09
1870,5.734048791339319e-10,4.013834153937523e-09
1871,1.0621177271019633e-09,2.1242354542039266e-09
1872,1.8142017887967654e-09,0.0
1873,7.183205141814142e-09,0.0
1874,2.9873046258899194e-09,0.0
1875,1.0298748520654044e-08,0.0
1876,1.4510435519810017e-08,3.627608879952504e-09
1877,4.9478527941460015e-09,6.184815992682502e-10
1878,1.1474268646338714e-08,0.0
1879,6.720257683667796e-09,0.0
1880,3.8507077526617195e-09,5.134277003548959e-09
1881,4.8807553554297556e-09,0.0
1882,0.0,0.0
1883,3.159669414998234e-09,1.2638677882037541e-09
1884,1.7824582698722224e-08,2.6406787867472303e-09
1885,7.090199094506033e-09,0.0
1886,1.2261581083805595e-08,3.2267319927115068e-09
1887,4.570247291724172e-09,1.3057849246322917e-09
1888,8.242799331981132e-09,0.0
1889,6.265136853755848e-09,0.0
1890,5.243509182406569e-09,0.0
1891,8.286486163910922e-09,1.2748440081367107e-09
1892,1.191017329205124e-08,1.2537024751679837e-09
1893,3.079208221734575e-09,0.0
1894,9.452309157609307e-09,2.520615716150587e-09
1895,3.611168697403855e-09,2.4074457982692365e-09
1896,1.0614652268259306e-08,0.0
1897,9.322741689743452e-09,9.322741689743452e-09
1898,4.52668391659472e-09,2.26334195829736e-09
1899,7.738609753005221e-09,4.9748205555033564e-09
1900,1.2977633190303095e-08,1.5573159428683425e-09
1901,3.912117296778206e-09,0.0
1902,1.3748794991386148e-08,9.820567692386817e-10
1903,1.4580594509538969e-08,0.0
1904,1.2361637935498493e-08,1.0749250378694342e-09
1905,1.2385822145688508e-08,3.096455536422127e-09
1906,9.259531807970234e-09,0.0
1907,1.5942815068115124e-08,1.5428529565042481e-09
1908,1.0313916831705683e-08,2.4556945366072114e-09
1909,2.2554033307642385e-08,1.1001967115120692e-09
1910,6.412980813053082e-09,0.0
1911,7.448523575703803e-09,1.0640748282497725e-09
1912,6.251305251225858e-09,1.0418842455450772e-09
1913,5.302989602995467e-09,1.060597942803554e-09
1914,1.3393487430235496e-09,6.696743715117748e-10
1915,5.890381071793627e-09,0.0
1916,1.4283700444650549e-08,0.0
1917,1.973956464951243e-08,0.0
1918,3.44591288836682e-09,2.2972752589112133e-09
1919,1.4732557396257562e-08,0.0
1920,3.028892692213958e-09,2.2716695191604686e-09
1921,6.815472630705699e-09,0.0
1922,2.951174193910333e-09,0.0
1923,1.0615948120573648e-09,0.0
1924,1.4180787211159895e-08,0.0
1925,7.698724324711748e-09,0.0
1926,3.343841648018042e-09,1.1146138456652466e-09
1927,1.1149224654616319e-08,2.2298449753321847e-09
1928,1.5996457491951332e-08,0.0
1929,1.0026365515614089e-08,0.0
1930,3.1510811737689437e-09,0.0
1931,9.124285327288817e-09,0.0
1932,6.575722188983946e-09,0.0
1933,1.7205993074753678e-08,1.1470662197865522e-09
1934,7.188948103475923e-09,0.0
1935,7.180970484910176e-09,0.0
1936,3.6374143697059935e-09,0.0
1937,0.0,0.0
1938,6.482607339819424e-09,5.186085783037697e-09
1939,1.2235240376412548e-08,0.0
1940,5.0715658339584024e-09,0.0
1941,0.0,0.0
1942,1.517105907566929e-08,0.0
1943,8.709705845433291e-09,0.0
1944,3.2131861615880553e-09,0.0
1945,6.535512131478072e-09,0.0
1946,8.352662561605939e-09,0.0
1947,2.0265479960812627e-08,0.0
1948,4.348755133776194e-09,1.0871887834440486e-09
1949,9.817008539414473e-09,9.817008317369869e-10
1950,9.571825110299415e-09,1.0635361480382244e-09
1951,7.462981344019681e-09,0.0
1952,2.1089607837865287e-09,0.0
1953,0.0,2.1547654771580937e-09
1954,7.818028890937967e-09,9.772536113672459e-10
1955,1.0324168187025862e-08,2.815682353940474e-09
1956,5.232684952005684e-09,0.0
1957,8.835037590415595e-09,8.835037701437898e-10
1958,1.4062814024384807e-08,8.272243445794913e-10
1959,7.750747599288843e-09,0.0
1960,1.3841666479663672e-08,2.7683333403416555e-09
1961,1.737039845295385e-08,0.0
1962,1.2683912586908264e-08,1.2683912808952869e-09
1963,1.681173777967615e-08,0.0
1964,1.6426714211092985e-08,1.8251904432275978e-09
1965,1.5321720781003023e-08,2.73602163147757e-09
1966,1.38476865529924e-08,5.539074754423723e-10
1967,1.2818872185960117e-08,2.465167847631733e-09
1968,1.2126823101255013e-08,8.982831700699023e-10
1969,1.589615195030092e-08,2.7250546263957176e-09
1970,1.5635665207014426e-08,0.0
1971,2.4150468291850302e-08,0.0
1972,2.257264597460562e-08,3.0780880067027283e-09
1973,1.543697081274331e-08,5.513203782392395e-10
1974,2.8690415376786405e-08,0.0
1975,1.6563292959403952e-08,1.1422960355389478e-09
1976,1.8283285996290033e-08,0.0
1977,1.645498848290572e-08,5.876781838942691e-10
1978,2.316830638449119e-08,5.940591352171509e-10
1979,1.1118749476679568e-08,0.0
1980,1.591842213599648e-08,3.411090521154847e-09
1981,9.488323904349727e-09,9.488323904349727e-09
1982,1.8622506203769262e-08,4.345251713999687e-09
1983,1.3893695083311286e-08,8.209910973278056e-09
1984,2.203623239438457e-08,3.479405208395292e-09
1985,1.142956040922627e-08,9.02333674446254e-09
1986,1.7983456501724504e-08,3.5966913891627428e-09
1987,9.777306964053878e-09,3.6664902225425067e-09
1988,1.0194141530917022e-08,5.99655392008458e-09
1989,1.2622680678475717e-08,5.488121956886971e-09
1990,1.471135746555774e-08,3.2691906959314565e-09
1991,1.2895223555631219e-08,1.7584396161396398e-09
1992,7.713921945651236e-09,1.1019888335184191e-09
