year,groupes_NOUN égaux_ADJ,groupes_NOUN légaux_ADJ
1888,4.2482117379449846e-08,0.0
1889,5.450668894013688e-08,0.0
1890,2.4251230357208442e-08,0.0
1891,6.119250883784844e-08,0.0
1892,4.4506439422775657e-08,0.0
1893,4.249307394843527e-08,0.0
1894,2.6466464575491955e-08,0.0
1895,3.4306101071024386e-08,0.0
1896,1.533227589334274e-08,5.89702897624278e-10
1897,3.903898004864459e-08,5.826713556089658e-10
1898,2.8291774256672397e-08,0.0
1899,2.432134493801641e-08,5.527578395003729e-10
1900,1.453494924419374e-08,1.5573159428683425e-09
1901,2.738482152153665e-08,0.0
1902,4.2228439411928775e-08,0.0
1903,2.9161189019077938e-08,0.0
1904,2.8485512615361586e-08,0.0
1905,4.69629064525634e-08,0.0
1906,3.035068729673185e-08,0.0
1907,3.394276504309346e-08,0.0
1908,2.6030361865991836e-08,9.822778146428846e-10
1909,4.34577707153494e-08,0.0
1910,3.4202564336283103e-08,0.0
1911,3.6710581241550244e-08,0.0
1912,4.740573444905749e-08,5.209421227725386e-10
1913,4.2423916823963737e-08,2.6514948014977335e-09
1914,2.5447626228469744e-08,0.0
1915,3.7698438148936475e-08,0.0
1916,4.2851102222130066e-08,0.0
1917,2.7416060532914344e-08,0.0
1918,3.790504266021344e-08,0.0
1919,3.038589824200244e-08,0.0
1920,4.619061400035207e-08,0.0
1921,3.4077363153528495e-08,0.0
1922,4.131644004701229e-08,0.0
1923,4.989495749896378e-08,0.0
1924,2.836157442231979e-08,0.0
1925,3.629398648286042e-08,0.0
1926,2.1177662290483568e-08,0.0
1927,8.361918446553318e-08,0.0
1928,1.4853853258500749e-08,0.0
1929,1.5596569369336066e-08,0.0
1930,5.04172987803031e-08,0.0
1931,2.2810713318222042e-08,0.0
1932,3.1782654730250215e-08,0.0
1933,3.785318369864399e-08,0.0
1934,2.516131836216573e-08,0.0
1935,4.0692164304800826e-08,0.0
1936,2.9099314957647948e-08,0.0
1937,3.5255130370615007e-08,0.0
1938,4.2785206488815675e-08,2.5930428915188486e-09
1939,3.058810094103137e-08,0.0
1940,3.550096039361961e-08,0.0
1941,1.0625409174735978e-07,8.854508237732261e-09
1942,4.8547388331598995e-08,0.0
1943,9.290352664947932e-08,0.0
1944,4.819779064746399e-08,0.0
1945,4.357008265287732e-08,0.0
1946,4.315542412314244e-08,0.0
1947,3.9338875268413176e-08,0.0
1948,4.892349636520521e-08,0.0
1949,4.908504180889395e-08,9.817008317369869e-10
1950,5.104973510583477e-08,0.0
1951,3.6248767543156646e-08,0.0
1952,3.1634410646574906e-08,0.0
1953,4.5250075686453783e-08,0.0
1954,5.0817188679275205e-08,0.0
1955,5.162084448784299e-08,0.0
1956,4.971050771018781e-08,3.488456634670456e-09
1957,5.212672249399475e-08,0.0
1958,3.3088973339090444e-08,0.0
1959,3.952881399982289e-08,0.0
1960,5.052208251754564e-08,0.0
1961,3.960450811746341e-08,2.08444772553662e-09
1962,4.693047728210331e-08,0.0
1963,4.849539791962343e-08,1.939815863494232e-09
1964,4.137098486012292e-08,0.0
1965,3.939871362490521e-08,0.0
1966,5.095948907296588e-08,0.0
1967,3.845661922241561e-08,4.930335584241163e-10
1968,3.458390196442451e-08,1.3474247273492779e-09
1969,3.270065462857019e-08,0.0
1970,3.4030566808951335e-08,4.5987250119061684e-10
1971,5.343933295876013e-08,1.0276794970565106e-09
1972,3.33459553303328e-08,1.0260293725750103e-09
1973,2.7014698034122375e-08,1.6539611902288698e-09
1974,3.6566216721212186e-08,5.625571675160757e-10
1975,3.826691852282238e-08,1.1422960355389478e-09
1976,3.370981005446083e-08,0.0
1977,2.5857840313392444e-08,1.7630346071939584e-09
1978,4.7524729041015235e-08,2.3762365408686037e-09
1979,3.2185852205657284e-08,2.925986564150662e-09
1980,4.150160037852402e-08,3.97960553399912e-09
1981,4.617651327976091e-08,1.8976649140967083e-09
1982,4.903926864585628e-08,6.207502289967692e-10
1983,3.6628833299801045e-08,3.157658134966823e-09
1984,4.5812168281145205e-08,5.799008495621649e-10
1985,1.5038894574104233e-08,6.015558051686298e-10
1986,2.7574632355253925e-08,0.0
1987,1.9554613928107756e-08,3.0554083707556856e-09
1988,3.358070088665954e-08,5.996553809062277e-10
1989,3.7319232149002346e-08,1.6464366536794728e-09
1990,2.9967580417178397e-08,7.628111475810329e-09
1991,2.9307326343541718e-08,2.344586080837985e-09
1992,2.314176583695371e-08,1.65298330578878e-09
1993,1.827938511667071e-08,0.0
1994,2.8484603120659813e-08,1.0549853213248639e-09
1995,2.8196744494835002e-08,2.7112254663563817e-09
1996,2.6156651955488996e-08,1.6014276571496566e-09
1997,2.7330898433319817e-08,1.917957792585412e-09
1998,2.4794271524797296e-08,4.768129224785866e-10
1999,2.3308025731694215e-08,4.570201161957499e-10
2000,1.767212509662386e-08,4.418031274155965e-09
2001,1.7524847351069184e-08,8.762423564512289e-10
2002,2.059174164514843e-08,0.0
2003,1.8751153518792307e-08,2.083461403401543e-09
2004,1.8500124099318782e-08,0.0
2005,1.5312748402607212e-08,4.5037495954858286e-10
2006,1.523619275189958e-08,4.1178899179428186e-10
2007,1.997239706952314e-08,0.0
2008,1.4901038625225738e-08,1.7029758714315335e-09
2009,1.43045770784056e-08,9.53638501499654e-10
2010,1.7005655550406118e-08,0.0
2011,1.2619107536693264e-08,0.0
2012,1.05531832161887e-08,6.808505426114664e-10
2013,1.1435412616833673e-08,0.0
2014,1.1260315346817151e-08,4.330890368553497e-10
2015,9.531274436369586e-09,0.0
2016,9.113896304313585e-09,0.0
2017,1.1320251402935355e-08,7.54683426862357e-10
2018,6.9699601645822895e-09,2.5814667070633845e-10
2019,1.1224345897176136e-08,0.0
