year,fausses_ADJ armes_NOUN,fausses_ADJ larmes_NOUN
1867,9.7056229719783e-10,1.067618526917613e-08
1868,0.0,4.939874287401835e-09
1869,9.767038289254515e-10,4.395167341186834e-09
1870,5.734048791339319e-10,7.454262984651905e-09
1871,0.0,1.274541272522356e-08
1872,6.047339295989218e-10,4.23313739617015e-09
1873,0.0,7.183205141814142e-09
1874,0.0,5.974609251779839e-09
1875,0.0,8.010138330405425e-09
1876,0.0,6.650616057868319e-09
1877,0.0,6.80329748092845e-09
1878,6.039088673581716e-10,6.6429977074733415e-09
1879,0.0,1.1607718342077078e-08
1880,1.9253538763308597e-09,1.3477476912271413e-08
1881,2.091752326904839e-09,4.8807553554297556e-09
1882,1.3310770263785798e-09,7.320923423037584e-09
1883,0.0,4.423537092179686e-09
1884,0.0,9.902545450302114e-09
1885,6.445635691854079e-10,7.7347630522695e-09
1886,0.0,5.808117542471791e-09
1887,0.0,5.876032105334161e-09
1888,0.0,1.1413106904001324e-08
1889,0.0,1.0650732740202784e-08
1890,1.3108772956016423e-09,6.554386366985909e-09
1891,8.92390783491237e-09,1.9122659011827636e-09
1892,0.0,4.387958441043338e-09
1893,3.695050043717174e-09,6.15841644346915e-09
1894,0.0,1.8904618315218613e-08
1895,1.2037228991346183e-09,7.22233739480771e-09
1896,0.0,7.076434549446731e-09
1897,0.0,2.9133566670225264e-09
1898,1.6975064687230201e-09,1.0185038590293516e-08
1899,0.0,1.2713430308508578e-08
1900,5.191053142894475e-10,1.764958135197503e-08
1901,0.0,3.353243460679778e-09
1902,0.0,9.329538919189417e-09
1903,0.0,7.020286574288548e-09
1904,0.0,4.299700151477737e-09
1905,1.0321518084666081e-09,2.0643036169332163e-09
1906,2.0576738091193647e-09,6.173021205313489e-09
1907,2.5714217422034835e-09,1.0285686968813934e-08
1908,0.0,8.840499887696751e-09
1909,0.0,9.901770070541716e-09
1910,0.0,4.275320542035388e-09
1911,0.0,5.852411444351446e-09
1912,5.209421227725386e-10,5.2094213387476884e-09
1913,5.302989602995467e-09,7.42418571064718e-09
1914,0.0,2.0090231700464756e-09
1915,0.0,0.0
1916,0.0,2.197492410260793e-09
1917,0.0,0.0
1918,1.1486376294556067e-09,1.6080926812378493e-08
1919,0.0,3.6831393490643904e-09
1920,7.572231730534895e-10,1.514446346106979e-09
1921,1.5145494858259667e-09,1.2873671018098776e-08
1922,7.377935484775833e-10,5.902348387820666e-09
1923,4.246379248229459e-09,6.369568872344189e-09
1924,0.0,5.156649773851996e-09
1925,0.0,1.5397448649423495e-08
1926,0.0,1.5604593173179637e-08
1927,2.2298449753321847e-09,1.0034302277972529e-08
1928,6.8556245125250825e-09,9.14083297942625e-09
1929,0.0,8.912325100141061e-09
1930,0.0,1.3654684494213143e-08
1931,0.0,6.843213995466613e-09
1932,0.0,3.287861094491973e-09
1933,3.4411986593596566e-09,6.882397318719313e-09
1934,3.5944740517379614e-09,1.1981580172459871e-08
1935,0.0,9.574627313213568e-09
1936,0.0,4.849885826274658e-09
1937,0.0,7.554670666820584e-09
1938,0.0,0.0
1939,0.0,7.647025235257843e-09
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,6.068423541449874e-09
1943,0.0,5.806470415592457e-09
1944,0.0,6.4263723231761105e-09
1945,0.0,4.357008087652048e-09
1946,0.0,1.3921104269343232e-08
1947,0.0,5.960435700558264e-09
1948,0.0,4.348755133776194e-09
1949,0.0,5.890204768377316e-09
1950,0.0,4.2541445921528975e-09
1951,0.0,5.330700769690111e-09
1952,1.0544803918932644e-09,1.1599284199803606e-08
1953,0.0,6.464296653518886e-09
1954,0.0,8.795282724349818e-09
1955,0.0,8.447047505910632e-09
1956,8.72114158667614e-10,3.488456634670456e-09
1957,0.0,1.1485549400447326e-08
1958,8.272243445794913e-10,6.617794756635931e-09
1959,0.0,6.975672928177801e-09
1960,1.3841666701708277e-09,8.305000243069571e-09
1961,0.0,1.598076693198891e-08
1962,6.341956404476434e-10,1.77574772664002e-08
1963,1.2932106496776896e-09,3.879631726988464e-09
1964,6.083968329129164e-10,3.6503808864551957e-09
1965,2.188817349590977e-09,1.3132904541635071e-08
1966,0.0,4.985167390003653e-09
1967,1.4791006197611978e-09,7.888536934785861e-09
1968,1.3474247273492779e-09,4.042274071025531e-09
1969,0.0,7.72098829315837e-09
1970,2.7592350626548523e-09,4.1388523719376735e-09
1971,0.0,1.5929032315398217e-08
1972,2.0520587451500205e-09,7.69522046084603e-09
1973,3.859242703185828e-09,6.615844760915479e-09
1974,1.6876715580593782e-09,3.937900228123681e-09
1975,5.711480177694739e-10,7.996072248772634e-09
1976,5.713526873840635e-10,9.712995741040231e-09
1977,5.876781838942691e-10,6.464460078348111e-09
1978,5.940591352171509e-10,2.3762365408686037e-09
1979,5.851973350345929e-10,5.851973128301324e-09
1980,5.685150683554241e-10,8.527726080842513e-09
1981,6.325549528618524e-10,6.958104314946922e-09
1982,6.207502289967692e-10,8.069752865935698e-09
1983,6.315316047889041e-10,3.157658134966823e-09
1984,4.059305780401701e-09,6.378909400694965e-09
1985,3.609334831011779e-09,8.421781494405423e-09
1986,5.994485352545098e-09,1.1988970705090196e-08
1987,6.110816852533674e-10,9.777306964053878e-09
1988,4.797243047249822e-09,1.3792074149421296e-08
1989,5.488122178931576e-10,7.134558721588746e-09
1990,1.089730194969718e-09,1.0352437129768077e-08
1991,2.9307325455363298e-09,1.0550637696837839e-08
1992,1.1019888335184191e-09,8.264915862810085e-09
1993,1.1078414852150331e-09,7.200969598386564e-09
1994,2.637463358823311e-09,9.494868002946077e-09
1995,3.795715741716776e-09,1.138714633697191e-08
1996,5.338092190498855e-10,1.014237493990322e-08
1997,3.3564262480467733e-09,7.192341833217597e-09
1998,2.3840645013706308e-09,6.675381136744818e-09
1999,2.7421207526856506e-09,1.1882523409667556e-08
2000,8.836062992401139e-10,8.83606254831193e-09
2001,1.7524847129024579e-09,6.133696661692056e-09
2002,2.6287327870022636e-09,6.571832411594869e-09
2003,5.416999737661854e-09,7.500461585152607e-09
2004,2.2023955992267474e-09,1.1011977996133737e-08
2005,4.5037495954858286e-10,1.170974872621855e-08
2006,4.529678854225949e-09,6.1768350434476815e-09
2007,1.997239706952314e-09,1.5977917655618512e-08
2008,1.7029758714315335e-09,9.79211112195344e-09
2009,2.860915504498962e-09,7.629108011997232e-09
2010,1.8895172093635892e-09,1.5588517143783065e-08
2011,7.64794394481072e-10,1.0324724186716594e-08
2012,2.7234021704458655e-09,1.5659562535574878e-08
2013,2.5102124823206395e-09,1.6455837581474952e-08
2014,5.197068553286499e-09,1.2126492698882885e-08
2015,3.768178213903184e-09,1.884089151360513e-08
2016,3.935546111222266e-09,2.2163337831671015e-08
2017,4.2765391228272165e-09,1.509366853724714e-08
2018,8.002547069452248e-09,1.6779534206534663e-08
2019,2.5509878653906526e-09,1.9132407658162265e-08
