year,conséquences_NOUN égales_ADJ,conséquences_NOUN légales_ADJ
1959,1.5501495642666896e-09,6.975673128017945e-08
1960,0.0,8.37420870425376e-08
1961,0.0,8.05986450913565e-08
1962,1.9025869768540815e-09,6.4053757853344e-08
1963,0.0,5.496145361050253e-08
1964,0.0,6.266487051487246e-08
1965,0.0,4.432355160677304e-08
1966,5.539074754423723e-10,4.818994980837488e-08
1967,0.0,4.535908582070647e-08
1968,0.0,4.2219309770441527e-08
1969,9.083515606356229e-10,4.814263121488693e-08
1970,1.3796175313274261e-09,5.0585973854211375e-08
1971,1.0276794970565106e-09,3.8024140502912473e-08
1972,1.0260293725750103e-09,4.258021912839638e-08
1973,0.0,4.465694974919998e-08
1974,0.0,5.0630145409513716e-08
1975,0.0,3.369773438066659e-08
1976,0.0,4.9707683302813166e-08
1977,1.1753563677885381e-09,5.641710743020667e-08
1978,5.940591352171509e-10,3.9207904478644195e-08
1979,0.0,4.974177303385119e-08
1980,5.685150683554241e-10,7.049587058549633e-08
1981,0.0,5.8827609450418095e-08
1982,3.1037510339615437e-09,6.704102750720864e-08
1983,0.0,8.399370443612497e-08
1984,5.799008495621649e-10,8.698512488081178e-08
1985,1.2031116103372597e-09,1.0828004803897784e-07
1986,1.1988970927134801e-09,8.871838730328818e-08
1987,2.4443267410134695e-09,9.227333208627897e-08
1988,5.996553809062277e-10,1.067386605768661e-07
1989,5.488122178931576e-10,8.780995452983831e-08
1990,0.0,7.682597669145252e-08
1991,1.7584396161396398e-09,1.0433407737764355e-07
1992,0.0,1.0413794321317837e-07
1993,0.0,8.696555653386895e-08
1994,1.0549853213248639e-09,1.1552089063116e-07
1995,1.626735190995987e-09,1.0356881163797738e-07
1996,1.6014276571496566e-09,1.1476898009732395e-07
1997,4.79489448146353e-10,1.3185959346628806e-07
1998,9.536258449571733e-10,1.2349455080773453e-07
1999,9.140402323914998e-10,8.911892024343615e-08
2000,8.836062992401139e-10,9.012784307760313e-08
2001,4.3812117822561447e-10,8.981484000969431e-08
2002,1.752488598683044e-09,8.236696658059373e-08
2003,4.1669229178253886e-10,8.708868648454882e-08
2004,4.404791253964646e-10,8.457199385247804e-08
2005,1.8014998381943315e-09,1.0133436689763187e-07
2006,0.0,8.935821282918255e-08
2007,3.994479469415779e-10,5.1928232380760164e-08
2008,0.0,3.661398295662366e-08
2009,4.76819250749827e-10,4.958920385433885e-08
2010,4.723793023408973e-10,4.8182687895081955e-08
2011,0.0,4.51228680808935e-08
2012,0.0,4.663826302930829e-08
2013,1.3945624655065103e-09,3.8211013020372775e-08
2014,4.330890368553497e-10,5.002178485313813e-08
2015,6.649726325136385e-10,7.691516774877005e-08
2016,0.0,6.711141509185836e-08
2017,5.031222660711876e-10,7.873863694385363e-08
2018,5.162933414126769e-10,7.460438605777497e-08
2019,2.55098775436835e-10,6.632568272380013e-08
