year,avais_VERB eu_VERB,avais_VERB lu_VERB
1800,1.320549074534938e-07,3.144164395507687e-08
1801,5.9529565277216534e-08,0.0
1802,1.0741632650024258e-07,6.713520406265161e-09
1803,5.070882025393075e-08,1.755305234496518e-08
1804,1.8291696335381857e-07,3.9549615138412264e-08
1805,1.051864728651708e-07,1.7057265822018053e-08
1806,1.9019016406218725e-07,5.76333825108577e-09
1807,9.964342950752325e-08,2.562259560079383e-08
1808,9.744118045773575e-08,3.6257183921861724e-08
1809,1.5587310997489112e-07,7.00299480627109e-08
1810,1.8018975822542416e-07,4.44624070894406e-08
1811,1.0279014617253779e-07,1.7549536934780008e-08
1812,1.1735716043403954e-07,2.6672083208723052e-08
1813,1.4091133948568313e-07,5.463909147351842e-08
1814,1.541871768040437e-07,4.72001566720337e-08
1815,1.9150287755564932e-07,2.6972236000233352e-08
1816,6.257530316133852e-08,3.476405652236281e-08
1817,1.9149543106777855e-07,8.095742032310227e-08
1818,1.6928072454902576e-07,6.199012148044858e-08
1819,6.314140676977331e-08,3.622867339458935e-08
1820,1.4239776646718383e-07,2.966620371580575e-08
1821,2.1793889004584344e-07,7.001656854299654e-08
1822,2.666813827545411e-07,3.107940926838637e-08
1823,2.1346603773508832e-07,2.174191138237802e-08
1824,2.4168593881768174e-07,4.463189640091514e-08
1825,1.2767893053933221e-07,4.842993561737785e-08
1826,1.4621254251778737e-07,1.9377566218281572e-08
1827,1.769716391208931e-07,2.6730091917670507e-08
1828,2.1463185362335935e-07,2.384798314380987e-08
1829,2.5976723350140674e-07,3.086343269842473e-08
1830,3.0162456710058905e-07,9.080046936560393e-08
1831,1.2784788339104125e-07,4.8332740476553226e-08
1832,1.7994858581005246e-07,4.8707889277466165e-08
1833,2.884323464513727e-07,7.066013552048389e-08
1834,2.4176435431400023e-07,1.6802156110884425e-08
1835,2.3521204184362432e-07,2.949604294144592e-08
1836,1.4852857077585213e-07,3.8980349614803345e-08
1837,2.3239356039539416e-07,2.99189295560609e-08
1838,1.5843527023662318e-07,2.3354999711955315e-08
1839,1.587064843988628e-07,1.6080392128969834e-08
1840,1.9554944685751252e-07,4.2039946634986336e-08
1841,1.5024083666048682e-07,1.926164472365599e-08
1842,2.0594373495441687e-07,2.884553929050071e-08
1843,1.890211507316053e-07,2.8943864194275193e-08
1844,1.531308555513533e-07,1.701453911095996e-08
1845,1.4229581779545697e-07,4.2409730838244286e-08
1846,1.299699334822435e-07,2.4003455223464698e-08
1847,1.5424619448367594e-07,2.9123407685460734e-08
1848,1.5527277241744741e-07,4.263967667839097e-08
1849,1.1814974953949786e-07,6.033178578945808e-08
1850,2.0570658421092958e-07,3.8018377779280854e-08
1851,1.883236109279096e-07,2.5152811389261842e-08
1852,1.386746220077839e-07,3.320378283433456e-08
1853,1.409375869343421e-07,4.41922942684414e-08
1854,1.3093074358039303e-07,1.8184826089395756e-08
1855,1.6610712805231742e-07,3.661786607267459e-08
1856,1.7861303547306306e-07,2.5368226630462232e-08
1857,1.8403289914203924e-07,4.393358210563747e-08
1858,1.888958962581455e-07,4.600055447667728e-08
1859,1.7109702810103045e-07,3.411756210880412e-08
1860,2.5128738911917026e-07,5.355305177090486e-08
1861,2.1882071621348587e-07,3.772770895693611e-08
1862,2.2544750777342415e-07,4.156547461775517e-08
1863,1.8579989102818217e-07,3.596127129412707e-08
1864,2.2295485280210414e-07,3.2604148714199255e-08
1865,2.0145293433415645e-07,4.5185707620021276e-08
1866,1.761351882123563e-07,3.308616669528419e-08
1867,2.309938338385109e-07,4.4160586298858107e-08
1868,1.9710097376446356e-07,2.420538258718352e-08
1869,2.2659529008706158e-07,3.5161338729494673e-08
1870,2.1846726383500936e-07,4.529898589566983e-08
1871,2.2623108009156567e-07,5.523012092112367e-08
1872,2.648734493959637e-07,4.535504416480762e-08
1873,2.603912037102418e-07,2.993002112816612e-08
1874,2.945482435734448e-07,3.1665429389704514e-08
1875,2.1913449188559753e-07,4.806082642971887e-08
1876,2.73884467105745e-07,3.3857681103199866e-08
1877,1.94203224168632e-07,2.3502300550148902e-08
1878,2.5424563432352443e-07,3.140326043649111e-08
1879,2.7614149189503223e-07,4.215434401544371e-08
1880,2.400274468072894e-07,3.914886193001621e-08
1881,2.635607927459205e-07,4.811030152040985e-08
1882,2.715397044994461e-07,5.324308105514319e-08
1883,2.2244073250021756e-07,4.92908434068795e-08
1884,2.1587548815205082e-07,3.4328824227713994e-08
1885,1.9659188410514616e-07,4.576401479994274e-08
1886,2.458769756685797e-07,4.646494033977433e-08
1887,2.448346663186385e-07,4.309090329002174e-08
1888,2.2001933075443958e-07,5.452928775184773e-08
1889,2.518584949484648e-07,5.325366103647866e-08
1890,2.457894936469529e-07,3.604912635069013e-08
1891,2.1672347827461635e-07,2.8046567734918426e-08
1892,2.60143252717171e-07,3.949162774574688e-08
1893,2.2355051498834655e-07,2.7097032173628577e-08
1894,2.476504903370369e-07,3.213785149114301e-08
1895,2.6301344746570976e-07,3.370423939941247e-08
1896,2.5652076374171884e-07,4.599682768002822e-08
1897,2.0043894721766264e-07,4.136966680334808e-08
1898,2.540601258260722e-07,4.7530182456512193e-08
1899,1.9788730298841983e-07,3.15071986278781e-08
1900,2.211388618889032e-07,3.841379481173135e-08
1901,2.0566558589507622e-07,3.017919070202879e-08
1902,2.170345396734774e-07,2.6024505217492333e-08
1903,1.7172700950141007e-07,2.4841012802312434e-08
1904,2.079979992686276e-07,3.869730136329963e-08
1905,2.0333391148597002e-07,4.231822359201942e-08
1906,1.7798878104713367e-07,2.9321851613417493e-08
1907,1.9439947607224894e-07,4.782844342798853e-08
1908,1.7582772215973819e-07,4.862275204686739e-08
1909,1.6447940254238347e-07,3.025541062129378e-08
1910,2.062842128225384e-07,4.435645095668406e-08
1911,2.11218846857264e-07,2.7133907565257687e-08
1912,2.0212554829868168e-07,3.542406545875565e-08
1913,1.8984702876423398e-07,3.92421242167984e-08
1914,1.553644608520699e-07,5.357394883276356e-08
1915,1.5668413766434242e-07,5.301343009023185e-08
1916,1.648119365427192e-07,3.4061130804730055e-08
1917,1.7436614996313438e-07,3.5092558192673096e-08
1918,1.7689019671252026e-07,3.101321510712296e-08
1919,1.6113735057388112e-07,2.6702760891339494e-08
1920,1.915774561211947e-07,3.63467123065675e-08
1921,1.885614153707138e-07,3.7863738810983705e-08
1922,2.257648219483599e-07,3.9103056792555435e-08
1923,2.717682718866854e-07,7.643483002084395e-08
1924,2.552541502609529e-07,5.672314884463958e-08
1925,2.188637466815635e-07,3.299453510408057e-08
1926,2.831119161328388e-07,5.3501466368288675e-08
1927,2.5197249442499015e-07,5.4631200896437804e-08
1928,2.570859294337424e-07,5.0274582719112004e-08
1929,2.707118653688667e-07,4.9017788938954254e-08
1930,2.4578432089583657e-07,5.04172987803031e-08
1931,1.9503160331169056e-07,3.9918749195066994e-08
1932,2.564531484949839e-07,4.274219378430644e-08
1933,2.213837859699197e-07,3.326492148403304e-08
1934,1.941016023465636e-07,4.7926320689839486e-08
1935,2.1901959712522512e-07,5.2660450222674626e-08
1936,1.7217094239185826e-07,2.0612015205756506e-08
1937,1.9768054926316836e-07,5.791914503561202e-08
1938,1.892921375201695e-07,4.2785206488815675e-08
1939,1.4682288451695058e-07,4.282334131744392e-08
1940,1.0396709626547818e-07,3.296517903095264e-08
1941,1.9479917057196872e-07,3.246652724442356e-08
1942,2.0632640485018783e-07,2.730790527039062e-08
1943,1.9741999324196513e-07,4.064529335323641e-08
1944,2.249230277584502e-07,2.8918675454292497e-08
1945,1.808158316407571e-07,4.574858536443571e-08
1946,2.0464023009481025e-07,5.0115975369635635e-08
1947,3.1709515724287485e-07,5.9604353452868963e-08
1948,1.8482209895864798e-07,4.022598432129598e-08
1949,2.1204738231972442e-07,4.810334175431308e-08
1950,1.9356357938704605e-07,3.722376362702562e-08
1951,2.9851923954993254e-07,5.757156884556025e-08
1952,2.3409464233736799e-07,4.5342655852209646e-08
1953,2.0578009696237132e-07,4.632745742583211e-08
1954,3.303117068753636e-07,8.697556808101581e-08
1955,1.8771216048207862e-07,4.129667274810345e-08
1956,2.1977277242513082e-07,4.098936656760088e-08
1957,1.546131613849866e-07,5.6544241289202546e-08
1958,2.547851067902229e-07,5.046068451974861e-08
1959,2.3329751286382816e-07,4.4954337141689393e-08
1960,2.387687629834545e-07,4.290916777449638e-08
1961,2.244255483674351e-07,5.350082687982649e-08
1962,1.9977161969109147e-07,6.024858834052793e-08
1963,2.0497388675266848e-07,3.556329275511416e-08
1964,2.2389004072920216e-07,5.901449284806404e-08
1965,2.0082399032617104e-07,4.6512369067386317e-08
1966,2.0605358486136538e-07,3.378835700118543e-08
1967,2.03129829401405e-07,4.733121983235833e-08
1968,2.0570684000631445e-07,5.61426993783698e-08
1969,1.6849921280481794e-07,4.042164292172856e-08
1970,1.7107257122006558e-07,3.9089162129357646e-08
1971,1.5466576996914227e-07,5.241165368374823e-08
1972,1.559564708486505e-07,5.3866543225922214e-08
1973,1.6043422590428236e-07,3.583582497412863e-08
1974,1.3838906909313664e-07,4.1629231617434925e-08
1975,1.2165452289991663e-07,3.3126585918807905e-08
1976,1.4112411861333385e-07,3.6566571992580066e-08
1977,1.3927973441241193e-07,4.407586473575975e-08
1978,1.5267319497525023e-07,3.861384456627093e-08
1979,1.5156611254951713e-07,3.745262944221395e-08
1980,1.6998600926854124e-07,4.43441763309238e-08
1981,1.4865041464418027e-07,3.858585273519566e-08
1982,1.7877606239835586e-07,3.41412622617554e-08
1983,1.572513639302997e-07,3.978649232294629e-08
1984,1.5599333380578173e-07,4.001315900836744e-08
1985,1.1910805142179015e-07,5.173379946654677e-08
1986,1.6484834475249954e-07,5.035367678374314e-08
1987,1.6254773527180078e-07,3.972030881982391e-08
1988,2.560528571393661e-07,5.636760747051994e-08
1989,2.0690220026153838e-07,6.091815407671675e-08
1990,1.5910060824353423e-07,4.4678937882736136e-08
1991,1.600180041805288e-07,4.7477868747591856e-08
1992,1.7356323667172546e-07,3.967159756257388e-08
1993,1.8500952592148678e-07,4.09901339537555e-08
1994,1.593027860735674e-07,4.6946848186735224e-08
1995,1.8382108635250916e-07,4.392185104507007e-08
1996,1.7615704450690828e-07,4.163711864180186e-08
1997,1.3425704992187093e-07,4.890792482115103e-08
1998,1.9597011657879193e-07,4.4343600791307836e-08
1999,1.6498425736699573e-07,4.798711117359744e-08
2000,1.8732453099801205e-07,5.3899984919780763e-08
2001,1.901445898511156e-07,5.9584479572549753e-08
2002,2.1292736107625387e-07,4.994592472939985e-08
2003,2.0084569030132116e-07,5.958699844654802e-08
2004,2.356563300054404e-07,5.5059889092490266e-08
2005,2.211341012525736e-07,6.845699118684934e-08
2006,2.3060184162204678e-07,7.123949785636796e-08
2007,3.1516444209955807e-07,7.230007526004556e-08
2008,3.235654162381252e-07,6.428734167229777e-08
2009,3.285284719822812e-07,6.29401384344419e-08
2010,4.076633501881588e-07,8.361113401633702e-08
2011,4.458751448055409e-07,7.877382302012848e-08
2012,5.225527957009035e-07,1.0485098300705431e-07
2013,6.501450684481824e-07,1.1407521327555514e-07
2014,6.732369115525216e-07,1.0957152341006804e-07
2015,6.6652421537583e-07,1.1326699933533746e-07
2016,6.381798698384955e-07,1.1268090105431838e-07
2017,6.648760972893797e-07,1.1873685679120172e-07
2018,7.749563337711152e-07,1.3397811926552095e-07
2019,6.96164534019772e-07,1.1785563458488468e-07
