year,périodes_NOUN égales_ADJ,périodes_NOUN légales_ADJ
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,7.4155526164076946e-09,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,1.0843346842648316e-07,0.0
1810,2.3401267590372754e-09,0.0
1811,0.0,0.0
1812,8.00162425207418e-09,0.0
1813,2.8757416448144113e-09,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,4.8669683394564345e-08,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,2.3732962262101864e-09,0.0
1821,1.0847637454958203e-08,0.0
1822,1.7043547018147365e-08,0.0
1823,5.929612356680991e-09,0.0
1824,1.0105335235266466e-08,0.0
1825,1.4088708866211164e-08,0.0
1826,1.76159691278599e-08,0.0
1827,9.217273166939322e-09,0.0
1828,2.2930752408001354e-08,0.0
1829,1.714635211591542e-09,0.0
1830,4.174734336004349e-09,0.0
1831,0.0,0.0
1832,6.764984572527055e-09,0.0
1833,1.2741991461950875e-08,0.0
1834,1.7735608537350345e-08,0.0
1835,1.4369867074037757e-08,0.0
1836,1.4113575197427508e-08,0.0
1837,9.045257876039159e-09,0.0
1838,1.3886756633496589e-08,6.312161904276081e-10
1839,4.9639474752893875e-08,6.292327547896548e-09
1840,2.229391071750797e-08,0.0
1841,3.531301828729738e-08,6.420548537278137e-10
1842,2.0795621225033756e-08,0.0
1843,2.3036953678001737e-08,0.0
1844,2.7442807137845193e-08,0.0
1845,6.02664584903323e-08,5.580227946389016e-10
1846,2.985795788390533e-08,0.0
1847,1.4022381478184798e-08,2.1572894581822766e-09
1848,1.528592186161859e-08,0.0
1849,2.6814127807028854e-08,0.0
1850,2.7834882843080777e-08,0.0
1851,1.483370937194195e-08,0.0
1852,2.669323606596663e-08,0.0
1853,5.6136158832487126e-08,0.0
1854,2.3900057044556888e-08,1.0391328908454511e-09
1855,2.4411910715116392e-08,0.0
1856,2.329735160344626e-08,0.0
1857,1.2691923956253959e-08,0.0
1858,3.3766365703513657e-08,2.4468380654951716e-09
1859,5.092173438470127e-08,0.0
1860,2.654766717569146e-08,3.204028820036342e-09
1861,3.206855225812433e-08,0.0
1862,3.6595690033891515e-08,0.0
1863,4.894728533599846e-08,0.0
1864,5.130359070903978e-08,0.0
1865,1.5720860346846166e-07,9.41368871743009e-10
1866,7.395731671522299e-08,1.4596839292835284e-09
1867,5.726317553467197e-08,3.88224918879132e-09
1868,7.95319721191845e-08,0.0
1869,4.0044856319809696e-08,1.4650557433881772e-09
1870,2.0069171213776826e-08,0.0
1871,1.274541272522356e-08,0.0
1872,4.475031190054324e-08,0.0
1873,1.7958013742713774e-08,0.0
1874,3.943242177228967e-08,0.0
1875,2.8607635371713513e-08,5.721527140956084e-10
1876,3.808989390563511e-08,5.441413541973361e-09
1877,1.793596560162314e-08,1.8554447978047506e-09
1878,3.01954443671093e-08,0.0
1879,2.6270098985037293e-08,6.10932526790009e-10
1880,5.0700986520269e-08,1.9253538763308597e-09
1881,3.416528571165145e-08,1.3945015142624584e-09
1882,4.2594464844114555e-08,0.0
1883,1.516641390253426e-08,0.0
1884,3.8289840631478e-08,0.0
1885,4.1252068427866107e-08,1.933690763067375e-09
1886,5.808117364836107e-08,0.0
1887,5.157850324621904e-08,0.0
1888,3.550744054336974e-08,6.340614699951175e-10
1889,4.9494580878217675e-08,3.132568426877924e-09
1890,2.4906668727453507e-08,0.0
1891,3.378336543846672e-08,2.5496880162734215e-09
1892,3.19694137829174e-08,6.268512375839919e-10
1893,7.266931589811065e-08,0.0
1894,3.0247388593807045e-08,6.301539290376468e-10
1895,3.5509824414248214e-08,1.2037228991346183e-09
1896,4.2458609073037223e-08,5.307326134129653e-09
1897,1.806281169081103e-08,5.826713556089658e-10
1898,4.5266837389590364e-08,5.6583548957434e-10
1899,1.879376654301268e-08,1.6582735185011188e-09
1900,3.114631752509922e-08,1.5573159428683425e-09
1901,2.8502569193733507e-08,0.0
1902,3.338993082024899e-08,9.820567692386817e-10
1903,3.348136701220028e-08,5.400220270956879e-09
1904,3.869730136329963e-08,2.1498500757388683e-09
1905,3.251278357652154e-08,5.676835002077496e-09
1906,3.446603713541663e-08,2.0576738091193647e-09
1907,3.5485619775954547e-08,2.5714217422034835e-09
1908,2.8486056180554442e-08,0.0
1909,2.9705311987981986e-08,2.2003934230241384e-09
1910,4.0615546481603815e-08,1.068830135508847e-09
1911,2.3941684190731394e-08,3.7242617878519013e-09
1912,2.2921453179947093e-08,4.167536982180309e-09
1913,3.8711824856818566e-08,3.71209285532359e-09
1914,5.1564928327252346e-08,4.68772043404897e-09
1915,5.183535378705528e-08,0.0
1916,4.394984642885902e-08,2.197492410260793e-09
1917,3.180263163926611e-08,0.0
1918,2.8715941624568586e-08,0.0
1919,4.880159565345821e-08,2.762354567309444e-09
1920,2.0445025228355007e-08,1.514446346106979e-09
1921,2.9533714140939082e-08,0.0
1922,2.7298360905092522e-08,7.377935484775833e-10
1923,3.8217415010421973e-08,0.0
1924,5.285566118118368e-08,0.0
1925,3.409435223034052e-08,0.0
1926,4.56991671171636e-08,0.0
1927,2.7873062080630007e-08,2.2298449753321847e-09
1928,3.313552099371009e-08,1.1426041224282812e-09
1929,4.567566591617833e-08,0.0
1930,4.20144132817768e-08,8.402882833991043e-09
1931,2.8513390759599133e-08,2.2810713318222042e-09
1932,3.616647248350091e-08,7.6716757391182e-09
1933,2.6382522833046096e-08,0.0
1934,2.875579241390369e-08,3.5944740517379614e-09
1935,4.308582290946106e-08,2.393656828303392e-09
1936,4.122403041151301e-08,3.6374143697059935e-09
1937,2.895957251780601e-08,1.2591118148108649e-09
1938,5.8343463393839556e-08,2.5930428915188486e-09
1939,5.6587985852729616e-08,3.058810094103137e-09
1940,4.057252667166722e-08,2.5357829169792012e-09
1941,5.9030050181263505e-08,5.9030051957620344e-09
1942,2.730790527039062e-08,3.034211770724937e-09
1943,4.935499831049128e-08,2.9032352077962287e-09
1944,1.6065930807940276e-08,3.2131861615880553e-09
1945,4.357008087652048e-09,0.0
1946,1.2528993842408909e-08,1.3921104269343232e-09
1947,2.622591566137089e-08,2.3841741914054637e-09
1948,2.9354097819123126e-08,4.348755133776194e-09
1949,2.9451024730065e-08,1.9634016634739737e-09
1950,3.296961992305114e-08,1.0635361480382244e-09
1951,2.1322803078760444e-08,4.264560704569931e-09
1952,2.741649041126948e-08,2.1089607837865287e-09
1953,4.5250075686453783e-08,1.0773827385790469e-09
1954,1.9545073115523337e-08,1.9545072227344917e-09
1955,1.783265446420046e-08,3.754243138587299e-09
1956,2.2674967681268754e-08,2.0930739808022736e-08
1957,2.297109880089465e-08,7.951533653738352e-09
1958,2.7298403537656668e-08,4.1361216673863055e-09
1959,1.9376869886400527e-08,7.750747821333448e-10
1960,3.391208380776334e-08,2.076250060767393e-09
1961,3.682524507553353e-08,2.08444772553662e-09
1962,3.805173776072479e-08,1.2683912808952869e-09
1963,1.681173777967615e-08,6.466053248388448e-10
1964,3.4070222199034106e-08,4.258777774879263e-09
1965,1.2585699593614663e-08,3.2832261354087677e-09
1966,2.880318916709257e-08,3.8773522170743036e-09
1967,2.8102911997507363e-08,1.4791006197611978e-09
1968,2.4702787371211343e-08,4.4914158503495116e-10
1969,2.2708789515490935e-08,4.5417578031781147e-10
1970,2.0234390163409444e-08,5.058597540852361e-09
1971,2.6205826841874114e-08,1.644287195290417e-08
1972,1.7955514408640738e-08,4.6171320100540925e-09
1973,1.929621262775072e-08,2.591205827684462e-08
1974,1.2938814464291681e-08,2.418995848074701e-08
1975,2.1132477101559743e-08,1.028066431985053e-08
1976,2.399681342524218e-08,6.2848797277581525e-09
1977,1.9393379346865913e-08,9.990529292736028e-09
1978,1.4257419245211622e-08,9.504946163474415e-09
1979,1.580032815695631e-08,8.777959692451986e-09
1980,1.5349906234973787e-08,1.1370301367108482e-09
1981,1.644642821929665e-08,5.060439622894819e-09
1982,1.3035754697909852e-08,6.207502289967692e-10
1983,1.136756910824488e-08,1.326216381158929e-08
1984,1.9716628330002095e-08,4.059305780401701e-09
1985,6.015557829641693e-09,3.609334831011779e-09
1986,7.1933827783254856e-09,4.7955883708539204e-09
1987,1.4054879038383206e-08,3.0554083707556856e-09
1988,8.395175221664886e-09,2.398621523624911e-09
1989,6.036934507847036e-09,3.841685636274406e-09
1990,8.717841559757744e-09,2.179460389939436e-09
1991,5.2753188484189195e-09,5.861465202094962e-10
1992,1.2672871640972971e-08,3.30596661157756e-09
1993,1.550978012687665e-08,6.093128224193833e-09
1994,1.160483886764041e-08,5.274926717646622e-09
1995,1.7351842629409475e-08,8.133675954979935e-09
1996,9.60856638698715e-09,4.270473752399084e-09
1997,1.2466725429760572e-08,3.835915585170824e-09
1998,1.0013071261028017e-08,9.536258449571733e-10
1999,7.769341614505265e-09,2.285100553223174e-09
2000,7.068850393920911e-09,3.5344251969604557e-09
2001,1.0076787404500465e-08,2.190605918883648e-09
2002,5.257465574004527e-09,2.6287327870022636e-09
2003,1.0833999475323708e-08,3.7502307925763034e-09
2004,1.0571499231559756e-08,4.404791198453495e-09
2005,3.602999676388663e-09,9.908249332113428e-09
2006,9.882935358973555e-09,1.6471559671771274e-09
2007,3.595031605740928e-09,3.1955835755326234e-09
2008,3.8316958494988285e-09,4.257439734089985e-09
2009,3.814554005998616e-09,4.291373478793048e-09
2010,5.196172381261022e-09,5.668551850135373e-09
2011,5.353560705856353e-09,3.059177577924288e-09
2012,7.829781267787439e-09,1.0212758416727752e-09
2013,6.414987652192394e-09,5.578250084070646e-10
2014,5.197068553286499e-09,1.2992671383216248e-09
2015,6.871383906315032e-09,1.7732603163622684e-09
2016,4.971216327476213e-09,3.314144070287739e-09
2017,5.534344982294215e-09,1.7609279590047322e-09
2018,6.711813327342497e-09,2.0651733656507076e-09
2019,7.1427654901867754e-09,0.0
