year,facteurs_NOUN égaux_ADJ,facteurs_NOUN légaux_ADJ
1872,3.265563108811875e-08,0.0
1873,1.7958013742713774e-08,0.0
1874,2.2106053876314036e-08,0.0
1875,2.7463329388410784e-08,0.0
1876,3.627608791134662e-08,0.0
1877,1.9172929910382663e-08,0.0
1878,1.8117265909722846e-08,0.0
1879,4.948553566919145e-08,0.0
1880,1.7969970400599777e-08,0.0
1881,1.8825771164188154e-08,0.0
1882,2.861815673327328e-08,0.0
1883,2.401348808689363e-08,0.0
1884,2.3105940272216685e-08,0.0
1885,1.6114089618213256e-08,0.0
1886,2.2587123282846733e-08,0.0
1887,6.071899605331055e-08,6.528924623161458e-10
1888,2.1558090423923204e-08,0.0
1889,2.7566601445982997e-08,0.0
1890,3.211649257650606e-08,0.0
1891,2.7409146952095398e-08,0.0
1892,3.1342561879199593e-09,1.2537024751679837e-09
1893,4.0645549148621285e-08,0.0
1894,3.7809236630437226e-08,0.0
1895,3.189865793729041e-08,0.0
1896,1.8280790214930676e-08,0.0
1897,5.710179351581246e-08,0.0
1898,1.3014216371232123e-08,0.0
1899,3.040167939616367e-08,0.0
1900,1.661137005726232e-08,0.0
1901,1.956058603980182e-08,0.0
1902,6.874397495693074e-09,1.4730852093691738e-09
1903,2.8621167658116065e-08,5.400220270956879e-10
1904,3.3860139581065596e-08,1.6123875568041512e-09
1905,1.857873321853276e-08,0.0
1906,4.218231453023691e-08,0.0
1907,2.3657079850636364e-08,0.0
1908,3.929111258571538e-08,4.911389073214423e-10
1909,1.6502950117569526e-08,1.1001967115120692e-09
1910,1.7101282168141552e-08,0.0
1911,3.1922244403403965e-08,0.0
1912,1.3023552902780011e-08,0.0
1913,1.6439267724877027e-08,1.060597942803554e-09
1914,2.8795998474606677e-08,0.0
1915,1.4136913861761968e-08,0.0
1916,1.9777431248257926e-08,0.0
1917,1.4256351654751143e-08,0.0
1918,1.1486376294556067e-09,0.0
1919,3.6831393490643904e-09,0.0
1920,3.028892692213958e-08,3.028892692213958e-09
1921,2.6504615391331754e-08,0.0
1922,1.1066902949607993e-08,4.426761179843197e-09
1923,2.653987074552333e-08,0.0
1924,2.5783249313349188e-08,0.0
1925,9.898360353588487e-09,9.898360353588487e-09
1926,2.0063049888108253e-08,2.229227691330493e-09
1927,1.3379070296082318e-08,0.0
1928,2.170947865920425e-08,0.0
1929,1.7824650200282122e-08,0.0
1930,8.402882833991043e-09,2.100720708497761e-09
1931,3.4216069977333063e-09,3.4216069977333063e-09
1932,4.383814555808385e-08,0.0
1933,5.735331320977366e-09,0.0
1934,2.6359476379411717e-08,0.0
1935,3.590485242455088e-09,0.0
1936,1.2124714565686645e-08,0.0
1937,1.2591118370153254e-08,2.5182236296217297e-09
1938,2.9819993585533666e-08,1.2965214457594243e-09
1939,6.117620188206274e-09,0.0
1940,3.296517903095264e-08,0.0
1941,1.1806010391524069e-08,0.0
1942,9.102635090130207e-09,0.0
1943,2.9032352077962287e-09,0.0
1944,1.6065930807940276e-08,0.0
1945,2.178504132643866e-08,0.0
1946,2.7842208538686464e-08,1.3921104269343232e-09
1947,2.8610090296865565e-08,0.0
1948,3.044128504825494e-08,3.2615663503321457e-09
1949,1.2762110479513922e-08,1.9634016634739737e-09
1950,3.296961992305114e-08,1.0635361480382244e-09
1951,6.396841278899501e-09,0.0
1952,1.0544804140977249e-08,0.0
1953,8.619061908632375e-09,0.0
1954,3.127211556375187e-08,9.772536113672459e-10
1955,1.1262729415761896e-08,2.815682353940474e-09
1956,1.1337483840634377e-08,8.72114158667614e-10
1957,7.951533653738352e-09,1.7670075402875796e-09
1958,6.617794756635931e-09,0.0
1959,1.7826719656000023e-08,7.750747821333448e-10
1960,1.868625076895114e-08,1.3841666701708277e-09
1961,2.36237411854745e-08,1.3896318540318475e-09
1962,1.1415521861124489e-08,2.5367825617905737e-09
1963,2.5217607557692645e-08,1.2932106496776896e-09
1964,9.125952438182594e-09,3.0419841645645818e-09
1965,2.7360217202954118e-08,1.6416130121932326e-09
1966,1.163205709531212e-08,1.6617224263271169e-09
1967,9.367637332502454e-09,9.860671168482327e-10
1968,9.431973424511852e-09,2.6948494546985557e-09
1969,9.083515273289322e-09,4.5417578031781147e-10
1970,8.7375777724219e-09,6.438214850135182e-09
1971,1.0276794526475896e-08,4.1107179882260425e-09
1972,6.669190977248718e-09,5.130146862875051e-10
1973,9.37244681864513e-09,2.205281512956958e-09
1974,6.750686232237513e-09,5.625571675160757e-10
1975,5.711480177694739e-09,1.7134440533084216e-09
1976,3.9994687561772935e-09,5.713526873840635e-10
1977,1.7630346071939584e-09,1.1753563677885381e-09
1978,5.346532105932056e-09,5.940591352171509e-10
1979,9.363157360553487e-09,0.0
1980,8.527726080842513e-09,5.116635559687666e-09
1981,3.795329828193417e-09,8.223214220670627e-09
1982,9.311253101884631e-09,8.069752865935698e-09
1983,1.89459470334441e-09,3.157658134966823e-09
1984,3.479405208395292e-09,1.1598016991243298e-09
1985,4.210890747202711e-09,5.4140022465176685e-09
1986,1.1988970927134801e-09,5.395036861699509e-09
1987,6.721898593298192e-09,0.0
1988,4.797243047249822e-09,2.398621523624911e-09
1989,8.780995486290522e-09,0.0
1990,5.448650863826288e-09,5.448650919337439e-09
1991,1.1722930404189924e-09,4.68917216167597e-09
1992,1.1019888113139586e-08,1.65298330578878e-09
1993,4.985286850001103e-09,2.2156829704300662e-09
1994,4.747434001473039e-09,5.274926606624319e-10
1995,2.1689803286761844e-09,2.7112254663563817e-09
1996,2.6690460952494277e-09,1.6014276571496566e-09
1997,2.876936688878118e-09,1.917957792585412e-09
1998,1.144351013948608e-08,9.536258449571733e-10
1999,2.285100553223174e-09,2.7421206971744994e-09
2000,2.2090156370779823e-09,1.7672125984802278e-09
2001,2.190605918883648e-09,4.819333099259637e-09
2002,1.752488598683044e-09,8.76244299341522e-10
2003,3.7502307925763034e-09,1.6667691671301554e-09
2004,2.642874807889939e-09,5.285749532513151e-09
2005,2.702249757291497e-09,9.007499190971657e-10
2006,5.7650457740976435e-09,1.2353669198716943e-09
2007,1.5977917877663117e-09,7.988958938831558e-10
2008,2.554463751636149e-09,2.1287198670449925e-09
2009,1.430457752249481e-09,0.0
2010,4.2514138876015295e-09,1.8895172093635892e-09
2011,1.0324724186716594e-08,2.294383100176489e-09
2012,4.765953853791416e-09,2.0425516833455504e-09
2013,9.761937924679387e-09,5.299337635378265e-09
2014,2.815078836704288e-09,1.7323561474213989e-09
2015,1.3521109565317602e-08,2.6598904884211905e-09
2016,1.5742184444889062e-08,5.3854840587064245e-09
2017,1.685459594114036e-08,3.773416967778331e-09
2018,1.4456214003644163e-08,5.1629335251490716e-09
2019,9.693753355577428e-09,2.2958890344426663e-09
