year,anciennes_ADJ armes_NOUN,anciennes_ADJ larmes_NOUN
1849,1.1563592305918746e-07,0.0
1850,3.6660580349234806e-08,0.0
1851,2.2186068804330716e-07,0.0
1852,1.2500247503766104e-07,0.0
1853,5.1358615138497044e-08,0.0
1854,6.234797211845944e-08,2.5978321716024766e-09
1855,6.156047049898916e-08,1.0613874223963649e-09
1856,1.1752219375438244e-07,5.177189232874468e-10
1857,7.468708806968039e-08,0.0
1858,7.144767333322477e-08,0.0
1859,7.587338046732839e-08,0.0
1860,1.2129537391158962e-07,1.8308735638683515e-09
1861,6.225072191057279e-08,4.715963730639317e-10
1862,8.403454648808761e-08,0.0
1863,6.592899381985262e-08,3.995696662428827e-09
1864,7.863353901349512e-08,0.0
1865,1.2426068668469625e-07,0.0
1866,1.1531502508432823e-07,0.0
1867,1.2471725518992116e-07,0.0
1868,1.1460507987059998e-07,4.93987406535723e-10
1869,1.0597236865805826e-07,0.0
1870,9.690542412954528e-08,2.2936195165357276e-09
1871,8.496941461544338e-08,0.0
1872,1.0280476914203973e-07,0.0
1873,8.500126147392706e-08,4.788803575905831e-09
1874,9.678866774720518e-08,7.766991494406739e-09
1875,9.783811094621342e-08,0.0
1876,1.1003747091287153e-07,0.0
1877,6.555904974447913e-08,0.0
1878,5.918306722474398e-08,5.435179861734696e-09
1879,8.003215867802282e-08,0.0
1880,4.685027832351807e-08,0.0
1881,5.508281120114589e-08,0.0
1882,7.320923600673268e-08,6.655385131892899e-10
1883,6.888079440159345e-08,0.0
1884,6.205595060038149e-08,1.3203393933736152e-09
1885,7.47693731373289e-08,0.0
1886,8.841245402457787e-08,6.453463874400711e-10
1887,5.092561039532484e-08,5.876032105334161e-09
1888,5.0090857683926515e-08,3.1703073499755874e-09
1889,7.83142081739463e-08,1.8795409673089125e-09
1890,4.8502461269528396e-08,3.2771931834929546e-09
1891,4.716922796799139e-08,6.374220040683554e-10
1892,7.898325837807363e-08,1.2537024751679837e-09
1893,5.850495599091232e-08,0.0
1894,6.490585691132367e-08,6.301539290376468e-10
1895,5.777869915846168e-08,2.4074457982692365e-09
1896,6.722612727605437e-08,2.948514543632541e-09
1897,4.603103676004139e-08,4.078699600285063e-09
1898,4.130599018381531e-08,1.13167097914868e-09
1899,3.758753308602536e-08,2.7637891975018647e-09
1900,5.6063375497572565e-08,1.038210628578895e-09
1901,5.309301798206434e-08,3.353243460679778e-09
1902,2.897067474805226e-08,5.4013122863239005e-09
1903,3.7801541452608944e-08,2.1600881083827517e-09
1904,5.105894018697654e-08,1.0749250378694342e-09
1905,6.296125898419547e-08,0.0
1906,2.6749759740596346e-08,1.0288369045596824e-09
1907,5.965698457455204e-08,1.5428529565042481e-09
1908,4.027338929013524e-08,4.4202499438483756e-09
1909,4.290767180448185e-08,2.7504918342913243e-09
1910,3.046165797382372e-08,4.275320542035388e-09
1911,2.500575790875814e-08,5.320374141248863e-10
1912,2.7088990606216612e-08,5.2094213387476884e-09
1913,3.553003224965323e-08,3.181793939432964e-09
1914,3.4153391226254826e-08,4.018046340092951e-09
1915,4.358881966481931e-08,1.1780761921542648e-09
1916,6.262853702310167e-08,0.0
1917,6.25086216121673e-08,0.0
1918,4.135095466040184e-08,2.2972752589112133e-09
1919,4.1435317399418636e-08,2.762354567309444e-09
1920,1.0601124422748853e-08,2.2716695191604686e-09
1921,1.817459427400081e-08,3.7863738810983705e-09
1922,3.7627472693202435e-08,4.426761179843197e-09
1923,2.5478275489376756e-08,0.0
1924,2.836157442231979e-08,2.578324886925998e-09
1925,2.5295808780967377e-08,1.0998177923937646e-09
1926,2.229227646921572e-08,5.57306911730393e-09
1927,2.6758140592164636e-08,4.4596899506643695e-09
1928,9.14083297942625e-09,5.713020723163709e-09
1929,2.1166771446701205e-08,1.1140406375176326e-09
1930,1.470504518152893e-08,0.0
1931,2.6232321204133768e-08,3.4216069977333063e-09
1932,2.849479585620429e-08,2.1919073223131136e-09
1933,1.4911860191091364e-08,3.4411986593596566e-09
1934,2.156684431042777e-08,3.5944740517379614e-09
1935,2.992070946561398e-08,1.196828414151696e-09
1936,2.0612015205756506e-08,0.0
1937,3.651424407280501e-08,5.0364472592434595e-09
1938,1.8151300351654243e-08,1.2965214457594243e-09
1939,3.976452944698394e-08,0.0
1940,2.7893612752905028e-08,2.5357829169792012e-09
1941,2.3612020783048138e-08,0.0
1942,4.5513175450651033e-08,0.0
1943,2.322588166236983e-08,0.0
1944,3.534504600111177e-08,0.0
1945,3.0499055725385915e-08,2.178504043826024e-09
1946,2.7842208538686464e-08,1.3921104269343232e-09
1947,1.4305045148432782e-08,9.536696765621855e-09
1948,3.4790041070209554e-08,3.2615663503321457e-09
1949,2.2579119018928395e-08,2.945102384188658e-09
1950,2.2334258886758107e-08,5.317680518146517e-09
1951,1.8124383771578323e-08,2.1322803522849654e-09
1952,7.381362632230548e-09,3.1634410646574906e-09
1953,1.6160740301529586e-08,0.0
1954,1.8567819282111486e-08,0.0
1955,2.7218263198847126e-08,9.385607846468247e-10
1956,1.657016923672927e-08,0.0
1957,1.501956425897788e-08,0.0
1958,9.926692356998501e-09,2.4816730892496253e-09
1959,1.2401196514133517e-08,1.5501495642666896e-09
1960,1.8686249492194662e-08,4.152500121534786e-09
1961,2.014966149488373e-08,6.948159270159238e-10
1962,1.1415521861124489e-08,2.5367825617905737e-09
1963,1.4225316924409981e-08,1.939815863494232e-09
1964,1.1559539991878864e-08,4.867174663303331e-09
1965,1.8604948026634816e-08,2.188817349590977e-09
1966,1.4401594583546284e-08,2.769537488234164e-09
1967,1.873527466500491e-08,4.437302081328198e-09
1968,1.976222918642634e-08,4.940557296606585e-09
1969,1.9075383050903838e-08,2.2708788183223305e-09
1970,1.425604723159779e-08,2.2993624781975086e-09
1971,1.6956711590410123e-08,2.0553589941130213e-09
1972,2.1546617268164425e-08,0.0
1973,2.0950174928202614e-08,3.859242703185828e-09
1974,1.800182936051442e-08,2.2502286700643026e-09
1975,1.1994108817248161e-08,1.1422960355389478e-09
1976,2.742492810625663e-08,1.142705374768127e-09
1977,1.4104276857551667e-08,5.876781838942691e-10
1978,2.376236551970834e-08,1.7821774056514528e-09
1979,1.1118749476679568e-08,1.1703946700691858e-09
1980,1.3075846183596695e-08,0.0
1981,1.0753434587229549e-08,0.0
1982,8.690503427999374e-09,6.207502289967692e-10
1983,1.263063198475578e-08,1.2630632095778083e-09
1984,9.858314165001048e-09,4.059305780401701e-09
1985,9.023337299574052e-09,0.0
1986,9.591176741707841e-09,5.994485463567401e-10
1987,7.33298027855156e-09,0.0
1988,1.3192418713003917e-08,0.0
1989,1.0976243913773942e-08,1.0976244357863152e-09
1990,9.262707045820662e-09,2.724325431913144e-09
1991,1.1136783939491579e-08,5.861465202094962e-10
1992,1.1570882918476855e-08,1.1019888335184191e-09
1993,2.049506697687775e-08,1.661762283333701e-09
1994,1.2659824244476425e-08,1.0549853213248639e-09
1995,2.0063068872921974e-08,5.422450821690461e-10
1996,1.1209993600047596e-08,0.0
1997,1.5343662340683295e-08,1.917957792585412e-09
1998,2.1456582288692516e-08,9.536258449571733e-10
1999,9.597422329088445e-09,1.3710603763428253e-09
2000,1.5904913053255143e-08,4.4180314962005696e-10
2001,1.5334241071363053e-08,8.762423564512289e-10
2002,1.0076809164871747e-08,1.3143663935011318e-09
2003,1.2917460712191797e-08,4.1669229178253886e-10
2004,1.365485272075695e-08,4.404791253964646e-10
2005,6.7556245042510454e-09,1.8014998381943315e-09
2006,2.141302779534726e-08,0.0
2007,7.589511241690161e-09,0.0
2008,1.3623806971452268e-08,1.7029758714315335e-09
2009,8.582746957586096e-09,0.0
2010,1.0392344762522043e-08,9.447586046817946e-10
2011,1.0707121411712706e-08,0.0
2012,1.2255309655984092e-08,2.0425516833455504e-09
2013,1.338780020176955e-08,8.367375126105969e-10
2014,8.661780542817965e-09,2.5985342766432495e-09
2015,1.3077794847049518e-08,1.10828768384863e-09
2016,1.3670844012381167e-08,3.1070099826280284e-09
2017,9.559323388419472e-09,2.0124890642847504e-09
2018,1.0067719991013746e-08,2.8396134332808742e-09
2019,7.908062094053037e-09,2.04079020349468e-09
