year,vingt - deux yeux,vingt - deux lieues
1902,0.0,1.2977166008454333e-08
1903,0.0,1.3114182850770817e-08
1904,5.93522675451652e-10,1.4244544210839649e-08
1905,1.1395792087753875e-09,2.734990189878772e-08
1906,5.675657166470671e-10,7.378354371923024e-09
1907,0.0,9.093903408086135e-09
1908,0.0,8.679783114473594e-09
1909,6.066065427745571e-10,8.492492042933009e-09
1910,0.0,8.847537702472152e-09
1911,0.0,2.1138517158902914e-08
1912,0.0,8.621582558987484e-09
1913,0.0,3.3351270189996285e-08
1914,0.0,8.125253359025919e-09
1915,0.0,0.0
1916,0.0,1.2093360757248206e-09
1917,0.0,1.4473227949451939e-08
1918,0.0,5.055078577953509e-09
1919,0.0,1.1148440393071724e-08
1920,0.0,6.6747012361645375e-09
1921,0.0,9.192655525680493e-09
1922,0.0,5.7007207843184915e-09
1923,0.0,2.346282945708822e-09
1924,0.0,7.124528078605863e-09
1925,0.0,2.4370372386783856e-09
1926,0.0,3.70371111557688e-09
1927,0.0,1.3576948454385729e-08
1928,0.0,1.1386485532227653e-08
1929,0.0,1.2342626476424812e-08
1930,0.0,1.8601269857754232e-08
1931,0.0,2.399423770782505e-08
1932,0.0,1.3341701965430275e-08
1933,0.0,7.612786845356823e-09
1934,0.0,5.309670481068451e-09
1935,0.0,5.305495598406651e-09
1936,0.0,4.0266878720274235e-09
1937,0.0,4.184277369034817e-09
1938,0.0,2.8688222908357375e-09
1939,0.0,8.471087831196655e-09
1940,0.0,2.2516919884196795e-08
1941,0.0,9.842890946742955e-09
1942,0.0,0.0
1943,3.2113727232996325e-09,3.2113727232996325e-09
1944,0.0,2.1296703067719136e-08
1945,0.0,2.4029620515619854e-09
1946,0.0,1.6937095281832626e-08
1947,0.0,5.267131175656914e-09
1948,0.0,1.5641685280343154e-08
1949,0.0,4.326429881018612e-09
1950,0.0,3.528829228827135e-09
1951,0.0,7.079435704326897e-09
1952,0.0,1.4016338756306368e-08
1953,0.0,1.1908261043913626e-09
1954,0.0,4.322689317604045e-09
1955,0.0,8.310260923849455e-09
1956,0.0,4.823445642898605e-09
1957,0.0,3.911510670917551e-09
1958,0.0,8.234026793729754e-09
1959,0.0,3.4297662487858815e-09
1960,0.0,2.296009715685443e-09
1961,0.0,4.6008774567951605e-09
1962,0.0,9.791961408378569e-09
1963,0.0,4.992528168656918e-09
1964,0.0,1.4764888867091486e-08
1965,0.0,9.654181454266109e-09
1966,0.0,6.110574712892003e-09
1967,0.0,8.6910185714828e-09
1968,0.0,2.2234204477555863e-08
1969,0.0,1.1982577596825195e-08
1970,0.0,1.2644693292429565e-08
1971,0.0,3.96643262678964e-09
1972,0.0,8.47950631932548e-09
1973,6.093281434971232e-10,3.655968860982739e-09
1974,0.0,3.1096449859546738e-09
1975,1.2631133916585213e-09,3.157783368124001e-09
1976,0.0,6.311368094813474e-10
1977,0.0,1.9483983315637943e-09
1978,0.0,5.889122522972912e-09
1979,0.0,2.5765780620190526e-09
1980,0.0,8.140167651049524e-09
1981,0.0,5.570260697140839e-09
1982,0.0,4.091228689162563e-09
1983,6.941931474102603e-10,0.0
1984,6.368131577616509e-10,3.184065899830557e-09
1985,0.0,3.965048289700235e-09
1986,0.0,6.583543488147825e-09
1987,0.0,2.685471844898757e-09
1988,0.0,3.2929068360942892e-09
1989,0.0,6.630587190414872e-09
1990,0.0,2.9849978044893533e-09
1991,0.0,7.715909855487979e-09
1992,0.0,9.656057287088515e-09
1993,0.0,4.852857227177765e-09
1994,0.0,5.773370226336283e-09
1995,5.928857960135758e-10,3.5573148871037574e-09
1996,0.0,4.0834722270233215e-09
1997,0.0,6.8045125090065994e-09
1998,5.202560049433202e-10,2.081024019773281e-09
1999,0.0,4.486628624178479e-09
2000,0.0,3.853882102333728e-09
2001,0.0,1.9109867022137905e-09
2002,0.0,8.114688476723586e-09
2003,0.0,3.63034580175281e-09
2004,0.0,2.8779920668853265e-09
2005,0.0,1.9619741387089107e-09
2006,0.0,6.731127655257296e-09
2007,4.3630241086667354e-10,3.926721614533335e-09
2008,1.3946513943707828e-09,7.438140769977508e-09
2009,0.0,6.2588363380911005e-09
2010,0.0,2.5884314691637655e-09
2011,0.0,3.776783774611658e-09
2012,4.124521613135812e-09,4.124521613135812e-09
2013,0.0,9.54860301938254e-09
2014,0.0,6.227403481773308e-09
2015,0.0,1.5443925194258412e-08
2016,2.2924880049846053e-10,1.0316196077941875e-08
2017,2.78901984840374e-10,4.7413335479973284e-09
2018,0.0,7.735483364967877e-09
2019,0.0,9.91375387338067e-09
