year,premières_ADJ armes_NOUN,premières_ADJ larmes_NOUN
1800,2.4838899737034126e-07,2.5153315874604232e-08
1801,5.21478966675204e-07,5.9529565277216534e-08
1802,4.386166665426572e-07,7.384872446891677e-08
1803,3.6861412300304153e-07,4.095712213825209e-08
1804,4.7212353271319785e-07,5.438072037122765e-08
1805,8.585490718360234e-07,2.55858996212055e-08
1806,7.578790039985961e-07,6.339671898558663e-08
1807,5.608501396636711e-07,3.4163463169534225e-08
1808,5.687845465729424e-07,2.4926814390369145e-08
1809,6.754501100658672e-07,7.680704072754452e-08
1810,5.148278887645574e-07,5.8503168531842675e-08
1811,8.674485343362903e-07,6.518399686683551e-08
1812,7.788248153062227e-07,6.934741492159446e-08
1813,1.0870303412957583e-06,5.463909147351842e-08
1814,9.628832220442973e-07,1.1642705288750221e-07
1815,8.712032126823033e-07,6.203614333344376e-08
1816,9.73393623482366e-07,6.489290882427667e-08
1817,6.149650175757415e-07,2.80237220096069e-08
1818,1.1921177804907757e-06,4.530047448270125e-08
1819,9.284892028560421e-07,4.5544620519422097e-08
1820,8.33027002045128e-07,7.119888323359191e-08
1821,7.514454133383808e-07,7.396116075142345e-08
1822,1.116853653115868e-06,1.0727409005539812e-07
1823,1.0702949868601763e-06,8.103803139647425e-08
1824,1.086323550225643e-06,4.21055617039201e-08
1825,1.066339149202733e-06,5.195211372210906e-08
1826,9.433351078058649e-07,4.4039921931471326e-08
1827,7.963724093507096e-07,4.33211836958769e-08
1828,6.649918349310724e-07,7.33784091266898e-08
1829,6.318430947338527e-07,3.257806824308318e-08
1830,6.314285601050074e-07,8.662573947049168e-08
1831,5.035959327326367e-07,2.9623292263636358e-08
1832,6.886754135848605e-07,8.117981309396782e-08
1833,7.529358262425845e-07,1.0888610546544442e-07
1834,7.859674955312812e-07,3.920502922305502e-08
1835,6.874847215954105e-07,5.672315950278062e-08
1836,7.318896910746275e-07,5.779845224651581e-08
1837,6.408217536613137e-07,7.097048637660919e-08
1838,8.96326986188356e-07,3.7241754569095065e-08
1839,8.711377859071945e-07,5.103776956616457e-08
1840,7.095833193804246e-07,4.713569623504554e-08
1841,9.36115963412476e-07,4.687000298986277e-08
1842,1.2430415137210105e-06,7.379091471193533e-08
1843,9.073015410088203e-07,6.792947715439368e-08
1844,8.523735370857821e-07,5.982531803283564e-08
1845,7.477505334918533e-07,3.5155437672074186e-08
1846,7.698669066691366e-07,4.5665110803838616e-08
1847,9.486680161430172e-07,6.148274867001646e-08
1848,6.822348116997112e-07,3.298540818263973e-08
1849,5.882349494168437e-07,3.267971848686102e-08
1850,6.395234173339759e-07,3.190828223864628e-08
1851,7.075034178516404e-07,4.966067979061961e-08
1852,7.272279030079432e-07,4.231854688896419e-08
1853,7.966557262761853e-07,4.001194398028929e-08
1854,7.96495335020353e-07,7.014147085371292e-08
1855,7.493395273172609e-07,6.580602018857462e-08
1856,7.009914444466858e-07,8.438818682732219e-08
1857,6.155582905620349e-07,5.564920257938866e-08
1858,5.852836695297015e-07,6.117095097124547e-08
1859,6.75222160850808e-07,7.383651023928905e-08
1860,7.625588502868652e-07,8.193159306557618e-08
1861,6.234503813762338e-07,5.8949545689301885e-08
1862,6.849266980246682e-07,6.054101589492156e-08
1863,5.973566383765672e-07,7.392038980924553e-08
1864,6.204378193430671e-07,4.411149701066819e-08
1865,6.39660152512711e-07,7.483882291658972e-08
1866,6.485861918648084e-07,5.790079465883835e-08
1867,6.93466745360638e-07,4.755755078633683e-08
1868,7.143058162739635e-07,5.285665238830006e-08
1869,7.032267452800056e-07,5.567211702750541e-08
1870,8.830435023199357e-07,5.447346396181274e-08
1871,5.183134579311854e-07,3.3987768155441245e-08
1872,6.476700269431035e-07,5.019291626773281e-08
1873,5.656773949258564e-07,4.788803664723673e-08
1874,5.651980121146316e-07,3.704257733883054e-08
1875,5.029222389651977e-07,7.09469389903461e-08
1876,5.985554842879992e-07,4.474050996350343e-08
1877,5.046810009901037e-07,6.370360239316142e-08
1878,6.703388479856187e-07,3.563062378475479e-08
1879,5.999357126640348e-07,5.0096468973137576e-08
1880,6.783663311082933e-07,4.55667077403632e-08
1881,6.4983769476612e-07,4.462404845639867e-08
1882,5.776874303364821e-07,4.725323421439498e-08
1883,4.985958496073195e-07,3.096476008934701e-08
1884,5.472806989814671e-07,7.525934631047448e-08
1885,4.840672360728604e-07,4.576401346767511e-08
1886,6.737416180513378e-07,3.613939675295441e-08
1887,5.712808867075481e-07,5.223139570853519e-08
1888,6.423042737679907e-07,4.628648753168818e-08
1889,6.146098865400518e-07,4.322944402446183e-08
1890,5.610554536517043e-07,7.209825092502342e-08
1891,4.7169227324062035e-07,4.971891587324251e-08
1892,5.077495022209888e-07,2.3193495124473884e-08
1893,5.345505682541329e-07,4.064554937066589e-08
1894,4.7639638367513726e-07,4.789169794072734e-08
1895,5.037580570466105e-07,4.152844002014433e-08
1896,4.64685873780013e-07,3.3023361822870356e-08
1897,3.9621651393151325e-07,2.9133568446582103e-08
1898,5.296220333406154e-07,6.111023509447477e-08
1899,3.797446392894699e-07,4.200959757838518e-08
1900,4.3760577472795603e-07,3.997110964437667e-08
1901,4.627475811425086e-07,3.688567717929914e-08
1902,3.9625989911584725e-07,4.566563949204294e-08
1903,3.9421607489487087e-07,3.996162933894709e-08
1904,4.455564130978473e-07,3.171028950532673e-08
1905,3.6951034854126874e-07,3.1996705729397945e-08
1906,3.811840714185166e-07,3.189394348623864e-08
1907,3.651418767347536e-07,3.3428480816777295e-08
1908,3.9241997740191437e-07,2.7012640346768535e-08
1909,3.762672680096557e-07,3.190570296851547e-08
1910,4.4196125781326145e-07,4.221879024157715e-08
1911,4.3414251926776615e-07,3.511446777793026e-08
1912,4.4019608402834365e-07,3.959160110866833e-08
1913,4.3007246608439686e-07,2.7045247041890264e-08
1914,4.774778408211944e-07,4.018046340092951e-08
1915,4.441347267736262e-07,3.416420923940677e-08
1916,3.09846438728556e-07,1.7579939726175553e-08
1917,2.9061023743004455e-07,3.070598708632133e-08
1918,3.836449673499942e-07,2.8715941624568586e-08
1919,4.428974929027163e-07,2.8544330232804782e-08
1920,3.5135155673771123e-07,2.7260035118104042e-08
1921,3.551618661390421e-07,4.4679208333064935e-08
1922,3.784880859281081e-07,2.8773948279603445e-08
1923,3.5244948293211564e-07,5.095655097875351e-08
1924,3.2486893752903256e-07,3.480738541838946e-08
1925,4.124316710374387e-07,5.38910731595621e-08
1926,4.291263389077926e-07,4.2355324580967135e-08
1927,3.6457966423597554e-07,4.125213082240009e-08
1928,3.564924941912295e-07,3.999114595032438e-08
1929,3.576070464195169e-07,5.235990885310571e-08
1930,3.938851259599474e-07,3.886333388436469e-08
1931,3.638308747611063e-07,3.307553342324354e-08
1932,3.4960921002635814e-07,2.0823119339929974e-08
1933,4.2785568599157386e-07,2.523545639121494e-08
1934,4.3852583253567445e-07,2.3963160344919743e-08
1935,3.9495337489370286e-07,2.154291145473053e-08
1936,4.0011558866126506e-07,3.6374141920703096e-08
1937,3.739562143278974e-07,2.895957251780601e-08
1938,3.7339816882919763e-07,3.6302600703308485e-08
1939,3.7776306083259215e-07,4.282334131744392e-08
1940,3.8543901492715804e-07,1.7750480196809804e-08
1941,2.9515025268267436e-07,1.4757512545315876e-08
1942,4.945765255115475e-07,4.85473885536436e-08
1943,5.254855492964339e-07,2.6129116648121453e-08
1944,4.273537612675682e-07,4.4984606262232774e-08
1945,5.054129270654073e-07,4.574858669670334e-08
1946,5.819021833275428e-07,6.542918740137793e-08
1947,4.363038650367912e-07,2.503382945384658e-08
1948,4.7618868981302853e-07,4.1313174659052265e-08
1949,3.82863321490845e-07,4.221313509855662e-08
1950,4.551934793539658e-07,2.4461331182834556e-08
1951,4.968213143108358e-07,2.8785785421980847e-08
1952,3.427061301408685e-07,3.796129466326903e-08
1953,4.384947766000735e-07,2.1547654327491728e-08
1954,4.759225160633207e-07,3.4203876841942815e-08
1955,4.617719122634867e-07,3.191106756617046e-08
1956,3.8983502470557596e-07,2.616342520411763e-08
1957,4.4175189328754527e-07,2.2087593976038988e-08
1958,4.5497339407063464e-07,3.22617488279775e-08
1959,3.5343410154098365e-07,3.720359131875739e-08
1960,4.194024922909989e-07,1.8686250491395384e-08
1961,4.7525410362680987e-07,2.779263752472616e-08
1962,4.471079224632746e-07,2.7270412428226365e-08
1963,4.422780395252346e-07,2.9097239173658807e-08
1964,4.684655649511704e-07,2.6161064425878067e-08
1965,4.27913797729218e-07,2.0793765487248095e-08
1966,4.447877057778271e-07,2.76953731059848e-08
1967,5.551557658023398e-07,3.451235031093347e-08
1968,6.076885510353236e-07,3.5033043549459464e-08
1969,4.841513852049673e-07,2.679637134406221e-08
1970,4.612521324887098e-07,3.6329927510792004e-08
1971,4.999660521143312e-07,2.5178147566862208e-08
1972,5.371263505082879e-07,2.3598675014113724e-08
1973,4.5980120422228765e-07,2.7566018412361615e-08
1974,4.51733401574117e-07,2.025205791955642e-08
1975,4.637722046396675e-07,1.599214449754527e-08
1976,5.010762877954988e-07,2.3425460682346966e-08
1977,4.2900507057908044e-07,1.527963250369524e-08
1978,5.572274819343193e-07,3.029701567403009e-08
1979,4.611355000072592e-07,2.5163484851375983e-08
1980,4.872174179659794e-07,1.6486936260662333e-08
1981,5.092067449918858e-07,2.4037088763861902e-08
1982,4.773569231009134e-07,1.0552753892945077e-08
1983,5.285919417730156e-07,1.515675762675528e-08
1984,5.074132483073868e-07,2.7835241667162336e-08
1985,5.305722261539358e-07,1.5038894574104233e-08
1986,4.963434219185103e-07,2.038125046510686e-08
1987,4.5953342253657326e-07,2.0165694891716157e-08
1988,5.342929352281089e-07,1.4991384134077634e-08
1989,5.301525849432664e-07,1.7013178421620978e-08
1990,5.366921143057368e-07,1.0897301727652575e-08
1991,5.328071877030993e-07,1.817054240405014e-08
1992,5.041598725163965e-07,3.4712649754631286e-08
1993,5.74969734046249e-07,3.37891670199042e-08
1994,5.528123345754921e-07,2.215469208088905e-08
1995,5.595968977090138e-07,2.060531301140145e-08
1996,5.599658745580882e-07,2.348760630432878e-08
1997,6.051156553610326e-07,1.91795770376757e-08
1998,6.017379146072699e-07,1.716526476513991e-08
1999,5.58021576502199e-07,2.3308025398627308e-08
2000,5.659498354404491e-07,2.341556659679611e-08
2001,6.089884205806584e-07,2.9354118413760233e-08
2002,5.949698969054396e-07,1.7524885875808138e-08
2003,5.266990283914197e-07,3.083523036906399e-08
2004,5.285749475891777e-07,2.5547789661573006e-08
2005,5.098244404422303e-07,2.5220997068586826e-08
2006,5.439732735368352e-07,2.4295550793418386e-08
2007,5.724089318093206e-07,2.676301313897511e-08
2008,5.330314247764534e-07,2.767335791076242e-08
2009,4.944615525914742e-07,3.290052918991648e-08
2010,4.766307055703578e-07,3.873510190377516e-08
2011,4.4472795290850797e-07,4.6652458673968056e-08
2012,4.347230671275515e-07,5.685102089092453e-08
2013,3.9884489105856957e-07,5.829271249035983e-08
2014,4.7076778830756894e-07,8.12041940356778e-08
2015,4.0297340864192677e-07,8.134831530615116e-08
2016,4.0991820648983435e-07,8.658201325340009e-08
2017,3.2275292216610296e-07,7.999644086043034e-08
2018,3.4230249118527567e-07,8.751172170251564e-08
2019,3.7295441757123626e-07,9.183555876868255e-08
