year,des_DET oies_NOUN,des_DET lois_NOUN
1862,2.4442305335270476e-07,1.7995138748005957e-05
1863,2.3075147836948418e-07,1.745470135716687e-05
1864,2.1672170014142011e-07,1.8624640645725776e-05
1865,2.1557346707723468e-07,1.6763425783494768e-05
1866,1.761351877682671e-07,1.6501726975093334e-05
1867,2.4167001555497336e-07,1.5375162433883816e-05
1868,2.4402978426874e-07,1.6924009067054158e-05
1869,2.1389813420480408e-07,1.8617928446929e-05
1870,2.2534811972008129e-07,1.826409244642946e-05
1871,2.2729319937297987e-07,1.6252525711024646e-05
1872,2.2737995664101618e-07,1.6520121342011862e-05
1873,2.789478137366075e-07,1.5421144361482675e-05
1874,2.168783148626119e-07,1.4602542464103863e-05
1875,2.2428386659001376e-07,1.6743476237479626e-05
1876,2.4788660191177314e-07,1.7061248911431903e-05
1877,2.5172201389978e-07,1.4495352800736327e-05
1878,2.451869884900759e-07,1.5145430552365724e-05
1879,2.107717258503783e-07,1.6157943100836292e-05
1880,2.2205747929326947e-07,1.701884528415576e-05
1881,2.175422397776572e-07,1.582062026272979e-05
1882,2.549012436681153e-07,1.3731390311022551e-05
1883,2.6414836507004935e-07,1.3548662934681488e-05
1884,2.983967073433291e-07,1.2903016397558531e-05
1885,1.946581920653223e-07,1.3861339425602637e-05
1886,2.110282685263698e-07,1.3549047423566662e-05
1887,2.5136359083077764e-07,1.3277221512453252e-05
1888,2.390411708574902e-07,1.3503607277698393e-05
1889,2.1802676442028712e-07,1.3186859824543262e-05
1890,2.3005895988248426e-07,1.4490437337144613e-05
1891,2.2692223011766544e-07,1.4150768848253392e-05
1892,2.0811460554881478e-07,1.3613328022188398e-05
1893,2.1492873392148226e-07,1.4417468648275644e-05
1894,2.0290956026514095e-07,1.3281124338959671e-05
1895,1.7273423869035298e-07,1.5352883451669186e-05
1896,1.8929463729833174e-07,1.5246768043652992e-05
1897,2.1442305975227782e-07,1.3939829443643248e-05
1898,1.8559404235674037e-07,1.3664361048881801e-05
1899,2.2884174910586808e-07,1.2820112345934831e-05
1900,2.2944454647344514e-07,1.3531518277432042e-05
1901,1.5201369540918108e-07,1.4497747855557463e-05
1902,1.5663804786569813e-07,1.2014973847840338e-05
1903,1.8900771436847208e-07,1.4937549451587984e-05
1904,1.795124813241955e-07,1.4559322011109543e-05
1905,2.1417150541935825e-07,1.4621978749573827e-05
1906,2.1142598782830646e-07,1.3670155567524489e-05
1907,2.0571374115263552e-07,1.466276077621842e-05
1908,2.3329098497448797e-07,1.4252851016749446e-05
1909,2.06286882686868e-07,1.3196309296858999e-05
1910,2.3353938516379458e-07,1.3458709105407252e-05
1911,1.5961122912244718e-07,1.2966283506443688e-05
1912,1.963951848926726e-07,1.4906237495893038e-05
1913,2.0310450832283777e-07,1.2411117097599345e-05
1914,2.05590032109626e-07,1.2747921346090152e-05
1915,2.2265640298169131e-07,1.2009309131144619e-05
1916,2.0326804528458808e-07,1.2187292952603457e-05
1917,2.006855638336802e-07,1.2757241577787681e-05
1918,1.780388352301543e-07,1.2529339130651351e-05
1919,1.556126307811212e-07,1.3158015079284269e-05
1920,2.0672191913817528e-07,1.4149472207236613e-05
1921,1.8098865894877747e-07,1.3209143446601956e-05
1922,1.9403969986342418e-07,1.2842772264320956e-05
1923,1.7940952901085438e-07,1.422218574020917e-05
1924,1.753260949755031e-07,1.3144300197609482e-05
1925,2.144644692947395e-07,1.2936056521084538e-05
1926,1.905989606143521e-07,1.2383359660361748e-05
1927,1.97341287533348e-07,1.4753769079334234e-05
1928,1.999557204257485e-07,1.3245066767808567e-05
1929,1.7267630436634818e-07,1.2703405474212559e-05
1930,1.2709360419638216e-07,1.2327029182301885e-05
1931,1.6081552534075172e-07,1.1711020505345004e-05
1932,1.3699420930990414e-07,1.147134734935662e-05
1933,1.9156006159093408e-07,1.1376602387258572e-05
1934,1.833181748622792e-07,1.1490335737107671e-05
1935,1.555876947278989e-07,1.1375853652850765e-05
1936,1.4549657834095342e-07,1.237690824495985e-05
1937,1.4353875066319688e-07,1.2200793626959694e-05
1938,1.8669909152002617e-07,1.2617746619980608e-05
1939,1.6058752638770102e-07,1.2045593834386636e-05
1940,1.5721854085271048e-07,1.15885275704386e-05
1941,3.099077856560939e-07,1.0598845477716168e-05
1942,1.9115534288793867e-07,1.0310251681744376e-05
1943,2.5548469428926524e-07,1.066067994770492e-05
1944,1.8636479559575037e-07,1.0989096573155166e-05
1945,1.655663024457965e-07,1.156785680223038e-05
1946,1.8654280431462666e-07,1.145567686933191e-05
1947,1.5497132821451487e-07,1.1792125853560265e-05
1948,1.5764236893645034e-07,1.0980606845123475e-05
1949,1.4431001538195432e-07,1.1720525890268618e-05
1950,1.8611882524055545e-07,1.1167129500222472e-05
1951,1.7271470653668075e-07,1.1172082537314054e-05
1952,1.4868173003890206e-07,1.0394013159498172e-05
1953,2.090122475095768e-07,1.1493519210148406e-05
1954,1.6515585476994943e-07,1.0769335148097525e-05
1955,1.4735403697230254e-07,1.0981160748713137e-05
1956,1.447709490065563e-07,1.0414787311674445e-05
1957,1.6433170024754418e-07,1.0296352570549061e-05
1958,1.5055483104653433e-07,9.537896268341228e-06
1959,1.8601795304107327e-07,1.05627186997026e-05
1960,1.6333167007775984e-07,8.974936477557094e-06
1961,1.8412622465602269e-07,9.541906976551218e-06
1962,1.3888884398127743e-07,1.0000630787487808e-05
1963,1.5065903680167025e-07,9.185028716274246e-06
1964,1.8981980876020543e-07,9.418591574217317e-06
1965,1.4665075670494687e-07,9.99359303222036e-06
1966,1.5287846633071922e-07,9.456862180456937e-06
1967,1.0846737996672573e-07,9.813832665628297e-06
1968,1.4642015400134767e-07,1.0504972088654085e-05
1969,1.8348700825399078e-07,1.1991149285961455e-05
1970,1.292241685324491e-07,1.0073966933532574e-05
1971,1.8755150177351965e-07,9.510145680735604e-06
1972,1.2671462146229828e-07,9.020337152776392e-06
1973,1.2735500609650785e-07,8.796316954828853e-06
1974,1.3895161798949118e-07,8.53567981806691e-06
1975,1.1537190047761214e-07,8.199971876621248e-06
1976,1.3826734579502897e-07,7.821818208242348e-06
1977,1.53384004442092e-07,8.00770296649489e-06
1978,1.5207913484083235e-07,7.486333174711035e-06
1979,1.3576577662099965e-07,8.950593382905936e-06
1980,1.3928618591840802e-07,8.501574257024913e-06
1981,1.448550888683009e-07,7.510957516387862e-06
1982,1.4463480058068967e-07,9.091507564562562e-06
1983,1.0925496984892646e-07,7.697738908518659e-06
1984,1.6121243034961097e-07,8.555276885147123e-06
1985,1.3354538586085596e-07,7.840678385662159e-06
1986,1.1569356783702744e-07,7.760460793093671e-06
1987,1.3504905882477658e-07,7.979505042499113e-06
1988,1.3132452536535055e-07,8.455140651619786e-06
1989,1.388494883514113e-07,8.602631268672667e-06
1990,1.482033047395248e-07,9.128124702328932e-06
1991,1.6587946483070937e-07,8.424683954899592e-06
1992,1.6089037568889353e-07,8.658877327150094e-06
1993,1.5952916765371583e-07,8.507668432855553e-06
1994,1.5455535029573753e-07,8.472587104790819e-06
1995,1.6538474323368746e-07,8.505114010404213e-06
1996,1.4306086804083407e-07,8.21852688659419e-06
1997,1.246672529653381e-07,8.263521564799703e-06
1998,1.5162651001432437e-07,8.466766981740648e-06
1999,1.3710602941863215e-07,8.538506634181431e-06
2000,1.3828438072405191e-07,8.669061696053859e-06
2001,1.5903799188698997e-07,8.45048148079286e-06
2002,1.8313505278921838e-07,8.69584837914772e-06
2003,1.6501014521441704e-07,8.366347678645525e-06
2004,1.4932242076159952e-07,8.373948460871361e-06
2005,1.5132599084921594e-07,8.579643392181424e-06
2006,1.6512738998386567e-07,8.626979084880304e-06
2007,1.4340181364591587e-07,7.994151964396679e-06
2008,1.8008970226190968e-07,7.710649136072334e-06
2009,1.8738996199196833e-07,7.733054573577647e-06
2010,1.9603741474583103e-07,7.337940282070576e-06
2011,2.661484601595987e-07,6.472072488605818e-06
2012,2.6042533352033104e-07,6.393186414044294e-06
2013,2.8058596573954375e-07,6.934880619979822e-06
2014,2.6743247116822744e-07,6.976631286903512e-06
2015,3.189651867074872e-07,7.381861145461244e-06
2016,2.730026037733868e-07,7.8362935269638e-06
2017,2.098019905583115e-07,6.364245159318216e-06
2018,2.689888269902241e-07,6.2760618391166645e-06
2019,2.9361868286725823e-07,6.4483868698062e-06
