year,suis_VERB en_PRON,suis_VERB lent_ADJ
1858,3.670256892851498e-08,0.0
1859,4.2265038802113963e-08,7.129042689513199e-09
1860,1.9681891672007623e-08,8.696649622663699e-09
1861,3.3483342876117206e-08,1.8863854922557266e-09
1862,2.1686334561454856e-08,9.035972525772706e-10
1863,4.0955889346605545e-08,7.991393324857654e-09
1864,2.8768368576237435e-08,2.8768367688059016e-09
1865,5.7894187222018445e-08,2.3534221238463715e-09
1866,3.1139921974343565e-08,4.865612912574591e-10
1867,2.426405742994575e-08,5.338092634588065e-09
1868,5.5820578381826635e-08,2.9639244392143382e-09
1869,4.688178378842167e-08,0.0
1870,3.4404291415768284e-08,2.2936195165357276e-09
1871,3.186353225714811e-08,3.18635318130589e-09
1872,2.7213026498884574e-08,9.675742873582749e-09
1873,2.6338419445437466e-08,0.0
1874,2.6288279997288555e-08,8.961913877669758e-09
1875,5.263805036292979e-08,6.865832347102696e-09
1876,2.1765654167893445e-08,5.441413541973361e-09
1877,2.8450154232473324e-08,6.184816214727107e-09
1878,1.8117265909722846e-08,0.0
1879,1.8938909107646396e-08,6.10932526790009e-10
1880,3.3372801855335865e-08,0.0
1881,4.044054335849978e-08,6.972507571312292e-10
1882,3.9266770945900475e-08,1.3310770263785798e-09
1883,2.7805090674348776e-08,3.159669414998234e-09
1884,3.498899303622238e-08,1.3203393933736152e-09
1885,1.546952527187173e-08,2.5782542767416317e-09
1886,2.9040586824180536e-08,1.2906927748801422e-09
1887,2.154545164501087e-08,1.9586774424595887e-09
1888,2.7264643875923866e-08,6.340614699951175e-10
1889,2.7566601445982997e-08,1.2530273485467092e-09
1890,2.6217545467943637e-08,1.3108772956016423e-09
1891,2.2309770031370135e-08,6.374220040683554e-10
1892,2.570090096298827e-08,1.8805537127519756e-09
1893,2.586534897375259e-08,5.542574843531156e-09
1894,2.1425233365235385e-08,6.9316934414587195e-09
1895,3.0694934372021976e-08,2.4074457982692365e-09
1896,1.4742572385095798e-08,5.307326134129653e-09
1897,2.505486740300711e-08,0.0
1898,3.8476814734345055e-08,1.13167097914868e-09
1899,1.6582735185011188e-08,5.527578395003729e-10
1900,1.401584381888199e-08,5.191053142894475e-10
1901,1.1736351446245408e-08,3.912117296778206e-09
1902,1.86590785600238e-08,2.9461704187383475e-09
1903,2.1060859278776434e-08,7.560307935250421e-09
1904,2.0961039126632386e-08,5.374625189347171e-10
1905,7.225062603755106e-09,3.096455536422127e-09
1906,3.549487403997631e-08,2.0576738091193647e-09
1907,1.2342823652033985e-08,4.114274698707732e-09
1908,2.0136695200179133e-08,3.929111258571538e-09
1909,2.5854623053600534e-08,0.0
1910,1.4963622230190765e-08,1.068830135508847e-09
1911,3.085817112946643e-08,4.788336838146279e-09
1912,2.3963337980603683e-08,6.772247651554153e-09
1913,9.545381374209683e-09,6.893886794756554e-09
1914,3.4153391226254826e-08,3.3483718020477227e-09
1915,7.068456930880984e-09,1.1780761921542648e-09
1916,8.789969641043172e-09,1.0987462051303964e-09
1917,1.4256352209862655e-08,2.1932848870420685e-09
1918,9.189101035644853e-09,3.44591288836682e-09
1919,1.4732557007679503e-08,0.0
1920,1.817335615328375e-08,8.329454459499175e-09
1921,2.574734203619755e-08,0.0
1922,2.3609393551282665e-08,2.2133805899215986e-09
1923,2.441668023323018e-08,4.246379248229459e-09
1924,1.6759111320929776e-08,1.1602462102189293e-08
1925,2.859526260223788e-08,4.399271169575059e-09
1926,4.01260994431496e-08,4.458455382660986e-09
1927,2.1183527376678057e-08,8.919379901328739e-09
1928,2.2852082892654835e-08,3.4278122562625413e-09
1929,3.8991422535161746e-08,1.2254447234738564e-08
1930,1.995684684175103e-08,5.2518016602221e-09
1931,1.1405356659111021e-08,4.5621426636444085e-09
1932,2.082311922890767e-08,2.1919073223131136e-09
1933,2.408838994938378e-08,1.1470662197865522e-09
1934,3.354842448288764e-08,2.3963160344919743e-09
1935,1.3165112555668657e-08,3.590485242455088e-09
1936,1.2124714565686645e-08,1.2124714565686645e-09
1937,1.8886677000118368e-08,1.2591118148108649e-09
1938,1.8151300906765755e-08,3.8895642262559704e-09
1939,4.588215141154706e-09,6.117620188206274e-09
1940,7.607348750937604e-09,0.0
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,3.944475324146879e-08,9.102635090130207e-09
1943,2.322588166236983e-08,2.9032352077962287e-09
1944,2.8918675454292497e-08,6.4263723231761105e-09
1945,3.267756198965799e-08,1.9606536838523425e-08
1946,4.037120149291695e-08,8.352662561605939e-09
1947,5.8412268799656886e-08,1.7881307101674793e-08
1948,3.152847583010043e-08,6.523132700664291e-09
1949,2.5524220959027843e-08,1.9634016634739737e-09
1950,2.0207187034770868e-08,2.1270722960764488e-09
1951,2.1322804077961166e-08,3.1984206394497505e-09
1952,1.2653764258629963e-08,1.4762725264461096e-08
1953,3.232148060305917e-08,5.386913581872932e-09
1954,2.8340354063516315e-08,4.886268278880834e-09
1955,1.9709776921672528e-08,2.815682353940474e-09
1956,5.05826207586324e-08,7.849027205963921e-09
1957,3.6223653410161205e-08,0.0
1958,3.3088973339090444e-08,5.790570245522986e-09
1959,4.340418868764573e-08,2.325224457422337e-09
1960,2.4914999841030294e-08,2.7683333403416555e-09
1961,2.4318557112490424e-08,4.16889545107324e-09
1962,3.805173776072479e-08,6.976152100435229e-09
1963,1.939815952312074e-08,2.5864212993553792e-09
1964,4.1370983028254926e-08,4.258777774879263e-09
1965,4.2134733035936733e-08,9.302473458205895e-09
1966,4.043524626240469e-08,4.985167390003653e-09
1967,3.155414851629956e-08,1.4791006197611978e-09
1968,3.548218471816078e-08,4.940557296606585e-09
1969,2.7704722072030563e-08,5.904285060864822e-09
1970,2.713247759800197e-08,7.3579600190498695e-09
1971,3.8537980140418426e-08,3.083038491169532e-09
1972,3.078088184338412e-08,4.104117490300041e-09
1973,3.3630541906859435e-08,4.410563025913916e-09
1974,2.6440186928766707e-08,9.00091468025721e-09
1975,3.5982324231298435e-08,3.998036124386317e-09
1976,2.628222439682304e-08,1.085570122683066e-08
1977,2.3507126911681553e-08,7.639816779203557e-09
1978,2.613860239364385e-08,1.7821774056514528e-09
1979,2.691907718954667e-08,4.681578680276743e-09
1980,1.9329513156751688e-08,7.95921106799824e-09
1981,2.6567308353264707e-08,9.488323904349727e-09
1982,1.6760256515979677e-08,3.1037510339615437e-09
1983,3.4102705881444706e-08,6.946847541655643e-09
1984,3.189454744756404e-08,1.1598016769198694e-08
1985,3.0679345286444004e-08,4.210890747202711e-09
1986,2.9372978049835297e-08,7.1933827783254856e-09
1987,2.5054349706010726e-08,6.721898593298192e-09
1988,3.1781734521896254e-08,7.795519785247507e-09
1989,3.1282296975021495e-08,7.683371272548811e-09
1990,2.778812091541738e-08,8.717841559757744e-09
1991,2.5790447388818194e-08,8.7921980806982e-09
1992,2.5345743281945943e-08,9.91789939064347e-09
1993,3.87744514829258e-08,1.2186256448387667e-08
1994,3.9034457444131476e-08,3.6924485691258724e-09
1995,3.2534705318720825e-08,7.591431483433553e-09
1996,3.95018808774239e-08,4.270473752399084e-09
1997,3.835915540761903e-08,9.110299181713799e-09
1998,3.337690523963488e-08,4.7681290027412615e-09
1999,4.295989053382243e-08,5.484241505371301e-09
2000,3.401884285381129e-08,5.743440834038438e-09
2001,3.724029901119863e-08,7.448059946568719e-09
2002,4.644094664385534e-08,7.448076377869484e-09
2003,3.291868982957524e-08,1.2500768420409258e-08
2004,4.801222425188101e-08,1.0571499231559756e-08
2005,4.773974737748432e-08,8.557123898356167e-09
2006,5.6826879535343267e-08,8.235780057930242e-09
2007,5.8319400197959226e-08,9.586750948642475e-09
2008,5.108927680907982e-08,6.3861596011349775e-09
2009,5.10196602743207e-08,1.4781396551200032e-08
2010,7.180165051412501e-08,8.97520635589899e-09
2011,7.494984985423336e-08,1.4913490886669933e-08
2012,9.634035219585613e-08,1.463828702696901e-08
2013,9.09254751491062e-08,2.0081699858565116e-08
2014,1.0848880405145422e-07,1.8406284496563785e-08
2015,1.4474236675887653e-07,1.6402658786773827e-08
2016,1.483079512532015e-07,1.2635174684305639e-08
2017,1.662819073544597e-07,2.3143623906207722e-08
2018,1.9386814276156628e-07,1.8328414341794996e-08
2019,1.9438526466242223e-07,2.4744581494928752e-08
