year,instruments_NOUN égaux_ADJ,instruments_NOUN légaux_ADJ
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,1.1583628500844156e-09,0.0
1834,0.0,0.0
1835,0.0,0.0
1836,0.0,0.0
1837,4.87052354003481e-09,0.0
1838,6.312161904276081e-10,1.8936485712828244e-09
1839,6.9914751765765e-10,0.0
1840,1.9109065441114126e-09,5.095750932326837e-09
1841,0.0,5.778493683550323e-09
1842,0.0,6.708265054555795e-10
1843,0.0,6.497602011990011e-09
1844,0.0,5.488561161115513e-09
1845,0.0,6.138250796539069e-09
1846,0.0,0.0
1847,0.0,0.0
1848,1.6090443422100975e-09,1.6090443422100975e-09
1849,0.0,1.6758829879393033e-09
1850,0.0,2.0366988096043315e-09
1851,0.0,7.094382858952031e-09
1852,0.0,1.3021090872200602e-09
1853,0.0,1.7915795513800958e-09
1854,0.0,7.79349651480743e-09
1855,3.714855978387277e-09,2.1227748447927297e-09
1856,5.177189232874468e-10,1.5531567143511893e-09
1857,0.0,1.4644527812635033e-09
1858,4.893676019968041e-10,9.787352039936081e-10
1859,0.0,5.092173349652285e-10
1860,1.373155145145688e-09,4.577183909670879e-10
1861,0.0,6.13075279431996e-09
1862,5.421583626485926e-09,4.517986262886353e-10
1863,1.4983863039219614e-09,2.4973103585068657e-09
1864,0.0,4.315255264231155e-09
1865,0.0,4.706844247692743e-09
1866,0.0,4.865612801552288e-09
1867,0.0,5.82337378318698e-09
1868,4.93987406535723e-10,1.4819622196071691e-09
1869,0.0,9.278686263769487e-09
1870,5.734048791339319e-10,1.4335121534259088e-08
1871,1.0621176826930423e-08,2.1242354542039266e-09
1872,0.0,8.4662747923403e-09
1873,0.0,5.986004469882289e-10
1874,0.0,4.182226565063729e-09
1875,5.721527140956084e-10,5.721527140956084e-10
1876,0.0,0.0
1877,0.0,1.2369631985365004e-09
1878,0.0,1.2078177347163432e-09
1879,0.0,4.27652757650776e-09
1880,0.0,3.8507077526617195e-09
1881,0.0,2.7890030285249168e-09
1882,0.0,1.3310770263785798e-09
1883,1.8958017378167824e-09,0.0
1884,0.0,2.6406787867472303e-09
1885,0.0,5.80107206715752e-09
1886,0.0,1.2906927748801422e-09
1887,0.0,0.0
1888,6.340614699951175e-10,0.0
1889,0.0,1.8795409673089125e-09
1890,0.0,0.0
1891,0.0,5.736798147637501e-09
1892,0.0,3.1342561879199593e-09
1893,6.158416554491453e-10,1.2316833108982905e-09
1894,0.0,0.0
1895,0.0,8.426059849853118e-09
1896,0.0,4.717623180994224e-09
1897,0.0,0.0
1898,5.6583548957434e-10,5.6583548957434e-10
1899,0.0,5.527578395003729e-10
1900,0.0,1.5573159428683425e-09
1901,0.0,7.824234593556412e-09
1902,1.4730852093691738e-09,4.910283846193408e-10
1903,0.0,3.7801539676252105e-09
1904,0.0,2.1498500757388683e-09
1905,0.0,4.64468330463319e-09
1906,0.0,1.1317205839134203e-08
1907,2.057137349353866e-09,3.0857059130084963e-09
1908,1.4734167219643268e-09,7.858222517143076e-09
1909,0.0,2.2003934230241384e-09
1910,0.0,0.0
1911,1.5961122423746588e-09,5.320374141248863e-10
1912,5.2094213387476884e-09,2.6047106693738442e-09
1913,0.0,5.30298971401777e-10
1914,6.696743715117748e-10,0.0
1915,0.0,0.0
1916,0.0,0.0
1917,0.0,0.0
1918,0.0,6.89182577673364e-09
1919,0.0,0.0
1920,5.300562211374427e-09,3.028892692213958e-09
1921,0.0,0.0
1922,3.6889677978990676e-09,0.0
1923,1.2739137744688378e-08,8.492758496458919e-09
1924,3.867487219366694e-09,3.867487219366694e-09
1925,0.0,7.698724324711748e-09
1926,0.0,3.343841648018042e-09
1927,0.0,1.1149224654616319e-08
1928,1.1426041224282812e-09,1.1426041224282812e-09
1929,3.342121912552898e-09,8.912325100141061e-09
1930,0.0,7.352522590764465e-09
1931,0.0,9.124285327288817e-09
1932,3.287861094491973e-09,9.863582839386709e-09
1933,1.1470662197865522e-09,5.735331320977366e-09
1934,1.1981580172459871e-09,3.5944740517379614e-09
1935,0.0,9.574627313213568e-09
1936,0.0,8.487299751891442e-09
1937,0.0,8.813782592653752e-09
1938,0.0,9.075650453382877e-09
1939,0.0,7.647025235257843e-09
1940,0.0,1.7750480196809804e-08
1941,0.0,5.9030051957620344e-09
1942,0.0,0.0
1943,0.0,8.709705845433291e-09
1944,0.0,1.2852744646352221e-08
1945,0.0,2.6142048525912287e-08
1946,0.0,5.568441707737293e-09
1947,0.0,2.3841741914054637e-09
1948,0.0,8.697510267552389e-09
1949,0.0,1.8652315247891238e-08
1950,0.0,6.381216888229346e-09
1951,0.0,2.1322803522849654e-09
1952,0.0,2.1089607837865287e-09
1953,0.0,4.3095309543161875e-09
1954,9.772536113672459e-10,0.0
1955,0.0,6.569925492527773e-09
1956,0.0,6.976913269340912e-09
1957,8.835037701437898e-10,7.068030161150318e-09
1958,0.0,4.1361216673863055e-09
1959,0.0,4.650448914844674e-09
1960,0.0,7.612916519406099e-09
1961,2.08444772553662e-09,2.779263708063695e-09
1962,1.9025869768540815e-09,3.805173953708163e-09
1963,1.939815863494232e-09,1.939815863494232e-09
1964,0.0,6.6923653285755336e-09
1965,1.0944086747954884e-09,5.47204326295514e-09
1966,0.0,1.1078149952936656e-08
1967,1.4791006197611978e-09,8.381570104631919e-09
1968,8.982831700699023e-10,1.661823922916028e-08
1969,4.5417578031781147e-10,1.0446043086087542e-08
1970,9.197450023812337e-10,1.3336302950861523e-08
1971,1.0276794970565106e-09,1.6956711590410123e-08
1972,0.0,9.234264020108185e-09
1973,5.513203782392395e-10,1.4885650045926013e-08
1974,0.0,1.3501371631807757e-08
1975,0.0,9.709516746170266e-09
1976,1.142705374768127e-09,1.8854638739185248e-08
1977,1.1753563677885381e-09,1.0578207310096843e-08
1978,1.1881182704343018e-09,7.72276909088987e-09
1979,0.0,1.6385524936879392e-08
1980,0.0,1.4212876653374451e-08
1981,1.2651099057237047e-09,2.8464972823272205e-08
1982,1.2415004579935385e-09,1.1173504121941846e-08
1983,0.0,1.768288515613392e-08
1984,0.0,1.9136728035551442e-08
1985,0.0,1.2632671797518924e-08
1986,0.0,9.591176741707841e-09
1987,1.2221633705067347e-09,7.33298027855156e-09
1988,2.99827696004229e-09,1.0194141530917022e-08
1989,0.0,1.9757239066997556e-08
1990,0.0,1.471135746555774e-08
1991,5.861465202094962e-10,1.6998249918742658e-08
1992,5.509944167592096e-10,2.314176583695371e-08
1993,0.0,1.550978012687665e-08
1994,5.274926606624319e-10,2.637463225596548e-08
1995,5.422450821690461e-10,2.331653803366862e-08
1996,0.0,2.8825697162560004e-08
1997,0.0,4.986690171904229e-08
1998,4.768129224785866e-10,3.3853716274734325e-08
1999,4.570201161957499e-10,2.742120744358978e-08
2000,8.836062992401139e-10,3.534425019324772e-08
2001,0.0,2.716351232834313e-08
2002,0.0,2.4534840825651827e-08
2003,4.1669229178253886e-10,6.333723012730275e-08
2004,2.642874807889939e-09,3.523832906027202e-08
2005,0.0,2.8373622673605325e-08
2006,4.1178899179428186e-10,3.253132874192488e-08
2007,3.994479469415779e-10,2.1969636776475454e-08
2008,4.257439678578834e-10,3.1079309792403365e-08
2009,0.0,2.62250594573743e-08
2010,0.0,2.8815136943194375e-08
2011,7.64794394481072e-10,1.911985941793759e-08
2012,3.404252713057332e-10,1.9744666568399794e-08
2013,0.0,2.2312999448104165e-08
2014,0.0,1.1260315346817151e-08
2015,0.0,1.1747849984478087e-08
2016,4.1426800878596737e-10,1.3463710146766061e-08
2017,2.515611330355938e-10,1.4842107098900215e-08
2018,0.0,1.3423626654684995e-08
2019,0.0,1.071414901243628e-08
