year,sommes_VERB à_ADP,sommes_VERB a_ADP,sommes_VERB las_ADJ
1828,1.4042793736734893e-06,5.5033806956039655e-09,2.659967357487858e-08
1829,1.399999632667459e-06,1.4574399298528107e-08,4.029392641768936e-08
1830,1.493511263106484e-06,1.0436835617966267e-08,3.652892388572582e-08
1831,1.6214854667850886e-06,1.4032084827420022e-08,7.795603096383275e-08
1832,1.42876479003462e-06,9.4709785569691e-09,9.741577855493233e-08
1833,1.6634090798106627e-06,1.9692168451435066e-08,3.59092489077284e-08
1834,1.595271328369563e-06,2.240287466648283e-08,3.733812548034621e-08
1835,1.8325362134419265e-06,2.647080776796429e-08,3.1764969321557146e-08
1836,1.9194462765881326e-06,1.2769425294933967e-08,2.6210924986003192e-08
1837,1.885588403638394e-06,1.2524203452102256e-08,2.365682938432201e-08
1838,1.5931896086840425e-06,1.1361891427696946e-08,5.23909449157145e-08
1839,1.6912377986955107e-06,9.088917840571753e-09,2.7266752411492234e-08
1840,1.6236336932706763e-06,2.7389661538812504e-08,5.414235459966221e-08
1841,1.6918145320232725e-06,1.1556986923011436e-08,5.585877360658742e-08
1842,1.969546701729996e-06,2.4820580257767233e-08,3.085801836277824e-08
1843,1.6822882571432274e-06,1.7130042329061013e-08,4.1939067330076796e-08
1844,1.8803810917233932e-06,1.4270258918980261e-08,4.610391357573462e-08
1845,1.8007395965469186e-06,8.928364714222425e-09,5.133809821700197e-08
1846,1.7417141862097196e-06,1.2879902699935997e-08,4.4494210982293225e-08
1847,1.597472873982042e-06,1.7797638030003782e-08,3.289866512545814e-08
1848,1.8970632709169877e-06,1.5285920862417868e-08,4.263967667839097e-08
1849,1.9356448319740593e-06,1.5920888385423382e-08,3.4355601030711114e-08
1850,1.911781282615266e-06,2.9192683825840504e-08,1.6293590476834652e-08
1851,1.7794001223592204e-06,9.0292140431103e-09,4.2566295377355345e-08
1852,1.6940439309109934e-06,2.6042182188490415e-08,4.817803755940986e-08
1853,1.8966856032420765e-06,2.8665273044126138e-08,3.3442816516071616e-08
1854,1.9016132455362822e-06,1.7145692421394187e-08,4.572184764128906e-08
1855,1.9518913632055046e-06,3.502578493908004e-08,3.078023524949458e-08
1856,1.6976003962554387e-06,1.6567005267642543e-08,3.831119954611495e-08
1857,1.8032294519798597e-06,1.854973458170761e-08,2.7336451324799782e-08
1858,2.0734505596919917e-06,2.9851423111182385e-08,5.1872966366772744e-08
1859,2.1305652353476034e-06,3.157147498988877e-08,5.244938705573077e-08
1860,2.1329676656023366e-06,2.3343638411166268e-08,5.1722178540103414e-08
1861,2.123598505932023e-06,2.7352589526685733e-08,6.083593007133459e-08
1862,2.0755628611368593e-06,3.2077703299160376e-08,3.7047488632424574e-08
1863,2.1991315861669136e-06,3.246503504916731e-08,3.795911851511846e-08
1864,2.067486775558791e-06,3.068625931135216e-08,4.411149845395812e-08
1865,2.1086661945446394e-06,3.435996337453062e-08,4.565638889175716e-08
1866,2.0683719412772916e-06,3.113992219638817e-08,3.3572728597164314e-08
1867,2.0964146187907318e-06,3.202855580752839e-08,4.4160586298858107e-08
1868,2.201701818194124e-06,2.173544610961642e-08,3.556709415875048e-08
1869,2.283045205331291e-06,2.344089111705472e-08,4.444002499326416e-08
1870,2.3331845113716554e-06,2.121598097204469e-08,2.695002976338401e-08
1871,2.2389442619896727e-06,4.142259091288736e-08,4.0360472297606975e-08
1872,2.3379013782687252e-06,3.0841430520567314e-08,5.744972497723211e-08
1873,2.081333832393284e-06,2.334541709947402e-08,3.71132280463371e-08
1874,2.1317405298759695e-06,1.9118748417756848e-08,3.883495836021211e-08
1875,2.2588590127270436e-06,2.746333060965611e-08,1.2015206607429718e-08
1876,2.0205782220727997e-06,3.3857683767735125e-08,3.023007266733657e-08
1877,2.182003072448424e-06,2.9068635387652364e-08,4.4530676035492434e-08
1878,2.0544980543490965e-06,1.6305539585204087e-08,6.461824852976861e-08
1879,2.2048554910725215e-06,4.4598073012380723e-08,2.6881030734671185e-08
1880,2.208380919910269e-06,3.786529356730739e-08,2.3746030919369332e-08
1881,2.2702483875036705e-06,3.346803589820979e-08,5.717456375009533e-08
1882,2.2575065941055072e-06,5.124646529353072e-08,2.2628309892525067e-08
1883,2.3286763735086424e-06,5.308244688251307e-08,4.044376922252013e-08
1884,2.362747409279109e-06,2.6406786979293884e-08,3.9610181801208455e-08
1885,2.157998778784531e-06,3.029448758518072e-08,2.900535989169839e-08
1886,2.1735265818279004e-06,3.0331280376216796e-08,4.58195934527339e-08
1887,2.2022063603799324e-06,2.807437582408312e-08,5.157850324621904e-08
1888,2.2616973183176015e-06,3.2971196217701504e-08,4.2482117379449846e-08
1889,2.525476702430751e-06,3.696430717070598e-08,5.5133202891965993e-08
1890,2.454617742841947e-06,3.998175790442815e-08,3.2771932723107966e-08
1891,2.2073922991694417e-06,2.5496880939890332e-08,2.5496881050912634e-08
1892,2.51618075708393e-06,3.82379252705789e-08,4.011847920537548e-08
1893,2.294626028742641e-06,3.69504986608149e-08,3.3255449949365357e-08
1894,2.3063632852426963e-06,5.5453547531669756e-08,4.0329851458409394e-08
1895,2.566938974268851e-06,4.4537747712070086e-08,5.838056083007359e-08
1896,2.3818099634809187e-06,3.8920390355023926e-08,4.65865284127176e-08
1897,2.4087632937153103e-06,2.855089586972781e-08,5.127508018176741e-08
1898,2.445540985718253e-06,3.22526236828935e-08,5.092519472782442e-08
1899,2.3459042495233007e-06,3.814029092552573e-08,5.140648084989152e-08
1900,2.434084763081046e-06,3.218452870878963e-08,4.256663643786851e-08
1901,2.40595204559213e-06,2.6267072628094468e-08,5.7005138387467014e-08
1902,2.0313843833719147e-06,3.7318158174759475e-08,3.1425816615637814e-08
1903,2.434419229757623e-06,3.294134343079236e-08,3.4021386596805314e-08
1904,2.242293703602627e-06,2.6873125946735854e-08,3.815983973254333e-08
1905,2.4322657736775e-06,4.28343005509646e-08,4.18021492976095e-08
1906,2.2264030121732503e-06,3.7038128120059355e-08,4.372556716703002e-08
1907,2.18827995013271e-06,2.9314207505848344e-08,3.959989314239465e-08
1908,2.4164035039575538e-06,4.32202229561085e-08,3.388858615949175e-08
1909,2.34671961152344e-06,3.3005901733940135e-08,3.6306492035009796e-08
1910,2.3327218059421284e-06,2.672075405385499e-08,6.359539383993251e-08
1911,2.379271336394595e-06,3.245428303877418e-08,8.406190943333058e-08
1912,2.4499909159203526e-06,2.969370144212391e-08,6.511776717843532e-08
1913,2.6594493647280615e-06,2.8105845206738422e-08,4.1363318104004065e-08
1914,2.5896308670780854e-06,3.415339322465627e-08,5.1564928327252346e-08
1915,3.139572982036043e-06,4.830112398934716e-08,1.4136913861761968e-08
1916,3.244597564844298e-06,4.285110155599625e-08,5.493730981243061e-08
1917,3.078275312873302e-06,4.1672412076643184e-08,5.15421945124217e-08
1918,2.9784173420921434e-06,2.5270027848023346e-08,5.972916028440522e-08
1919,2.7816909096145537e-06,2.9465114348425914e-08,4.880159565345821e-08
1920,2.3973684619704727e-06,2.4988364266675944e-08,5.073395215049459e-08
1921,2.4141918402165174e-06,2.271824267596756e-08,4.0892835784234194e-08
1922,2.451688033033861e-06,2.8036154064992047e-08,3.32007097370024e-08
1923,2.4214978111558594e-06,1.4862327368803108e-08,6.263409346729532e-08
1924,2.537071623009979e-06,1.2891624545652292e-08,6.187979550986711e-08
1925,2.761642463156022e-06,2.639562746153956e-08,5.169143690864075e-08
1926,2.7007092739950167e-06,1.1146138789719373e-08,4.56991671171636e-08
1927,2.4873920665413607e-06,1.7838759802657478e-08,5.2401357919507063e-08
1928,2.310345507794409e-06,1.4853853924634564e-08,5.3702393643106916e-08
1929,2.4308367301273393e-06,6.684243825105796e-09,4.9017788938954254e-08
1930,2.4851526632119203e-06,1.155396411878229e-08,5.146765857944047e-08
1931,2.6346374397689942e-06,1.4826963656844327e-08,4.790249619190945e-08
1932,2.454936293361243e-06,1.3151443933878681e-08,3.9454331357546835e-08
1933,2.3285444967768854e-06,2.294132461777565e-08,3.555905436769535e-08
1934,2.519726422178792e-06,1.677421224144382e-08,4.553000465534751e-08
1935,2.3266343305294868e-06,2.0346083040578833e-08,5.2660450222674626e-08
1936,2.3849313492974034e-06,1.333718602225531e-08,3.516167268458048e-08
1937,2.202186578870169e-06,1.3850229851897211e-08,4.784624962894668e-08
1938,2.331145651623956e-06,2.074434313215079e-08,3.3709557811789637e-08
1939,2.1503435618797084e-06,1.988226561167039e-08,4.282334131744392e-08
1940,2.1199145976424916e-06,5.0715658339584024e-09,3.0429394115571995e-08
1941,2.464504632371245e-06,1.7709015143196893e-08,4.132103725851266e-08
1942,2.4091641535051167e-06,2.730790571447983e-08,3.944475324146879e-08
1943,2.174523160647368e-06,8.709705623388686e-09,4.645176332473966e-08
1944,2.609107241369202e-06,1.2852744646352221e-08,4.177142187700156e-08
1945,3.030299012607429e-06,1.5249528306782167e-08,4.357008265287732e-08
1946,2.589325504231965e-06,1.3921104269343232e-08,6.26449718765798e-08
1947,2.90869252239645e-06,1.3112958274774655e-08,4.649139739854036e-08
1948,2.601642790978076e-06,7.61032148410834e-09,4.240036233227329e-08
1949,2.2480949155578855e-06,1.8652315691980448e-08,4.123143426681963e-08
1950,2.6396967314212816e-06,1.914365022059883e-08,4.679559140186029e-08
1951,2.4862388272595126e-06,1.7058242818279723e-08,5.224086763178093e-08
1952,2.3883981157268863e-06,1.0544803585865736e-08,3.4797853487589236e-08
1953,2.5781769181776326e-06,2.0470272588113403e-08,3.98631598841348e-08
1954,2.426520723020076e-06,8.795282280260608e-09,3.615838295445428e-08
1955,2.540684135965421e-06,1.1262729415761896e-08,3.660387193349379e-08
1956,2.489885901013622e-06,1.4825940475304833e-08,2.9651880950609666e-08
1957,2.3156633233156754e-06,1.2369052837524208e-08,3.6223653410161205e-08
1958,2.339390448469203e-06,9.926692023931594e-09,1.7371711180658167e-08
1959,2.29654665417911e-06,1.7826720211111535e-08,2.7902691712711203e-08
1960,2.3233237698150333e-06,1.5225833260856803e-08,5.4674583083169637e-08
1961,2.381829062869656e-06,1.389631876236308e-08,4.933193054057483e-08
1962,2.4441899313387694e-06,1.7757477988045167e-08,5.136984526643573e-08
1963,2.385973630225635e-06,1.939815996720995e-08,5.302163685882988e-08
1964,2.5187628125422634e-06,2.3119079428646216e-08,4.137098486012292e-08
1965,2.3436762148776324e-06,1.4227312661319047e-08,5.7456453816939757e-08
1966,2.3950958620844176e-06,2.2156298573605682e-08,4.818994980837488e-08
1967,2.4188225324905943e-06,1.824224149515885e-08,4.53590871529741e-08
1968,2.5821150302363094e-06,2.0660512578540846e-08,5.075299824852664e-08
1969,2.4916082566051045e-06,1.7712855182594467e-08,3.4971535001204757e-08
1970,2.3352324660663726e-06,2.1614007472692265e-08,3.1731204330753826e-08
1971,2.3939794573379913e-06,1.695671192347703e-08,4.213486093362917e-08
1972,2.3721800062048715e-06,2.2059631621385023e-08,2.4624704053621826e-08
1973,2.3436630272044567e-06,1.2129048210240967e-08,5.292675808732383e-08
1974,2.256416792079108e-06,1.012602890426706e-08,2.8690415376786405e-08
1975,2.2411848021874903e-06,1.4278700444236847e-08,2.056132863970106e-08
1976,2.2751264623366296e-06,3.256710323640277e-08,2.513951891103261e-08
1977,2.316039626748534e-06,1.2928920156696222e-08,3.702372453062708e-08
1978,2.487919573468389e-06,1.3663359998972169e-08,2.3762364520507617e-08
1979,2.3390336991724325e-06,1.5800327934911707e-08,3.2771051650115623e-08
1980,2.2354013253789162e-06,8.527725858797908e-09,2.4446148216838992e-08
1981,2.5226290745195e-06,8.223214442715232e-09,2.5302197670384885e-08
1982,2.3315378712140955e-06,1.6760256515979677e-08,2.5450759721934446e-08
1983,2.4737094008742133e-06,1.0104505565600164e-08,2.9681984869966982e-08
1984,2.3398999928758712e-06,1.4497521405587577e-08,2.4355836458767044e-08
1985,2.2606466245633783e-06,1.744511857193487e-08,2.5265343595037848e-08
1986,2.4679295620444464e-06,1.0790073612376716e-08,3.356911904006665e-08
1987,2.324554770893883e-06,1.099947066762752e-08,2.261002229886344e-08
1988,2.3164686808740953e-06,1.6790350665374376e-08,2.2187249371086182e-08
1989,2.460325276842923e-06,2.195248804959249e-08,1.7561990972581043e-08
1990,2.402854988758918e-06,9.262706268664544e-09,2.6153525567451652e-08
1991,2.5620463475206634e-06,1.0550637363770932e-08,2.5790447111262438e-08
1992,2.4486191705364035e-06,8.8159105016139e-09,1.0468894195980738e-08
1993,2.4394669253524626e-06,1.606370197970719e-08,2.6588196533339215e-08
1994,2.641683295223629e-06,1.529728738125513e-08,2.795711040448623e-08
1995,2.5518054371787002e-06,7.049186179219902e-09,1.9520822291951845e-08
1996,2.471536618031678e-06,2.508903329534462e-08,1.8149513891785318e-08
1997,2.3768291157466592e-06,1.2946215210973833e-08,2.5412941084823615e-08
1998,2.423163323328481e-06,6.675380914700213e-09,3.480734278582531e-08
1999,2.408495902272989e-06,1.7366764470949647e-08,2.102292562256025e-08
2000,2.470121444275719e-06,1.457950349337267e-08,2.6949992459890382e-08
2001,2.4057233076746343e-06,1.2705513752209185e-08,2.4096664219541708e-08
2002,2.4547985049139243e-06,1.752488554274123e-08,2.6725450297249154e-08
2003,2.3130589852371486e-06,1.3334153614597e-08,1.6667691227212345e-08
2004,2.394004013694939e-06,7.04766583980998e-09,1.805964444656638e-08
2005,2.363567773500108e-06,1.2610498978382623e-08,1.9816498664226856e-08
2006,2.644508867888362e-06,1.1941880984078779e-08,2.388376074691223e-08
2007,2.4841667709551984e-06,1.1583990322527882e-08,2.1969636776475454e-08
2008,2.6213056116830558e-06,1.1920830961242856e-08,2.3415918093405708e-08
2009,2.69307520284201e-06,1.192048149079028e-08,2.7178696626606325e-08
2010,3.0407056783587905e-06,1.1337103256181535e-08,2.4091344030807704e-08
2011,2.9670197818632005e-06,1.0324724131205443e-08,1.873746313663105e-08
2012,3.2902103157539386e-06,8.851057164971365e-09,2.6893596682953103e-08
2013,3.2551879485254176e-06,5.857162421740725e-09,2.7612337305527035e-08
2014,3.664366431621602e-06,1.9489006242157103e-09,3.3780946040451454e-08
2015,3.5494022085913457e-06,2.4382328933647557e-09,4.322322055827499e-08
2016,3.7076986245665466e-06,4.764082156549776e-09,3.1898636621008336e-08
2017,3.6906533296132693e-06,2.0124891197959016e-09,1.9370206771895937e-08
2018,3.7764275475637987e-06,6.45366671214731e-09,2.8396133444630323e-08
2019,3.6537796859192895e-06,3.57138285611569e-09,3.622402644509748e-08
