year,formules_NOUN égales_ADJ,formules_NOUN légales_ADJ
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,2.881669125542885e-09
1807,1.7081731584767113e-08,1.4234775580490577e-08
1808,0.0,1.1330369975581789e-08
1809,0.0,1.3554183553310395e-08
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,9.979726911524267e-08
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,2.2650237241350624e-08
1819,0.0,1.035105001712111e-09
1820,0.0,1.1866481131050932e-09
1821,0.0,9.86148829262845e-10
1822,0.0,1.0025615893027862e-09
1823,0.0,3.9530747564242574e-09
1824,0.0,6.736890156844311e-09
1825,0.0,0.0
1826,0.0,1.8496766784892316e-08
1827,0.0,3.041700225026034e-08
1828,0.0,3.668920500743411e-09
1829,0.0,1.800366966620004e-08
1830,0.0,3.1310507520032616e-09
1831,0.0,6.236482441579483e-09
1832,0.0,6.764984572527055e-09
1833,0.0,1.50587169400751e-08
1834,0.0,2.14694217959277e-08
1835,0.0,3.025235173481633e-08
1836,0.0,4.032449929525228e-09
1837,0.0,1.948209416013924e-08
1838,0.0,3.092959488526503e-08
1839,0.0,1.8177836125232716e-08
1840,0.0,5.095750932326837e-08
1841,0.0,1.8619591202195807e-08
1842,0.0,1.7441490030023488e-08
1843,0.0,1.9492807368237663e-08
1844,0.0,7.1351298203126134e-09
1845,0.0,1.2276501593078137e-08
1846,0.0,9.367202125076801e-09
1847,0.0,7.011190739092399e-09
1848,0.0,9.65426583121598e-09
1849,0.0,8.379414495607307e-09
1850,0.0,6.1100964288129944e-09
1851,0.0,6.449438760824933e-09
1852,0.0,1.6927417689771573e-08
1853,0.0,5.971931837933653e-09
1854,0.0,5.195664343204953e-09
1855,0.0,1.4328730202350926e-08
1856,0.0,9.836659486950339e-09
1857,0.0,6.8341128311999455e-09
1858,0.0,1.9574704523961373e-08
1859,0.0,1.323965115318515e-08
1860,0.0,1.6935580049448618e-08
1861,0.0,6.13075279431996e-09
1862,0.0,9.487771457372673e-09
1863,0.0,2.4973103585068657e-09
1864,0.0,1.9178912680217763e-08
1865,0.0,9.413688495385486e-09
1866,0.0,1.6056523222118813e-08
1867,0.0,1.7955402498159856e-08
1868,0.0,1.531360993567432e-08
1869,0.0,8.30198221279943e-09
1870,0.0,8.601073631098188e-09
1871,0.0,5.3105884134652115e-09
1872,0.0,6.22875973022019e-08
1873,0.0,5.387403856360606e-09
1874,5.974609140757536e-10,1.1351757756017378e-08
1875,0.0,1.830888685105947e-08
1876,0.0,7.255217759905008e-09
1877,6.80329748092845e-09,7.421779191219002e-09
1878,0.0,9.058632732816818e-09
1879,0.0,3.054662633950045e-09
1880,6.417846254436199e-10,6.417846254436199e-09
1881,0.0,1.8825771164188154e-08
1882,0.0,1.1314154946262533e-08
1883,0.0,8.847074184359371e-09
1884,0.0,9.902545450302114e-09
1885,0.0,9.66845359329227e-09
1886,0.0,2.19417763958063e-08
1887,0.0,1.697520346510828e-08
1888,0.0,9.510921827882157e-09
1889,0.0,1.8795409673089125e-08
1890,0.0,1.5075089621063853e-08
1891,0.0,1.784781566982474e-08
1892,0.0,1.002961980134387e-08
1893,0.0,2.586534897375259e-08
1894,0.0,2.2685540557176864e-08
1895,0.0,7.824199066419624e-09
1896,0.0,2.299841384001411e-08
1897,0.0,2.3889524691789177e-08
1898,0.0,1.3014216371232123e-08
1899,0.0,1.7688250864011934e-08
1900,0.0,1.038210584169974e-08
1901,0.0,3.520905522691464e-08
1902,4.910283846193408e-10,1.3257766440233354e-08
1903,0.0,3.7801539676252105e-09
1904,0.0,3.815983973254333e-08
1905,0.0,1.8062657147766004e-08
1906,0.0,2.6749759740596346e-08
1907,0.0,2.7771354993433306e-08
1908,0.0,1.276961114626829e-08
1909,1.1001967115120692e-09,1.3752458727367411e-08
1910,1.6032452032632705e-09,1.977335806202518e-08
1911,1.5961122423746588e-09,2.2345571504267525e-08
1912,1.5628263128064646e-09,1.1981668990301841e-08
1913,0.0,2.598464909908671e-08
1914,0.0,8.705766774141921e-09
1915,0.0,2.5917676005349222e-08
1916,0.0,1.9777431248257926e-08
1917,0.0,5.483212106582869e-09
1918,0.0,2.412139110674616e-08
1919,0.0,3.038589824200244e-08
1920,0.0,1.8930579770426448e-08
1921,0.0,1.6660044011018726e-08
1922,0.0,1.549366501762961e-08
1923,0.0,2.0170300985000722e-08
1924,0.0,3.0939897754933554e-08
1925,0.0,1.8696901804560184e-08
1926,0.0,1.3375366592072169e-08
1927,0.0,1.6723836537835268e-08
1928,0.0,1.5996457491951332e-08
1929,0.0,1.893869061575515e-08
1930,0.0,3.2561171536826805e-08
1931,1.1405356659111021e-09,1.4826963656844327e-08
1932,0.0,1.0959536500543265e-08
1933,0.0,9.176529758292418e-09
1934,0.0,1.5576054224197833e-08
1935,0.0,2.6330225111337313e-08
1936,0.0,3.273672888326473e-08
1937,0.0,1.0072894407464617e-08
1938,0.0,5.186085783037697e-09
1939,3.058810094103137e-09,2.2941075705773528e-08
1940,0.0,5.0715658339584024e-09
1941,0.0,1.4757512545315876e-08
1942,0.0,1.517105907566929e-08
1943,0.0,2.0322646676618206e-08
1944,0.0,6.4263723231761105e-09
1945,0.0,1.089252066321933e-08
1946,0.0,2.3665876369705074e-08
1947,1.1920870957027319e-09,2.0265479960812627e-08
1948,1.0871887834440486e-09,1.956939832403748e-08
1949,0.0,7.853606653895895e-09
1950,0.0,1.0635361036293034e-08
1951,0.0,9.595261474260042e-09
1952,0.0,1.370824520563474e-08
1953,0.0,1.8315507332999914e-08
1954,0.0,1.4658803948464083e-08
1955,0.0,6.569925492527773e-09
1956,8.72114158667614e-10,1.3953826760726429e-08
1957,0.0,1.5019563925910973e-08
1958,0.0,9.926692356998501e-09
1959,0.0,1.2401196514133517e-08
1960,6.920833350854139e-10,1.314958364417862e-08
1961,6.948159270159238e-10,6.044898270829435e-08
1962,0.0,1.7123282347597524e-08
1963,0.0,1.3578711488548834e-08
1964,3.041984220075733e-09,9.125952438182594e-09
1965,0.0,7.660860390501512e-09
1966,5.539074754423723e-10,1.60633168988511e-08
1967,0.0,8.874604162656397e-09
1968,1.3474247273492779e-09,8.084548142051062e-09
1969,0.0,1.1354394757745467e-08
1970,0.0,8.7375777724219e-09
1971,0.0,6.166076982339064e-09
1972,0.0,6.669190977248718e-09
1973,5.513203782392395e-10,6.064524049609332e-09
1974,1.1251143350321513e-09,1.1251143128276908e-08
1975,0.0,1.4849848462006321e-08
1976,0.0,5.142174241967723e-09
1977,0.0,6.464460078348111e-09
1978,5.940591352171509e-10,1.0099005298691566e-08
1979,5.851973350345929e-10,8.192762912528906e-09
1980,1.1370301367108482e-09,4.548120546843393e-09
1981,0.0,5.060439622894819e-09
1982,1.8622506869903077e-09,8.069752865935698e-09
1983,0.0,8.209910973278056e-09
1984,0.0,1.1598016769198694e-08
1985,0.0,9.02333674446254e-09
1986,0.0,4.7955883708539204e-09
1987,0.0,5.499735167280306e-09
1988,0.0,5.99655392008458e-09
1989,0.0,6.585746614717891e-09
1990,0.0,4.903785877363731e-09
1991,0.0,4.689172272698272e-09
1992,0.0,1.1019888113139586e-08
1993,5.539207426075166e-10,7.200969598386564e-09
1994,0.0,1.0549853435293244e-08
1995,0.0,5.4224509327127635e-09
1996,0.0,6.4057106285986265e-09
1997,0.0,9.110299181713799e-09
1998,0.0,1.0489884516573511e-08
1999,0.0,8.226361813967742e-09
2000,0.0,7.068850393920911e-09
2001,0.0,7.448059946568719e-09
2002,0.0,2.1906108038649563e-09
2003,0.0,8.750538071922165e-09
2004,0.0,9.250062049659391e-09
2005,0.0,5.404499514582994e-09
2006,0.0,3.706100981659688e-09
2007,0.0,5.192823504529542e-09
2008,0.0,4.6831836186811415e-09
2009,0.0,4.291373478793048e-09
2010,0.0,4.2514138876015295e-09
2011,0.0,3.059177577924288e-09
2012,0.0,2.382976926895708e-09
2013,2.789125042035323e-10,4.183687618564136e-09
2014,0.0,3.2481677347817595e-09
2015,0.0,8.422986225165019e-09
2016,2.0713400439298368e-10,7.042556149361445e-09
2017,0.0,4.024978184080652e-09
2018,0.0,3.872200005083926e-09
2019,2.55098775436835e-10,2.55098775436835e-09
