year,meilleures_ADJ oies_NOUN,meilleures_ADJ lois_NOUN
1950,2.1270722960764488e-09,2.8715476219076663e-08
1951,2.1322803522849654e-09,1.0448173526356186e-07
1952,2.1089607837865287e-09,3.585233443459401e-08
1953,0.0,2.9089333608567358e-08
1954,0.0,3.420387528763058e-08
1955,0.0,3.378819002364253e-08
1956,0.0,4.971050771018781e-08
1957,0.0,2.297109880089465e-08
1958,0.0,5.707848060865217e-08
1959,0.0,4.4954337141689393e-08
1960,0.0,2.7683332959327345e-08
1961,0.0,3.682524507553353e-08
1962,0.0,5.200404373795209e-08
1963,0.0,5.1728427763464424e-08
1964,0.0,5.597251018230054e-08
1965,5.472043373977442e-10,3.009623839034248e-08
1966,5.539074754423723e-10,4.652822838124848e-08
1967,0.0,4.3879985867079085e-08
1968,0.0,6.332896163030455e-08
1969,4.5417578031781147e-10,1.0446042608691641e-07
1970,9.197450023812337e-10,7.219998110485903e-08
1971,0.0,6.063309143655715e-08
1972,0.0,4.104117579117883e-08
1973,0.0,5.954260018370405e-08
1974,1.1251143350321513e-09,2.6440186928766707e-08
1975,0.0,2.1132477101559743e-08
1976,0.0,2.856763359204706e-08
1977,0.0,3.526069036752233e-08
1978,5.940591352171509e-10,3.9801960838303785e-08
1979,0.0,4.6230589134665934e-08
1980,0.0,3.240536017301565e-08
1981,0.0,2.4037088763861902e-08
1982,0.0,5.152226734139731e-08
1983,0.0,2.7155859783078995e-08
1984,0.0,2.9574943383181562e-08
1985,0.0,3.128090142467954e-08
1986,0.0,3.6566362382473017e-08
1987,0.0,2.3221103262471843e-08
1988,0.0,4.8572086797094016e-08
1989,0.0,5.1039535264862934e-08
1990,0.0,3.705082818328265e-08
1991,0.0,4.0444110283033297e-08
1992,0.0,2.4243753671271406e-08
1993,5.539207426075166e-10,3.711268803385792e-08
1994,0.0,3.428702299856923e-08
1995,0.0,5.964695759530514e-08
1996,0.0,2.6156651955488996e-08
1997,0.0,3.068732468136659e-08
1998,4.768129224785866e-10,2.288702027897216e-08
1999,0.0,2.7421206638678086e-08
2000,0.0,3.843687323978884e-08
2001,0.0,3.1982846593336944e-08
2002,0.0,4.468845915539532e-08
2003,0.0,4.125253738607171e-08
2004,0.0,4.052407831522942e-08
2005,4.5037495954858286e-10,4.909087181204086e-08
2006,0.0,3.1707752867760064e-08
2007,0.0,3.5550868915379397e-08
2008,0.0,3.789121194586187e-08
2009,4.76819250749827e-10,2.4794601927169424e-08
2010,0.0,2.4091344030807704e-08
2011,7.64794394481072e-10,2.562061141020422e-08
2012,0.0,2.1787217363566924e-08
2013,0.0,2.649668751075751e-08
2014,0.0,3.421403249603827e-08
2015,2.2165753954528356e-10,3.347028965094978e-08
2016,8.285360175719347e-10,3.790552227656008e-08
2017,0.0,3.144514337805049e-08
2018,5.162933414126769e-10,2.4007640320178325e-08
2019,0.0,3.622402644509748e-08
