year,meilleures_ADJ oies_NOUN,meilleures_ADJ lois_NOUN
1800,0.0,1.131899196593622e-07
1801,0.0,2.4764298700574727e-07
1802,4.475680270843441e-09,5.549843535845866e-07
1803,1.5602713787643552e-08,2.945012340660469e-07
1804,0.0,3.9302429399867833e-07
1805,0.0,2.842877790953935e-07
1806,0.0,2.507052272449073e-07
1807,0.0,2.2775640218242188e-07
1808,0.0,3.331128652916959e-07
1809,0.0,2.5301142159150913e-07
1810,0.0,2.0593115834799391e-07
1811,0.0,1.5293167621166504e-07
1812,0.0,1.3869482984318893e-07
1813,0.0,1.4378707646756084e-07
1814,0.0,3.555745138328348e-07
1815,0.0,3.425473948936997e-07
1816,0.0,3.4532297377154464e-07
1817,0.0,4.826307531402563e-07
1818,0.0,3.910146233465639e-07
1819,0.0,4.1611221490711614e-07
1820,0.0,4.16513501022564e-07
1821,0.0,3.5501358297551633e-07
1822,1.0025615893027862e-09,4.130553747927479e-07
1823,0.0,2.3619621458692563e-07
1824,0.0,4.2526619381533237e-07
1825,0.0,3.1875703143668943e-07
1826,0.0,4.4832640355707554e-07
1827,0.0,5.04184811234154e-07
1828,5.503380862137419e-09,3.0635484904451005e-07
1829,0.0,3.643599768565764e-07
1830,0.0,3.12061388285656e-07
1831,0.0,3.5547950005820894e-07
1832,1.3529969367098715e-09,4.2619404894139734e-07
1833,0.0,1.8417969727124728e-07
1834,0.0,4.471240231396223e-07
1835,0.0,3.713476246502978e-07
1836,0.0,2.8428772225197463e-07
1837,0.0,2.2891461526342027e-07
1838,0.0,2.1840079966750636e-07
1839,0.0,2.2442635838615388e-07
1840,0.0,2.7580750838751555e-07
1841,0.0,1.8683796554341825e-07
1842,0.0,2.166769661471335e-07
1843,0.0,2.746713789747446e-07
1844,0.0,2.3271499571819731e-07
1845,0.0,2.070264599751681e-07
1846,0.0,2.1603109701118228e-07
1847,0.0,1.6557196147459763e-07
1848,0.0,2.4055213998508407e-07
1849,0.0,1.6842624006585538e-07
1850,0.0,2.2132127242002753e-07
1851,0.0,2.2379552433449135e-07
1852,0.0,2.0247796328476397e-07
1853,0.0,1.6363092925075762e-07
1854,0.0,1.6158516302766657e-07
1855,0.0,1.5390116914204555e-07
1856,5.177189232874468e-10,1.4910304457771417e-07
1857,0.0,1.4400451675555814e-07
1858,0.0,1.7519360540063644e-07
1859,0.0,2.826156162427651e-07
1860,0.0,1.858336702298402e-07
1861,0.0,1.8250779021400376e-07
1862,0.0,1.906590227918059e-07
1863,0.0,1.62325179076106e-07
1864,0.0,1.4959550753701478e-07
1865,4.706844358715045e-10,1.5767928118748387e-07
1866,0.0,1.4742806797585217e-07
1867,0.0,1.814951531287079e-07
1868,0.0,1.2596679255238996e-07
1869,0.0,1.8117856370736263e-07
1870,0.0,1.9438425624684896e-07
1871,0.0,2.177341400511068e-07
1872,0.0,1.663018309727704e-07
1873,0.0,1.2989629283310933e-07
1874,0.0,1.1829725821144166e-07
1875,0.0,1.310229720274947e-07
1876,0.0,1.934724735974669e-07
1877,0.0,1.5771280459375703e-07
1878,0.0,1.1534659449807805e-07
1879,0.0,1.6189711971037468e-07
1880,0.0,9.434234016225673e-08
1881,0.0,1.0737661426674094e-07
1882,0.0,1.1646923780972429e-07
1883,0.0,6.003372021723408e-08
1884,0.0,1.2015088657335582e-07
1885,0.0,8.830520670244368e-08
1886,0.0,8.905779935730607e-08
1887,0.0,9.858676008889233e-08
1888,0.0,1.1476512895569613e-07
1889,0.0,6.265136676120164e-08
1890,6.554386478008212e-10,8.25852666253013e-08
1891,0.0,1.0644947678883909e-07
1892,0.0,1.0781841552898186e-07
1893,0.0,1.1516238629383224e-07
1894,0.0,7.813908808884662e-08
1895,0.0,8.365874037963295e-08
1896,0.0,9.553186686162007e-08
1897,0.0,8.914872040577393e-08
1898,0.0,9.336285700101143e-08
1899,0.0,9.341607665191987e-08
1900,0.0,6.800279805929677e-08
1901,0.0,9.500855924216012e-08
1902,0.0,5.892340482205327e-08
1903,0.0,9.396383404691733e-08
1904,0.0,7.685714109584296e-08
1905,0.0,8.566860287828604e-08
1906,0.0,5.7100447037328195e-08
1907,0.0,1.0491400814771623e-07
1908,0.0,5.107844458507316e-08
1909,0.0,8.526524197804974e-08
1910,0.0,8.44375804831543e-08
1911,5.320374141248863e-10,9.417062329930559e-08
1912,0.0,7.762037768088703e-08
1913,0.0,5.302989691813309e-08
1914,0.0,5.893134513712539e-08
1915,0.0,5.890380805340101e-08
1916,0.0,4.9443578120644815e-08
1917,0.0,6.470190072604964e-08
1918,0.0,4.3648228142956214e-08
1919,0.0,8.194984957299312e-08
1920,0.0,4.770506123463747e-08
1921,0.0,5.9067428281878165e-08
1922,0.0,6.123686802084194e-08
1923,0.0,4.352538596208433e-08
1924,0.0,2.9650736976805092e-08
1925,0.0,3.629398648286042e-08
1926,0.0,6.576221522891501e-08
1927,0.0,7.024011949852138e-08
1928,0.0,5.713020456710183e-08
1929,0.0,4.67897081080082e-08
1930,1.0503603542488804e-09,6.722306267192835e-08
1931,0.0,2.5091784650044247e-08
1932,1.0959536611565568e-09,1.9727165678773417e-08
1933,0.0,5.5059178549754506e-08
1934,0.0,4.313368862085554e-08
1935,0.0,4.308582290946106e-08
1936,0.0,4.607391446143083e-08
1937,0.0,4.5328025777280345e-08
1938,0.0,3.3709557811789637e-08
1939,0.0,4.435274547631707e-08
1940,0.0,4.81798743123818e-08
1941,2.9515025978810172e-09,6.788455664263893e-08
1942,0.0,7.888950648293758e-08
1943,0.0,1.7419411690866582e-08
1944,0.0,3.855823393905666e-08
1945,0.0,5.8819608739213436e-08
1946,0.0,4.454753366189834e-08
1947,0.0,5.006765846360395e-08
1948,0.0,6.958008214041911e-08
1949,0.0,7.755436826073492e-08
