year,aux_ADP unes_PRON,aux_ADP lunes_NOUN
1946,1.6705325123211878e-07,4.1763312808029696e-09
1947,1.6331593677421097e-07,9.536696765621855e-09
1948,1.3916016072812454e-07,1.087188805648509e-08
1949,2.0223037733302363e-07,4.908504269707237e-09
1950,1.4464091346866326e-07,6.381216888229346e-09
1951,1.3220138495029232e-07,0.0
1952,1.0333908040394135e-07,1.0544804140977249e-08
1953,1.3036331125704237e-07,1.508335856215126e-08
1954,1.3290649114594544e-07,5.863521668203475e-09
1955,1.5110828233133589e-07,1.1262729415761896e-08
1956,1.247123249115134e-07,1.4825940475304833e-08
1957,1.3429257261776684e-07,6.184526224473075e-09
1958,1.0174859221834254e-07,8.272243445794913e-10
1959,9.998464900462523e-08,6.975673150222406e-09
1960,1.238829199223801e-07,1.6609999708983025e-08
1961,1.466061672061869e-07,1.3896318540318475e-08
1962,1.566463287971942e-07,9.512934273647744e-09
1963,1.273812477720071e-07,6.466053470433053e-09
1964,1.2107096925007e-07,1.9468698653213323e-08
1965,1.1546011791097044e-07,8.208064727899256e-09
1966,1.390307784454592e-07,1.2739872379263772e-08
1967,1.4544490678503053e-07,1.8242242272314968e-08
1968,1.4147960580856989e-07,1.3923388997305608e-08
1969,1.580531723277545e-07,9.537691525451919e-09
1970,1.4118085811531955e-07,1.333630239575001e-08
1971,1.202385042642362e-07,1.5415192233803054e-08
1972,1.2774065361043085e-07,1.3851396252206882e-08
1973,1.2625236411878404e-07,1.1577727720979425e-08
1974,9.28219354712212e-08,7.313243122197832e-09
1975,9.138367929040214e-08,8.567220266542108e-09
1976,1.045575426239509e-07,1.085570122683066e-08
1977,1.257631323525743e-07,9.402850609241398e-09
1978,9.445540416486153e-08,7.722768535778357e-09
1979,8.894999581343654e-08,7.607565355449708e-09
1980,9.89216220048661e-08,1.364436125195212e-08
1981,1.0500412450653585e-07,1.5813873766035158e-08
1982,1.142180403590487e-07,4.966001942996456e-09
1983,1.029396483609446e-07,9.472973849788957e-09
1984,1.1424046508778929e-07,6.958810083723677e-09
1985,1.0587381993332201e-07,1.2031115881327992e-08
1986,9.950845747397352e-08,7.193382445258578e-09
1987,9.288441749077947e-08,5.49973533381376e-09
1988,1.0853762599793981e-07,5.396898483667201e-09
1989,8.835876919022212e-08,1.4269117998289005e-08
1990,9.644112086704126e-08,1.5801087605016306e-08
1991,9.261114897185507e-08,2.2859714399192654e-08
1992,1.041379422694888e-07,6.060938473329003e-09
1993,7.865674600537886e-08,1.2740177357528637e-08
1994,8.809127560738261e-08,7.3848973047851985e-09
1995,8.947043506069008e-08,8.133676010491087e-09
1996,8.22066166250579e-08,6.939519625603907e-09
1997,8.822605823688434e-08,1.0069277966984203e-08
1998,9.726983485336405e-08,8.582632382569955e-09
1999,1.0739972466922154e-07,1.0511462505968794e-08
2000,9.4545874684826e-08,1.5021307087081937e-08
2001,7.754744535404257e-08,8.324302663842431e-09
2002,8.937691786670143e-08,7.00995456126563e-09
2003,1.1084015039131145e-07,1.3334153003974336e-08
2004,8.413151553199327e-08,6.6071867144135155e-09
2005,7.791486700270411e-08,1.1259373988714572e-08
2006,1.1118302900570143e-07,1.4000825832027886e-08
2007,9.347081753041664e-08,7.988958827809256e-09
2008,7.748540031826678e-08,8.089135306033057e-09
2009,8.582746424679044e-08,1.3827758049700378e-08
2010,7.888734177008416e-08,2.1257068993918438e-08
2011,7.189067185997544e-08,2.6003009939712385e-08
2012,5.8553147330719924e-08,1.4297861505863096e-08
2013,7.307507621234777e-08,1.7292575649197062e-08
2014,7.23258701817997e-08,1.2343037439355165e-08
2015,8.688975627890727e-08,1.5959342791749265e-08
2016,8.306073429054095e-08,1.8849194094450183e-08
2017,5.3834082081039014e-08,1.4087423227948648e-08
2018,6.453666889782994e-08,1.6521386980716812e-08
2019,7.24480546665518e-08,1.454062992234384e-08
