year,aux_ADP unes_PRON,aux_ADP lunes_NOUN
1800,3.552905738501977e-07,3.144164484325529e-09
1801,4.690929671369304e-07,3.5717739876872656e-08
1802,4.095247447821748e-07,1.7902721083373763e-08
1803,6.338602567268481e-07,1.950339223455444e-09
1804,5.017857496181222e-07,2.4718509461507665e-09
1805,4.0368862563866514e-07,1.4214388555089386e-08
1806,4.034336722469334e-07,2.881669125542885e-09
1807,4.156554567202875e-07,5.693910232196231e-09
1808,4.1015938911925787e-07,0.0
1809,3.4337264054329353e-07,1.129515236897305e-08
1810,4.3526358384227137e-07,0.0
1811,3.0586335242333007e-07,2.5070767684098882e-09
1812,2.5871921138787e-07,0.0
1813,3.105800914227075e-07,0.0
1814,2.8005426777610865e-07,0.0
1815,3.991890764609707e-07,0.0
1816,4.0094547415492343e-07,2.0858434979231788e-08
1817,3.6430837013767814e-07,0.0
1818,4.077042725647573e-07,1.1921177378582115e-09
1819,3.61251650815575e-07,6.210630232317271e-09
1820,3.4175465124519633e-07,8.306536791735653e-09
1821,4.0826561065188116e-07,6.903041693817613e-09
1822,3.920015814173894e-07,1.604098542884458e-08
1823,4.48673983299841e-07,4.941343445530322e-09
1824,3.4779195523526596e-07,4.210556348027694e-09
1825,3.0642941606373597e-07,7.044354433105582e-09
1826,3.073986665214079e-07,8.80798456392995e-09
1827,2.949527289075604e-07,9.217273055917019e-10
1828,3.3203731186759455e-07,1.559291185060374e-08
1829,2.2804648303065278e-07,2.571952872898464e-09
1830,2.9953719504760556e-07,4.174734336004349e-09
1831,1.9644919801997673e-07,0.0
1832,4.667839537120244e-07,1.6235963684607668e-08
1833,3.1391633337207736e-07,8.108540172635514e-09
1834,2.464316164463298e-07,4.667265685043276e-09
1835,3.335321849817774e-07,3.025235173481633e-09
1836,2.607650997354938e-07,6.048674894287842e-09
1837,3.06147194706341e-07,4.174734336004349e-09
1838,3.3517578579278506e-07,0.0
1839,3.2160785501389455e-07,0.0
1840,2.9746446550404926e-07,2.8026629905752998e-08
1841,2.953452327147943e-07,4.494383976094696e-09
1842,2.824179450300335e-07,6.708265054555795e-10
1843,3.6859125618349253e-07,3.5441467538532834e-09
1844,2.980288664744535e-07,5.488561272137815e-10
1845,4.2130719979383e-07,3.9061593959388574e-09
1846,2.8277240904373e-07,1.7563503984519002e-09
1847,2.901554241319104e-07,8.629157832729106e-09
1848,2.78364664652031e-07,1.6090443422100975e-09
1849,2.4719274449580553e-07,4.1897072478036534e-09
1850,3.3605530980196363e-07,1.0862393651223101e-08
1851,3.2376183156657135e-07,1.9348316282474798e-09
1852,3.724032104912567e-07,1.0416872697760482e-08
1853,2.705285035986549e-07,1.1943863675867306e-09
1854,3.0134853012953045e-07,4.1565315633818045e-09
1855,2.706537785002183e-07,7.960405667972736e-09
1856,2.795682103595709e-07,4.659470143053568e-09
1857,2.670185548225845e-07,9.763017949637742e-09
1858,3.3472745109008883e-07,2.936205500958522e-09
1859,3.152055167987555e-07,6.110607797538137e-09
1860,3.153679708489676e-07,9.154367819341758e-10
1861,3.065376521504959e-07,1.8863854922557266e-09
1862,3.4924033442962354e-07,1.355395878865906e-09
1863,2.8918853356429963e-07,7.4919311865429e-09
1864,3.04944689943909e-07,8.63051052846231e-09
1865,2.8429338527757864e-07,1.882737743486018e-09
1866,2.393881519680008e-07,1.4596838737723772e-09
1867,2.1983236564437902e-07,2.91168689159349e-09
1868,2.326680661468572e-07,6.9158236915001225e-09
1869,2.456410186368885e-07,6.348574776993132e-09
1870,2.7580775263658097e-07,4.013834153937523e-09
1871,1.933054303293602e-07,1.0621177271019633e-09
1872,2.7817761782955586e-07,1.2094678591978436e-09
1873,2.4542618248801773e-07,2.3944017879529156e-09
1874,2.2165799506979056e-07,4.182226565063729e-09
1875,2.574687183454216e-07,5.149374260327022e-09
1876,3.071375473950866e-07,1.813804439976252e-09
1877,2.2883819816854611e-07,3.710889595609501e-09
1878,2.3552446215546752e-07,1.2078177347163432e-09
1879,3.0302252795877394e-07,2.443730107160036e-09
1880,2.663406117875411e-07,3.8507077526617195e-09
1881,2.593772752135237e-07,6.275256814181063e-09
1882,2.3227293510785785e-07,1.3310770263785798e-09
1883,2.287600651129651e-07,2.5277355764075082e-09
1884,1.762653125680913e-07,6.601696966868076e-10
1885,2.2817550693332578e-07,5.156508553483263e-09
1886,1.9231321779500377e-07,4.517424767591649e-09
1887,1.8346278185532583e-07,6.528924623161458e-09
1888,2.0353372853776364e-07,6.340614699951175e-09
1889,2.1927979254598995e-07,4.38559560889118e-09
1890,2.090849235969472e-07,5.243509182406569e-09
1891,1.7210394176458976e-07,6.3742202627281586e-09
1892,2.501136364685408e-07,3.1342561879199593e-09
1893,2.1369705116569548e-07,4.310891643655168e-09
1894,1.7077171499124688e-07,7.561847370496366e-09
1895,1.7453981548953834e-07,2.4074457982692365e-09
1896,2.187797800701219e-07,1.0614652268259306e-08
1897,1.9344689228262268e-07,5.826713556089658e-10
1898,2.500992852816353e-07,1.6975064687230201e-09
1899,2.1889210266579084e-07,0.0
1900,1.967409097858308e-07,3.633737311048435e-09
1901,2.3472702981308657e-07,3.353243460679778e-09
1902,2.1310631481696873e-07,1.4730852093691738e-09
1903,2.4516999808099627e-07,8.640352433531007e-09
1904,2.359460502532329e-07,6.449550227216605e-09
1905,2.281055540009902e-07,1.0321518084666081e-09
1906,2.1039715036863527e-07,2.0576738091193647e-09
1907,2.0262802369330757e-07,3.0857059130084963e-09
1908,2.3427325235303442e-07,5.893666887857307e-09
1909,2.0958747448673876e-07,8.801573692096554e-09
1910,2.0842187886671582e-07,8.550641084070776e-09
1911,1.8834125015132486e-07,2.6601871816467337e-09
1912,2.09939679862714e-07,1.041884239993962e-08
1913,1.924985228995979e-07,1.060597942803554e-09
1914,2.0023263935797786e-07,6.6967438816512015e-09
1915,1.9084834868010603e-07,1.1780761921542648e-09
1916,1.5821945087424183e-07,1.0987462051303964e-09
1917,1.7436614285770702e-07,4.386569774084137e-09
1918,1.6540381420071526e-07,4.594550517822427e-09
1919,1.915232505922404e-07,4.603924186330488e-09
1920,1.885485749753002e-07,1.2872793941909322e-08
1921,1.8401776546994597e-07,5.300923311413186e-09
1922,2.3461834608440313e-07,4.4267612908655e-09
1923,1.6348559928047735e-07,2.1231896241147297e-09
1924,1.7145860820022563e-07,1.0313299547703991e-08
1925,2.1996356380782345e-07,5.499088961968823e-09
1926,1.705359213843849e-07,4.458455382660986e-09
1927,2.2298450197411057e-07,1.0034302277972529e-08
1928,1.5082374904551443e-07,4.570416489713125e-09
1929,1.515095293669333e-07,0.0
1930,1.6595693796972455e-07,1.0503603875555712e-08
1931,1.6537767777435874e-07,0.0
1932,1.8521617128897105e-07,6.575721855917038e-09
1933,1.3191261238887364e-07,4.588264879146209e-09
1934,1.6894028398439787e-07,5.990790086229936e-09
1935,1.7234328453241687e-07,0.0
1936,1.758083545411182e-07,1.2124714565686645e-09
1937,1.624254295506944e-07,6.295558963032022e-09
1938,1.4391388347689826e-07,3.8895642262559704e-09
1939,1.5752871895813314e-07,9.176430282309411e-09
1940,9.889553531650108e-08,7.607348528892999e-09
1941,1.4462362152301012e-07,5.9030051957620344e-09
1942,1.1226583751522412e-07,9.102635090130207e-09
1943,1.1903264174328854e-07,2.322588166236983e-08
1944,1.960043523041577e-07,9.639558484764166e-09
1945,1.7428032172972507e-07,6.535512131478072e-09
