year,ayons_VERB eu_VERB,ayons_VERB lu_VERB
1847,1.7905502147641528e-07,1.5101026207275936e-08
1848,2.300933346077727e-07,6.43617736884039e-09
1849,2.220544956799131e-07,5.865590679832167e-09
1850,1.9212858148875966e-07,5.431196825611551e-09
1851,1.5220675209093315e-07,1.3543821175687754e-08
1852,2.161501129194221e-07,6.510545436100301e-09
1853,1.911018188138769e-07,1.4929829816878737e-08
1854,1.9795481875917176e-07,9.352196350675968e-09
1855,2.1811511885516666e-07,5.306937111981824e-10
1856,2.334912352353058e-07,1.5531567143511893e-08
1857,2.269901671070329e-07,7.322263684272912e-09
1858,2.2657719966900913e-07,1.2723557318849998e-08
1859,2.2049110270927486e-07,1.9350258284589472e-08
1860,1.7576385857864807e-07,7.323494255473406e-09
1861,2.1457634602484177e-07,1.9807048445841247e-08
1862,2.1731513299982907e-07,9.035972858839614e-09
1863,1.9528967243331863e-07,1.0988165932701577e-08
1864,2.152832792035042e-07,3.3563094525845827e-09
1865,2.1604415678666555e-07,8.47231973466478e-09
1866,2.243047561023559e-07,3.8924903300596725e-09
1867,2.0236224429481808e-07,1.3102591012170706e-08
1868,2.2723421011505707e-07,1.1855697756857353e-08
1869,2.3440891538939468e-07,1.6115613732381462e-08
1870,1.9266403228357376e-07,2.5229814681893004e-08
1871,3.3775344832065457e-07,2.1242354542039266e-09
1872,2.50359846631909e-07,6.652073114565837e-09
1873,2.3824297556984675e-07,1.1972008939764578e-09
1874,2.2882753114572552e-07,8.961913877669758e-09
1875,2.2828893975201936e-07,1.5448122780981066e-08
1876,2.194703370150819e-07,5.441413541973361e-09
1877,1.7193788437452895e-07,2.4739263970730008e-09
1878,2.3250491665294248e-07,1.8117265465633636e-09
1879,2.3765275614096026e-07,1.4051448005147904e-08
1880,2.5607207021494105e-07,1.2835692508872398e-08
1881,2.405515147074766e-07,9.761510710859511e-09
1882,1.6771571154095e-07,9.983077475794744e-09
1883,2.395029525814607e-07,2.0853818227806187e-08
1884,2.237975280650062e-07,9.902545450302114e-09
1885,2.5524718694214243e-07,7.090199094506033e-09
1886,2.426502305752365e-07,1.355227396970804e-08
1887,2.3569417351154698e-07,3.9173548849191775e-09
1888,2.5362459155076067e-07,3.804368819970705e-09
1889,2.41834271719199e-07,5.012109394186837e-09
1890,2.497221203157096e-07,4.5880703680722945e-09
1891,2.1672347827461635e-07,1.2748440525456317e-08
1892,2.33815512729052e-07,5.014809900671935e-09
1893,2.53110925996225e-07,3.695050043717174e-09
1894,2.186634162626433e-07,1.1972924873759894e-08
1895,2.6301344746570976e-07,1.023164486468886e-08
1896,2.1642095759943913e-07,1.2383760683576384e-08
1897,2.150057270000616e-07,8.157399200570126e-09
1898,2.1784666159874178e-07,1.6975064687230201e-09
1899,2.4652999286445265e-07,2.7637891975018647e-09
1900,1.9310718357701262e-07,1.5573159428683425e-09
1901,2.777603356207692e-07,1.676621685930968e-08
1902,1.8855490679925424e-07,2.9461704187383475e-09
1903,1.852275488545274e-07,0.0
1904,2.12297692314678e-07,3.7622376325430196e-09
1905,2.1107504721840087e-07,3.096455536422127e-09
1906,1.9753667857003165e-07,5.144184633820714e-09
1907,1.6971382876818097e-07,1.5428529565042481e-09
1908,2.0529606103991682e-07,7.367083831866239e-09
1909,1.7548137520861928e-07,3.850688656825696e-09
1910,2.1643809589022567e-07,3.740905363258662e-09
1911,2.0111014009671635e-07,1.0640748282497725e-09
1912,2.078559049323303e-07,3.646594803896619e-09
1913,2.1954377871225006e-07,4.242391771214216e-09
1914,2.0090230634650652e-07,3.3483718020477227e-09
1915,3.4164210660492245e-07,0.0
1916,2.7358780130271043e-07,4.394984820521586e-09
1917,2.324882046877974e-07,3.289927441585405e-09
1918,2.848621249995631e-07,1.4932290071101306e-08
1919,2.2559228796126263e-07,8.287063479883727e-09
1920,2.2716695013969002e-07,7.572231730534895e-09
1921,2.2188149273461022e-07,4.543648568500203e-09
1922,2.0805778433441446e-07,1.4755870969551665e-09
1923,1.9639503534563119e-07,1.2739137744688378e-08
1924,2.062659945067935e-07,7.734974438733389e-09
1925,2.1006519546062918e-07,1.3197813508725176e-08
1926,2.4298580569848127e-07,1.114613823460786e-08
1927,2.062606654362753e-07,1.0034302277972529e-08
1928,1.9538531148555194e-07,1.1426041446327417e-08
1929,2.2392217147171323e-07,5.570202965543558e-09
1930,1.6700730043339718e-07,1.1553964007759987e-08
1931,2.0073427720035397e-07,1.3686427990933225e-08
1932,1.6220114673615171e-07,1.0959536389520963e-08
1933,1.950012631368736e-07,5.735331320977366e-09
1934,2.0129054689732584e-07,8.38710612072191e-09
1935,1.5080037485404318e-07,1.196828414151696e-08
1936,1.4549657123552606e-07,7.274828739411987e-09
1937,1.9768054926316836e-07,1.0072894518486919e-08
1938,1.78919961513202e-07,7.779128452511941e-09
1939,2.003520620519339e-07,1.070583532936098e-08
1940,2.0032685199566913e-07,0.0
1941,1.3872062254449702e-07,5.9030051957620344e-09
1942,1.7598428314613557e-07,1.517105907566929e-08
1943,1.800005833274554e-07,1.4516175816936538e-08
1944,1.767252371109862e-07,6.4263723231761105e-09
1945,3.289541155027109e-07,6.535512131478072e-09
1946,1.8515068234137289e-07,6.960552134671616e-09
1947,2.205361084861579e-07,8.344609447874518e-09
1948,1.6851426209996134e-07,9.784699273041042e-09
1949,1.4823682192854903e-07,5.890204768377316e-09
1950,1.6059395591128123e-07,3.190608444114673e-09
1951,1.7697927034987515e-07,1.9190522948520083e-08
1952,1.5289965915599169e-07,3.1634410646574906e-09
1953,1.4867882214275596e-07,8.619061908632375e-09
1954,1.807919147722714e-07,6.840775057526116e-09
1955,1.8677359037155838e-07,1.1262729415761896e-08
1956,1.8663243395167228e-07,9.593255967388359e-09
1957,1.8465229345565604e-07,7.951533653738352e-09
1958,1.505548254954192e-07,9.099467845885556e-09
1959,1.5501495909120422e-07,4.650448914844674e-09
1960,1.27343326994378e-07,5.536666680683311e-09
1961,1.5494394745019235e-07,5.55852741612739e-09
1962,1.464991896682477e-07,1.1415521861124489e-08
1963,1.6035812677728245e-07,4.526237162849611e-09
1964,1.825190452109382e-07,8.517555549758526e-09
1965,1.3734829451550468e-07,2.73602163147757e-09
1966,1.25183092336556e-07,7.200797291773142e-09
1967,1.3804940124373388e-07,1.035370456037299e-08
1968,1.5854698176553939e-07,8.084548142051062e-09
1969,1.7440349608932593e-07,4.087581828571274e-09
1970,1.535974121225081e-07,3.6789800095249348e-09
1971,1.5723496460395836e-07,8.735275613958038e-09
1972,1.431311034139071e-07,1.5390440033513642e-09
1973,1.356248162664997e-07,4.9618833486420044e-09
1974,1.2601280729995779e-07,6.750686232237513e-09
1975,1.1308731018289109e-07,5.711480177694739e-09
1976,1.3369653117933922e-07,6.8562320265641574e-09
1977,1.1988635151283233e-07,8.815172591880582e-09
1978,1.2891082690202893e-07,5.940591130126904e-09
1979,1.2581742225847847e-07,6.437170796402825e-09
1980,1.3189549008529866e-07,1.0233271119375331e-08
1981,1.2777610436387477e-07,3.1627747087981106e-09
1982,1.0242379033797988e-07,5.586751949948621e-09
1983,1.1304415892254838e-07,1.89459470334441e-09
1984,1.1250076425994848e-07,6.958810416790584e-09
1985,1.263267250806166e-07,1.2031116103372597e-09
1986,1.3667427367636265e-07,1.7983456945813714e-09
1987,1.0449496556930171e-07,1.2221633705067347e-09
1988,1.1573348501769942e-07,2.99827696004229e-09
1989,1.1744581485118033e-07,3.841685636274406e-09
1990,1.1333194294138593e-07,1.6345953479657283e-09
1991,1.0726481036726909e-07,1.7584396161396398e-09
1992,1.1736180738353141e-07,4.958949695321735e-09
1993,1.05798861227413e-07,3.323524566667402e-09
1994,1.2712573038697883e-07,7.384897138251745e-09
1995,9.651962784573698e-08,1.626735190995987e-09
1996,8.594328448907618e-08,6.939520069693117e-09
1997,8.678758689484312e-08,2.876936688878118e-09
1998,8.630313885760188e-08,2.86087753487152e-09
1999,9.87163417676129e-08,3.656160929565999e-09
2000,9.719668980778806e-08,6.185244316725402e-09
2001,9.857726723794258e-08,2.190605918883648e-09
2002,9.594874939011788e-08,2.1906108038649563e-09
2003,1.1167353619612186e-07,6.250384210204629e-09
2004,9.954828072977762e-08,1.7619165015858584e-09
2005,9.592986316420138e-08,1.3511248786457486e-09
2006,1.0047651244349254e-07,1.6471559671771274e-09
2007,1.1264432231428145e-07,2.7961355453243186e-09
2008,1.0260429661457238e-07,5.960415716543821e-09
2009,1.2349619282758795e-07,1.907277002999308e-09
2010,1.2659765502576192e-07,2.8342759250676863e-09
2011,1.498997050930484e-07,2.2943831279320648e-09
2012,1.657871138149858e-07,5.1063788752969685e-09
2013,1.6344272069090948e-07,3.3469500504423877e-09
2014,1.769168704868207e-07,3.031623174720721e-09
2015,1.8441907911892486e-07,3.768178213903184e-09
2016,1.8207079222065659e-07,3.314144070287739e-09
2017,1.7307405641986406e-07,4.779661555431858e-09
2018,1.6366499266950996e-07,7.486253394972664e-09
2019,1.62497926226024e-07,1.7856913725466939e-09
